Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
3255,42,46,34,42,3645.6,3567.2,9656,9656,4.13E+05,8.09E+06,4233416,1.13E+05,4.20E+05,81859,7.59E+04,0.4128823,8.087846,4.233416,1.13E+00,4.20E+00,8.19E-01,7.59E-01,1518,1163,1765.434,1235.8038,988.64304,49.432152,0,0,0,0,0,0
3260,42,46,34,42,3645.6,3645.6,9656,9656,8.99E+05,1.31E+07,15189683,1.13E+05,165767,81859,3.60E+05,0.8987655,13.06261,15.189683,1.13E+00,1.66E+00,8.19E-01,3.60E+00,1410,1164,1641.24,1148.868,919.0944,45.95472,0,0,0,0,0,0
3265,42,45,34,42,3645.6,3645.6,9656,9656,828654,1.31E+07,9701177,200128,165767,81859,3.60E+05,0.828654,13.06261,9.701177,2.00E+00,1.66E+00,8.19E-01,3.60E+00,1442,1165,1679.93,1175.951,940.7608,47.03804,0,0,0,0,0,0
3270,42,45,34,42,3645.6,3645.6,9656,9656,828654,30558700,9701177,200128,165767,857497,3.60E+05,0.828654,30.5587,9.701177,2.00E+00,1.66E+00,8.57E+00,3.60E+00,1392,1164,1620.288,1134.2016,907.36128,45.368064,0,0,0,0,0,0
3275,42,45,34,42,3645.6,3645.6,9656,9656,3.01E+05,1.47E+06,3422559,39906,2.73E+04,2.27E+04,3.60E+05,0.3007293,1.469672,3.422559,3.99E-01,2.73E-01,2.27E-01,3.60E+00,1399,1164,1628.436,1139.9052,911.92416,45.596208,0,11.8,0,158.5,0,162304
3280,42,46,34,42,3645.6,3645.6,9656,9656,1288224,12694347,13800789,3.52E+05,2.73E+04,3.45E+05,3.60E+05,1.288224,12.694347,13.800789,3.52E+00,2.73E-01,3.45E+00,3.60E+00,1425,1158,1650.15,1155.105,924.084,46.2042,0,1.2,0,0.8,0,819.2
3285,42,46,34,42,3724,3645.6,9656,9656,1288224,26776777,13800789,3.52E+05,2.73E+04,639712,3.60E+05,1.288224,26.776777,13.800789,3.52E+00,2.73E-01,6.40E+00,3.60E+00,1403,1160,1627.48,1139.236,911.3888,45.56944,0,0,0,0,0,0
3290,42,45,34,42,3645.6,3645.6,9372,9656,4.87E+05,6.01E+06,6.75E+06,130164,2.73E+04,639712,2.17E+05,0.4868985,6.014028,6.745744,1.30E+00,2.73E-01,6.40E+00,2.17E+00,1409,1162,1637.258,1146.0806,916.86448,45.843224,0,0,0,0,0,0
3295,42,46,34,42,3645.6,3645.6,9372,9656,1027485,12340484,14197342,130164,202451,3.91E+05,2.17E+05,1.027485,12.340484,14.197342,1.30E+00,2.02E+00,3.91E+00,2.17E+00,1387,1159,1607.533,1125.2731,900.21848,45.010924,0,0,0,0,0,0
3300,42,45,34,42,3645.6,3645.6,9656,9656,443867,2441200,2807551,45333,202451,3.91E+05,98599,0.443867,2.4412,2.807551,4.53E-01,2.02E+00,3.91E+00,9.86E-01,1437,1162,1669.794,1168.8558,935.08464,46.754232,0,0,0,0,0,0
3305,42,45,34,42,3645.6,3567.2,9656,9656,443867,34711560,2807551,45333,202451,852314,98599,0.443867,34.71156,2.807551,4.53E-01,2.02E+00,8.52E+00,9.86E-01,1448,1164,1685.472,1179.8304,943.86432,47.193216,0,11.2,0,133.2,0,136396.8
3310,42,45,34,42,3645.6,3645.6,9656,9656,443867,18789082,2807551,45333,202451,389181,98599,0.443867,18.789082,2.807551,4.53E-01,2.02E+00,3.89E+00,9.86E-01,1424,1158,1648.992,1154.2944,923.43552,46.171776,0,1.2,0,0.8,0,819.2
3315,42,45,34,42,3645.6,3567.2,9656,9656,443867,1.16E+07,2807551,45333,202451,144090,8.95E+04,0.443867,11.63927,2.807551,4.53E-01,2.02E+00,1.44E+00,8.95E-01,1398,1167,1631.466,1142.0262,913.62096,45.681048,0,0,0,0,0,0
3320,42,46,34,42,3645.6,3567.2,9656,9656,1746886,1.16E+07,28056247,745574,202451,144090,8.95E+04,1.746886,11.63927,28.056247,7.46E+00,2.02E+00,1.44E+00,8.95E-01,1412,1169,1650.628,1155.4396,924.35168,46.217584,0,0,0,0,0,0
3325,42,45,34,42,3724,3567.2,9656,9656,845191,1.16E+07,9904535,270638,202451,144090,8.95E+04,0.845191,11.63927,9.904535,2.71E+00,2.02E+00,1.44E+00,8.95E-01,1414,1170,1654.38,1158.066,926.4528,46.32264,0,0,0,0,0,0
3330,42,45,34,42,3645.6,3645.6,9656,9656,845191,29181560,9904535,270638,202451,144090,551328,0.845191,29.18156,9.904535,2.71E+00,2.02E+00,1.44E+00,5.51E+00,1414,1169,1652.966,1157.0762,925.66096,46.283048,0,0,0,0,0,0
3335,42,46,34,42,3645.6,3645.6,9656,9656,227013,2211963,2.71E+06,5.96E+04,202451,3.96E+04,551328,0.227013,2.211963,2.70518,5.96E-01,2.02E+00,3.96E-01,5.51E+00,1508,1169,1762.852,1233.9964,987.19712,49.359856,0,11.6,0,133.7,0,136908.8
3340,42,46,34,42,3645.6,3645.6,9656,9656,8.54E+05,18757918,9.22E+06,5.96E+04,2.46E+05,2.02E+05,82745,0.8536517,18.757918,9.219267,5.96E-01,2.46E+00,2.02E+00,8.27E-01,1396,1169,1631.924,1142.3468,913.87744,45.693872,0,1.2,0,0.8,0,819.2
3345,42,45,34,42,3645.6,3645.6,9656,9656,1507404,18757918,27473067,5.96E+04,652222,2.02E+05,82745,1.507404,18.757918,27.473067,5.96E-01,6.52E+00,2.02E+00,8.27E-01,1445,1166,1684.87,1179.409,943.5272,47.17636,0,0,0,0,0,0
3350,42,46,34,42,3645.6,3645.6,9656,9656,513877,6.43E+06,6.67E+06,1.58E+05,652222,1.41E+05,82745,0.513877,6.42925,6.66889,1.58E+00,6.52E+00,1.41E+00,8.27E-01,1449,1168,1692.432,1184.7024,947.76192,47.388096,0,0,0,0,0,0
3355,42,46,34,42,3645.6,3645.6,9656,9656,513877,27576903,6.67E+06,1.58E+05,652222,1.41E+05,211264,0.513877,27.576903,6.66889,1.58E+00,6.52E+00,1.41E+00,2.11E+00,1473,1170,1723.41,1206.387,965.1096,48.25548,0,0,0,0,0,0
3360,42,45,34,42,3724,3645.6,9656,9656,3.08E+05,3.83E+06,2216282,1.58E+05,14415,5.20E+04,7.08E+04,0.3084967,3.833484,2.216282,1.58E+00,1.44E-01,5.20E-01,7.08E-01,1407,1170,1646.19,1152.333,921.8664,46.09332,0,0,0,0,0,0
3365,42,45,34,42,3645.6,3645.6,9656,9656,1146822,1.63E+07,18708305,363583,14415,5.20E+04,4.22E+05,1.146822,16.27187,18.708305,3.64E+00,1.44E-01,5.20E-01,4.22E+00,1423,1165,1657.795,1160.4565,928.3652,46.41826,0,11.2,0,131.9,0,135065.6
3370,42,45,34,42,3645.6,3645.6,9656,9372,756785,9.83E+06,9860194,363583,2.52E+05,5.20E+04,93581,0.756785,9.83087,9.860194,3.64E+00,2.52E+00,5.20E-01,9.36E-01,1463,1167,1707.321,1195.1247,956.09976,47.804988,0,1.2,0,0.8,0,819.2
3375,42,45,34,42,3645.6,3645.6,9656,9656,756785,11489340,9860194,363583,2.52E+05,132075,80070,0.756785,11.48934,9.860194,3.64E+00,2.52E+00,1.32E+00,8.01E-01,1431,1166,1668.546,1167.9822,934.38576,46.719288,0,0,0,0,0,0
3380,42,45,34,42,3645.6,3645.6,9656,9656,8.63E+05,1.43E+07,1.42E+07,3.66E+05,2.52E+05,3.12E+05,80070,0.8634435,14.27231,14.22266,3.66E+00,2.52E+00,3.12E+00,8.01E-01,1418,1166,1653.388,1157.3716,925.89728,46.294864,0,0,0,0,0,0
3385,42,45,34,42,3645.6,3645.6,9656,9656,851831,1.43E+07,9755641,3.66E+05,215545,3.12E+05,80070,0.851831,14.27231,9.755641,3.66E+00,2.16E+00,3.12E+00,8.01E-01,1445,1167,1686.315,1180.4205,944.3364,47.21682,0,0,0,0,0,0
3390,42,45,34,42,3645.6,3567.2,9656,9656,2364989,1.43E+07,31321484,856636,215545,3.12E+05,80070,2.364989,14.27231,31.321484,8.57E+00,2.16E+00,3.12E+00,8.01E-01,1400,1167,1633.8,1143.66,914.928,45.7464,0,0,0,0,0,0
3395,42,46,34,42,3724,3645.6,9656,9656,1.60E+05,2797779,1.82E+06,3.90E+04,215545,36487,8.08E+04,0.1602687,2.797779,1.819635,3.90E-01,2.16E+00,3.65E-01,8.08E-01,1438,1156,1662.328,1163.6296,930.90368,46.545184,0,11,0,129.2,0,132300.8
3400,42,45,34,42,3645.6,3645.6,9656,9656,1282757,1.35E+07,1.33E+07,3.80E+05,215545,36487,1.15E+05,1.282757,13.47655,13.31404,3.80E+00,2.16E+00,3.65E-01,1.15E+00,1535,1157,1775.995,1243.1965,994.5572,49.72786,0,1.2,0,0.8,0,819.2
3405,42,45,34,42,3645.6,3645.6,9656,9656,1282757,26217005,1.33E+07,3.80E+05,215545,683492,1.15E+05,1.282757,26.217005,13.31404,3.80E+00,2.16E+00,6.83E+00,1.15E+00,1398,1164,1627.272,1139.0904,911.27232,45.563616,0,0,0,0,0,0
3410,42,46,34,42,3567.2,3645.6,9656,9656,5.11E+05,5.70E+06,6308000,169884,215545,683492,202614,0.5108905,5.696864,6.308,1.70E+00,2.16E+00,6.83E+00,2.03E+00,1445,1167,1686.315,1180.4205,944.3364,47.21682,0,0,0,0,0,0
3415,42,46,34,42,3645.6,3645.6,9656,9656,1.01E+06,1.30E+07,14005299,169884,293272,683492,1.76E+05,1.011612,13.02948,14.005299,1.70E+00,2.93E+00,6.83E+00,1.76E+00,1460,1166,1702.36,1191.652,953.3216,47.66608,0,0,0,0,0,0
3420,42,46,34,42,3724,3645.6,9656,9656,4.36E+05,2829768,3108493,169884,58490,57173,1.76E+05,0.4358675,2.829768,3.108493,1.70E+00,5.85E-01,5.72E-01,1.76E+00,1395,1166,1626.57,1138.599,910.8792,45.54396,0,0,0,0,0,0
3425,42,46,34,42,3645.6,3645.6,9656,9656,4.36E+05,34421131,3108493,169884,58490,451746,2.88E+05,0.4358675,34.421131,3.108493,1.70E+00,5.85E-01,4.52E+00,2.88E+00,1418,1162,1647.716,1153.4012,922.72096,46.136048,0,11.8,0,130.1,0,133222.4
3430,42,46,34,42,3645.6,3645.6,9656,9656,4.36E+05,18209833,3108493,169884,58490,491251,2.88E+05,0.4358675,18.209833,3.108493,1.70E+00,5.85E-01,4.91E+00,2.88E+00,1466,1168,1712.288,1198.6016,958.88128,47.944064,0,1.2,0,0.8,0,819.2
3435,42,45,34,42,3645.6,3645.6,9656,9656,4.36E+05,11621768,3108493,169884,58490,180030,132952,0.4358675,11.621768,3.108493,1.70E+00,5.85E-01,1.80E+00,1.33E+00,1419,1166,1654.554,1158.1878,926.55024,46.327512,0,0,0,0,0,0
3440,42,45,34,42,3645.6,3645.6,9656,9656,4.36E+05,27563541,3108493,169884,58490,4.39E+05,1.75E+05,0.4358675,27.563541,3.108493,1.70E+00,5.85E-01,4.39E+00,1.75E+00,1370,1164,1594.68,1116.276,893.0208,44.65104,0,0,0,0,0,0
3445,42,46,34,42,3645.6,3645.6,9656,9656,4.98E+05,1.20E+06,2.95E+06,3.93E+04,23784,4.66E+04,1.75E+05,0.4982047,1.201664,2.950064,3.93E-01,2.38E-01,4.66E-01,1.75E+00,1433,1173,1680.909,1176.6363,941.30904,47.065452,0,0,0,0,0,0
3450,42,45,34,42,3645.6,3645.6,9372,9656,4.98E+05,34883928,2.95E+06,3.93E+04,23784,1044660,1.75E+05,0.4982047,34.883928,2.950064,3.93E-01,2.38E-01,1.04E+01,1.75E+00,1478,1173,1733.694,1213.5858,970.86864,48.543432,0,0,0,0,0,0
3455,42,46,34,42,3645.6,3645.6,9656,9372,1495275,34883928,21033899,234918,2.35E+05,1044660,1.75E+05,1.495275,34.883928,21.033899,2.35E+00,2.35E+00,1.04E+01,1.75E+00,1436,1167,1675.812,1173.0684,938.45472,46.922736,0,12,0,130.5,0,133632
3460,42,46,34,42,3645.6,3645.6,9656,9656,665638,5769842,6.09E+06,136918,2.35E+05,1.64E+05,1.75E+05,0.665638,5.769842,6.093608,1.37E+00,2.35E+00,1.64E+00,1.75E+00,1412,1168,1649.216,1154.4512,923.56096,46.178048,0,1.2,0,0.8,0,819.2
3465,42,45,34,42,3645.6,3645.6,9656,9656,665638,25831093,6.09E+06,136918,2.35E+05,653971,1.75E+05,0.665638,25.831093,6.093608,1.37E+00,2.35E+00,6.54E+00,1.75E+00,1409,1171,1649.939,1154.9573,923.96584,46.198292,0,0,0,0,0,0
3470,42,46,34,42,3645.6,3645.6,9656,9656,859657,25831093,13729203,228520,2.35E+05,653971,1.75E+05,0.859657,25.831093,13.729203,2.29E+00,2.35E+00,6.54E+00,1.75E+00,1394,1165,1624.01,1136.807,909.4456,45.47228,0,0,0,0,0,0
3475,42,46,34,42,3645.6,3645.6,9372,9656,859657,27381027,13729203,228520,2.35E+05,653971,262654,0.859657,27.381027,13.729203,2.29E+00,2.35E+00,6.54E+00,2.63E+00,1403,1164,1633.092,1143.1644,914.53152,45.726576,0,0,0,0,0,0
3480,42,45,34,42,3645.6,3645.6,9656,9656,859657,5.63E+06,13729203,228520,2.35E+05,7.96E+04,1.13E+05,0.859657,5.629634,13.729203,2.29E+00,2.35E+00,7.96E-01,1.13E+00,1389,1158,1608.462,1125.9234,900.73872,45.036936,0,0,0,0,0,0
3485,42,45,34,42,3645.6,3645.6,9656,9372,1238492,14717640,1.62E+07,374274,2.35E+05,405355,1.13E+05,1.238492,14.71764,16.24819,3.74E+00,2.35E+00,4.05E+00,1.13E+00,1410,1160,1635.6,1144.92,915.936,45.7968,0,11.2,0,131.5,0,134656
3490,42,45,34,42,3645.6,3567.2,9372,9372,1238492,23544576,1.62E+07,374274,2.35E+05,566672,1.13E+05,1.238492,23.544576,16.24819,3.74E+00,2.35E+00,5.67E+00,1.13E+00,1410,1164,1641.24,1148.868,919.0944,45.95472,0,1.2,0,0.8,0,819.2
3495,42,45,34,42,3724,3645.6,9656,9656,552992,5.53E+06,6.00E+06,144579,2.35E+05,1.69E+05,1.13E+05,0.552992,5.52836,6.001956,1.45E+00,2.35E+00,1.69E+00,1.13E+00,1392,1165,1621.68,1135.176,908.1408,45.40704,0,0,0,0,0,0
3500,42,46,34,42,3645.6,3645.6,9656,9656,552992,26688717,6.00E+06,144579,2.35E+05,977619,1.13E+05,0.552992,26.688717,6.001956,1.45E+00,2.35E+00,9.78E+00,1.13E+00,1401,1162,1627.962,1139.5734,911.65872,45.582936,0,0,0,0,0,0
3505,42,46,34,42,3645.6,3645.6,9656,9656,276730,2.42E+06,1.50E+06,49279,2.35E+05,4.60E+04,2.29E+04,0.27673,2.422657,1.498262,4.93E-01,2.35E+00,4.60E-01,2.29E-01,1469,1164,1709.916,1196.9412,957.55296,47.877648,0,0,0,0,0,0
3510,42,45,34,42,3645.6,3645.6,9656,9656,276730,34268283,1.50E+06,49279,2.35E+05,1093954,2.29E+04,0.27673,34.268283,1.498262,4.93E-01,2.35E+00,1.09E+01,2.29E-01,1437,1159,1665.483,1165.8381,932.67048,46.633524,0,0,0,0,0,0
3515,42,45,34,42,3645.6,3645.6,9656,9656,276730,18438114,1.50E+06,49279,2.35E+05,538883,2.29E+04,0.27673,18.438114,1.498262,4.93E-01,2.35E+00,5.39E+00,2.29E-01,1400,1160,1624,1136.8,909.44,45.472,0,12.4,0,132.7,0,135884.8
3520,42,46,34,42,3645.6,3645.6,9656,9656,680082,5807166,6182322,135196,2.35E+05,139800,2.29E+04,0.680082,5.807166,6.182322,1.35E+00,2.35E+00,1.40E+00,2.29E-01,1469,1166,1712.854,1198.9978,959.19824,47.959912,0,1.2,0,0.8,0,819.2
3525,42,45,34,42,3724,3645.6,9656,9656,1670255,5807166,26585244,669425,2.35E+05,139800,2.29E+04,1.670255,5.807166,26.585244,6.69E+00,2.35E+00,1.40E+00,2.29E-01,1435,1166,1673.21,1171.247,936.9976,46.84988,0,0,0,0,0,0
3530,42,45,34,42,3645.6,3645.6,9656,9372,883596,5807166,13026889,669425,288605,139800,2.29E+04,0.883596,5.807166,13.026889,6.69E+00,2.89E+00,1.40E+00,2.29E-01,1405,1162,1632.61,1142.827,914.2616,45.71308,0,0,0,0,0,0
3535,42,46,34,42,3645.6,3567.2,9656,9656,1076336,1.34E+07,13369636,3.68E+05,288605,3.20E+05,2.29E+04,1.076336,13.41185,13.369636,3.68E+00,2.89E+00,3.20E+00,2.29E-01,1417,1162,1646.554,1152.5878,922.07024,46.103512,0,0,0,0,0,0
3540,42,46,34,42,3645.6,3645.6,9656,9656,385613,2.62E+06,2.91E+06,6.69E+04,288605,3.20E+05,127751,0.385613,2.618326,2.905736,6.69E-01,2.89E+00,3.20E+00,1.28E+00,1437,1156,1661.172,1162.8204,930.25632,46.512816,0,0,0,0,0,0
3545,42,46,34,42,3645.6,3645.6,9656,9656,385613,31646093,2.91E+06,6.69E+04,288605,879603,127751,0.385613,31.646093,2.905736,6.69E-01,2.89E+00,8.80E+00,1.28E+00,1399,1153,1613.047,1129.1329,903.30632,45.165316,0,11.8,0,133,0,136192
3550,42,45,34,42,3645.6,3567.2,9656,9656,1525705,31646093,23469964,553887,288605,879603,127751,1.525705,31.646093,23.469964,5.54E+00,2.89E+00,8.80E+00,1.28E+00,1448,1156,1673.888,1171.7216,937.37728,46.868864,0,1.2,0,0.8,0,819.2
3555,42,45,34,42,3645.6,3645.6,9656,9656,1525705,1.20E+07,23469964,553887,288605,178465,67172,1.525705,12.04405,23.469964,5.54E+00,2.89E+00,1.78E+00,6.72E-01,1412,1163,1642.156,1149.5092,919.60736,45.980368,0,0,0,0,0,0
3560,42,46,34,42,3645.6,3645.6,9656,9656,1525705,2.66E+07,23469964,553887,288605,3.11E+05,256571,1.525705,26.62672,23.469964,5.54E+00,2.89E+00,3.11E+00,2.57E+00,1403,1166,1635.898,1145.1286,916.10288,45.805144,0,0,0,0,0,0
3565,42,45,34,42,3645.6,3645.6,9656,9656,5.56E+05,1224221,3.20E+06,3.92E+04,1.15E+04,3.11E+05,4.44E+04,0.5556073,1.224221,3.195699,3.92E-01,1.15E-01,3.11E+00,4.44E-01,1405,1160,1629.8,1140.86,912.688,45.6344,0,0,0,0,0,0
3570,42,46,34,42,3645.6,3645.6,9656,9656,2415275,1224221,35691734,3.92E+04,970112,3.11E+05,4.44E+04,2.415275,1.224221,35.691734,3.92E-01,9.70E+00,3.11E+00,4.44E-01,1445,1166,1684.87,1179.409,943.5272,47.17636,0,0,0,0,0,0
3575,42,46,34,42,3645.6,3645.6,9656,9656,2415275,19578616,35691734,3.92E+04,970112,3.11E+05,355146,2.415275,19.578616,35.691734,3.92E-01,9.70E+00,3.11E+00,3.55E+00,1591,1160,1845.56,1291.892,1033.5136,51.67568,0,12.6,0,133.5,0,136704
3580,42,46,34,42,3645.6,3567.2,9656,9656,2415275,1.23E+07,35691734,3.92E+04,970112,145882,98679,2.415275,12.2891,35.691734,3.92E-01,9.70E+00,1.46E+00,9.87E-01,1481,1170,1732.77,1212.939,970.3512,48.51756,0,1.2,0,0.8,0,819.2
3585,42,45,34,42,3645.6,3645.6,9656,9656,2415275,27747784,35691734,3.92E+04,970112,3.22E+05,116084,2.415275,27.747784,35.691734,3.92E-01,9.70E+00,3.22E+00,1.16E+00,1404,1163,1632.852,1142.9964,914.39712,45.719856,0,0,0,0,0,0
3590,42,46,34,42,3645.6,3645.6,9656,9656,4.29E+05,6.04E+06,6693734,1.22E+05,970112,3.22E+05,2.18E+05,0.4286885,6.03545,6.693734,1.22E+00,9.70E+00,3.22E+00,2.18E+00,1426,1162,1657.012,1159.9084,927.92672,46.396336,0,0,0,0,0,0
3595,42,46,34,42,3645.6,3567.2,9372,9372,2221237,6.04E+06,26305826,750008,970112,3.22E+05,2.18E+05,2.221237,6.03545,26.305826,7.50E+00,9.70E+00,3.22E+00,2.18E+00,1492,1166,1739.672,1217.7704,974.21632,48.710816,0,0,0,0,0,0
3600,42,45,34,42,3645.6,3645.6,9656,9656,2221237,5.51E+06,26305826,750008,970112,58676,1.19E+05,2.221237,5.507128,26.305826,7.50E+00,9.70E+00,5.87E-01,1.19E+00,1436,1162,1668.632,1168.0424,934.43392,46.721696,0,0,0,0,0,0
3605,42,45,34,42,3645.6,3645.6,9372,9372,2493803,5.51E+06,32238364,708500,970112,58676,1.19E+05,2.493803,5.507128,32.238364,7.09E+00,9.70E+00,5.87E-01,1.19E+00,1400,1168,1635.2,1144.64,915.712,45.7856,0,12.6,0,134,0,137216
3610,42,45,34,42,3724,3567.2,9372,9656,2493803,24364552,32238364,708500,970112,583769,1.19E+05,2.493803,24.364552,32.238364,7.09E+00,9.70E+00,5.84E+00,1.19E+00,1450,1160,1682,1177.4,941.92,47.096,0,1.2,0,0.8,0,819.2
3615,42,46,34,42,3645.6,3567.2,9656,9372,5.57E+05,5190606,5.89E+06,1.46E+05,970112,132929,1.19E+05,0.5568025,5.190606,5.886202,1.46E+00,9.70E+00,1.33E+00,1.19E+00,1399,1158,1620.042,1134.0294,907.22352,45.361176,0,0,0,0,0,0
3620,42,45,34,42,3724,3645.6,9656,9656,1921037,5190606,28620405,712487,970112,132929,1.19E+05,1.921037,5.190606,28.620405,7.12E+00,9.70E+00,1.33E+00,1.19E+00,1436,1159,1664.324,1165.0268,932.02144,46.601072,0,0,0,0,0,0
3625,42,45,34,42,3645.6,3645.6,9656,9656,1921037,4.40E+06,28620405,712487,970112,59716,59024,1.921037,4.400978,28.620405,7.12E+00,9.70E+00,5.97E-01,5.90E-01,1425,1156,1647.3,1153.11,922.488,46.1244,0,0,0,0,0,0
3630,42,46,34,42,3645.6,3645.6,9656,9656,1921037,33240538,28620405,712487,970112,59716,639187,1.921037,33.240538,28.620405,7.12E+00,9.70E+00,5.97E-01,6.39E+00,1466,1160,1700.56,1190.392,952.3136,47.61568,0,0,0,0,0,0
3635,42,46,34,42,3645.6,3645.6,9656,9656,1921037,19364493,28620405,712487,970112,250543,1.82E+05,1.921037,19.364493,28.620405,7.12E+00,9.70E+00,2.51E+00,1.82E+00,1395,1157,1614.015,1129.8105,903.8484,45.19242,0,12,0,134.9,0,138137.6
3640,42,45,34,42,3645.6,3567.2,9656,9372,685876,5880636,6310433,1.60E+05,970112,250543,100620,0.685876,5.880636,6.310433,1.60E+00,9.70E+00,2.51E+00,1.01E+00,1421,1161,1649.781,1154.8467,923.87736,46.193868,0,1.2,0,0.8,0,819.2
3645,42,45,34,42,3645.6,3645.6,9656,9656,1682042,5880636,26920288,1.60E+05,692285,250543,100620,1.682042,5.880636,26.920288,1.60E+00,6.92E+00,2.51E+00,1.01E+00,1412,1170,1652.04,1156.428,925.1424,46.25712,0,0,0,0,0,0
3650,42,45,34,42,3567.2,3645.6,9656,9372,2.82E+05,7.77E+06,4.09E+06,1.06E+05,692285,89195,9.95E+04,0.2819813,7.774853,4.087609,1.06E+00,6.92E+00,8.92E-01,9.95E-01,1399,1159,1621.441,1135.0087,908.00696,45.400348,0,0,0,0,0,0
3655,42,45,34,42,3724,3645.6,9656,9656,2.82E+05,27797142,4.09E+06,1.06E+05,692285,89195,311528,0.2819813,27.797142,4.087609,1.06E+00,6.92E+00,8.92E-01,3.12E+00,1412,1165,1644.98,1151.486,921.1888,46.05944,0,0,0,0,0,0
3660,42,46,34,42,3645.6,3645.6,9656,9656,3.73E+05,2573710,3077302,7.53E+04,692285,89195,1.35E+05,0.3728695,2.57371,3.077302,7.53E-01,6.92E+00,8.92E-01,1.35E+00,1439,1171,1685.069,1179.5483,943.63864,47.181932,0,0,0,0,0,0
3665,42,45,34,42,3567.2,3645.6,9656,9372,1.26E+06,1.50E+07,14764337,441754,692285,3.34E+05,1.35E+05,1.262646,14.99472,14.764337,4.42E+00,6.92E+00,3.34E+00,1.35E+00,1459,1168,1704.112,1192.8784,954.30272,47.715136,0,10.6,0,136,0,139264
3670,42,45,34,42,3567.2,3645.6,9372,9656,1.26E+06,23256293,14764337,441754,692285,3.34E+05,428006,1.262646,23.256293,14.764337,4.42E+00,6.92E+00,3.34E+00,4.28E+00,1416,1164,1648.224,1153.7568,923.00544,46.150272,0,1.2,0,0.8,0,819.2
3675,42,46,34,42,3645.6,3645.6,9656,9656,2.50E+05,2436606,1586717,2.46E+04,692285,3.53E+04,55665,0.2498293,2.436606,1.586717,2.46E-01,6.92E+00,3.53E-01,5.57E-01,1418,1164,1650.552,1155.3864,924.30912,46.215456,0,0,0,0,0,0
3680,42,46,34,42,3724,3645.6,9656,9656,2262336,2436606,35152896,939216,692285,3.53E+04,55665,2.262336,2.436606,35.152896,9.39E+00,6.92E+00,3.53E-01,5.57E-01,1379,1166,1607.914,1125.5398,900.43184,45.021592,0,0,0,0,0,0
3685,42,46,34,42,3645.6,3645.6,9656,9656,1517737,2436606,20189830,525031,692285,3.53E+04,55665,1.517737,2.436606,20.18983,5.25E+00,6.92E+00,3.53E-01,5.57E-01,1408,1174,1652.992,1157.0944,925.67552,46.283776,0,0,0,0,0,0
3690,42,45,34,42,3645.6,3567.2,9656,9656,4.96E+05,9271722,4917691,525031,7.59E+04,105756,1.11E+05,0.4960467,9.271722,4.917691,5.25E+00,7.59E-01,1.06E+00,1.11E+00,1421,1160,1648.36,1153.852,923.0816,46.15408,0,0,0,0,0,0
3695,42,46,34,42,3645.6,3567.2,9656,9656,4.96E+05,27145777,4917691,525031,7.59E+04,105756,344339,0.4960467,27.145777,4.917691,5.25E+00,7.59E-01,1.06E+00,3.44E+00,1400,1158,1621.2,1134.84,907.872,45.3936,0,12.2,0,136.3,0,139571.2
3700,42,46,34,42,3645.6,3645.6,9656,9656,5.65E+05,3509170,7698047,9.95E+04,78837,9.16E+04,344339,0.5647433,3.50917,7.698047,9.95E-01,7.88E-01,9.16E-01,3.44E+00,1426,1154,1645.604,1151.9228,921.53824,46.076912,0,1.2,0,0.8,0,819.2
3705,42,46,34,42,3645.6,3645.6,9656,9656,1092713,1.39E+07,1.37E+07,9.95E+04,3.57E+05,9.16E+04,1.09E+05,1.092713,13.9335,13.68053,9.95E-01,3.57E+00,9.16E-01,1.09E+00,1399,1160,1622.84,1135.988,908.7904,45.43952,0,0,0,0,0,0
3710,42,45,34,42,3645.6,3645.6,9656,9656,250429,2158098,2.74E+06,51852,3.57E+05,58161,1.09E+05,0.250429,2.158098,2.73659,5.19E-01,3.57E+00,5.82E-01,1.09E+00,1414,1157,1635.998,1145.1986,916.15888,45.807944,0,0,0,0,0,0
3715,42,46,34,42,3645.6,3645.6,9372,9656,1245400,15290147,15849816,51852,290798,3.83E+05,1.09E+05,1.2454,15.290147,15.849816,5.19E-01,2.91E+00,3.83E+00,1.09E+00,1397,1159,1619.123,1133.3861,906.70888,45.335444,0,0,0,0,0,0
3720,42,46,34,42,3645.6,3645.6,9656,9656,1245400,26172690,15849816,51852,290798,3.83E+05,158599,1.2454,26.17269,15.849816,5.19E-01,2.91E+00,3.83E+00,1.59E+00,1432,1161,1662.552,1163.7864,931.02912,46.551456,0,0,0,0,0,0
3725,42,45,34,42,3645.6,3645.6,9656,9656,547861,5858785,6795558,1.41E+05,290798,3.83E+05,103771,0.547861,5.858785,6.795558,1.41E+00,2.91E+00,3.83E+00,1.04E+00,1411,1161,1638.171,1146.7197,917.37576,45.868788,0,12.6,0,136.9,0,140185.6
