Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
635,46.00,46.00,34.00,43.00,3567.20,3567.20,8662.00,8662.00,4986696602,4986702854,4986699728,4986627589,4986675912,4986651751,4986696602,4986702854,4986699728,207.3,114.2,1.673,155.475,124.38,62.19
640,47.00,46.00,34.00,43.00,3567.20,3567.20,8662.00,8449.00,4986690400,4986668008,4986679204,4986702495,4986704987,4986703741,4986690400,4986668002,4986679201,207.3,114.2,1.669,155.475,124.38,62.19
645,47.00,46.00,34.00,43.00,3567.20,3567.20,8875.00,8449.00,4986625242,4986641937,4986633590,4986682982,4986632566,4986657774,4986625243,4986641937,4986633590,207.5,114.2,1.672,155.625,124.5,62.25
650,47.00,46.00,34.00,44.00,3567.20,3567.20,8875.00,8662.00,4986690835,4986674683,4986682759,4986669790,4986669201,4986669496,4986690829,4986674692,4986682761,207.1,114,1.765,155.325,124.26,62.13
655,46.00,46.00,34.00,43.00,3567.20,3567.20,8662.00,8662.00,4986653130,4986665006,4986659068,4986669652,4986671668,4986670660,4986653137,4986664996,4986659067,207.2,114.1,1.672,155.4,124.32,62.16
660,47.00,46.00,34.00,43.00,3567.20,3645.60,8449.00,8662.00,4986671568,4986672142,4986671855,4986627573,4986714222,4986670898,4986671563,4986672147,4986671855,207.2,114.1,1.671,155.4,124.32,62.16
665,46.00,47.00,34.00,44.00,3567.20,3567.20,8449.00,8662.00,4986714321,4986712721,4986713521,4986705853,4986661080,4986683467,4986714321,4986712723,4986713522,207.4,114,1.671,155.55,124.44,62.22
670,46.00,46.00,34.00,44.00,3567.20,3567.20,8662.00,8662.00,4986627892,4986631342,4986629617,4986638457,4986638538,4986638498,4986627897,4986631340,4986629619,207.3,114.1,1.671,155.475,124.38,62.19
675,47.00,47.00,35.00,43.00,3567.20,3567.20,8662.00,8662.00,4986673303,4986696934,4986685119,4986674829,4986731164,4986702997,4986673303,4986696933,4986685118,207,114.3,1.702,155.25,124.2,62.1
680,47.00,46.00,34.00,43.00,3645.60,3567.20,8662.00,8662.00,4986673201,4986641077,4986657139,4986705892,4986606507,4986656200,4986673197,4986641078,4986657138,207.9,114.4,1.67,155.925,124.74,62.37
685,47.00,46.00,34.00,44.00,3567.20,3567.20,8662.00,8662.00,4986658905,4986668576,4986663741,4986671966,4986669698,4986670832,4986658907,4986668572,4986663740,207.4,114.4,1.666,155.55,124.44,62.22
690,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986674136,4986672505,4986673321,4986628507,4986717030,4986672769,4986674134,4986672503,4986673319,207.4,114.4,1.666,155.55,124.44,62.22
695,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986684026,4986694120,4986689073,4986670740,4986627445,4986649093,4986684026,4986694126,4986689076,207.2,114.4,1.669,155.4,124.32,62.16
700,47.00,47.00,35.00,43.00,3567.20,3567.20,8449.00,8449.00,4986654660,4986647035,4986650848,4986706086,4986671036,4986688561,4986654665,4986647035,4986650850,207,114.4,1.685,155.25,124.2,62.1
705,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8449.00,4986717969,4986703608,4986710789,4986664221,4986709272,4986686747,4986717968,4986703607,4986710788,207.2,114.5,1.665,155.4,124.32,62.16
710,47.00,47.00,35.00,44.00,3567.20,3567.20,8449.00,8449.00,4986647572,4986659012,4986653292,4986640992,4986634095,4986637544,4986647568,4986659015,4986653292,207.3,114.4,1.667,155.475,124.38,62.19
715,46.00,47.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986650622,4986648935,4986649779,4986668584,4986691689,4986680137,4986650622,4986648927,4986649775,207.4,114.3,1.668,155.55,124.44,62.22
720,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4993750876,4986692940,4990221908,4986671314,4986649530,4986660422,4993750876,4986692948,4990221912,207,114.3,1.668,155.25,124.2,62.1
725,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4979585756,4986660541,4983123149,4986714753,4986670005,4986692379,4979585758,4986660536,4983123147,207.1,114.2,1.673,155.325,124.26,62.13
730,47.00,47.00,35.00,44.00,3488.80,3567.20,8662.00,8662.00,4986694898,4986667451,4986681175,4986642554,4986680254,4986661404,4986694900,4986667457,4986681179,207.2,114.2,1.666,155.4,124.32,62.16
735,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986646797,4986661803,4986654300,4986684825,4986663375,4986674100,4986646793,4986661794,4986654294,207.3,114.2,1.669,155.475,124.38,62.19
740,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8449.00,4986687363,4986683254,4986685309,4986697155,4986676428,4986686792,4986687367,4986683260,4986685314,207.5,114.2,1.676,155.625,124.5,62.25
745,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986657142,4986655933,4986656538,4986621019,4986660232,4986640626,4986657140,4986655928,4986656534,206.9,114.1,1.671,155.175,124.14,62.07
750,47.00,46.00,35.00,44.00,3567.20,3567.20,8449.00,8662.00,4986669165,4986676679,4986672922,4986661053,4986668891,4986664972,4986669162,4986676684,4986672923,207,114.3,1.667,155.25,124.2,62.1
755,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986668653,4986678411,4986673532,4986681133,4986674716,4986677925,4986668656,4986678406,4986673531,207.1,114.4,1.676,155.325,124.26,62.13
760,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8449.00,4986692242,4986658900,4986675571,4986665241,4986678430,4986671836,4986692244,4986658906,4986675575,207.3,114.4,1.671,155.475,124.38,62.19
765,47.00,47.00,35.00,44.00,3488.80,3567.20,8449.00,8449.00,4986657225,4986676758,4986666992,4986674975,4986664880,4986669928,4986657221,4986676759,4986666990,207.5,114.3,1.667,155.625,124.5,62.25
770,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8449.00,4986665048,4986704739,4986684894,4987494170,4986675930,4987085050,4986665050,4986704737,4986684894,207,114.3,1.684,155.25,124.2,62.1
775,47.00,46.00,35.00,44.00,3567.20,3567.20,8449.00,8662.00,4986676341,4986636780,4986656561,4985838739,4986658539,4986248639,4986676342,4986636783,4986656563,207,114.3,1.667,155.25,124.2,62.1
780,47.00,47.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986664549,4986669567,4986667058,4986668521,4986670160,4986669341,4986664548,4986669567,4986667058,207.1,114.3,1.667,155.325,124.26,62.13
785,47.00,46.00,35.00,44.00,3567.20,3567.20,8662.00,8449.00,4986667850,4986676335,4986672093,4986686830,4986671533,4986679182,4986667846,4986676328,4986672087,207.4,114.3,1.674,155.55,124.44,62.22
790,47.00,46.00,35.00,44.00,3488.80,3567.20,8662.00,8662.00,4986676844,4986662170,4986669507,4986661895,4986676254,4986669075,4986676846,4986662175,4986669511,207.5,114.2,1.671,155.625,124.5,62.25
795,47.00,47.00,35.00,44.00,3567.20,3567.20,8449.00,8662.00,4986666442,4986673723,4986670083,4986663312,4986666919,4986665116,4986666445,4986673717,4986670081,206.9,114.2,1.705,155.175,124.14,62.07
800,45.00,48.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986666504,4986676751,4986671628,4986675810,4986682641,4986679226,4986666501,4986676758,4986671630,207.1,114.3,1.677,155.325,124.26,62.13
805,45.00,49.00,35.00,44.00,3567.20,3567.20,8449.00,8662.00,4986674494,4986661329,4986667912,4986675637,4986657768,4986666703,4986674494,4986661331,4986667913,207.3,114.3,1.67,155.475,124.38,62.19
810,45.00,49.00,35.00,44.00,3567.20,3567.20,8662.00,8662.00,4986672882,4986674056,4986673469,4986662341,4986671855,4986667098,4986672885,4986674051,4986673468,207.2,114.2,1.667,155.4,124.32,62.16
815,44.00,48.00,35.00,44.00,3567.20,3645.60,8449.00,8662.00,4986677493,4986670742,4986674118,4986669292,4986667156,4986668224,4986677484,4986670743,4986674114,207.5,114.2,1.682,155.625,124.5,62.25
820,44.00,49.00,35.00,44.00,3645.60,3567.20,8662.00,8449.00,4986660615,4986662676,4986661646,4987166574,4986683503,4986925039,4986660627,4986662676,4986661652,207,114,1.751,155.25,124.2,62.1
825,44.00,49.00,35.00,44.00,3567.20,3645.60,8662.00,8449.00,4986671545,4986677360,4986674453,4986173933,4986657623,4986415778,4986671539,4986677354,4986674447,207,114.2,1.669,155.25,124.2,62.1
830,44.00,49.00,35.00,44.00,3567.20,3645.60,8662.00,8662.00,4986690282,4986677004,4986683643,4986674377,4986684174,4986679276,4986690287,4986677013,4986683650,207.3,114.3,1.679,155.475,124.38,62.19
835,44.00,50.00,35.00,45.00,3645.60,3567.20,8662.00,8662.00,4986654442,4986663943,4986659193,4986683497,4986662323,4986672910,4986654442,4986663940,4986659191,207.4,114.4,1.669,155.55,124.44,62.22
840,44.00,50.00,34.00,45.00,3567.20,3567.20,8662.00,8662.00,4986667836,4986671996,4986669916,4986654352,4986666221,4986660287,4986667830,4986672005,4986669918,207.5,114.4,1.667,155.625,124.5,62.25
845,44.00,50.00,35.00,45.00,3567.20,3567.20,8662.00,8449.00,4986705201,4986669993,4986687597,4986675614,4986676618,4986676116,4986705205,4986669989,4986687597,207.2,114.4,1.671,155.4,124.32,62.16
850,44.00,50.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4986652971,4986669268,4986661120,4986666411,4986667373,4986666892,4986652967,4986669265,4986661116,206.5,114.3,1.667,154.875,123.9,61.95
855,43.00,50.00,34.00,45.00,3567.20,3567.20,8662.00,8662.00,4986649879,4986669298,4986659589,4986671538,4986671794,4986671666,4986649880,4986669296,4986659588,206.2,114.1,1.667,154.65,123.72,61.86
860,43.00,51.00,34.00,45.00,3567.20,3645.60,8449.00,8449.00,4986671152,4986678958,4986675055,4986680371,4986668851,4986674611,4986671156,4986678958,4986675057,206.2,114.1,1.67,154.65,123.72,61.86
865,44.00,49.00,34.00,45.00,3567.20,3567.20,8449.00,8662.00,4986671366,4986661226,4986666296,4986672907,4986672204,4986672556,4986671364,4986661228,4986666296,206.1,114.2,1.666,154.575,123.66,61.83
870,43.00,51.00,34.00,45.00,3567.20,3567.20,8662.00,8449.00,4987024947,4986677263,4986851105,4986667193,4986673219,4986670206,4987024946,4986677265,4986851106,206.1,114.1,1.667,154.575,123.66,61.83
875,43.00,50.00,34.00,46.00,3567.20,3567.20,8449.00,8449.00,4986323260,4986675329,4986499295,4986673520,4986675022,4986674271,4986323265,4986675320,4986499293,206.1,114.2,1.669,154.575,123.66,61.83
880,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986664797,4986658082,4986661440,4986657998,4986662452,4986660225,4986664791,4986658091,4986661441,206.1,114.2,1.667,154.575,123.66,61.83
885,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986666543,4986668060,4986667302,4986678428,4986697546,4986687987,4986666542,4986668052,4986667297,206,114.2,1.666,154.5,123.6,61.8
890,43.00,50.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986720056,4986709307,4986714682,4986697472,4986681464,4986689468,4986720059,4986709313,4986714686,206.1,114.2,1.67,154.575,123.66,61.83
895,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986666201,4986658507,4986662354,4986669544,4986659843,4986664694,4986666203,4986658499,4986662351,206.1,114.2,1.666,154.575,123.66,61.83
900,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986625514,4986643359,4986634437,4986678435,4986639185,4986658810,4986625511,4986643365,4986634438,206,114.3,1.667,154.5,123.6,61.8
905,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986730019,4986714997,4986722508,4986672385,4986719432,4986695909,4986730022,4986714997,4986722510,206.1,114.3,1.667,154.575,123.66,61.83
910,43.00,51.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986608732,4986625992,4986617362,4986668491,4986622366,4986645429,4986608728,4986625996,4986617362,206,114.3,1.667,154.5,123.6,61.8
915,43.00,51.00,34.00,46.00,3567.20,3645.60,8662.00,8662.00,4986674138,4998668623,4992671381,4986628481,4986711138,4986669810,4986674132,4998668615,4992671374,206,114.2,1.666,154.5,123.6,61.8
920,43.00,52.00,34.00,46.00,3645.60,3567.20,8662.00,8449.00,4986729685,4974715836,4980722761,4986743299,4986675568,4986709434,4986729695,4974715840,4980722768,206,114.4,1.668,154.5,123.6,61.8
925,43.00,52.00,34.00,46.00,3488.80,3567.20,8875.00,8662.00,4986612755,4986630480,4986621618,4986605260,4986674225,4986639743,4986612748,4986630479,4986621614,206,114.4,1.665,154.5,123.6,61.8
930,42.00,52.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986667150,4986697699,4986682425,4986665552,4986624417,4986644985,4986667153,4986697700,4986682427,206,114.4,1.665,154.5,123.6,61.8
935,43.00,52.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986702573,4986662466,4986682520,4986689969,4986685479,4986687724,4986702576,4986662462,4986682519,206,114.2,1.668,154.5,123.6,61.8
940,42.00,52.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986637836,4986648128,4986642982,4986657947,4986652894,4986655421,4986637832,4986648133,4986642983,206,114.3,1.665,154.5,123.6,61.8
945,43.00,51.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986673482,4986702641,4986688062,4986661685,4986680326,4986671006,4986673482,4986702640,4986688061,206,114.2,1.667,154.5,123.6,61.8
950,42.00,52.00,34.00,47.00,3567.20,3567.20,8449.00,8662.00,4986698662,4986669053,4986683858,4986679839,4986665048,4986672444,4986698663,4986669053,4986683858,206,114.2,1.667,154.5,123.6,61.8
955,42.00,51.00,34.00,47.00,3567.20,3567.20,8449.00,8662.00,4986641095,4986639918,4986640507,4986705370,4986667320,4986686345,4986641090,4986639912,4986640501,206.1,114.2,1.669,154.575,123.66,61.83
960,42.00,51.00,34.00,47.00,3645.60,3645.60,8662.00,8449.00,4986671654,4986669741,4986670698,4986650261,4986671594,4986660928,4986671660,4986669746,4986670703,206.1,114.3,1.667,154.575,123.66,61.83
965,42.00,52.00,34.00,47.00,3488.80,3567.20,8662.00,8449.00,4986761174,4986695887,4986728531,4986666412,4986697707,4986682060,4986761173,4986695886,4986728530,206.1,114.1,1.669,154.575,123.66,61.83
970,42.00,52.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986579822,4986646735,4986613279,4986662445,4986643171,4986652808,4986579822,4986646739,4986613281,206.1,114.2,1.667,154.575,123.66,61.83
975,42.00,52.00,34.00,47.00,3567.20,3567.20,8449.00,8662.00,4986670346,4986670808,4986670577,4986668438,4986680798,4986674618,4986670342,4986670802,4986670572,206.1,114.2,1.668,154.575,123.66,61.83
980,43.00,50.00,34.00,47.00,3488.80,3567.20,8662.00,8449.00,4986709625,4986696603,4986703114,4986696306,4986689152,4986692729,4986709632,4986696609,4986703121,206.1,114.2,1.67,154.575,123.66,61.83
985,42.00,50.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986654047,4986649926,4986651987,4986647874,4986648938,4986648406,4986654043,4986649921,4986651982,206.1,114.3,1.667,154.575,123.66,61.83
990,42.00,49.00,34.00,47.00,3567.20,3567.20,8662.00,8662.00,4986648493,4986665275,4986656884,4986659929,4986671606,4986665768,4986648494,4986665280,4986656887,206.1,114.2,1.667,154.575,123.66,61.83
995,42.00,49.00,34.00,47.00,3488.80,3567.20,8662.00,8662.00,4986684389,4986693020,4986688705,4986671085,4986667219,4986669152,4986684383,4986693017,4986688700,206,114.2,1.667,154.5,123.6,61.8
1000,42.00,49.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986706032,4986677869,4986691951,4986702218,4986697438,4986699828,4986706037,4986677872,4986691955,205.9,114.4,1.664,154.425,123.54,61.77
1005,42.00,49.00,34.00,46.00,3567.20,3567.20,8449.00,8662.00,4986623026,4986641248,4986632137,4986639825,4986649366,4986644596,4986623029,4986641246,4986632138,205.9,114.3,1.666,154.425,123.54,61.77
1010,42.00,49.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986668591,4986683329,4986675960,4986711042,4986662632,4986686837,4986668593,4986683331,4986675962,205.9,114.1,1.667,154.425,123.54,61.77
1015,42.00,49.00,34.00,46.00,3567.20,3567.20,8449.00,8449.00,4986693411,4986670915,4986682163,4992767298,4986675887,4989721593,4986693407,4986670912,4986682160,206,114.2,1.666,154.5,123.6,61.8
1020,42.00,48.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986647638,4986659253,4986653446,4980573369,4986661726,4983617548,4986647638,4986659255,4986653447,205.9,114.2,1.665,154.425,123.54,61.77
1025,42.00,48.00,34.00,46.00,3488.80,3645.60,8662.00,8662.00,4986670222,4986681448,4986675835,4986637437,4986701893,4986669665,4986670222,4986681441,4986675832,206,114.2,1.666,154.5,123.6,61.8
1030,42.00,48.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986672763,4986664063,4986668413,4986705682,4986645069,4986675376,4986672766,4986664074,4986668420,205.9,114.2,1.668,154.425,123.54,61.77
1035,42.00,48.00,34.00,46.00,3567.20,3567.20,8662.00,8449.00,4986669305,4986670403,4986669854,4986627049,4986664579,4986645814,4986669298,4986670393,4986669846,205.9,114.2,1.667,154.425,123.54,61.77
1040,42.00,48.00,34.00,46.00,3567.20,3567.20,8449.00,8449.00,4986720244,4986700558,4986710401,4986705368,4986712642,4986709005,4986720248,4986700565,4986710407,205.9,114.3,1.667,154.425,123.54,61.77
1045,42.00,47.00,34.00,46.00,3567.20,3567.20,8662.00,8662.00,4986621104,4986649195,4986635150,4986639450,4986631595,4986635523,4986621104,4986649192,4986635148,206,114.2,1.668,154.5,123.6,61.8
1050,42.00,48.00,34.00,45.00,3645.60,3567.20,8662.00,8662.00,4986671049,4986689913,4986680481,4986671141,4986678775,4986674958,4986671050,4986689915,4986680483,205.9,114.2,1.666,154.425,123.54,61.77
1055,42.00,48.00,33.00,45.00,3567.20,3645.60,8662.00,8662.00,4986675648,4986649988,4986662818,4986674115,4986702177,4986688146,4986675647,4986649981,4986662814,205.9,114.3,1.667,154.425,123.54,61.77
1060,42.00,47.00,34.00,45.00,3567.20,3567.20,8662.00,8449.00,4986673665,4986691032,4986682349,4986727914,4986638320,4986683117,4986673665,4986691038,4986682352,205.9,114.1,1.669,154.425,123.54,61.77
1065,42.00,47.00,33.00,45.00,3567.20,3567.20,8449.00,8662.00,4986667589,4987105122,4986886356,4986644153,4986662791,4986653472,4986667585,4987105120,4986886353,205.9,114.3,1.666,154.425,123.54,61.77
1070,42.00,47.00,33.00,45.00,3567.20,3567.20,8662.00,8449.00,4986671794,4986214534,4986443164,4986673998,4986677139,4986675569,4986671800,4986214538,4986443169,205.9,114.3,1.666,154.425,123.54,61.77
1075,42.00,47.00,33.00,45.00,3567.20,3567.20,8662.00,8662.00,4986662992,4986661366,4986662179,4986637278,4986664107,4986650693,4986662987,4986661359,4986662173,205.9,114.3,1.664,154.425,123.54,61.77
1080,42.00,47.00,33.00,45.00,3567.20,3645.60,8449.00,8662.00,4986669419,4986667508,4986668464,4986703175,4986675334,4986689255,4986669424,4986667514,4986668469,205.8,114.3,1.664,154.35,123.48,61.74
1085,42.00,47.00,33.00,45.00,3645.60,3567.20,8662.00,8662.00,4986686960,4986669446,4986678203,4986629524,4986669848,4986649686,4986686952,4986669440,4986678196,205.9,114.3,1.665,154.425,123.54,61.77
1090,42.00,47.00,33.00,45.00,3567.20,3567.20,8662.00,8662.00,4986655153,4986670392,4986662773,4986670607,4986663082,4986666845,4986655160,4986670399,4986662780,205.9,114.2,1.667,154.425,123.54,61.77
1095,42.00,46.00,33.00,45.00,3567.20,3567.20,8449.00,8662.00,4986671155,4986671189,4986671172,4986670640,4986671055,4986670848,4986671148,4986671187,4986671168,205.9,114.1,1.666,154.425,123.54,61.77
1100,42.00,47.00,33.00,45.00,3488.80,3567.20,8662.00,8662.00,4986669676,4986683502,4986676589,4986668943,4986677790,4986673367,4986669683,4986683502,4986676593,205.9,114.2,1.666,154.425,123.54,61.77
1105,42.00,46.00,33.00,45.00,3645.60,3645.60,8449.00,8662.00,4986669630,4986656703,4986663167,4986669169,4986663201,4986666185,4986669632,4986656698,4986663165,205.9,114.1,1.669,154.425,123.54,61.77
1110,42.00,46.00,33.00,45.00,3567.20,3567.20,8662.00,8449.00,4986672067,4986672239,4986672153,4994598281,4986669904,4990634093,4986672064,4986672245,4986672155,205.9,114.1,1.667,154.425,123.54,61.77
1115,42.00,47.00,33.00,45.00,3567.20,3567.20,8662.00,8662.00,4986683229,4986668803,4986676016,4978742120,4986671853,4982706987,4986683225,4986668798,4986676012,205.9,114.1,1.668,154.425,123.54,61.77
1120,42.00,47.00,33.00,44.00,3645.60,3645.60,8449.00,8662.00,4986660075,4986679057,4986669566,4986674549,4986674996,4986674773,4986660083,4986679064,4986669574,205.9,114.2,1.667,154.425,123.54,61.77
1125,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986673151,4986662376,4986667764,4986667605,4986666597,4986667101,4986673146,4986662369,4986667758,205.9,114.2,1.668,154.425,123.54,61.77
1130,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986681599,4986670985,4986676292,4986670633,4986676608,4986673621,4986681597,4986670988,4986676293,206,114.3,1.669,154.5,123.6,61.8
1135,42.00,47.00,33.00,44.00,3488.80,3645.60,8662.00,8662.00,4986655105,4986673197,4986664151,4986672132,4986665972,4986669052,4986655102,4986673192,4986664147,207.9,114.3,1.666,155.925,124.74,62.37
1140,42.00,47.00,33.00,44.00,3567.20,3645.60,8875.00,8449.00,4986668499,4986667841,4986668170,4986668612,4986669824,4986669218,4986668505,4986667849,4986668177,206.4,114.3,1.665,154.8,123.84,61.92
1145,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986671408,4986684039,4986677724,4986672594,4986669647,4986671121,4986671404,4986684038,4986677721,206,114.3,1.665,154.5,123.6,61.8
1150,42.00,47.00,33.00,44.00,3488.80,3567.20,8662.00,8662.00,4986668850,4986657210,4986663030,4986669692,4986670425,4986670059,4986668853,4986657211,4986663032,205.9,114.3,1.665,154.425,123.54,61.77
1155,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986673078,4986670531,4986671805,4986670369,4986670892,4986670631,4986673074,4986670525,4986671800,205.8,114.3,1.665,154.35,123.48,61.74
1160,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986677039,4986716696,4986696868,4987072805,4986678940,4986875873,4986677046,4986716701,4986696874,205.9,114.3,1.664,154.425,123.54,61.77
1165,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986665433,4986624317,4986644875,4986268257,4986672135,4986470196,4986665427,4986624311,4986644869,205.9,114.2,1.666,154.425,123.54,61.77
1170,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986669371,4986670795,4986670083,4986671513,4986662787,4986667150,4986669374,4986670804,4986670089,205.9,114.1,1.668,154.425,123.54,61.77
1175,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986670466,4986683885,4986677176,4986669601,4986671787,4986670694,4986670464,4986683877,4986677171,206,114.2,1.667,154.5,123.6,61.8
1180,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986668265,4986656581,4986662423,4986669739,4986666326,4986668033,4986668269,4986656584,4986662427,205.9,114.2,1.668,154.425,123.54,61.77
1185,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986673252,4986672208,4986672730,4986671990,4986672729,4986672360,4986673247,4986672206,4986672727,205.9,114.2,1.668,154.425,123.54,61.77
1190,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986683139,4986669316,4986676228,4986669825,4986674208,4986672017,4986683143,4986669314,4986676229,205.9,114.1,1.668,154.425,123.54,61.77
1195,42.00,47.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986656990,4986670652,4986663821,4986672200,4986666011,4986669106,4986656984,4986670652,4986663818,206,114.1,1.667,154.5,123.6,61.8
1200,42.00,46.00,33.00,44.00,3567.20,3567.20,8875.00,8449.00,4986672291,4986670566,4986671429,4986669480,4986674346,4986671913,4986672299,4986670565,4986671432,205.9,114.2,1.667,154.425,123.54,61.77
1205,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986669716,4986685638,4986677677,4986671462,4986666130,4986668796,4986669708,4986685638,4986677673,206,114.3,1.667,154.5,123.6,61.8
1210,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4987549582,4986651762,4987100672,4986670642,4986669915,4986670279,4987549590,4986651771,4987100681,206,114.2,1.667,154.5,123.6,61.8
1215,42.00,46.00,33.00,44.00,3645.60,3567.20,8662.00,8662.00,4985792648,4986674942,4986233795,4986669956,4986673617,4986671787,4985792641,4986674937,4986233789,205.9,114.3,1.667,154.425,123.54,61.77
1220,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986682778,4986669310,4986676044,4986669644,4986672342,4986670993,4986682786,4986669314,4986676050,206,114.4,1.666,154.5,123.6,61.8
1225,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986656133,4986670599,4986663366,4986670637,4986667371,4986669004,4986656126,4986670593,4986663360,206,114.3,1.666,154.5,123.6,61.8
1230,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986677544,4986671282,4986674413,4986670651,4986672135,4986671393,4986677544,4986671286,4986674415,205.9,114.3,1.667,154.425,123.54,61.77
1235,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986677720,4986671108,4986674414,4986670918,4986668146,4986669532,4986677720,4986671102,4986674411,206,114.3,1.665,154.5,123.6,61.8
1240,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986659334,4986669772,4986664553,4986670909,4986671110,4986671010,4986659340,4986669772,4986664556,206,114.3,1.667,154.5,123.6,61.8
1245,42.00,46.00,33.00,44.00,3645.60,3567.20,8662.00,8449.00,4986668699,4986670946,4986669823,4986670938,4986670737,4986670838,4986668691,4986670948,4986669820,205.9,114.2,1.668,154.425,123.54,61.77
1250,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986685075,4986669791,4986677433,4986670827,4986673338,4986672083,4986685082,4986669795,4986677439,206,114.2,1.666,154.5,123.6,61.8
1255,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986666411,4986677521,4986671966,4986687155,4986678291,4986682723,4986666406,4986677516,4986671961,205.9,114.2,1.666,154.425,123.54,61.77
1260,42.00,46.00,33.00,44.00,3567.20,3567.20,8875.00,8662.00,4986662928,4986669381,4986666155,4986783893,4986662817,4986723355,4986662931,4986669388,4986666160,205.9,114.2,1.667,154.425,123.54,61.77
1265,42.00,46.00,33.00,44.00,3645.60,3567.20,8662.00,8662.00,4986680995,4986664950,4986672973,4986538834,4986667810,4986603322,4986680990,4986664944,4986672967,205.9,114.1,1.667,154.425,123.54,61.77
1270,42.00,46.00,33.00,44.00,3488.80,3567.20,8662.00,8449.00,4986656595,4986669881,4986663238,4986670646,4986669539,4986670093,4986656604,4986669887,4986663246,205.9,114.2,1.668,154.425,123.54,61.77
1275,42.00,46.00,33.00,44.00,3645.60,3645.60,8662.00,8662.00,4986670659,4986671513,4986671086,4986671007,4986671962,4986671485,4986670652,4986671510,4986671081,205.8,114.2,1.668,154.35,123.48,61.74
