pic0: pic0=bus_tran_any,umask=0x20
pic1: pic1=l2_rqsts,umask=0x4f
   time cpu event      pic0      pic1 
140.004   1  tick  36923495         0 
140.970   7  tick  39623336         0 
140.991   0  tick  98059231         0 
142.453   6  tick 142952221         0 
145.003   1  tick  26809224         0 
145.003   3  tick  65261656         0 
145.003   0  tick  77439332         0 
145.003   5  tick  41402584         0 
145.013   6  tick  68537346         0 
145.013   4  tick  37525295         0 
145.036   2  tick  40740834         0 
145.149   7  tick  39218858         0 
150.003   0  tick 161054534         0 
150.003   1  tick 157769620         0 
150.003   3  tick 159513915         0 
150.003   4  tick 147963367         0 
150.003   5  tick 162203644         0 
150.013   7  tick 154985519         0 
150.013   6  tick 189153822         0 
150.031   2  tick 139820233         0 
155.003   0  tick 181175961         0 
155.003   2  tick 161301581         0 
155.003   1  tick 162378096         0 
155.003   3  tick 178946223         0 
155.003   4  tick 195233911         0 
155.003   5  tick 194912541         0 
155.013   7  tick 167811743         0 
155.013   6  tick 201033308         0 
160.003   4  tick 230334583         0 
160.003   2  tick 205189492         0 
160.003   5  tick 221391600         0 
160.003   3  tick 235172171         0 
160.003   1  tick 203341933         0 
160.013   6  tick 240588732         0 
160.013   7  tick 233772829         0 
160.023   0  tick 199787989         0 
165.003   1  tick 217628506         0 
165.003   3  tick 252976646         0 
165.003   4  tick 220550059         0 
165.003   0  tick 237997473         0 
165.003   5  tick 228955589         0 
165.013   7  tick 258833080         0 
165.013   6  tick 261925936         0 
165.358   2  tick 142289977         0 
170.003   3  tick 224959524         0 
170.003   1  tick 218418582         0 
170.003   5  tick 218105646         0 
170.003   4  tick 226352719         0 
170.013   7  tick 227553778         0 
170.013   6  tick 211694901         0 
170.017   0  tick 196024441         0 
171.813   2  tick 169336509         0 
175.003   0  tick 209309096         0 
176.331   4  tick 216533494         0 
176.475   5  tick 160723154         0 
177.730   6  tick 187674690         0 
177.931   1  tick 233537202         0 
178.111   7  tick 184240256         0 
178.858   2  tick 108335860         0 
179.326   3  tick 204042910         0 
180.003   0  tick  41258275         0 
180.003   4  tick  22944392         0 
180.003   3  tick  34497668         0 
180.003   5  tick  79721247         0 
180.004   2  tick  49879465         0 
180.010   1  tick  46712041         0 
180.013   7  tick  72029148         0 
180.138   6  tick   5006640         0 
185.003   3  tick 230812242         0 
185.003   5  tick 215722963         0 
185.013   6  tick 217985676         0 
185.114   7  tick 124424044         0 
186.993   2  tick 188442627         0 
188.308   1  tick 147215872         0 
188.473   0  tick 151221383         0 
188.843   4  tick 162176130         0 
190.003   3  tick  10849280         0 
190.003   1  tick  12644392         0 
190.003   4  tick  19919707         0 
190.003   5  tick  22627873         0 
190.013   6  tick  31585901         0 
190.196   7  tick  42942002         0 
190.698   2  tick  35089879         0 
191.139   0  tick    259920         0 
195.003   2  tick 125917807         0 
195.003   0  tick 102162254         0 
195.003   1  tick 142467059         0 
195.003   3  tick 135570601         0 
195.003   6  tick 140945780         0 
195.004   4  tick 143944348         0 
195.005   5  tick 135357345         0 
195.013   7  tick 134488308         0 
200.003   2  tick 225744661         0 
200.003   0  tick 206938206         0 
200.003   4  tick 223034891         0 
200.003   6  tick 163354370         0 
200.003   1  tick 200446015         0 
200.003   3  tick 138527573         0 
200.003   5  tick 187355244         0 
200.013   7  tick 212070053         0 
205.003   1  tick  74481245         0 
205.719   7  tick  91564851         0 
205.764   0  tick  96785543         0 
205.877   3  tick  95169054         0 
205.931   5  tick  93681292         0 
205.934   2  tick 106850272         0 
205.956   4  tick 119722855         0 
205.959   6  tick 116820042         0 
210.003   2  tick 165701714         0 
210.003   0  tick 234185385         0 
210.003   1  tick 163754362         0 
210.003   4  tick 150118280         0 
210.003   6  tick 162762570         0 
210.003   5  tick 128654479         0 
210.003   3  tick 167986163         0 
210.013   7  tick 218560775         0 
215.003   0  tick 306262714         0 
215.003   1  tick 284562128         0 
215.013   7  tick 282229859         0 
215.722   3  tick 224171826         0 
217.506   6  tick 278775340         0 
217.985   4  tick 280725152         0 
218.158   2  tick 263413139         0 
218.443   5  tick 267454573         0 
220.003   3  tick 111827673         0 
220.003   1  tick 135833992         0 
220.003   5  tick  70481684         0 
220.003   2  tick  84402841         0 
220.003   0  tick  75276817         0 
220.003   4  tick  33333226         0 
220.013   7  tick  56273510         0 
220.015   6  tick  40955904         0 
225.003   4  tick 308828694         0 
225.003   3  tick 267229674         0 
225.003   1  tick 329467333         0 
225.003   2  tick 287580393         0 
225.003   0  tick 242220106         0 
225.003   5  tick 249786352         0 
225.003   6  tick 262587396         0 
225.013   7  tick 217691932         0 
230.003   2  tick 271795871         0 
230.003   4  tick 270617410         0 
230.003   0  tick 260981457         0 
230.013   7  tick 197165777         0 
231.935   3  tick 220478494         0 
231.957   6  tick 204394644         0 
232.259   1  tick 268917253         0 
232.322   5  tick 228600752         0 
235.003   0  tick 194656153         0 
235.003   2  tick 116535818         0 
235.003   4  tick 184194624         0 
235.003   5  tick  73624538         0 
235.013   3  tick  65169161         0 
235.013   6  tick 105550696         0 
235.013   7  tick 137643873         0 
235.318   1  tick  90643377         0 
240.003   4  tick 219590006         0 
240.003   5  tick 199921847         0 
240.003   3  tick 195822262         0 
240.004   2  tick 205364893         0 
240.004   6  tick 199491780         0 
240.004   1  tick 207710202         0 
240.004   0  tick 216756023         0 
240.014   7  tick 208403549         0 
245.003   2  tick 193985936         0 
245.003   4  tick 189992734         0 
245.003   5  tick 182467230         0 
245.003   1  tick 183994418         0 
245.003   0  tick  86430242         0 
245.013   6  tick 190998876         0 
245.013   7  tick 176303618         0 
245.749   3  tick 170217313         0 
250.003   1  tick 197633155         0 
250.003   3  tick  91064649         0 
250.003   4  tick 177907570         0 
250.003   6  tick 192886144         0 
250.003   0  tick 167917839         0 
250.003   2  tick 197622377         0 
250.003   5  tick 200651161         0 
250.013   7  tick 196282882         0 
255.003   4  tick 228138117         0 
255.003   3  tick 258244016         0 
255.013   6  tick 275338784         0 
255.416   5  tick 124047802         0 
255.443   1  tick 108094389         0 
256.036   7  tick 219161847         0 
256.593   0  tick 140276010         0 
257.331   2  tick 270156406         0 
260.003   5  tick  30658827         0 
260.003   1  tick  26252456         0 
260.003   0  tick  69205189         0 
260.013   6  tick  53626282         0 
260.053   3  tick 101021538         0 
260.714   7  tick  16571965         0 
261.139   4  tick 153909511         0 
261.912   2  tick  46872337         0 
265.003   1  tick 155938380         0 
265.003   0  tick 170637584         0 
265.003   2  tick 111852128         0 
265.003   3  tick 207423111         0 
265.003   5  tick 184230910         0 
265.003   4  tick 128968792         0 
265.013   7  tick 160350709         0 
265.013   6  tick 164319192         0 
270.003   1  tick 167897575         0 
270.003   3  tick 176655118         0 
270.003   2  tick 181457977         0 
270.003   5  tick 184914601         0 
270.003   0  tick 180105914         0 
270.003   4  tick 180483888         0 
270.013   6  tick 151941340         0 
270.615   7  tick 169929680         0 
275.003   0  tick  42544631         0 
275.003   3  tick 150222177         0 
275.013   7  tick 143427331         0 
275.180   4  tick 122187713         0 
275.526   2  tick  59731520         0 
275.856   5  tick  54249172         0 
276.440   6  tick  32789269         0 
276.611   1  tick 104589632         0 
280.003   2  tick 134825534         0 
280.003   0  tick 183992338         0 
280.003   1  tick 112814723         0 
280.003   3  tick 145331913         0 
280.003   6  tick 106031097         0 
280.003   4  tick 107228132         0 
280.003   5  tick 125793842         0 
280.013   7  tick 126528950         0 
285.003   1  tick 139280956         0 
285.003   5  tick 121824221         0 
285.003   2  tick 166938555         0 
285.003   4  tick 132915248         0 
285.003   6  tick 171857771         0 
285.003   0  tick 115863106         0 
285.003   3  tick 159267824         0 
285.013   7  tick 163263006         0 
290.003   2  tick 110718707         0 
290.003   4  tick 102384992         0 
290.003   5  tick  86856496         0 
290.003   3  tick 113482347         0 
290.003   1  tick 121731563         0 
290.013   7  tick 119747162         0 
290.429   0  tick  62889266         0 
290.539   6  tick  99276458         0 
295.003   1  tick 139928412         0 
295.003   2  tick 139219892         0 
295.003   0  tick 151332956         0 
295.003   4  tick 136339259         0 
295.003   3  tick 152567429         0 
295.003   5  tick 122329476         0 
295.003   7  tick 137209889         0 
295.132   6  tick 150497965         0 
300.003   3  tick 162681822         0 
300.003   1  tick 190196890         0 
300.003   0  tick 168251749         0 
300.003   5  tick 164720765         0 
300.003   2  tick 157698314         0 
300.003   6  tick 206738352         0 
300.003   4  tick 160458654         0 
300.013   7  tick 201244522         0 
300.013   8 total 74160621633         0 
