time ,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
85,44,51,35,45,3645.6,3567.2,9656,9656,218346,39751356,29285833,6.73E+06,1153640,1115835,2.79E+05,0.218346,39.751356,29.285833,67.2536,11.5364,11.15835,2.791675,2107,1143,1685.6,1264.2,63.21,69.531,0,0,0,0,0,0
90,44,51,35,45,3645.6,3567.2,9656,9656,7.50E+05,27643445,2.81E+07,6632540,1153640,2.61E+05,2.79E+05,0.7495405,27.643445,28.1454,66.3254,11.5364,2.614345,2.791675,2009,1143,1607.2,1205.4,60.27,66.297,0,0,0,0,0,0
95,44,51,35,45,3645.6,3645.6,9656,9656,7.67E+05,20747581,27290321,7.14E+06,1153640,248993,2.79E+05,0.7665105,20.747581,27.290321,71.36288,11.5364,2.48993,2.791675,2006,1142,1604.8,1203.6,60.18,66.198,0,0,0,0,0,0
100,44,51,35,45,3645.6,3645.6,9372,9656,845935,2.80E+07,32390637,350773,1153640,248993,1675122,0.845935,27.98248,32.390637,3.50773,11.5364,2.48993,16.75122,2013,1143,1610.4,1207.8,60.39,66.429,0,0,0,0,0,0
105,44,51,35,45,3645.6,3645.6,9656,9656,753161,3.21E+07,29054942,530036,1153640,5213689,1675122,0.753161,32.13581,29.054942,5.30036,11.5364,52.13689,16.75122,2018,1142,1614.4,1210.8,60.54,66.594,0,15.8,0,111.9,0,111900
110,43,51,35,45,3645.6,3645.6,9656,9656,757110,2.66E+07,2.74E+07,486537,1153640,7.37E+06,1675122,0.75711,26.56879,27.35625,4.86537,11.5364,73.70898,16.75122,2023,1144,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
115,43,51,35,45,3645.6,3645.6,9656,9656,7.59E+05,2.59E+07,2.35E+07,486537,5.91E+05,6224900,1675122,0.7588195,25.89486,23.52178,4.86537,5.908975,62.249,16.75122,2016,1145,1612.8,1209.6,60.48,66.528,0,0,0,0,0,0
120,43,52,35,45,3567.2,3645.6,9656,9656,1.01E+06,2.24E+07,4.04E+07,199165,3.62E+05,2039821,1675122,1.010963,22.37536,40.42363,1.99165,3.623083,20.39821,16.75122,2016,1143,1612.8,1209.6,60.48,66.528,0,0,0,0,0,0
125,43,52,35,45,3724,3645.6,9656,9656,1.01E+06,1.81E+07,3.68E+07,2.76E+05,1.51E+05,2039821,2809680,1.007255,18.10388,36.78765,2.755747,1.508497,20.39821,28.0968,2024,1143,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
130,44,52,35,46,3645.6,3645.6,9656,9656,8.49E+05,15393332,30559960,133719,236198,2039821,2.21E+05,0.8490087,15.393332,30.55996,1.33719,2.36198,20.39821,2.212227,2042,1143,1633.6,1225.2,61.26,67.386,0,0,0,0,0,0
135,43,52,35,46,3645.6,3645.6,9372,9656,4.07E+05,1.64E+07,2.72E+07,1.17E+05,2.06E+05,2039821,4.43E+06,0.4068087,16.38086,27.18605,1.167787,2.056543,20.39821,44.2665,2087,1143,1669.6,1252.2,62.61,68.871,0,16.6,0,92.7,0,92700
140,43,52,35,46,3645.6,3645.6,9656,9656,5.07E+05,31969528,1.77E+07,2.52E+05,2.06E+05,6.00E+05,6.47E+06,0.5070847,31.969528,17.73944,2.521163,2.056543,5.998137,64.74342,2041,1142,1632.8,1224.6,61.23,67.353,0,0,0,0,0,0
145,43,52,35,46,3645.6,3567.2,9656,9656,5.07E+05,59208022,1.77E+07,2.52E+05,2.06E+05,1888609,7.37E+06,0.5070847,59.208022,17.73944,2.521163,2.056543,18.88609,73.73938,2026,1144,1620.8,1215.6,60.78,66.858,0,0,0,0,0,0
150,43,53,35,46,3645.6,3645.6,9656,9656,1002046,1.99E+07,35884545,2.11E+05,3.36E+05,1888609,4.33E+06,1.002046,19.92186,35.884545,2.114053,3.363917,18.88609,43.25543,2024,1144,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
155,43,52,35,46,3645.6,3645.6,9656,9372,7.57E+05,2.33E+07,2.36E+07,3.17E+05,3.36E+05,1888609,6683980,0.7569545,23.32893,23.6192,3.165175,3.363917,18.88609,66.8398,2020,1143,1616,1212,60.6,66.66,0,0,0,0,0,0
160,43,52,35,46,3724,3645.6,9656,9656,8.24E+05,28285609,2.89E+07,3.86E+05,3.36E+05,7943962,6683980,0.8240615,28.285609,28.85055,3.858385,3.363917,79.43962,66.8398,2025,1144,1620,1215,60.75,66.825,0,0,0,0,0,0
165,43,53,35,46,3645.6,3645.6,9656,9656,8.24E+05,6.28E+07,2.89E+07,3.86E+05,3.36E+05,3.45E+06,3.89E+06,0.8240615,62.76998,28.85055,3.858385,3.363917,34.5158,38.9311,2037,1143,1629.6,1222.2,61.11,67.221,0,14.2,0,88.8,0,88800
170,43,52,35,46,3645.6,3567.2,9656,9656,755981,2.25E+07,24364935,328703,3.36E+05,3.45E+06,6.82E+06,0.755981,22.45708,24.364935,3.28703,3.363917,34.5158,68.24522,2024,1143,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
175,43,53,34,46,3645.6,3645.6,9372,9656,7.53E+05,25815942,2.37E+07,328703,682184,3.45E+06,5861296,0.7533805,25.815942,23.68484,3.28703,6.82184,34.5158,58.61296,2030,1143,1624,1218,60.9,66.99,0,0,0,0,0,0
180,43,53,35,46,3645.6,3645.6,9656,9656,2.50E+05,3.08E+07,14034795,37110,682184,6180438,2.69E+04,0.2499487,30.81507,14.034795,0.3711,6.82184,61.80438,0.2690567,2020,1144,1616,1212,60.6,66.66,0,0,0,0,0,0
185,43,53,35,46,3645.6,3645.6,9656,9656,493600,2.63E+07,26833928,37110,5.18E+05,6.71E+06,2.69E+04,0.4936,26.25542,26.833928,0.3711,5.180135,67.05238,0.2690567,2069,1143,1655.2,1241.4,62.07,68.277,0,0,0,0,0,0
190,43,53,35,47,3645.6,3567.2,9656,9656,8.26E+05,2.27E+07,23615166,37110,1.98E+05,6.71E+06,2.43E+06,0.8258175,22.73141,23.615166,0.3711,1.976005,67.05238,24.3123,2020,1143,1616,1212,60.6,66.66,0,0,0,0,0,0
195,43,53,34,47,3645.6,3645.6,9372,9656,4.99E+05,3.78E+07,1.72E+07,2.21E+05,1.98E+05,1.22E+06,4.84E+06,0.4993757,37.77586,17.20893,2.210787,1.976005,12.20153,48.36958,2023,1143,1618.4,1213.8,60.69,66.759,0,15.8,0,89,0,89000
200,43,53,35,47,3567.2,3567.2,9656,9656,747932,2.24E+07,2.10E+07,338497,1.98E+05,1.22E+06,4.94E+06,0.747932,22.42539,21.02665,3.38497,1.976005,12.20153,49.40484,2029,1143,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
205,43,53,35,47,3645.6,3645.6,9656,9656,7.59E+05,3.52E+07,30555782,307313,1.98E+05,1.22E+06,6.93E+06,0.7590235,35.18492,30.555782,3.07313,1.976005,12.20153,69.29454,2027,1142,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
210,43,53,34,47,3645.6,3645.6,9656,9372,502571,4.02E+07,1.66E+07,220710,1.98E+05,4417710,1480685,0.502571,40.1573,16.64438,2.2071,1.976005,44.1771,14.80685,2025,1143,1620,1215,60.75,66.825,0,0,0,0,0,0
215,43,53,34,47,3645.6,3645.6,9656,9656,502571,4.84E+07,1.66E+07,220710,1.98E+05,1.08E+06,1.07E+07,0.502571,48.37686,16.64438,2.2071,1.976005,10.78474,106.7224,2041,1142,1632.8,1224.6,61.23,67.353,0,0,0,0,0,0
220,43,53,34,47,3724,3567.2,9372,9372,502571,46611802,1.66E+07,220710,1.98E+05,1.08E+06,12572524,0.502571,46.611802,16.64438,2.2071,1.976005,10.78474,125.72524,2022,1142,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
225,43,53,34,47,3645.6,3645.6,9656,9656,502571,54148084,1.66E+07,220710,1.98E+05,13330210,12572524,0.502571,54.148084,16.64438,2.2071,1.976005,133.3021,125.72524,2026,1142,1620.8,1215.6,60.78,66.858,0,15.4,0,88.8,0,88800
230,43,53,34,47,3567.2,3645.6,9656,9656,109150,18457359,1.96E+07,49213,1.98E+05,6.75E+06,12572524,0.10915,18.457359,19.64787,0.49213,1.976005,67.451,125.72524,2072,1142,1657.6,1243.2,62.16,68.376,0,0,0,0,0,0
235,43,53,34,47,3645.6,3645.6,9656,9656,1.00E+06,20201101,3.54E+07,3.93E+05,3.12E+05,3.33E+06,12572524,1.000877,20.201101,35.37739,3.927643,3.124847,33.3469,125.72524,2028,1142,1622.4,1216.8,60.84,66.924,0,0,0,0,0,0
240,43,53,34,47,3645.6,3645.6,9372,9656,4.97E+05,4.42E+07,2.04E+07,3.93E+05,342178,6117444,413950,0.4971453,44.18334,20.35882,3.927643,3.42178,61.17444,4.1395,2022,1141,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
245,43,52,34,47,3645.6,3645.6,9656,9656,7.61E+05,19272320,2.06E+07,3.93E+05,1.85E+05,6689044,413950,0.7606615,19.27232,20.60905,3.927643,1.848595,66.89044,4.1395,2025,1142,1620,1215,60.75,66.825,0,0,0,0,0,0
250,42,53,34,47,3645.6,3645.6,9656,9656,8.23E+05,21953944,2.42E+07,3.93E+05,1.91E+05,6689044,8.87E+06,0.8225625,21.953944,24.24887,3.927643,1.911625,66.89044,88.73312,2021,1142,1616.8,1212.6,60.63,66.693,0,0,0,0,0,0
255,43,53,34,47,3645.6,3645.6,9656,9372,497889,3.81E+07,16956160,341361,1.91E+05,1.47E+06,2791548,0.497889,38.08521,16.95616,3.41361,1.911625,14.73848,27.91548,2026,1141,1620.8,1215.6,60.78,66.858,0,13.6,0,89.9,0,89900
260,43,53,34,47,3645.6,3645.6,9656,9656,1513936,3.81E+07,34080692,341361,444961,1.47E+06,2791548,1.513936,38.08521,34.080692,3.41361,4.44961,14.73848,27.91548,2052,1141,1641.6,1231.2,61.56,67.716,0,0,0,0,0,0
265,43,53,34,47,3567.2,3645.6,9656,9656,7.65E+05,2.69E+07,2.29E+07,3.42E+05,444961,6.98E+06,2791548,0.7651995,26.91862,22.94895,3.418995,4.44961,69.75764,27.91548,2025,1141,1620,1215,60.75,66.825,0,0,0,0,0,0
270,42,53,34,47,3645.6,3645.6,9656,9372,9.95E+05,2.16E+07,35785440,201262,350761,3.64E+06,2791548,0.9949927,21.5926,35.78544,2.01262,3.50761,36.42274,27.91548,2026,1141,1620.8,1215.6,60.78,66.858,0,0,0,0,0,0
275,43,53,34,47,3645.6,3645.6,9656,9656,735478,10749794,2.20E+07,1.69E+05,7.12E+04,2.53E+06,2791548,0.735478,10.749794,22.04158,1.691667,0.7115633,25.34703,27.91548,2020,1141,1616,1212,60.6,66.66,0,0,0,0,0,0
280,43,53,34,47,3645.6,3645.6,9656,9656,735478,2.01E+07,2.20E+07,1.69E+05,7.12E+04,2.73E+06,1210516,0.735478,20.06786,22.04158,1.691667,0.7115633,27.30286,12.10516,2212,1142,1769.6,1327.2,66.36,72.996,0,0,0,0,0,0
285,42,53,34,47,3645.6,3645.6,9656,9656,735478,4.93E+07,2.20E+07,1.69E+05,7.12E+04,5567005,3.48E+05,0.735478,49.2874,22.04158,1.691667,0.7115633,55.67005,3.483075,2022,1141,1617.6,1213.2,60.66,66.726,0,14.2,0,91.6,0,91600
290,42,54,34,48,3645.6,3567.2,9372,9656,762883,2.08E+07,1.90E+07,1.69E+05,215172,5567005,5.30E+06,0.762883,20.80748,18.9557,1.691667,2.15172,55.67005,53.00114,2025,1141,1620,1215,60.75,66.825,0,0,0,0,0,0
295,42,54,34,48,3645.6,3645.6,9372,9372,746124,3.32E+07,27017399,1.69E+05,2.25E+05,5567005,5663175,0.746124,33.16231,27.017399,1.691667,2.246755,55.67005,56.63175,2031,1143,1624.8,1218.6,60.93,67.023,0,0,0,0,0,0
300,42,53,34,47,3567.2,3645.6,9656,9656,503573,5.25E+07,23157984,630851,2.25E+05,2183206,4.44E+06,0.503573,52.46166,23.157984,6.30851,2.246755,21.83206,44.40477,2025,1141,1620,1215,60.75,66.825,0,0,0,0,0,0
305,43,53,34,48,3645.6,3567.2,9656,9656,503573,5.07E+07,23157984,630851,2.25E+05,6637688,3231067,0.503573,50.71009,23.157984,6.30851,2.246755,66.37688,32.31067,2028,1141,1622.4,1216.8,60.84,66.924,0,0,0,0,0,0
310,42,54,34,47,3645.6,3645.6,9656,9656,820129,2.69E+07,27876487,325108,2.25E+05,6637688,6.07E+06,0.820129,26.92723,27.876487,3.25108,2.246755,66.37688,60.7111,2022,1142,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
315,42,54,34,48,3645.6,3645.6,9372,9656,508996,30795685,1.39E+07,2.20E+05,2.25E+05,4.54E+06,7.46E+05,0.508996,30.795685,13.87461,2.203817,2.246755,45.38246,7.464277,2029,1141,1623.2,1217.4,60.87,66.957,0,14.4,0,93,0,93000
320,42,53,34,48,3645.6,3567.2,9656,9656,771079,24878485,2.43E+07,340671,2.25E+05,7131628,7.46E+05,0.771079,24.878485,24.30227,3.40671,2.246755,71.31628,7.464277,2026,1141,1620.8,1215.6,60.78,66.858,0,0,0,0,0,0
325,42,54,34,48,3645.6,3645.6,9656,9656,5.20E+05,14083979,25895264,181238,7.95E+04,1.28E+05,7.46E+05,0.5200593,14.083979,25.895264,1.81238,0.7947567,1.282397,7.464277,2024,1141,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
330,42,54,34,48,3645.6,3645.6,9656,9656,4.75E+05,27181167,2.39E+07,2.72E+05,7.95E+04,1.28E+05,7833883,0.4746185,27.181167,23.91183,2.722805,0.7947567,1.282397,78.33883,2064,1141,1651.2,1238.4,61.92,68.112,0,0,0,0,0,0
335,42,54,34,48,3567.2,3645.6,9372,9372,4.75E+05,47285209,2.39E+07,2.72E+05,7.95E+04,6297502,1615356,0.4746185,47.285209,23.91183,2.722805,0.7947567,62.97502,16.15356,2025,1141,1620,1215,60.75,66.825,0,0,0,0,0,0
340,42,54,34,48,3645.6,3645.6,9656,9656,9.47E+05,2.57E+07,2.88E+07,2.72E+05,244899,6297502,9.39E+06,0.9472775,25.65976,28.81069,2.722805,2.44899,62.97502,93.85996,2027,1142,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
345,43,53,34,48,3645.6,3645.6,9656,9656,510088,37315615,16227656,2.72E+05,2.72E+05,1571876,2.77E+06,0.510088,37.315615,16.227656,2.722805,2.720253,15.71876,27.66758,2024,1141,1619.2,1214.4,60.72,66.792,0,20.4,0,244.5,0,244500
350,42,53,34,48,3645.6,3645.6,9656,9656,7.59E+05,23353551,2.30E+07,311273,2.72E+05,5642678,2.77E+06,0.7585735,23.353551,22.97628,3.11273,2.720253,56.42678,27.66758,2026,1142,1620.8,1215.6,60.78,66.858,0,0,0,0,0,0
355,42,53,34,48,3645.6,3645.6,9656,9656,1.01E+06,2.44E+07,4.31E+07,2.10E+05,3.17E+05,4696617,2.77E+06,1.006311,24.40147,43.07282,2.103797,3.167297,46.96617,27.66758,2027,1140,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
360,43,53,34,48,3645.6,3645.6,9372,9372,1.01E+06,1.44E+08,4.31E+07,2.10E+05,3.17E+05,5.63E+06,9.27E+06,1.006311,143.7764,43.07282,2.103797,3.167297,56.27004,92.70788,2032,1142,1625.6,1219.2,60.96,67.056,0,0,0,0,0,0
365,42,53,34,48,3724,3645.6,9656,9372,1.00E+06,5.18E+07,8.22E+07,2.03E+05,1.42E+05,5.63E+06,6.47E+06,1.002011,51.81074,82.15417,2.031163,1.416147,56.27004,64.73845,2034,1139,1627.2,1220.4,61.02,67.122,0,0,0,0,0,0
370,42,54,34,48,3567.2,3645.6,9656,9656,1.00E+06,71108623,8.22E+07,2.03E+05,1.42E+05,13314639,6.47E+06,1.002011,71.108623,82.15417,2.031163,1.416147,133.14639,64.73845,2014,1140,1611.2,1208.4,60.42,66.462,0,0,0,0,0,0
375,43,54,34,48,3645.6,3645.6,9656,9656,109317,59136967,5.14E+07,2.03E+05,669881,1.02E+07,6.47E+06,0.109317,59.136967,51.39277,2.031163,6.69881,102.2485,64.73845,2068,1140,1654.4,1240.8,62.04,68.244,0,15.2,0,100.2,0,100200
380,42,54,34,48,3645.6,3645.6,10224,10579,4.98E+05,72549423,2.93E+07,2.17E+05,669881,1385184,4.64E+06,0.4984923,72.549423,29.28098,2.167887,6.69881,13.85184,46.36609,2017,1141,1613.6,1210.2,60.51,66.561,0,0,0,0,0,0
385,42,54,34,48,3645.6,3645.6,9656,9656,754319,28212809,22369236,2.17E+05,498032,7.11E+06,4.64E+06,0.754319,28.212809,22.369236,2.167887,4.98032,71.1317,46.36609,2023,1140,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
390,42,54,34,48,3645.6,3645.6,9372,9656,7.61E+05,8.62E+07,6.54E+07,2.17E+05,286344,7.11E+06,13788167,0.7606365,86.1588,65.4241,2.167887,2.86344,71.1317,137.88167,2032,1140,1625.6,1219.2,60.96,67.056,0,0,0,0,0,0
395,42,54,34,48,3645.6,3645.6,9372,9656,7.61E+05,52419150,6.54E+07,2.17E+05,286344,1.13E+07,2.58E+05,0.7606365,52.41915,65.4241,2.167887,2.86344,112.8222,2.576155,2061,1141,1648.8,1236.6,61.83,68.013,0,0,0,0,0,0
400,42,53,34,48,3645.6,3645.6,9656,9656,9.42E+05,6.86E+07,5.55E+07,3.88E+05,286344,8.30E+06,2.58E+05,0.9415055,68.64987,55.50029,3.878595,2.86344,82.98656,2.576155,2029,1141,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
405,43,53,34,48,3645.6,3645.6,10934,11289,1.01E+06,4.81E+07,75178253,3.33E+05,1.28E+05,2697233,2.58E+05,1.006989,48.09977,75.178253,3.328007,1.279067,26.97233,2.576155,2050,1141,1640,1230,61.5,67.65,0,19.6,0,246.5,0,246500
410,42,54,34,48,3567.2,3645.6,9372,9656,1.01E+06,123955908,75178253,3.33E+05,1.28E+05,7.36E+05,9.68E+06,1.006989,123.955908,75.178253,3.328007,1.279067,7.360925,96.75004,2036,1140,1628.8,1221.6,61.08,67.188,0,0,0,0,0,0
415,42,54,34,48,3724,3645.6,9656,9656,764375,5.89E+07,4.76E+07,376994,1.28E+05,7.36E+05,8293545,0.764375,58.91469,47.6353,3.76994,1.279067,7.360925,82.93545,2053,1141,1642.4,1231.8,61.59,67.749,0,0,0,0,0,0
420,44,52,34,48,3645.6,3567.2,9656,9656,3.48E+05,1.12E+08,41414634,376994,298096,8086969,4.51E+05,0.3475357,111.9753,41.414634,3.76994,2.98096,80.86969,4.512157,2048,1142,1638.4,1228.8,61.44,67.584,0,0,0,0,0,0
425,44,52,34,48,3645.6,3567.2,9656,9656,3.39E+05,6.21E+07,48580116,183435,298096,8086969,1.09E+07,0.3388145,62.1196,48.580116,1.83435,2.98096,80.86969,108.5337,2156,1141,1724.8,1293.6,64.68,71.148,0,0,0,0,0,0
430,44,51,34,48,3645.6,3645.6,9656,9656,5.70E+05,6.54E+07,27487366,3.81E+05,298096,2.38E+06,3.45E+06,0.5695173,65.35993,27.487366,3.805133,2.98096,23.77166,34.47667,2023,1140,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
435,45,52,34,48,3645.6,3567.2,9656,9656,5.70E+05,69426061,27487366,3.81E+05,298096,4901684,2101904,0.5695173,69.426061,27.487366,3.805133,2.98096,49.01684,21.01904,2030,1139,1624,1218,60.9,66.99,0,14.6,0,98.1,0,98100
440,45,51,34,47,3645.6,3645.6,9656,9656,745472,79411464,6.22E+07,334223,298096,8.63E+06,2101904,0.745472,79.411464,62.24714,3.34223,2.98096,86.34026,21.01904,2051,1139,1640.8,1230.6,61.53,67.683,0,0,0,0,0,0
445,45,51,34,47,3567.2,3645.6,9656,9656,745472,80642072,6.22E+07,334223,298096,8.88E+05,1.08E+07,0.745472,80.642072,62.24714,3.34223,2.98096,8.880515,108.295,2054,1140,1643.2,1232.4,61.62,67.782,0,0,0,0,0,0
450,45,51,34,48,3645.6,3645.6,9656,9656,1016964,32278110,56186481,306401,356776,8.88E+05,3.30E+06,1.016964,32.27811,56.186481,3.06401,3.56776,8.880515,33.00761,2021,1141,1616.8,1212.6,60.63,66.693,0,0,0,0,0,0
455,45,50,34,47,3645.6,3645.6,9656,9656,751587,4.80E+07,39974791,3.10E+05,356776,8.88E+05,5.50E+06,0.751587,47.95563,39.974791,3.095975,3.56776,8.880515,54.99422,2044,1141,1635.2,1226.4,61.32,67.452,0,0,0,0,0,0
460,45,50,34,47,3567.2,3645.6,9656,9656,8.23E+05,26242422,2.48E+07,3.10E+05,252961,8.88E+05,3.97E+06,0.8232985,26.242422,24.79118,3.095975,2.52961,8.880515,39.69438,2051,1140,1640.8,1230.6,61.53,67.683,0,0,0,0,0,0
465,45,50,34,47,3567.2,3645.6,9656,9656,758007,2.67E+07,2.11E+07,3.10E+05,3.82E+05,8.88E+05,3.35E+06,0.758007,26.71035,21.12976,3.095975,3.817655,8.880515,33.50192,2017,1141,1613.6,1210.2,60.51,66.561,0,12.8,0,99.8,0,99800
470,46,50,34,47,3645.6,3645.6,9656,9372,240400,6.87E+07,2.70E+07,3.10E+05,66311,2.07E+06,4.21E+06,0.2404,68.69545,27.04748,3.095975,0.66311,20.68252,42.12625,2029,1140,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
475,46,50,34,47,3645.6,3645.6,9656,9656,5.17E+05,34350817,2.69E+07,4.28E+05,66311,7.69E+06,4.21E+06,0.5166415,34.350817,26.87962,4.279355,0.66311,76.86106,42.12625,2088,1141,1670.4,1252.8,62.64,68.904,0,0,0,0,0,0
480,46,49,35,47,3645.6,3645.6,9656,9656,7.61E+05,2.86E+07,23525175,3.80E+05,66311,8.84E+06,4.21E+06,0.7609365,28.55943,23.525175,3.803445,0.66311,88.35898,42.12625,2018,1140,1614.4,1210.8,60.54,66.594,0,0,0,0,0,0
485,46,50,35,46,3645.6,3567.2,9656,9656,7.61E+05,1.10E+08,23525175,3.80E+05,66311,2.39E+05,9668600,0.7609365,109.7385,23.525175,3.803445,0.66311,2.389145,96.686,2029,1142,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
