Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
875,45,43,33,41,3488.8,3567.2,8449,8236,1530055,1530055,1530055,432425384,432442162,432433773,655854008,655852198,655853103,171153733,362935,575117,5971250,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.53,432.43,655.85,1711.54,3.63,5.75,59.71,0,0,0,0,0,0
880,45,43,33,41,3567.2,3567.2,8662,8236,1538124,1538124,1538124,435030431,435042248,435036339.5,655329377,655330268,655329822.5,81428260,90982693,1905282,3512752,232.7,114.5,1.88,174.53,139.62,69.81,67.7157,1.54,435.04,655.33,814.28,909.83,19.05,35.13,0,0.2,0,4,0,4096
885,46,43,33,41,3567.2,3567.2,8449,8236,1555950,1555950,1555950,420258476,420241211,420249843.5,633668432,633667833,633668132.5,80348739,93144935,3864730,455257,233.3,114.4,1.87,174.98,139.98,69.99,67.8903,1.56,420.25,633.67,803.49,931.45,38.65,4.55,0,0,0,0,0,0
890,45,42,33,41,3567.2,3488.8,8449,8236,1545950,1545950,1545950,424506110,424499838,424502974,636078621,636081069,636079845,172437921,918023,2879179,3087589,233.7,114.5,1.88,175.28,140.22,70.11,68.0067,1.55,424.5,636.08,1724.38,9.18,28.79,30.88,0,0,0,0,0,0
895,45,43,33,41,3567.2,3567.2,8449,8449,1542990,1542990,1542990,395389495,395402191,395395843,590695681,590709112,590702396.5,452535,176148340,461716,1921005,233.7,114.4,1.88,175.28,140.22,70.11,68.0067,1.54,395.4,590.7,4.53,1761.48,4.62,19.21,0,1.2,0,6.7,0,6860.8
900,45,43,33,41,3567.2,3567.2,8449,8449,1565593,1565593,1565593,429599173,429597490,429598331.5,654243369,654233528,654238448.5,171358051,366722,493175,6022268,233.4,114.4,1.93,175.05,140.04,70.02,67.9194,1.57,429.6,654.24,1713.58,3.67,4.93,60.22,0,0.4,0,3.2,0,3276.8
905,45,43,33,41,3488.8,3567.2,8449,8449,1543759,1543759,1543759,380926483,380922818,380924650.5,567224158,567229318,567226738,723539,176998594,462974,914576,233.5,114.4,1.88,175.13,140.1,70.05,67.9485,1.54,380.92,567.23,7.24,1769.99,4.63,9.15,0,0,0,0,0,0
910,45,43,33,41,3567.2,3567.2,8449,8449,270463,270267,270365,424768218,424774838,424771528,648571075,648520173,648545624,170930024,74781,3744247,2248966,233.5,114.5,1.88,175.13,140.1,70.05,67.9485,0.27,424.77,648.55,1709.3,0.75,37.44,22.49,0,0.2,0,4,0,4096
915,45,43,33,41,3567.2,3567.2,8449,8236,1496636,1496832,1496734,383716590,383715761,383716175.5,569420817,569459078,569439947.5,1963630,176002570,602901,576839,233.5,114.4,1.88,175.13,140.1,70.05,67.9485,1.5,383.72,569.44,19.64,1760.03,6.03,5.77,0,0,0,0,0,0
920,45,43,33,41,3567.2,3567.2,8662,8236,1533014,1533014,1533014,444492982,444472550,444482766,673691589,673696464,673694026.5,170134562,373262,6444026,396343,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.53,444.48,673.69,1701.35,3.73,64.44,3.96,0,0,0,0,0,0
925,45,43,33,41,3567.2,3567.2,8449,8236,1544262,1544262,1544262,396237834,396266876,396252355,590038497,590036367,590037432,175143529,950551,765294,2143503,233.7,114.4,1.88,175.28,140.22,70.11,68.0067,1.54,396.25,590.04,1751.44,9.51,7.65,21.44,0,1,0,5.4,0,5529.6
930,45,43,33,41,3567.2,3567.2,8662,8449,1568424,1568424,1568424,399902778,399890818,399896798,600341497,600345937,600343717,175169208,645854,792449,1944210,233.8,114.5,1.88,175.35,140.28,70.14,68.0358,1.57,399.9,600.34,1751.69,6.46,7.92,19.44,0,0.4,0,3.2,0,3276.8
935,45,43,33,41,3567.2,3567.2,8449,8236,1567562,1567562,1567562,428000663,428012839,428006751,651308242,651302824,651305533,449030,171256610,524100,6011987,233.8,114.6,1.88,175.35,140.28,70.14,68.0358,1.57,428.01,651.31,4.49,1712.57,5.24,60.12,0,0.2,0,0.8,0,819.2
940,45,43,33,41,3567.2,3567.2,8662,8236,1535326,1535326,1535326,398032235,398010903,398021569,596368239,596368754,596368496.5,75073973,100944831,2119096,350808,233.8,114.5,1.88,175.35,140.28,70.14,68.0358,1.54,398.02,596.37,750.74,1009.45,21.19,3.51,0,0.4,0,4,0,4096
945,45,43,33,41,3567.2,3567.2,8662,8449,1518721,1518721,1518721,415355150,415339085,415347117.5,623112637,623112675,623112656,171095766,2836485,523384,4107795,233.4,114.4,1.9,175.05,140.04,70.02,67.9194,1.52,415.35,623.11,1710.96,28.36,5.23,41.08,0,0,0,0,0,0
950,45,44,33,41,3567.2,3567.2,8449,8449,1554944,1554944,1554944,493309902,493330094,493319998,757350040,757341629,757345834.5,164895325,407670,7402970,3374435,233.5,114.5,1.91,175.13,140.1,70.05,67.9485,1.55,493.32,757.35,1648.95,4.08,74.03,33.74,0,0,0,0,0,0
955,46,43,33,41,3488.8,3567.2,8662,8449,1067427,1067419,1067423,433230948,433283771,433257359.5,650964198,650976056,650970127,172138446,581219,1746361,2959961,233.4,114.5,1.88,175.05,140.04,70.02,67.9194,1.07,433.26,650.97,1721.38,5.81,17.46,29.6,0,1,0,5,0,5120
960,45,43,33,41,3567.2,3567.2,8662,8449,680391,680399,680395,392755769,392689047,392722408,592402774,592399098,592400936,212169,175764347,2201119,471771,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,0.68,392.72,592.4,2.12,1757.64,22.01,4.72,0,0.2,0,1.6,0,1638.4
965,45,43,33,41,3567.2,3567.2,8662,8236,1509172,1509172,1509172,427889690,427888857,427889273.5,643941879,643942962,643942420.5,172098612,357647,2229382,3098582,233.5,114.4,1.88,175.13,140.1,70.05,67.9485,1.51,427.89,643.94,1720.99,3.58,22.29,30.99,0,0,0,0,0,0
970,46,43,33,41,3567.2,3567.2,8662,8236,1538388,1538388,1538388,399820893,399821884,399821388.5,598169087,598173755,598171421,401840,175752563,2456649,501076,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.54,399.82,598.17,4.02,1757.53,24.57,5.01,0,0.2,0,4,0,4096
975,45,43,33,41,3488.8,3567.2,8662,8449,1531745,1531733,1531739,406288609,406319025,406303817,604318648,604314065,604316356.5,174855668,372485,491303,2474489,233.7,114.5,1.88,175.28,140.22,70.11,68.0067,1.53,406.3,604.32,1748.56,3.72,4.91,24.74,0,0,0,0,0,0
980,46,43,33,41,3567.2,3567.2,8662,8449,1549479,1549491,1549485,379686656,379674022,379680339,563325390,563319079,563322234.5,2779487,175726654,510953,458328,233.7,114.4,1.88,175.28,140.22,70.11,68.0067,1.55,379.68,563.32,27.79,1757.27,5.11,4.58,0,0,0,0,0,0
985,46,44,33,41,3567.2,3567.2,8662,8449,1575146,1575146,1575146,429848484,429851992,429850238,648563631,648562060,648562845.5,171313305,415187,2526293,3760987,233.8,114.4,1.88,175.35,140.28,70.14,68.0358,1.58,429.85,648.56,1713.13,4.15,25.26,37.61,0,0.8,0,4,0,4096
990,46,43,33,41,3567.2,3567.2,8662,8449,1580190,1580190,1580190,429088735,429088284,429088509.5,653884096,653882810,653883453,171889286,367322,3507896,1937553,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.58,429.09,653.88,1718.89,3.67,35.08,19.38,0,0.4,0,1,0,1024
995,46,43,34,41,3567.2,3567.2,8449,8449,1518660,1518660,1518660,395161319,395170625,395165972,590302234,590310695,590306464.5,401360,176206685,527083,2195962,233.3,114.3,1.93,174.98,139.98,69.99,67.8903,1.52,395.17,590.31,4.01,1762.07,5.27,21.96,0,0,0,0,0,0
1000,46,43,33,41,3488.8,3567.2,8662,8449,1529836,1529836,1529836,468080909,468060444,468070676.5,710403572,710414673,710409122.5,167321005,702373,8211924,470488,233.3,114.3,1.88,174.98,139.98,69.99,67.8903,1.53,468.07,710.41,1673.21,7.02,82.12,4.7,0,0.2,0,2.4,0,2457.6
1005,44,43,34,41,3567.2,3567.2,8662,8449,552018,552062,552040,419276795,419377983,419327389,642134792,642134288,642134540,171745675,55715,1587898,3136477,233.4,114.4,1.88,175.05,140.04,70.02,67.9194,0.55,419.33,642.13,1717.46,0.56,15.88,31.36,0,0,0,0,0,0
1010,44,44,34,41,3567.2,3567.2,8662,8449,1189304,1189260,1189282,394208454,394102563,394155508.5,588194624,588182094,588188359,175803340,370077,2423163,363666,233.5,114.2,1.88,175.13,140.1,70.05,67.9485,1.19,394.16,588.19,1758.03,3.7,24.23,3.64,0,0,0,0,0,0
1015,44,44,34,41,3567.2,3645.6,8662,8449,1553454,1553454,1553454,468563046,468554701,468558873.5,714226524,714226120,714226322,138050920,30679481,4866821,3442056,233.7,114.4,1.88,175.28,140.22,70.11,68.0067,1.55,468.56,714.23,1380.51,306.79,48.67,34.42,0,1,0,6.2,0,6348.8
1020,44,43,33,41,3567.2,3567.2,8662,8449,1545800,1545800,1545800,437714780,437723347,437719063.5,666748470,666756075,666752272.5,171221629,431250,2272018,3763315,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.55,437.72,666.75,1712.22,4.31,22.72,37.63,0,0.6,0,3.6,0,3686.4
1025,44,43,34,41,3567.2,3567.2,8449,8449,1554418,1554418,1554418,394274373,394304023,394289198,589236768,589232713,589234740.5,403893,175819204,521127,2468928,233.8,114.4,1.88,175.35,140.28,70.14,68.0358,1.55,394.29,589.23,4.04,1758.19,5.21,24.69,0,0,0,0,0,0
1030,43,43,34,41,3488.8,3567.2,8662,8449,1554886,1554886,1554886,536558203,536529658,536543930.5,834721870,834717228,834719549,158876591,470193,15197745,473815,233.8,114.4,1.88,175.35,140.28,70.14,68.0358,1.55,536.54,834.72,1588.77,4.7,151.98,4.74,0,0.6,0,6.5,0,6656
1035,43,43,33,41,3645.6,3567.2,8449,8449,1533220,1533220,1533220,379501288,379512190,379506739,563314659,563315577,563315118,2230204,176016953,538150,433357,234,114.5,1.88,175.5,140.4,70.2,68.094,1.53,379.51,563.32,22.3,1760.17,5.38,4.33,0,0.2,0,1.7,0,1740.8
1040,43,43,33,41,3567.2,3645.6,8662,8449,1508496,1508496,1508496,416889660,416874654,416882157,628710076,628712641,628711358.5,122278188,50981889,4678703,438109,234.7,114.4,1.92,176.03,140.82,70.41,68.2977,1.51,416.88,628.71,1222.78,509.82,46.79,4.38,0,0,0,0,0,0
1045,43,43,33,41,3567.2,3567.2,8662,8449,1550350,1550350,1550350,379864964,379880146,379872555,563671696,563667460,563669578,2288100,175793744,531369,702877,235.7,114.4,1.94,176.78,141.42,70.71,68.5887,1.55,379.87,563.67,22.88,1757.94,5.31,7.03,0,1.2,0,5,0,5120
1050,43,43,33,41,3567.2,3567.2,8449,8236,1439994,1417371,1428682.5,411098123,411086786,411092454.5,632195885,626566491,629381188,264961,173159863,4701644,476187,234.3,114.5,1.88,175.73,140.58,70.29,68.1813,1.43,411.09,629.38,2.65,1731.6,47.02,4.76,0,0.2,0,0.6,0,614.4
1055,43,44,33,41,3567.2,3567.2,8662,8449,330689,353312,342000.5,390988809,391003299,390996054,577875727,583498897,580687312,176083781,159312,253592,1275118,233.9,114.5,1.87,175.43,140.34,70.17,68.0649,0.34,391,580.69,1760.84,1.59,2.54,12.75,0,0,0,0,0,0
1060,43,44,33,41,3567.2,3567.2,8662,8449,1534920,1534920,1534920,526528131,526539604,526533867.5,819276665,819293503,819285084,514023,160734161,12687050,1827391,233.8,114.4,1.88,175.35,140.28,70.14,68.0358,1.53,526.53,819.29,5.14,1607.34,126.87,18.27,0,0.4,0,5.6,0,5734.4
1065,43,44,33,41,3567.2,3567.2,8662,8449,1562544,1562542,1562543,404459154,404429829,404444491.5,607700671,607645100,607672885.5,174081250,371546,3664516,426082,233.8,114.5,1.87,175.35,140.28,70.14,68.0358,1.56,404.44,607.67,1740.81,3.72,36.65,4.26,0,0,0,0,0,0
1070,43,43,33,41,3645.6,3567.2,8662,8236,1514085,1514087,1514086,439218671,439236623,439227647,661108197,661156770,661132483.5,171486186,399381,519856,5136583,233.8,114.5,1.88,175.35,140.28,70.14,68.0358,1.51,439.23,661.13,1714.86,3.99,5.2,51.37,0,0.2,0,1.6,0,1638.4
1075,43,43,33,41,3567.2,3567.2,8662,8236,1633290,1633290,1633290,432595686,432575759,432585722.5,657627074,657628219,657627646.5,92979467,77986296,5673909,387329,234,114.5,1.87,175.5,140.4,70.2,68.094,1.63,432.59,657.63,929.79,779.86,56.74,3.87,0,0.6,0,3.2,0,3276.8
1080,42,44,33,41,3567.2,3567.2,8449,8662,1548502,1548496,1548499,495985451,495986214,495985832.5,766670841,766663507,766667174,164607186,436016,2208118,8932641,234,114.5,1.88,175.5,140.4,70.2,68.094,1.55,495.99,766.67,1646.07,4.36,22.08,89.33,0,0.4,0,0.8,0,819.2
1085,42,43,33,41,3567.2,3567.2,8662,8449,1526201,1526207,1526204,380412420,380425095,380418757.5,563459386,563459458,563459422,2823798,175881875,549960,407078,234,114.4,1.87,175.5,140.4,70.2,68.094,1.53,380.42,563.46,28.24,1758.82,5.5,4.07,0,0,0,0,0,0
1090,42,43,33,41,3567.2,3567.2,8662,8449,1544969,1544969,1544969,427532871,427519047,427525959,642304793,642310563,642307678,172917708,434175,3864701,407734,233.5,114.4,1.95,175.13,140.1,70.05,67.9485,1.54,427.53,642.31,1729.18,4.34,38.65,4.08,0,0.6,0,3.2,0,3276.8
1095,43,43,33,41,3567.2,3567.2,8449,8449,1528096,1528096,1528096,430371467,430397682,430384574.5,653573894,653572652,653573273,171104052,398164,542759,5418698,233.6,114.4,1.88,175.2,140.16,70.08,67.9776,1.53,430.38,653.57,1711.04,3.98,5.43,54.19,0,0,0,0,0,0
1100,42,43,33,41,3567.2,3567.2,8662,8662,855459,855459,855459,468281185,468266358,468273771.5,725436263,725442713,725439488,165671723,152996,10203947,56180,233.6,114.5,1.88,175.2,140.16,70.08,67.9776,0.86,468.27,725.44,1656.72,1.53,102.04,0.56,0,0,0,0,0,0
1105,42,43,33,41,3567.2,3567.2,8449,8449,929801,929801,929801,400782558,400769341,400775949.5,597079338,597075119,597077228.5,75475369,100655195,2268296,341323,209.6,114.5,1.66,157.2,125.76,62.88,62.2512,0.93,400.78,597.08,754.75,1006.55,22.68,3.41,0,0.8,0,3.8,0,3891.2
1110,42,43,33,41,3567.2,3567.2,8662,8449,1548374,1548374,1548374,544339595,544348262,544343928.5,853448840,853445963,853447401.5,157931714,395439,4477089,12448814,208.4,114.6,1.66,156.3,125.04,62.52,61.8948,1.55,544.34,853.45,1579.32,3.95,44.77,124.49,0,0.6,0,1.6,0,1638.4
1115,42,44,33,41,6232.8,6232.8,8662,8236,1553155,1553155,1553155,298251269,298258191,298254730,461055637,461059649,461057643,55720025,36866191,506152,7182829,208.7,114.5,1.66,156.53,125.22,62.61,61.9839,1.55,298.25,461.06,557.2,368.66,5.06,71.83,0.2,0.2,1.6,1.6,1638.4,1638.4
1120,42,43,33,41,3567.2,3567.2,8662,8449,1563614,1563614,1563614,14635859,14634539,14635199,14986703,14988234,14987468.5,481171,334444,419952,207833,208,114.6,1.66,156,124.8,62.4,61.776,1.56,14.64,14.99,4.81,3.34,4.2,2.08,0,0.2,0,5.7,0,5836.8
1125,42,43,33,41,3567.2,3567.2,8662,8449,1922285,1922285,1922285,22770546,22777662,22774104,27892152,27898394,27895273,459619,1640915,1074551,440520,207.6,114.5,1.66,155.7,124.56,62.28,61.6572,1.92,22.77,27.9,4.6,16.41,10.75,4.41,0.8,1.2,13.2,15.2,13516.8,15564.8
1130,42,43,33,41,3567.2,3567.2,8662,8449,1541891,1541891,1541891,15026409,15024224,15025316.5,16498252,16489924,16494088,400056,216461,409646,359725,207.5,114.7,1.66,155.63,124.5,62.25,61.6275,1.54,15.03,16.49,4,2.16,4.1,3.6,0,0,0,0,0,0
1135,42,43,33,41,3567.2,3567.2,8662,8236,1557376,1557376,1557376,15805387,15806490,15805938.5,15947697,15949171,15948434,516788,291597,331885,554767,207.1,114.6,1.66,155.33,124.26,62.13,61.5087,1.56,15.81,15.95,5.17,2.92,3.32,5.55,0,1.2,0,5,0,5120
1140,42,44,33,41,3567.2,3567.2,8662,8449,1564308,1564308,1564308,16516631,16515575,16516103,19786791,19794299,19790545,521023,293340,323543,484791,206.7,114.6,1.72,155.03,124.02,62.01,61.3899,1.56,16.52,19.79,5.21,2.93,3.24,4.85,0,0.2,0,0.8,0,819.2
1145,42,44,33,41,3567.2,3567.2,8662,8449,1525793,1525793,1525793,14868636,14866931,14867783.5,15248270,15240334,15244302,462230,306024,353002,261878,206.7,114.7,1.66,155.03,124.02,62.01,61.3899,1.53,14.87,15.24,4.62,3.06,3.53,2.62,0,0,0,0,0,0
1150,42,43,33,41,3488.8,3567.2,8662,8236,404102,400409,402255.5,3513318,3512383,3512850.5,4093488,4063404,4078446,138006,11509,52422,135842,206.7,114.7,1.66,155.03,124.02,62.01,61.3899,0.4,3.51,4.08,1.38,0.12,0.52,1.36,0,0.4,0,10.2,0,10444.8
1155,42,44,33,41,3488.8,3567.2,8662,8449,1365946,1369639,1367792.5,13854839,13857270,13856054.5,13830382,13869070,13849726,408073,352107,342298,183172,206.8,114.7,1.66,155.1,124.08,62.04,61.4196,1.37,13.86,13.85,4.08,3.52,3.42,1.83,0,0,0,0,0,0
1160,42,44,33,41,3567.2,3567.2,8662,8449,1558096,1558096,1558096,14036949,14037615,14037282,14096845,14088869,14092857,483060,335745,305704,256255,206.8,114.6,1.66,155.1,124.08,62.04,61.4196,1.56,14.04,14.09,4.83,3.36,3.06,2.56,0,0,0,0,0,0
1165,42,44,33,41,3567.2,3567.2,8449,8236,1541852,1541852,1541852,16173499,16175916,16174707.5,16986305,16983826,16985065.5,448702,299479,369303,519719,206.9,114.6,1.66,155.18,124.14,62.07,61.4493,1.54,16.17,16.99,4.49,2.99,3.69,5.2,0,1.6,0,6.4,0,6553.6
1170,42,44,33,41,3567.2,3567.2,8662,8236,1547436,1547436,1547436,17181305,17180105,17180705,21627138,21635710,21631424,376370,187393,408153,598852,206.9,114.6,1.66,155.18,124.14,62.07,61.4493,1.55,17.18,21.63,3.76,1.87,4.08,5.99,0,1.6,0,4.6,0,4710.4
1175,42,44,33,41,3567.2,3567.2,8662,8236,1552930,1552930,1552930,14699399,14697361,14698380,16497352,16490498,16493925,373888,186758,394003,408822,207,114.6,1.66,155.25,124.2,62.1,61.479,1.55,14.7,16.49,3.74,1.87,3.94,4.09,0,0,0,0,0,0
1180,42,44,33,41,3488.8,3567.2,8662,8236,1520433,1520433,1520433,16039701,16039428,16039564.5,17920378,17920283,17920330.5,407227,127347,421065,464535,207.1,114.6,1.66,155.33,124.26,62.13,61.5087,1.52,16.04,17.92,4.07,1.27,4.21,4.65,0,0.2,0,4,0,4096
1185,42,44,33,41,3567.2,3567.2,8662,8449,1522935,1522935,1522935,16200386,16198157,16199271.5,18026715,18034433,18030574,334540,218548,424831,378833,206.8,114.7,1.67,155.1,124.08,62.04,61.4196,1.52,16.2,18.03,3.35,2.19,4.25,3.79,0,0,0,0,0,0
1190,42,44,33,41,3567.2,3567.2,8662,8236,1547523,1547523,1547523,13947352,13947782,13947567,15261339,15252484,15256911.5,430395,214101,360552,371485,206.6,114.5,1.74,154.95,123.96,61.98,61.3602,1.55,13.95,15.26,4.3,2.14,3.61,3.71,0,0,0,0,0,0
1195,42,44,33,42,3567.2,3567.2,8449,8449,1487415,1487399,1487407,10525101,10490729,10507915,10766201,10768648,10767424.5,327125,168888,191202,439798,206.6,114.6,1.66,154.95,123.96,61.98,61.3602,1.49,10.51,10.77,3.27,1.69,1.91,4.4,0,1.2,0,5.8,0,5939.2
1200,42,44,33,42,3567.2,3567.2,8662,8236,284193,284209,284201,9046060,9080050,9063055,12134722,12140640,12137681,272492,164076,150559,335398,206.7,114.6,1.66,155.03,124.02,62.01,61.3899,0.28,9.06,12.14,2.72,1.64,1.51,3.35,0,0.2,0,0.8,0,819.2
1205,42,44,33,42,3567.2,3567.2,8662,8449,1519889,1519889,1519889,15162217,15164112,15163164.5,16736995,16730872,16733933.5,380360,177790,391399,385815,206.6,114.7,1.66,154.95,123.96,61.98,61.3602,1.52,15.16,16.73,3.8,1.78,3.91,3.86,0,0.2,0,0.8,0,819.2
1210,42,44,33,42,3567.2,3567.2,8449,8449,1563676,1563676,1563676,14565624,14568281,14566952.5,14723975,14724165,14724070,531998,291530,317927,286729,206.7,114.6,1.66,155.03,124.02,62.01,61.3899,1.56,14.57,14.72,5.32,2.92,3.18,2.87,0,0.4,0,4,0,4096
1215,42,44,33,42,3488.8,3567.2,8662,8236,1577593,1577593,1577593,14072838,14070774,14071806,14211179,14217766,14214472.5,485563,321148,334717,212472,206.8,114.7,1.66,155.1,124.08,62.04,61.4196,1.58,14.07,14.21,4.86,3.21,3.35,2.12,0,0,0,0,0,0
1220,42,44,33,42,3645.6,3645.6,8662,8449,1549208,1549208,1549208,14173130,14173105,14173117.5,14222160,14215465,14218812.5,511373,304871,322540,244599,206.9,114.7,1.66,155.18,124.14,62.07,61.4493,1.55,14.17,14.22,5.11,3.05,3.23,2.45,0,0,0,0,0,0
1225,42,44,33,42,3567.2,3567.2,8449,8449,1539976,1539976,1539976,16860682,16861404,16861043,17373641,17373632,17373636.5,450113,320859,375427,497183,206.9,114.5,1.66,155.18,124.14,62.07,61.4493,1.54,16.86,17.37,4.5,3.21,3.75,4.97,0,1,0,4.8,0,4915.2
1230,42,44,33,42,3488.8,3567.2,8449,8236,1529974,1529928,1529951,16438168,16436683,16437425.5,19514406,19505315,19509860.5,429282,335220,346513,452540,252.4,114.3,2.1,189.3,151.44,62,61.38,1.53,16.44,19.51,4.29,3.35,3.47,4.53,0,0.2,0,0.2,0,204.8
1235,42,44,33,42,3567.2,3567.2,8662,8236,1548393,1548439,1548416,14358759,14359158,14358958.5,14725394,14733175,14729284.5,495902,288866,324637,254933,203.9,114.6,1.69,152.93,122.34,61.17,60.5583,1.55,14.36,14.73,4.96,2.89,3.25,2.55,0,0,0,0,0,0
1240,42,44,33,42,3567.2,3645.6,8662,8236,1520587,1520587,1520587,16136415,16135344,16135879.5,17945741,17946445,17946093,365177,237486,398930,420403,208,114.6,1.69,156,124.8,62.4,61.776,1.52,16.14,17.95,3.65,2.37,3.99,4.2,0,0.2,0,2.3,0,2355.2
1245,42,44,33,42,3567.2,3567.2,8662,8449,1055983,1056109,1056046,9572483,9547952,9560217.5,10360468,10374822,10367645,231993,138250,226406,246296,207.2,114.8,1.66,155.4,124.32,62.16,61.5384,1.06,9.56,10.37,2.32,1.38,2.26,2.46,0,0,0,0,0,0
1250,42,44,33,42,3567.2,3645.6,8662,8449,693378,693252,693315,8927031,8953097,8940064,9776361,9762767,9769564,233946,90225,183081,230901,206.9,114.7,1.66,155.18,124.14,62.07,61.4493,0.69,8.94,9.77,2.34,0.9,1.83,2.31,0,0,0,0,0,0
1255,42,44,33,42,3645.6,3567.2,8662,8236,1555728,1555728,1555728,16113727,16113646,16113686.5,16712852,16711818,16712335,436474,339723,300299,583988,206.7,114.8,1.66,155.03,124.02,62.01,61.3899,1.56,16.11,16.71,4.36,3.4,3,5.84,0,0.6,0,3.4,0,3481.6
1260,42,44,33,42,3567.2,3567.2,8662,8449,1549047,1549047,1549047,16656474,16654880,16655677,19624675,19632165,19628420,453368,332138,357793,430367,206.7,114.7,1.66,155.03,124.02,62.01,61.3899,1.55,16.66,19.63,4.53,3.32,3.58,4.3,0,0.6,0,2.2,0,2252.8
1265,42,44,33,42,3567.2,3645.6,8449,8449,1541668,1541668,1541668,15908930,15911322,15910126,16378677,16370776,16374726.5,450209,329077,375470,219157,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,1.54,15.91,16.37,4.5,3.29,3.75,2.19,0,0,0,0,0,0
1270,42,44,33,42,3567.2,3567.2,8662,8236,1517920,1517920,1517920,16047358,16046551,16046954.5,18015111,18015753,18015432,392410,170280,416494,450808,206.7,114.8,1.66,155.03,124.02,62.01,61.3899,1.52,16.05,18.02,3.92,1.7,4.16,4.51,0,0.2,0,4,0,4096
1275,42,44,33,42,3645.6,3567.2,8449,8236,1525764,1525764,1525764,15891515,15890412,15890963.5,17317550,17325728,17321639,415263,195762,398799,367822,207,114.8,1.66,155.25,124.2,62.1,61.479,1.53,15.89,17.32,4.15,1.96,3.99,3.68,0,0,0,0,0,0
1280,42,44,33,42,3567.2,3567.2,8449,8449,1529468,1529468,1529468,15465215,15466175,15465695,15674923,15666339,15670631,437701,360098,336150,250983,206.9,114.7,1.66,155.18,124.14,62.07,61.4493,1.53,15.47,15.67,4.38,3.6,3.36,2.51,0,0,0,0,0,0
1285,42,44,33,42,3645.6,3645.6,8662,8236,1550145,1550145,1550145,17137172,17137518,17137345,19696638,19695893,19696265.5,469862,136670,537971,722162,206.3,114.7,1.75,154.73,123.78,61.89,61.2711,1.55,17.14,19.7,4.7,1.37,5.38,7.22,0,1.2,0,5.2,0,5324.8
1290,42,45,33,42,3567.2,3645.6,8662,8449,1538445,1538407,1538426,16434868,16433043,16433955.5,20706339,20700476,20703407.5,422922,160023,399085,576233,206.4,114.8,1.66,154.8,123.84,61.92,61.3008,1.54,16.43,20.7,4.23,1.6,3.99,5.76,0,0.4,0,2.2,0,2252.8
1295,42,45,33,42,3567.2,3567.2,8662,8236,842529,842567,842548,3569148,3569234,3569191,3827628,3830757,3829192.5,82308,45956,46252,95855,206.4,114.8,1.66,154.8,123.84,61.92,61.3008,0.84,3.57,3.83,0.82,0.46,0.46,0.96,0,0,0,0,0,0
1300,42,45,33,42,3567.2,3645.6,8662,8449,920200,920200,920200,14417404,14419502,14418453,16619000,16622884,16620942,348674,152262,410879,428421,206.5,114.9,1.66,154.88,123.9,61.95,61.3305,0.92,14.42,16.62,3.49,1.52,4.11,4.28,0,0.6,0,5.4,0,5529.6
1305,42,44,33,42,3567.2,3567.2,8662,8449,1529854,1529808,1529831,14969461,14968970,14969215.5,16279340,16271122,16275231,393195,204525,406606,356841,206.6,114.9,1.66,154.95,123.96,61.98,61.3602,1.53,14.97,16.28,3.93,2.05,4.07,3.57,0,0,0,0,0,0
1310,43,44,33,42,3567.2,3567.2,8662,8449,1531813,1531859,1531836,14793619,14792154,14792886.5,14856490,14863384,14859937,473256,337270,348076,223917,206.7,115,1.65,155.03,124.02,62.01,61.3899,1.53,14.79,14.86,4.73,3.37,3.48,2.24,0,0,0,0,0,0
1315,42,45,33,42,3645.6,3645.6,8662,8449,1547178,1547178,1547178,15299629,15302375,15301002,16161797,16163224,16162510.5,467348,336886,302505,577361,206.7,115,1.66,155.03,124.02,62.01,61.3899,1.55,15.3,16.16,4.67,3.37,3.03,5.77,0,0.8,0,3.4,0,3481.6
1320,42,45,33,42,3567.2,3567.2,8662,8449,1517176,1517123,1517149.5,16973823,16972147,16972985,20832223,20823418,20827820.5,362145,216212,547212,419588,206.8,115,1.66,155.1,124.08,62.04,61.4196,1.52,16.97,20.83,3.62,2.16,5.47,4.2,0,0.8,0,3.2,0,3276.8
