pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x0f
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x0f
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x0f,sys
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
265.010   3  tick         0 4986663715         0 4986663714 
270.010   3  tick         0 4986656232         0 4986656233 
275.010   2  tick         0 4986676920         0 4986676920 
280.010   3  tick         0 4986682409         0 4986682410 
280.010   0  tick 4986859625         0 4986859627         0 
285.010   2  tick         0 4986685632         0 4986685632 
290.010   2  tick         0 4986638635         0 4986638635 
295.010   0  tick 4986675149         0 4986675147         0 
295.011   2  tick         0 4987765397         0 4987765397 
300.010   3  tick         0 4986668187         0 4986668186 
300.011   2  tick         0 4986270626         0 4986270626 
305.010   0  tick 4986716019         0 4986716021         0 
310.010   1  tick 4986750424         0 4986750425         0 
315.010   0  tick 4986709135         0 4986709132         0 
320.010   3  tick         0 4986666312         0 4986666312 
325.010   3  tick         0 4986667868         0 4986667866 
330.010   1  tick 4986654477         0 4986654478         0 
335.010   0  tick 4986701278         0 4986701277         0 
340.010   0  tick 4986655396         0 4986655394         0 
340.011   1  tick 4987482721         0 4987482722         0 
345.010   1  tick 4985852712         0 4985852713         0 
350.010   0  tick 4986659971         0 4986659973         0 
355.010   0  tick 4986659592         0 4986659593         0 
360.010   0  tick 4986661459         0 4986661457         0 
365.010   0  tick 4986667667         0 4986667669         0 
370.010   1  tick 4986732449         0 4986732448         0 
375.010   1  tick 4986610086         0 4986610088         0 
380.010   1  tick 4986663080         0 4986663080         0 
380.011   0  tick 4987250017         0 4987250020         0 
385.010   0  tick 4986063406         0 4986063406         0 
390.010   1  tick 4986637972         0 4986637975         0 
395.010   1  tick 4986660958         0 4986660955         0 
400.010   0  tick 4986721556         0 4986721557         0 
405.010   0  tick 4986656138         0 4986656140         0 
410.010   0  tick 4986655100         0 4986655097         0 
415.010   0  tick 4986657396         0 4986657399         0 
420.010   0  tick 4986609885         0 4986609885         0 
425.010   0  tick 4986706037         0 4986706037         0 
425.011   1  tick 4987356910         0 4987356910         0 
430.010   0  tick 4986658904         0 4986658901         0 
435.010   2  tick         0 4986658238         0 4986658238 
440.010   2  tick         0 4986664630         0 4986664630 
445.010   0  tick 4986702812         0 4986702811         0 
450.010   0  tick 4986665255         0 4986665256         0 
455.010   3  tick         0 4986662847         0 4986662847 
460.010   1  tick 4986619667         0 4986619667         0 
465.010   3  tick         0 4986666604         0 4986666604 
465.011   0  tick 4987428273         0 4987428270         0 
470.010   3  tick         0 4986644602         0 4986644600 
470.010   1  tick 4986660176         0 4986660173         0 
475.010   0  tick 4986656678         0 4986656676         0 
480.010   0  tick 4986714006         0 4986714008         0 
485.010   1  tick 4986747868         0 4986747869         0 
490.010   0  tick 4986710906         0 4986710908         0 
495.010   1  tick 4986717681         0 4986717680         0 
500.010   0  tick 4986712207         0 4986712210         0 
505.010   0  tick 4986688755         0 4986688754         0 
510.010   0  tick 4986627623         0 4986627624         0 
510.030   1  tick 5006889327         0 5006889319         0 
515.010   3  tick         0 4986642607         0 4986642607 
520.010   0  tick 4986708428         0 4986708429         0 
525.010   2  tick         0 4986661789         0 4986661787 
530.010   1  tick 4986753771         0 4986753770         0 
535.010   1  tick 4986660839         0 4986660838         0 
540.010   3  tick         0 4986659505         0 4986659503 
545.010   1  tick 4986604232         0 4986604232         0 
550.010   2  tick         0 4986727448         0 4986727448 
555.010   3  tick         0 4986642295         0 4986642295 
560.010   2  tick         0 4986675291         0 4986675292 
565.010   1  tick 4986669691         0 4986669689         0 
570.010   1  tick 4986735403         0 4986735404         0 
575.010   0  tick 4986713791         0 4986713790         0 
580.010   0  tick 4986664114         0 4986664116         0 
585.010   1  tick 4986695600         0 4986695602         0 
590.010   0  tick 4986695705         0 4986695705         0 
595.010   0  tick 4986665549         0 4986665546         0 
600.010   3  tick         0 4986657653         0 4986657655 
605.010   3  tick         0 4986660220         0 4986660218 
610.010   1  tick 4986701371         0 4986701367         0 
615.010   0  tick 4986712905         0 4986712905         0 
620.010   1  tick 4986746437         0 4986746434         0 
625.010   0  tick 4986709606         0 4986709604         0 
630.010   0  tick 4986607428         0 4986607429         0 
635.010   2  tick         0 4986662541         0 4986662541 
635.010   1  tick 4986651144         0 4986651143         0 
635.011   3  tick         0 4987536235         0 4987536235 
640.010   1  tick 4986646350         0 4986646351         0 
645.010   1  tick 4986588376         0 4986588375         0 
650.010   3  tick         0 4986660058         0 4986660058 
655.010   1  tick 4986747124         0 4986747124         0 
660.010   0  tick 4986696562         0 4986696560         0 
665.010   0  tick 4986660805         0 4986660807         0 
670.010   1  tick 4986674753         0 4986674754         0 
675.010   0  tick 4986653980         0 4986653981         0 
675.011   1  tick 4987461320         0 4987461318         0 
680.010   3  tick         0 4986628307         0 4986628310 
685.010   0  tick 4986650432         0 4986650431         0 
690.010   1  tick 4986712689         0 4986712687         0 
695.010   0  tick 4986714282         0 4986714280         0 
700.010   0  tick 4986655140         0 4986655141         0 
705.010   1  tick 4986664690         0 4986664690         0 
710.010   1  tick 4986644929         0 4986644930         0 
715.010   1  tick 4986688662         0 4986688663         0 
715.015   0  tick 4991608709         0 4991608707         0 
720.010   3  tick         0 4986634888         0 4986634888 
720.010   1  tick 4986718492         0 4986718491         0 
725.010   3  tick         0 4986663009         0 4986663009 
730.010   0  tick 4986639298         0 4986639301         0 
735.010   3  tick         0 4986653198         0 4986653198 
740.010   1  tick 4986650936         0 4986650937         0 
745.010   0  tick 4986606795         0 4986606794         0 
750.010   0  tick 4986706216         0 4986706217         0 
755.010   0  tick 4986615839         0 4986615840         0 
760.010   0  tick 4986734769         0 4986734768         0 
760.011   3  tick         0 4987459426         0 4987459426 
765.010   3  tick         0 4985871348         0 4985871348 
765.010   1  tick 4986740943         0 4986740944         0 
770.010   3  tick         0 4986653487         0 4986653485 
775.010   2  tick         0 4986683651         0 4986683651 
780.010   1  tick 4986665477         0 4986665477         0 
785.010   0  tick 4986655101         0 4986655102         0 
790.010   0  tick 4986658412         0 4986658410         0 
795.010   1  tick 4986683189         0 4986683188         0 
800.010   0  tick 4986709813         0 4986709813         0 
800.011   1  tick 4987379347         0 4987379345         0 
805.010   2  tick         0 4986673054         0 4986673056 
810.010   2  tick         0 4986656786         0 4986656786 
815.010   3  tick         0 4986681116         0 4986681116 
820.010   1  tick 4986668797         0 4986668796         0 
825.010   0  tick 4986655468         0 4986655467         0 
830.010   3  tick         0 4986669486         0 4986669486 
830.010   1  tick 4986750057         0 4986750056         0 
835.010   0  tick 4986707418         0 4986707419         0 
840.010   3  tick         0 4986667228         0 4986667226 
845.010   0  tick 4986655354         0 4986655352         0 
845.010   1  tick 4986957080         0 4986957079         0 
850.010   1  tick 4986422055         0 4986422055         0 
855.010   3  tick         0 4986635744         0 4986635744 
860.010   1  tick 4986575070         0 4986575072         0 
865.010   0  tick 4986666048         0 4986666051         0 
870.010   3  tick         0 4986654661         0 4986654662 
875.010   3  tick         0 4986659020         0 4986659018 
880.010   0  tick 4986706244         0 4986706243         0 
885.010   0  tick 4986660679         0 4986660681         0 
885.011   2  tick         0 4987195557         0 4987195555 
890.010   3  tick         0 4986630770         0 4986630770 
895.010   0  tick 4986661766         0 4986661767         0 
900.010   2  tick         0 4986664638         0 4986664640 
905.010   3  tick         0 4986659328         0 4986659327 
910.010   0  tick 4986718459         0 4986718459         0 
915.010   0  tick 4986601173         0 4986601175         0 
920.010   3  tick         0 4986657444         0 4986657446 
925.010   3  tick         0 4986683292         0 4986683292 
930.010   3  tick         0 4986631141         0 4986631139 
930.010   1  tick 4986701847         0 4986701849         0 
935.010   0  tick 4986732039         0 4986732039         0 
940.010   2  tick         0 4986682473         0 4986682473 
945.010   0  tick 4986657817         0 4986657819         0 
950.010   3  tick         0 4986662389         0 4986662392 
955.010   2  tick         0 4986680610         0 4986680609 
960.010   0  tick 4986719361         0 4986719361         0 
965.010   2  tick         0 4986650200         0 4986650202 
970.010   1  tick 4986719096         0 4986719094         0 
975.010   2  tick         0 4986641421         0 4986641421 
975.010   1  tick 4986676604         0 4986676605         0 
980.010   2  tick         0 4986664174         0 4986664174 
985.010   1  tick 4986750171         0 4986750170         0 
990.010   1  tick 4986650246         0 4986650248         0 
995.010   3  tick         0 4986673577         0 4986673579 
1000.010   1  tick 4986694201         0 4986694202         0 
1005.010   0  tick 4986687948         0 4986687947         0 
1010.010   1  tick 4986715171         0 4986715174         0 
1015.010   0  tick 4986678285         0 4986678285         0 
1020.010   1  tick 4986742895         0 4986742898         0 
1025.010   2  tick         0 4986633213         0 4986633212 
1030.010   0  tick 4986711701         0 4986711704         0 
1035.010   3  tick         0 4986643435         0 4986643435 
1040.010   1  tick 4986652850         0 4986652849         0 
1045.010   2  tick         0 4986659925         0 4986659923 
1050.010   0  tick 4986607481         0 4986607484         0 
1055.010   1  tick 4986661538         0 4986661540         0 
1055.017   0  tick 4993397505         0 4993397505         0 
1060.010   1  tick 4986665911         0 4986665910         0 
1065.010   3  tick         0 4986657667         0 4986657667 
1070.010   3  tick         0 4986655194         0 4986655194 
1075.010   1  tick 4986718891         0 4986718892         0 
1080.010   1  tick 4986661485         0 4986661485         0 
1085.010   3  tick         0 4986659186         0 4986659186 
1090.010   1  tick 4986706281         0 4986706282         0 
1095.010   0  tick 4986679451         0 4986679449         0 
1095.016   1  tick 4992381868         0 4992381869         0 
1100.010   2  tick         0 4986670435         0 4986670434 
1105.010   3  tick         0 4986672820         0 4986672818 
1110.010   3  tick         0 4986656562         0 4986656563 
1115.010   1  tick 4986567932         0 4986567932         0 
1120.010   1  tick 4986704604         0 4986704603         0 
1125.010   0  tick 4986630296         0 4986630297         0 
1130.010   1  tick 4986611331         0 4986611333         0 
1135.010   1  tick 4986677831         0 4986677829         0 
1140.010   1  tick 4986688287         0 4986688287         0 
1140.011   0  tick 4987542251         0 4987542250         0 
1145.010   1  tick 4986573159         0 4986573161         0 
1150.010   2  tick         0 4986680477         0 4986680477 
1155.010   3  tick         0 4986659315         0 4986659315 
1155.010   2  tick         0 4986693078         0 4986693079 
1160.010   2  tick         0 4986624907         0 4986624905 
1165.010   3  tick         0 4986677718         0 4986677715 
1170.010   2  tick         0 4986683544         0 4986683544 
1175.010   3  tick         0 4986672822         0 4986672822 
1180.010   3  tick         0 4986700185         0 4986700184 
1180.010   2  tick         0 4986970989         0 4986970989 
1185.010   3  tick         0 4986617638         0 4986617639 
1185.010   2  tick         0 4986392424         0 4986392424 
1190.010   3  tick         0 4986634088         0 4986634086 
1195.010   3  tick         0 4986684024         0 4986684026 
1200.010   3  tick         0 4986657725         0 4986657725 
1205.010   3  tick         0 4986665534         0 4986665534 
1210.010   3  tick         0 4986698180         0 4986698180 
1215.010   3  tick         0 4986592876         0 4986592876 
1220.010   3  tick         0 4986684924         0 4986684924 
1225.010   0  tick 4986659838         0 4986659838         0 
1225.011   2  tick         0 4987303364         0 4987303365 
1230.010   2  tick         0 4986030909         0 4986030908 
1235.010   2  tick         0 4986672954         0 4986672956 
1240.010   0  tick 4986681525         0 4986681523         0 
1245.010   3  tick         0 4986653815         0 4986653815 
1250.010   2  tick         0 4986675411         0 4986675413 
1255.010   2  tick         0 4986669366         0 4986669364 
1260.010   2  tick         0 4986636384         0 4986636386 
1265.010   3  tick         0 4986670182         0 4986670182 
1265.010   2  tick         0 4986833473         0 4986833473 
1270.010   3  tick         0 4986685591         0 4986685591 
1275.010   3  tick         0 4986627065         0 4986627064 
1280.010   0  tick 4986666379         0 4986666379         0 
1285.010   2  tick         0 4986646581         0 4986646581 
1290.010   2  tick         0 4986672071         0 4986672071 
1295.010   2  tick         0 4986662547         0 4986662545 
1300.010   1  tick 4986692470         0 4986692472         0 
1305.010   3  tick         0 4986659345         0 4986659345 
1310.010   2  tick         0 4986660258         0 4986660258 
1310.011   0  tick 4987722896         0 4987722898         0 
1315.010   0  tick 4985591277         0 4985591277         0 
1320.010   3  tick         0 4986656317         0 4986656317 
1325.010   2  tick         0 4986631172         0 4986631172 
1330.010   2  tick         0 4986665962         0 4986665962 
1335.010   3  tick         0 4986660310         0 4986660310 
1340.010   2  tick         0 4986673996         0 4986673996 
1345.010   3  tick         0 4986665128         0 4986665128 
1350.010   0  tick 4986637557         0 4986637556         0 
1350.011   2  tick         0 4987483371         0 4987483371 
1355.010   2  tick         0 4985852355         0 4985852355 
1360.010   0  tick 4986683974         0 4986683976         0 
1365.010   2  tick         0 4986657839         0 4986657839 
1365.010   3  tick         0 4986761946         0 4986761946 
1370.010   2  tick         0 4986668940         0 4986668940 
1375.010   3  tick         0 4986643498         0 4986643498 
1380.010   3  tick         0 4986625177         0 4986625177 
1385.010   3  tick         0 4986673198         0 4986673198 
1390.010   3  tick         0 4986658408         0 4986658406 
1395.010   3  tick         0 4986635615         0 4986635617 
1395.011   2  tick         0 4987985478         0 4987985478 
1400.010   3  tick         0 4986684496         0 4986684496 
1405.010   3  tick         0 4986672981         0 4986672979 
1410.010   3  tick         0 4986687299         0 4986687301 
1415.010   3  tick         0 4986615438         0 4986615438 
1420.010   0  tick 4986675434         0 4986675435         0 
1425.010   3  tick         0 4986628828         0 4986628828 
1430.010   3  tick         0 4986678105         0 4986678105 
1435.010   2  tick         0 4986699075         0 4986699074 
1435.014   0  tick 4990571572         0 4990571573         0 
1440.010   3  tick         0 4986671030         0 4986671030 
1445.010   3  tick         0 4986681854         0 4986681854 
1450.010   3  tick         0 4986704238         0 4986704238 
1455.010   3  tick         0 4986591208         0 4986591208 
1460.010   2  tick         0 4986650140         0 4986650140 
1465.010   3  tick         0 4986643329         0 4986643329 
1470.010   3  tick         0 4986612783         0 4986612781 
1475.010   2  tick         0 4986688938         0 4986688936 
1480.010   3  tick         0 4986661348         0 4986661348 
1480.010   1  tick 4987098428         0 4987098428         0 
1485.010   2  tick         0 4986693887         0 4986693885 
1490.010   2  tick         0 4986673577         0 4986673579 
1495.010   3  tick         0 4986671908         0 4986671910 
1500.010   3  tick         0 4986647170         0 4986647170 
1505.010   3  tick         0 4986691589         0 4986691589 
1510.010   3  tick         0 4986635602         0 4986635600 
1515.010   3  tick         0 4986683441         0 4986683443 
1520.010   3  tick         0 4986661806         0 4986661806 
1520.023   2  tick         0 4999502881         0 4999502881 
1525.010   3  tick         0 4986625988         0 4986625988 
1530.010   3  tick         0 4986686641         0 4986686641 
1535.010   3  tick         0 4986647749         0 4986647747 
1540.010   2  tick         0 4986647000         0 4986647002 
1545.010   2  tick         0 4986666978         0 4986666978 
1550.010   2  tick         0 4986654958         0 4986654958 
1555.010   3  tick         0 4986597339         0 4986597339 
1560.010   2  tick         0 4986685552         0 4986685552 
1565.010   3  tick         0 4986709357         0 4986709356 
1570.010   3  tick         0 4986625537         0 4986625538 
1575.010   2  tick         0 4986665321         0 4986665319 
1580.010   2  tick         0 4986651289         0 4986651291 
1585.010   3  tick         0 4986603569         0 4986603567 
1590.010   1  tick 4986659986         0 4986659988         0 
1595.010   2  tick         0 4986667923         0 4986667924 
1600.010   3  tick         0 4986701565         0 4986701565 
1605.010   3  tick         0 4986613960         0 4986613960 
1605.013   2  tick         0 4989374673         0 4989374673 
1610.010   2  tick         0 4983932392         0 4983932392 
1615.010   2  tick         0 4986675868         0 4986675868 
1620.010   3  tick         0 4986595820         0 4986595820 
1625.010   3  tick         0 4986669830         0 4986669830 
1630.010   3  tick         0 4986682588         0 4986682588 
1635.010   2  tick         0 4986695660         0 4986695660 
1640.010   3  tick         0 4986664782         0 4986664780 
1645.010   2  tick         0 4986694768         0 4986694768 
1650.010   3  tick         0 4986666160         0 4986666158 
1650.011   2  tick         0 4987358106         0 4987358106 
1655.010   3  tick         0 4986630970         0 4986630972 
1660.010   3  tick         0 4986694421         0 4986694421 
1665.010   3  tick         0 4986620295         0 4986620293 
1670.010   2  tick         0 4986646061         0 4986646061 
1675.010   2  tick         0 4986637081         0 4986637081 
1680.010   2  tick         0 4986673805         0 4986673803 
1685.010   3  tick         0 4986674581         0 4986674583 
1690.010   3  tick         0 4986645513         0 4986645513 
1690.020   0  tick 4996421196         0 4996421199         0 
1695.010   0  tick 4976891444         0 4976891444         0 
1695.010   2  tick         0 4986715256         0 4986715256 
1700.010   0  tick 4986687011         0 4986687010         0 
1705.010   2  tick         0 4986725521         0 4986725521 
1710.010   3  tick         0 4986674141         0 4986674139 
1715.010   3  tick         0 4986660156         0 4986660158 
1720.010   2  tick         0 4986682004         0 4986682004 
1725.010   2  tick         0 4986605946         0 4986605946 
1730.010   0  tick 4986680526         0 4986680525         0 
1735.010   3  tick         0 4986669129         0 4986669129 
1735.011   2  tick         0 4987184578         0 4987184576 
1740.010   2  tick         0 4986138665         0 4986138667 
1740.010   3  tick         0 4986720587         0 4986720587 
1745.010   3  tick         0 4986626754         0 4986626754 
1750.010   3  tick         0 4986659192         0 4986659190 
1755.010   3  tick         0 4986628793         0 4986628795 
1760.010   3  tick         0 4986717165         0 4986717165 
