 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10808272 7663168 92 2207 0 0 0 0  0  0  0  0  0  484 1585  288  0  3 97
 0 0 0 10808060 7663108 98 2210 0 0 0 0  0  0  0  0  0  461 1577  268  0  3 97
 0 0 0 10808024 7663064 92 2205 0 0 0 0  0  2  0  0  0  488 1576  318  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10808264 7663144 92 2202 0 0 0 0  0  8  0  0  0  482 1570  278  0  3 97
 0 0 0 10808024 7663056 96 2206 0 0 0 0  0  0  0  0  0  488 1566  269  0  3 97
 0 0 0 10808264 7663144 92 2211 0 0 0 0  0  0  0  0  0  463 1569  275  0  3 97
 0 0 0 10808056 7663088 91 2202 0 0 0 0  0  0  0  0  0  490 1567  277  0  3 97
 0 0 0 10808264 7663144 98 2211 0 0 0 0  0  0  0  0  0  470 1566  279  0  3 97
 0 0 0 10808056 7663088 92 2209 0 0 0 0  0  2  0  0  0  494 1567  328  0  3 97
 0 0 0 10807960 7662992 92 2207 0 0 0 0  0 16  0  0  0  454 1565  279  0  3 97
 0 0 0 10808204 7663084 96 2206 0 0 0 0  0  0  0  0  0  487 1569  277  0  3 97
 0 0 0 10808168 7663092 92 2204 0 0 0 0  0  0  0  0  0  484 1566  272  0  3 97
 0 0 0 10808180 7663060 92 2207 0 0 0 0  0  0  0  0  0  485 1570  277  0  3 97
 0 0 0 10807972 7663008 98 2212 0 0 0 0  0  0  0  0  0  454 1569  269  0  3 97
 0 0 0 10808104 7663032 92 2208 0 0 0 0  0  2  0  0  0  510 1566  314  0  3 97
 0 0 0 10808132 7663012 92 2205 0 0 0 0  0  7  0  0  0  470 1565  271  0  3 97
 0 0 0 10807848 7662880 96 2209 0 0 0 0  0  0  0  0  0  488 1567  279  0  3 97
 0 0 0 10808080 7662960 92 2206 0 0 0 0  0  0  0  0  0  473 1565  268  0  3 97
 0 0 0 10807872 7662900 92 2210 0 0 0 0  0  0  0  0  0  474 1571  274  0  3 97
 0 0 0 10808080 7662964 98 2206 0 0 0 0  0  0  0  0  0  476 1568  276  0  3 97
 0 0 0 10807872 7662888 92 2208 0 0 0 0  0  3  0  0  0  512 1659  358  0  3 97
 0 0 0 10807796 7662804 107 2322 0 0 0 0 0 12  0  0  0  539 1674  335  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10783900 7634824 214 2523 0 0 0 0 0 89  0  0  0  661 2076  437  0  4 96
 0 0 0 10776956 7626640 92 2229 0 0 0 0  0  0  0  0  0  517 1570  265  0  3 97
 0 0 0 10775772 7625488 132 2602 0 0 0 0 0  2  0  0  0  555 2294  397  0  3 96
 0 0 0 10775048 7629704 98 2208 0 0 0 0  0  0  0  0  0  521 1624  328  0  3 97
 0 0 0 10774996 7629644 100 2369 0 0 0 0 0  5  0  0  0  586 1736  399  0  3 97
 0 0 0 10775088 7629564 91 2204 0 0 0 0  0  9  0  0  0  546 1631  355  0  3 97
 0 0 0 10774720 7629500 99 2241 0 0 0 0  0  0  0  0  0  538 1622  316  0  3 97
 0 0 0 10774832 7629528 94 2268 0 0 0 0  0  0  0  0  0  493 1608  279  0  3 97
 0 0 0 10773584 7627828 93 2221 0 0 0 0  0  1  0  0  0  498 1640  315  0  3 97
 0 0 0 10772688 7626684 98 2229 0 0 0 0  0  0  0  0  0  540 1585  264  0  3 97
 0 0 0 10772608 7626592 92 2209 0 0 0 0  0  5  0  0  0  502 1583  319  0  3 97
 0 0 0 10772328 7626468 91 2206 0 0 0 0  0  7  0  0  0  490 1580  291  0  3 97
 0 0 0 10772568 7627384 96 2205 0 0 0 0  0  0  0  0  0  464 1578  266  0  3 97
 0 0 0 10772516 7627420 92 2205 0 0 0 0  0  0  0  0  0  478 1581  278  0  3 97
 0 0 0 10772432 7627292 92 2207 0 0 0 0  0  0  0  0  0  502 1583  294  0  3 97
 0 0 0 10772196 7627256 98 2207 0 0 0 0  0  0  0  0  0  486 1584  273  0  3 97
 0 0 0 10772152 7627168 92 2205 0 0 0 0  0  4  0  0  0  551 1584  350  0  3 97
 0 0 0 10772292 7627156 91 2208 0 0 0 0  0  6  0  0  0  459 1587  278  0  3 97
 0 0 0 10772052 7627084 96 2207 0 0 0 0  0  0  0  0  0  479 1584  276  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10772292 7627156 92 2203 0 0 0 0  0  0  0  0  0  460 1580  268  0  3 97
 0 0 0 10772084 7627096 92 2205 0 0 0 0  0  0  0  0  0  472 1582  283  0  3 97
 0 0 0 10772292 7627200 98 2208 0 0 0 0  0  0  0  0  0  490 1579  286  0  3 97
 0 0 0 10772156 7627168 92 2206 0 0 0 0  0  2  0  0  0  517 1677  354  0  3 97
 0 0 0 10772048 7627064 91 2204 0 0 0 0  0  7  0  0  0  497 1578  285  0  3 97
 0 0 0 10772292 7627196 96 2204 0 0 0 0  0  0  0  0  0  488 1585  269  0  3 97
 0 0 0 10772260 7627168 92 2202 0 0 0 0  0  0  0  0  0  501 1580  265  0  3 97
 0 0 0 10772288 7627152 92 2205 0 0 0 0  0  0  0  0  0  480 1583  283  0  3 97
 0 0 0 10772080 7627172 98 2204 0 0 0 0  0  0  0  0  0  458 1578  278  0  3 97
 0 0 0 10772140 7627136 92 2203 0 0 0 0  0  2  0  0  0  507 1583  315  0  3 97
 0 0 0 10772180 7627044 91 2201 0 0 0 0  0 10  0  0  0  496 1579  292  0  3 97
 0 0 0 10771940 7627008 96 2202 0 0 0 0  0  0  0  0  0  480 1579  276  0  3 97
 0 0 0 10772180 7627044 92 2201 0 0 0 0  0  0  0  0  0  483 1583  272  0  3 97
 0 0 0 10771972 7626988 92 2202 0 0 0 0  0  0  0  0  0  449 1582  268  0  3 97
 0 0 0 10772180 7627116 98 2202 0 0 0 0  0  0  0  0  0  455 1583  271  0  3 97
 0 0 0 10771972 7626976 92 2204 0 0 0 0  0  3  0  0  0  519 1587  335  0  3 97
 0 0 0 10771856 7626864 92 2199 0 0 0 0  0  8  0  0  0  497 1584  286  0  3 97
 0 0 0 10772100 7627004 96 2197 0 0 0 0  0  0  0  0  0  447 1577  267  0  3 97
 0 0 0 10771960 7626968 92 2201 0 0 0 0  0  0  0  0  0  465 1582  267  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10772100 7626952 92 2200 0 0 0 0  0  0  0  0  0  473 1591  277  0  3 97
 0 0 0 10771840 7626924 98 2201 0 0 0 0  0  0  0  0  0  501 1580  286  0  3 97
 0 0 0 10772052 7626948 92 2202 0 0 0 0  0  2  0  0  0  525 1579  308  0  3 97
 0 0 0 10772048 7626900 92 2200 0 0 0 0  0  8  0  0  0  486 1578  287  0  3 97
 0 0 0 10771808 7626868 96 2200 0 0 0 0  0  0  0  0  0  503 1583  281  0  3 97
 0 0 0 10772048 7626900 92 2197 0 0 0 0  0  0  0  0  0  498 1579  276  0  3 97
 0 0 0 10771840 7626844 92 2198 0 0 0 0  0  0  0  0  0  472 1584  277  0  3 97
 0 0 0 10772048 7626972 98 2198 0 0 0 0  0  0  0  0  0  460 1579  273  0  3 97
 0 0 0 10771840 7626844 92 2199 0 0 0 0  0  2  0  0  0  495 1669  344  0  3 97
 0 0 0 10771804 7626812 92 2197 0 0 0 0  0  8  0  0  0  495 1578  275  0  3 97
 0 0 0 10772048 7626952 96 2195 0 0 0 0  0  0  0  0  0  458 1577  270  0  3 97
 0 0 0 10771808 7626812 92 2196 0 0 0 0  0  0  0  0  0  466 1578  271  0  3 97
 0 0 0 10772044 7626900 92 2198 0 0 0 0  0  0  0  0  0  486 1584  286  0  3 97
 0 0 0 10771836 7626920 97 2198 0 0 0 0  0  0  0  0  0  468 1583  261  0  3 97
 0 0 0 10772076 7626928 92 2196 0 0 0 0  0  3  0  0  0  512 1582  331  0  3 97
 0 0 0 10772008 7626844 91 2198 0 0 0 0  0  8  0  0  0  511 1585  300  0  3 97
 0 0 0 10771768 7626812 96 2197 0 0 0 0  0  0  0  0  0  477 1579  283  0  3 97
 0 0 0 10771960 7626796 92 2198 0 0 0 0  0  0  0  0  0  478 1579  280  0  3 97
 0 0 0 10771744 7626732 91 2195 0 0 0 0  0  0  0  0  0  481 1581  276  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771952 7626836 95 2200 0 0 0 0  0  0  0  0  0  467 1580  277  0  3 97
 0 0 0 10771744 7626732 92 2194 0 0 0 0  0  2  0  0  0  500 1577  316  0  3 97
 0 0 0 10771704 7626696 92 2199 0 0 0 0  0 10  0  0  0  479 1581  277  0  3 97
 0 0 0 10771948 7626836 96 2198 0 0 0 0  0  0  0  0  0  481 1583  273  0  3 97
 0 0 0 10771708 7626696 92 2196 0 0 0 0  0  0  0  0  0  503 1578  291  0  3 97
 0 0 0 10771948 7626792 92 2196 0 0 0 0  0  0  0  0  0  504 1581  285  0  3 97
 0 0 0 10771740 7626808 98 2201 0 0 0 0  0  0  0  0  0  475 1582  277  0  3 97
 0 0 0 10771948 7626824 92 2195 0 0 0 0  0  2  0  0  0  526 1578  322  0  3 97
 0 0 0 10771948 7626784 92 2198 0 0 0 0  0 10  0  0  0  491 1580  289  0  3 97
 0 0 0 10771708 7626752 96 2197 0 0 0 0  0  0  0  0  0  469 1579  265  0  3 97
 0 0 0 10771948 7626784 92 2196 0 0 0 0  0  0  0  0  0  467 1579  275  0  3 97
 0 0 0 10771740 7626724 92 2195 0 0 0 0  0  0  0  0  0  485 1580  275  0  3 97
 0 0 0 10771948 7626792 93 2198 0 0 0 0  0  0  0  0  0  502 1583  289  0  3 97
 0 0 0 10771740 7626728 92 2198 0 0 0 0  0  2  0  0  0  534 1673  359  0  3 97
 0 0 0 10771616 7626608 92 2196 0 0 0 0  0  6  0  0  0  494 1583  289  0  3 97
 0 0 0 10771860 7626748 96 2197 0 0 0 0  0  0  0  0  0  496 1580  272  0  3 97
 0 0 0 10771620 7626608 92 2195 0 0 0 0  0  0  0  0  0  491 1578  279  0  3 97
 0 0 0 10771860 7626716 92 2197 0 0 0 0  0  0  0  0  0  492 1583  276  0  3 97
 0 0 0 10771652 7626720 98 2199 0 0 0 0  0  0  0  0  0  488 1580  268  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771872 7626708 92 2198 0 0 0 0  0  2  0  0  0  514 1579  312  0  3 97
 0 0 0 10771792 7626632 92 2197 0 0 0 0  0  8  0  0  0  503 1579  303  0  3 97
 0 0 0 10771548 7626592 96 2194 0 0 0 0  0  0  0  0  0  478 1581  278  0  3 97
 0 0 0 10771792 7626628 91 2197 0 0 0 0  0  0  0  0  0  460 1579  275  0  3 97
 0 0 0 10771792 7626664 97 2200 0 0 0 0  0  0  0  0  0  506 1584  280  0  3 97
 0 0 0 10771792 7626636 93 2198 0 0 0 0  0  0  0  0  0  456 1580  266  0  3 97
 0 0 0 10771536 7626524 92 2197 0 0 0 0  0  2  0  0  0  531 1583  312  0  3 97
 0 0 0 10771484 7626472 95 2197 0 0 0 0  0  8  0  0  0  494 1579  281  0  3 97
 0 0 0 10771728 7626564 92 2195 0 0 0 0  0  0  0  0  0  462 1577  271  0  3 97
 0 0 0 10771488 7626476 92 2199 0 0 0 0  0  0  0  0  0  462 1580  264  0  3 97
 0 0 0 10771672 7626532 92 2196 0 0 0 0  0  0  0  0  0  498 1582  276  0  3 97
 0 0 0 10771464 7626532 98 2199 0 0 0 0  0  0  0  0  0  463 1583  264  0  3 97
 0 0 0 10771672 7626508 91 2196 0 0 0 0  0  2  0  0  0  543 1582  315  0  3 97
 0 0 0 10771496 7626512 95 2198 0 0 0 0  0  7  0  0  0  481 1583  282  0  3 97
 0 0 0 10771428 7626420 92 2202 0 0 0 0  0  0  0  0  0  487 1581  290  0  3 97
 0 0 0 10771672 7626508 92 2198 0 0 0 0  0  0  0  0  0  472 1577  267  0  3 97
 0 0 0 10771672 7626544 98 2202 0 0 0 0  0  0  0  0  0  499 1583  276  0  3 97
 0 0 0 10771672 7626508 92 2199 0 0 0 0  0  0  0  0  0  469 1578  268  0  3 97
 0 0 0 10771416 7626404 92 2199 0 0 0 0  0  2  0  0  0  514 1667  360  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771548 7626424 96 2202 0 0 0 0  0  9  0  0  0  504 1580  286  0  3 97
 0 0 0 10771576 7626412 92 2204 0 0 0 0  0  0  0  0  0  519 1584  290  0  3 97
 0 0 0 10771336 7626324 91 2204 0 0 0 0  0  0  0  0  0  488 1579  287  0  3 97
 0 0 0 10771572 7626408 99 2274 0 0 0 0  0  0  0  0  0  488 1628  292  0  3 97
 0 0 0 10771364 7626352 92 2205 0 0 0 0  0  0  0  0  0  487 1585  290  0  3 97
 0 0 0 10771572 7626408 92 2204 0 0 0 0  0  3  0  0  0  538 1581  327  0  3 97
 0 0 0 10771300 7626308 96 2206 0 0 0 0  0  7  0  0  0  509 1582  290  0  3 97
 0 0 0 10771420 7626256 56 1174 0 0 0 0  0  0  0  0  0  459 1172  226  0  2 98
 0 0 0 10771176 7626168 127 3235 0 0 0 0 0  0  0  0  0  504 1988  318  0  4 96
 0 0 0 10771420 7626284 42 765 0 0 0  0  0  0  0  0  0  424  972  211  0  1 98
 0 0 0 10771420 7626296 148 3645 0 0 0 0 0  0  0  0  0  522 2195  332  0  5 95
 0 0 0 10771420 7626240 17 153 0 0 0  0  0  2  0  0  0  459  719  233  0  1 99
 0 0 0 10771212 7626200 136 3236 0 0 0 0 0  6  0  0  0  521 2058  346  0  5 94
 0 0 0 10771176 7626148 127 3240 0 0 0 0 0  0  0  0  0  512 1981  316  0  3 96
 0 0 0 10771420 7626240 56 1177 0 0 0 0  0  0  0  0  0  463 1144  228  0  2 98
 0 0 0 10771172 7626180 134 3241 0 0 0 0 0  0  0  0  0  525 2016  323  0  4 95
 0 0 0 10771416 7626236 17 152 0 0 0  0  0  0  0  0  0  426  748  188  0  1 99
 0 0 0 10771204 7626180 166 4267 0 0 0 0 0  3  0  0  0  630 2410  417  0  5 94
 0 0 0 10771356 7626192 10 118 0 0 0  0  0  9  0  0  0  419  677  193  0  0 100
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771148 7626132 142 3267 0 0 0 0 0  0  0  0  0  504 2076  328  0  5 94
 0 0 0 10771112 7626084 128 3250 0 0 0 0 0  0  0  0  0  511 1990  311  0  4 96
 0 0 0 10771356 7626208 30 445 0 0 0  0  0  0  0  0  0  436  855  196  0  1 99
 0 0 0 10771356 7626212 160 3976 0 0 0 0 0  0  0  0  0  534 2304  348  0  5 95
 0 0 0 10771356 7626176 17 152 0 0 0  0  0  2  0  0  0  459  804  264  0  1 99
 0 0 0 10771092 7626080 136 3238 0 0 0 0 0 13  0  0  0  519 2049  327  0  5 94
 0 0 0 10771056 7626028 127 3239 0 0 0 0 0  0  0  0  0  518 1974  320  0  3 96
 0 0 0 10771300 7626120 56 1177 0 0 0 0  0  0  0  0  0  468 1144  230  0  2 98
 0 0 0 10770980 7626000 134 3244 0 0 0 0 0  0  0  0  0  520 2017  325  0  4 95
 0 0 0 10771172 7625992 17 152 0 0 0  0  0  0  0  0  0  392  760  175  0  1 99
 0 0 0 10770960 7625936 166 4269 0 0 0 0 0  2  0  0  0  580 2406  395  0  5 95
 0 0 0 10771132 7625968 10 121 0 0 0  0  0  7  0  0  0  415  678  190  0  0 100
 0 0 0 10770924 7625908 142 3269 0 0 0 0 0  0  0  0  0  518 2077  312  0  5 95
 0 0 0 10770888 7625860 127 3241 0 0 0 0 0  0  0  0  0  485 1984  309  0  4 96
 0 0 0 10771132 7625996 36 605 0 0 0  0  0  0  0  0  0  426  914  203  0  1 99
 0 0 0 10771172 7626000 154 3819 0 0 0 0 0  0  0  0  0  541 2251  339  0  5 95
 0 0 0 10771132 7625952 17 153 0 0 0  0  0  2  0  0  0  434  718  219  0  1 99
 0 0 0 10770924 7625920 136 3236 0 0 0 0 0 18  0  0  0  508 2046  324  0  5 95
 0 0 0 10771056 7625968 127 3241 0 0 0 0 0  0  0  0  0  517 1978  319  0  3 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771072 7625892 56 1178 0 0 0 0  0  0  0  0  0  448 1148  228  0  2 98
 0 0 0 10770828 7625848 134 3249 0 0 0 0 0  0  0  0  0  516 2018  329  0  4 96
 0 0 0 10771072 7625892 17 153 0 0 0  0  0  0  0  0  0  451  752  182  0  1 99
 0 0 0 10770860 7625832 166 4261 0 0 0 0 0  2  0  0  0  650 2404  400  0  5 94
 0 0 0 10771072 7625928 11 123 0 0 0  0  0 12  0  0  0  436  681  198  0  0 100
 0 0 0 10770864 7625848 141 3264 0 0 0 0 0  0  0  0  0  516 2077  314  0  5 95
 0 0 0 10770828 7625800 127 3242 0 0 0 0 0  0  0  0  0  489 1983  317  0  4 96
 0 0 0 10771072 7625940 44 912 0 0 0  0  0  0  0  0  0  453 1021  232  0  2 98
 0 0 0 10770848 7625852 145 3507 0 0 0 0 0  0  0  0  0  545 2147  334  0  5 95
 0 0 0 10771072 7625892 17 153 0 0 0  0  0  2  0  0  0  466  818  271  0  1 99
 0 0 0 10770860 7625872 139 3388 0 0 0 0 0  7  0  0  0  519 2095  329  0  5 94
 0 0 0 10771072 7625928 124 3086 0 0 0 0 0  0  0  0  0  504 1919  305  0  3 96
 0 0 0 10771072 7625892 56 1175 0 0 0 0  0  0  0  0  0  439 1149  221  0  2 98
 0 0 0 10770828 7625852 134 3248 0 0 0 0 0  0  0  0  0  517 2015  328  0  4 96
 0 0 0 10771072 7625892 17 153 0 0 0  0  0  0  0  0  0  438  754  188  0  1 99
 0 0 0 10770860 7625832 166 4259 0 0 0 0 0  2  0  0  0  569 2404  397  0  5 95
 0 0 0 10771036 7625892 18 153 0 0 0  0  0  7  0  0  0  433  693  198  0  0 100
 0 0 0 10770828 7625812 134 3231 0 0 0 0 0  0  0  0  0  540 2067  318  0  5 95
 0 0 0 10770792 7625764 127 3239 0 0 0 0 0  0  0  0  0  524 1982  330  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10771036 7625904 42 769 0 0 0  0  0  0  0  0  0  451  973  224  0  1 99
 0 0 0 10770888 7625852 148 3652 0 0 0 0 0  0  0  0  0  516 2188  330  0  5 95
 0 0 0 10771036 7625856 17 152 0 0 0  0  0  2  0  0  0  447  719  218  0  1 99
 0 0 0 10770828 7625836 135 3233 0 0 0 0 0 11  0  0  0  514 2048  325  0  5 95
 0 0 0 10770792 7625764 126 3232 0 0 0 0 0  0  0  0  0  529 1972  323  0  4 96
 0 0 0 10771036 7625856 56 1174 0 0 0 0  0  0  0  0  0  467 1124  224  0  2 98
 0 0 0 10770792 7625824 134 3236 0 0 0 0 0  0  0  0  0  507 2045  323  0  5 95
 0 0 0 10771036 7625856 17 152 0 0 0  0  0  0  0  0  0  404  730  177  0  1 99
 0 0 0 10770824 7625800 137 3502 0 0 0 0 0  2  0  0  0  595 2138  367  0  5 94
 0 0 0 10770920 7625820 125 2959 0 0 0 0 0 11  0  0  0  484 1873  312  0  3 96
 0 0 0 10770900 7625720 56 1173 0 0 0 0  0  0  0  0  0  447 1154  220  0  2 98
 0 0 0 10770656 7625632 127 3235 0 0 0 0 0  0  0  0  0  524 2006  324  0  4 96
 0 0 0 10770900 7625776 22 153 0 0 0  0  0  0  0  0  0  435  756  190  0  1 99
 0 0 0 10770688 7625660 168 4254 0 0 0 0 0  0  0  0  0  503 2405  350  0  5 95
 0 0 0 10770900 7625720 17 152 0 0 0  0  0  2  0  0  0  448  797  269  0  0 100
 0 0 0 10770636 7625644 135 3227 0 0 0 0 0  5  0  0  0  522 2057  333  0  5 95
 0 0 0 10770588 7625564 127 3233 0 0 0 0 0  0  0  0  0  517 1979  313  0  4 96
 0 0 0 10770832 7625652 56 1174 0 0 0 0  0  0  0  0  0  450 1125  227  0  2 98
 0 0 0 10770588 7625624 133 3235 0 0 0 0 0  0  0  0  0  530 2036  318  0  5 95
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10770832 7625652 17 152 0 0 0  0  0  0  0  0  0  448  735  189  0  1 99
 0 0 0 10770568 7625540 143 3687 0 0 0 0 0  2  0  0  0  594 2202  374  0  5 95
 0 0 0 10770704 7625596 119 2760 0 0 0 0 0 11  0  0  0  493 1804  316  0  3 96
 0 0 0 10770704 7625524 56 1171 0 0 0 0  0  0  0  0  0  437 1156  224  0  2 98
 0 0 0 10770460 7625436 128 3232 0 0 0 0 0  0  0  0  0  518 2003  323  0  4 96
 0 0 0 10770704 7625592 23 155 0 0 0  0  0  0  0  0  0  402  756  183  0  1 99
 0 0 0 10770664 7625528 167 4247 0 0 0 0 0  0  0  0  0  536 2411  363  0  5 95
 0 0 0 10770704 7625524 17 152 0 0 0  0  0  2  0  0  0  468  709  226  0  0 99
 0 0 0 10770332 7625340 135 3222 0 0 0 0 0 11  0  0  0  527 2058  331  0  5 95
 0 0 0 10770296 7625272 127 3227 0 0 0 0 0  0  0  0  0  504 1974  318  0  4 96
 0 0 0 10770540 7625360 56 1173 0 0 0 0  0  0  0  0  0  462 1129  232  0  2 98
 0 0 0 10770296 7625344 134 3231 0 0 0 0 0  0  0  0  0  501 2034  327  0  4 95
 0 0 0 10770540 7625360 17 152 0 0 0  0  0  0  0  0  0  451  737  189  0  1 99
 0 0 0 10770328 7625304 146 3811 0 0 0 0 0  2  0  0  0  607 2236  385  0  5 94
 0 0 0 10770424 7625304 116 2634 0 0 0 0 0 10  0  0  0  501 1765  302  0  3 97
 0 0 0 10770404 7625224 56 1172 0 0 0 0  0  0  0  0  0  465 1160  225  0  2 98
 0 0 0 10770160 7625136 127 3228 0 0 0 0 0  0  0  0  0  520 2002  320  0  4 96
 0 0 0 10770404 7625292 22 153 0 0 0  0  0  0  0  0  0  404  756  191  0  1 99
 0 0 0 10770192 7625168 168 4243 0 0 0 0 0  0  0  0  0  539 2402  364  0  5 95
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10770404 7625224 17 152 0 0 0  0  0  2  0  0  0  427  787  256  0  0 100
 0 0 0 10770196 7625224 135 3219 0 0 0 0 0 12  0  0  0  522 2065  337  0  5 95
 0 0 0 10770160 7625136 127 3225 0 0 0 0 0  0  0  0  0  507 1972  322  0  4 96
 0 0 0 10770404 7625224 56 1173 0 0 0 0  0  0  0  0  0  468 1126  239  0  2 98
 0 0 0 10770160 7625208 134 3230 0 0 0 0 0  0  0  0  0  519 2037  333  0  4 95
 0 0 0 10770404 7625224 17 152 0 0 0  0  0  0  0  0  0  443  737  192  0  1 99
 0 0 0 10770192 7625168 146 3735 0 0 0 0 0  2  0  0  0  620 2212  381  0  5 94
 0 0 0 10770316 7625180 117 2711 0 0 0 0 0 11  0  0  0  506 1791  320  0  3 97
 0 0 0 10770244 7625064 56 1173 0 0 0 0  0  0  0  0  0  489 1159  262  0  2 98
 0 0 0 10770000 7624976 127 3226 0 0 0 0 0  0  0  0  0  528 2000  339  0  4 96
 0 0 0 10770244 7625136 22 153 0 0 0  0  0  0  0  0  0  436  755  192  0  1 99
 0 0 0 10770032 7625012 168 4246 0 0 0 0 0  0  0  0  0  558 2406  368  0  5 95
 0 0 0 10770244 7625064 17 152 0 0 0  0  0  2  0  0  0  478  704  258  0  0 100
 0 0 0 10770036 7625064 135 3223 0 0 0 0 0 12  0  0  0  528 2063  326  0  5 94
 0 0 0 10770000 7624976 127 3225 0 0 0 0 0  0  0  0  0  507 1977  317  0  5 95
 0 0 0 10770244 7625064 17 152 0 0 0  0  0  0  0  0  0  436  725  191  0  1 99
 0 0 0 10770032 7625076 146 3540 0 0 0 0 0  0  0  0  0  552 2160  339  0  5 94
 0 0 0 10770160 7625056 117 2909 0 0 0 0 0  0  0  0  0  506 1855  303  0  3 96
 0 0 0 10770244 7625064 56 1173 0 0 0 0  0  2  0  0  0  532 1150  264  0  2 98
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769900 7624928 132 3230 0 0 0 0 0 10  0  0  0  501 2012  329  0  4 96
 0 0 0 10770128 7624948 17 152 0 0 0  0  0  0  0  0  0  446  749  179  0  1 99
 0 0 0 10769916 7624892 166 4250 0 0 0 0 0  0  0  0  0  531 2406  362  0  5 95
 0 0 0 10770128 7625028 22 153 0 0 0  0  0  0  0  0  0  407  701  184  0  0 100
 0 0 0 10769920 7624896 132 3222 0 0 0 0 0  0  0  0  0  530 2070  316  0  5 95
 0 0 0 10769884 7624860 127 3224 0 0 0 0 0  2  0  0  0  552 2061  412  0  4 96
 0 0 0 10770128 7625000 61 1173 0 0 0 0  0  6  0  0  0  461 1126  239  0  2 98
 0 0 0 10769884 7624860 127 3225 0 0 0 0 0  0  0  0  0  519 2031  320  0  4 95
 0 0 0 10770128 7624948 17 152 0 0 0  0  0  0  0  0  0  400  733  177  0  1 99
 0 0 0 10769860 7624884 153 3837 0 0 0 0 0  0  0  0  0  562 2263  356  0  5 95
 0 0 0 10770104 7624928 109 2622 0 0 0 0 0  0  0  0  0  501 1757  294  0  3 97
 0 0 0 10770056 7624876 56 1173 0 0 0 0  0  3  0  0  0  543 1156  271  0  2 98
 0 0 0 10769812 7624840 132 3232 0 0 0 0 0  6  0  0  0  514 2003  328  0  4 96
 0 0 0 10770056 7624876 17 153 0 0 0  0  0  0  0  0  0  393  756  175  0  1 99
 0 0 0 10770056 7624908 166 4260 0 0 0 0 0  0  0  0  0  525 2407  358  0  5 95
 0 0 0 10770056 7624960 22 153 0 0 0  0  0  0  0  0  0  408  709  180  0  0 100
 0 0 0 10769848 7624824 132 3228 0 0 0 0 0  0  0  0  0  504 2056  312  0  5 94
 0 0 0 10769812 7624788 127 3237 0 0 0 0 0  2  0  0  0  535 1974  369  0  4 96
 0 0 0 10770056 7624928 60 1174 0 0 0 0  0  7  0  0  0  441 1132  237  0  2 98
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769812 7624788 127 3244 0 0 0 0 0  0  0  0  0  529 2030  320  0  4 95
 0 0 0 10770056 7624876 17 152 0 0 0  0  0  0  0  0  0  415  740  181  0  1 99
 0 0 0 10769844 7624828 156 4139 0 0 0 0 0  0  0  0  0  527 2354  361  0  5 94
 0 0 0 10770024 7624844 103 2334 0 0 0 0 0  0  0  0  0  479 1659  277  0  3 97
 0 0 0 10769928 7624748 56 1177 0 0 0 0  0  2  0  0  0  515 1165  271  0  2 98
 0 0 0 10769608 7624636 132 3233 0 0 0 0 0  6  0  0  0  518 1997  323  0  4 96
 0 0 0 10769852 7624672 18 154 0 0 0  0  0  0  0  0  0  404  753  178  0  1 99
