Time,ambienttemp,cpu0dietemp,cpu0memtemp,cpu1dietemp,cpu1memtemp,gbethtemp,hddbptemp,sptemp,fan1,fan2,fan3,fan4,fan5,fan6.tach,cpu0ht1com,cpu0ht1data,cpu0ht1br,cpu0ht1nop,cpu0ht1lu,cpu0ht1nlu,cpu1ht1com,cpu1ht1data,cpu1ht1br,cpu1ht1nop,cpu1ht1lu,cpu1ht1nlu
675,18.6,41.4,28.2,40.2,31.2,37.8,21,37.2,10020,10320,10380,9600,10860,10740,821813,20600,20600,20600,0.976686626,0.023313374,24297608,27934298,27934287,27934282,0.741589646,0.258410354
680,18.6,40.8,28.2,41.4,31.2,37.8,21,37.2,10080,10260,10440,9660,10860,10740,2898038,27564,27564,27564,0.990752601,0.009247399,23609964,20869206,20869220,20869220,0.757947129,0.242052871
685,18.6,42,28.2,40.8,31.2,37.8,21,37.2,10080,10260,10440,9660,10860,10740,1587793,21358,21358,21358,0.987070388,0.012929612,27355167,25890909,25890912,25890927,0.753485281,0.246514719
690,18.6,42,28.2,40.8,31.2,37.8,21,37.2,10020,10260,10440,9660,10920,10740,54942,887,887,887,0.984601496,0.015398504,19107248,16775672,16775669,16775654,0.75839509,0.24160491
695,18,40.8,28.2,40.8,31.2,37.8,21,37.2,10020,10260,10440,9660,10920,10740,1606598,17825,17825,17825,0.98926252,0.01073748,28914558,25054413,25054413,25054413,0.759272259,0.240727741
700,18.6,40.8,28.2,40.8,31.2,37.8,21,37.2,10080,10260,10380,9660,10920,10680,1572254,18273,18273,18273,0.988769404,0.011230596,23846806,21701434,21701420,21701420,0.756029719,0.243970281
705,18.6,41.4,28.2,41.4,31.2,37.8,21,37.2,10080,10260,10380,9660,10920,10680,2388903,35359,35359,35359,0.985827943,0.014172057,25691710,21091692,21091692,21091692,0.762926223,0.237073777
710,18,41.4,28.2,41.4,31.2,37.8,21,37.2,10080,10200,10440,9600,10920,10740,560710,10941,10941,10941,0.981566316,0.018433684,22625864,21237779,21237786,21237786,0.754019237,0.245980763
715,18.6,40.8,28.2,41.4,31.2,37.8,21,37.2,10080,10200,10440,9600,10920,10740,2811543,22732,22732,22732,0.992106229,0.007893771,25683344,24759493,24759486,24759486,0.752310545,0.247689455
720,18.6,40.8,28.2,41.4,31.2,37.8,21,37.2,10020,10260,10440,9600,10920,10680,1666177,18263,18263,18263,0.989387937,0.010612063,27703671,25317368,25317383,25317383,0.755755281,0.244244719
725,18,41.4,28.2,41.4,31.2,39,21,37.2,10020,10260,10440,9600,10920,10680,511724,6447,6447,6447,0.987860243,0.012139757,19559284,16775362,16775347,16775347,0.759958999,0.240041001
730,18,41.4,28.2,41.4,31.2,39,21,37.2,10080,10260,10440,9600,10860,10680,1155614,12415,12415,12415,0.989592232,0.010407768,27937642,26114948,26114948,26114948,0.754287381,0.245712619
735,18,40.8,28.2,40.8,31.2,39,21,37.2,10080,10260,10440,9600,10860,10680,1644443,41794,41794,41794,0.976385236,0.023614764,30149648,26082292,26082292,26082292,0.759380734,0.240619266
740,18.6,40.8,28.2,40.8,31.2,39,21,37.2,10020,10320,10440,9600,10860,10740,1599948,25408,25408,25408,0.984841651,0.015158349,27348976,24108254,24108254,24108254,0.758128325,0.241871675
745,18.6,41.4,27.6,41.4,31.2,37.8,21,37.2,10020,10320,10440,9600,10860,10740,854820,16122,16122,16122,0.982149856,0.017850144,25423920,23707299,23707299,23707299,0.754445094,0.245554906
750,18.6,41.4,27.6,41.4,31.2,37.8,21,37.2,10020,10260,10440,9660,10920,10740,830640,9345,9345,9345,0.989116953,0.010883047,22014598,20028006,20028006,20028006,0.756049408,0.243950592
755,18,40.8,27.6,41.4,31.2,39,19.8,37.8,10020,10260,10440,9660,10920,10740,1601715,18788,18788,18788,0.988668815,0.011331185,26891921,23783175,23783175,23783175,0.757910984,0.242089016
760,18,40.8,27.6,41.4,31.2,39,19.8,37.8,10020,10260,10440,9660,10920,10740,2970659,18212,18212,18212,0.993980091,0.006019909,25652114,23660090,23660090,23660090,0.755153614,0.244846386
765,18,40.2,27.6,41.4,31.8,37.8,19.8,37.2,10020,10260,10440,9660,10920,10740,253647,22370,22370,22370,0.930258732,0.069741268,16047118,14323245,14323261,14323261,0.757302321,0.242697679
770,18,40.2,27.6,41.4,31.8,37.8,19.8,37.2,10020,10320,10440,9600,10860,10740,1332216,25034,25034,25034,0.982211554,0.017788446,25738185,22051912,22051896,22051896,0.7600287,0.2399713
775,18,40.2,27.6,41.4,31.8,37.8,19.8,37.8,10020,10320,10440,9600,10860,10740,4216306,18789,18789,18789,0.995602519,0.004397481,35675267,31117797,31117797,31117797,0.758830344,0.241169656
780,18,40.2,27.6,41.4,31.8,37.8,19.8,37.8,10020,10200,10380,9660,10860,10740,229428,2725,2725,2725,0.98853129,0.01146871,19658343,16883379,16883379,16883379,0.759867103,0.240132897
785,18,39.6,27.6,41.4,31.8,39,19.8,37.8,10020,10200,10380,9660,10860,10740,1388880,16806,16806,16806,0.988323474,0.011676526,24230443,21987684,21987684,21987684,0.756216521,0.243783479
790,18,39.6,27.6,41.4,31.8,39,19.8,37.8,10020,10260,10440,9600,10920,10740,1576955,18380,18380,18380,0.988738401,0.011261599,24066248,22890687,22890687,22890687,0.753169027,0.246830973
795,18,40.8,27.6,40.8,31.8,39,19.8,37.2,10020,10260,10440,9600,10920,10740,1655966,44127,44127,44127,0.975325258,0.024674742,31594463,28049991,28049991,28049991,0.757655815,0.242344185
800,18,40.8,27.6,40.8,31.8,39,19.8,37.2,10020,10200,10440,9660,10860,10680,774705,13548,13548,13548,0.983383803,0.016616197,20026524,16827088,16827088,16827100,0.761344135,0.238655865
805,18.6,40.2,27.6,40.8,31.8,39,19.8,37.8,10020,10200,10440,9660,10860,10680,2070423,14068,14068,14068,0.993340992,0.006659008,23501237,22268384,22268384,22268372,0.753413073,0.246586927
810,18,40.2,27.6,40.8,31.8,39,19.8,37.8,10080,10260,10380,9660,10860,10740,2922716,18186,18186,18186,0.993891728,0.006108272,29835039,25547391,25547391,25547391,0.760067055,0.239932945
815,18,39.6,27.6,41.4,31.8,37.8,19.8,37.2,10080,10260,10380,9660,10860,10740,731180,4632,4632,4632,0.993783185,0.006216815,21619164,17133343,17133343,17133343,0.765358363,0.234641637
820,18,39.6,27.6,41.4,31.8,37.8,19.8,37.2,10020,10200,10380,9660,10860,10740,6183219,15024,15024,15024,0.997587781,0.002412219,22296474,17551552,17551552,17551552,0.765826719,0.234173281
825,18,40.8,27.6,40.8,31.8,39,19.8,37.8,10020,10200,10380,9660,10860,10740,1074085,22029,22029,22029,0.980679231,0.019320769,19195385,17991507,17991507,17991507,0.754113296,0.245886704
830,18,40.8,27.6,40.8,31.8,39,19.8,37.8,10020,10260,10440,9660,10860,10740,4180243,23369,23369,23369,0.994501865,0.005498135,23920388,22230731,22230731,22230731,0.754661762,0.245338238
835,18,40.8,27.6,41.4,31.8,37.8,19.8,37.8,10020,10260,10440,9660,10920,10740,639940,9174,9174,9174,0.986255397,0.013744603,20526551,17965669,17965669,17965669,0.75860239,0.24139761
840,18.6,40.8,27.6,41.4,31.8,37.8,19.8,37.8,10080,10260,10440,9660,10860,10740,2282243,10359,10359,10359,0.99552202,0.00447798,27355659,25715558,25715558,25715558,0.753923599,0.246076401
845,18.6,40.2,27.6,42,31.8,37.8,19.8,37.8,10080,10260,10440,9660,10860,10740,1667259,19356,19356,19356,0.988781257,0.011218743,25022826,22591521,22591521,22591521,0.756550036,0.243449964
850,18,40.2,27.6,42,31.8,37.8,19.8,37.8,10020,10260,10440,9660,10860,10740,2047113,9210,9210,9210,0.995560896,0.004439104,24554526,20623661,20623661,20623661,0.761370674,0.238629326
855,18,40.2,27.6,42,31.8,39,21,37.8,10020,10260,10440,9660,10860,10740,938259,35050,35050,35050,0.966408187,0.033591813,26787469,26204284,26204284,26204284,0.751383262,0.248616738
860,18,40.2,27.6,42,31.8,39,21,37.8,10020,10260,10440,9600,10920,10740,4338848,23582,23582,23582,0.994652115,0.005347885,38654900,31855610,31855610,31855610,0.762664287,0.237335713
865,18.6,40.2,27.6,42,31.8,39,21,37.8,10020,10260,10440,9600,10920,10740,446070,10112,10112,10112,0.978774407,0.021225593,20431653,17009553,17009553,17009553,0.76197203,0.23802797
870,18,40.2,27.6,42,31.8,39,21,37.8,10080,10260,10440,9660,10920,10680,1159811,13573,13573,13573,0.98869416,0.01130584,24326585,21887065,21887065,21887065,0.756777365,0.243222635
875,18,40.8,27.6,41.4,31.8,39,21,37.8,10080,10260,10440,9660,10920,10680,2925298,19572,19572,19572,0.99344105,0.00655895,27765923,25791088,25791088,25791088,0.754695763,0.245304237
880,18,40.8,27.6,41.4,31.8,39,21,37.8,10020,10260,10440,9600,10860,10740,1475404,17334,17334,17334,0.988651347,0.011348653,21748994,19220223,19220223,19220223,0.757961156,0.242038844
885,18.6,40.8,27,40.8,31.8,39,21,37.8,10020,10260,10440,9600,10860,10740,137307,32112,32112,32112,0.862559546,0.137440454,34122370,27006980,27006980,27006980,0.765448987,0.234551013
890,18.6,40.8,27,40.8,31.8,39,21,37.8,10080,10260,10440,9600,10920,10740,2917833,18295,18295,18295,0.993845699,0.006154301,30382004,70124257,70124257,70124257,0.708731605,0.291268395
895,18,40.8,27.6,40.8,31.8,39,21,37.8,10080,10260,10440,9600,10920,10740,1596857,19156,19156,19156,0.988420655,0.011579345,8890393,13889549,13889549,13889549,0.725280603,0.274719397
900,18.6,40.8,27.6,40.8,31.8,39,21,37.8,10020,10260,10380,9600,10860,10740,815663,56619,56619,56619,0.942549111,0.057450889,5786178,7926542,7926542,7926542,0.731901693,0.268098307
905,18.6,41.4,27.6,41.4,31.8,39,21,37.8,10020,10260,10380,9600,10860,10740,822672,10954,10954,10954,0.987196301,0.012803699,5555089,6538083,6538083,6538083,0.740236195,0.259763805
910,18.6,41.4,27.6,41.4,31.8,39,21,37.8,10020,10260,10440,9660,10860,10680,1597768,18341,18341,18341,0.988903013,0.011096987,8760356,13689458,13689458,13689458,0.725269779,0.274730221
915,18.6,40.8,27.6,41.4,31.8,39,21,37.8,10020,10260,10440,9660,10860,10680,1577220,25837,25837,25837,0.984385982,0.015614018,23591214,38510461,38510461,38510461,0.723190468,0.276809532
920,18.6,40.8,27.6,41.4,31.8,39,21,37.8,10080,10260,10440,9660,10920,10680,1305788,14790,14790,14790,0.989045727,0.010954273,20525178,40310541,40310541,40310541,0.715032853,0.284967147
925,18.6,40.8,27.6,42,31.8,39,21,37.8,10080,10260,10440,9660,10920,10680,308211,4920,4920,4920,0.984766434,0.015233566,4239932,6870524,6870524,6870524,0.723536893,0.276463107
930,18.6,40.8,27.6,42,31.8,39,21,37.8,10080,10260,10500,9660,10860,10740,1638293,18272,18272,18272,0.989208019,0.010791981,7925126,12749500,12749500,12749500,0.723879169,0.276120831
935,18.6,40.2,27.6,40.2,31.8,39,21,37.8,10080,10260,10500,9660,10860,10740,1604576,18273,18273,18273,0.988988155,0.011011845,7695656,11891034,11891034,11891034,0.725815667,0.274184333
940,18.6,40.2,27.6,40.2,31.8,39,21,37.8,10020,10260,10440,9660,10920,10740,2151049,9324,9324,9324,0.995721014,0.004278986,22724368,28615845,28615845,28615845,0.736434158,0.263565842
945,18.6,40.2,27.6,39,31.8,39,21,37.8,10020,10260,10440,9660,10920,10740,7175381,9032,9032,9032,0.998745987,0.001254013,5125043,2851262,2851262,2851262,0.791556573,0.208443427
950,19.2,40.2,27.6,39,31.8,39,21,37.8,10020,10260,10440,9660,10860,10740,285939,5542,5542,5542,0.981683275,0.018316725,5572127,7629935,7629935,7629935,0.731924909,0.268075091
955,19.2,39.6,27.6,39,31.8,39,21,37.8,10020,10260,10440,9660,10860,10740,1620983,19350,19350,19350,0.988475509,0.011524491,7036352,10074411,10074411,10074411,0.729615588,0.270384412
960,18.6,39.6,27.6,39,31.8,39,21,37.8,10020,10260,10500,9600,10860,10740,1595598,18219,18219,18219,0.988959888,0.011040112,23724499,15510248,15510248,15510248,0.779230028,0.220769972
965,18.6,39.6,27.6,39,31.8,39,21,37.8,10020,10260,10500,9600,10860,10740,1277894,13510,13510,13510,0.989752917,0.010247083,8214660,9916245,9916245,9916245,0.738794568,0.261205432
970,18.6,39.6,27.6,39,31.8,39,21,37.8,10080,10260,10440,9660,10920,10740,1711822,6178,6178,6178,0.996429636,0.003570364,5891070,6391904,6391904,6391904,0.745005003,0.254994997
975,19.2,39.6,27.6,39,31.8,39,21,37.8,10080,10260,10440,9660,10920,10740,1594383,18644,18644,18644,0.988702763,0.011297237,8633485,12448719,12448719,12448719,0.729255852,0.270744148
980,18.6,39.6,27.6,39,31.8,39,21,37.8,10020,10260,10440,9660,10920,10740,2497433,14213,14213,14213,0.994404489,0.005595511,9127691,14666542,14666557,14666558,0.723935816,0.276064184
985,18.6,39.6,27.6,38.4,31.8,39,21,37.8,10020,10260,10440,9660,10920,10740,402616,6570,6570,6570,0.984443297,0.015556703,4593098,6032889,6032874,6032873,0.734137858,0.265862142
990,18.6,39.6,27.6,38.4,31.8,39,21,37.8,10020,10260,10440,9660,10920,10740,1600925,18247,18247,18247,0.988979057,0.011020943,19670811,15885722,15885722,15885722,0.764054666,0.235945334
995,18.6,39.6,27.6,38.4,31.2,39,21,37.8,10020,10260,10440,9660,10920,10740,1693378,20400,20400,20400,0.988373273,0.011626727,7380959,10724879,10724879,10724879,0.728865696,0.271134304
1000,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10200,10380,9660,10860,10740,1593964,19245,19245,19245,0.988348361,0.011651639,7990676,13091673,13091673,13091673,0.72301956,0.27698044
1005,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10200,10380,9660,10860,10740,47529,3660,3660,3660,0.937445521,0.062554479,4507180,5140347,5140347,5140347,0.742056905,0.257943095
1010,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10200,10440,9660,10920,10740,1605602,17865,17865,17865,0.989232743,0.010767257,7834866,10355730,10355730,10355730,0.733799931,0.266200069
1015,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10200,10440,9660,10920,10740,1596461,18319,18319,18319,0.988907109,0.011092891,20648688,14129756,14129756,14129756,0.775853202,0.224146798
1020,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10260,10440,9660,10860,10740,1661114,18213,18213,18213,0.989384836,0.010615164,9410633,13931293,13931293,13931293,0.72792841,0.27207159
1025,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10860,10740,554670,7272,7272,7272,0.987385643,0.012614357,4232510,4516886,4516886,4516886,0.746002175,0.253997825
1030,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10860,10740,1016280,12426,12426,12426,0.98820568,0.01179432,6915107,12067921,12067927,12067927,0.720124307,0.279875693
1035,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10260,10440,9660,10860,10740,1650399,22125,22125,22125,0.987112456,0.012887544,9423002,12952111,12952105,12952105,0.731725629,0.268274371
1040,19.2,39.6,27.6,38.4,31.2,39,21,37.8,10020,10200,10440,9660,10860,10740,2937607,18505,18505,18505,0.993817492,0.006182508,7450620,7409485,7409485,7409485,0.750346498,0.249653502
1045,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10200,10440,9660,10860,10740,4772,517,517,517,0.918235015,0.081764985,20792222,9465763,9465763,9465763,0.807565418,0.192434582
1050,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10920,10740,1635522,19593,19593,19593,0.988435939,0.011564061,33187696,32848030,32848030,32848030,0.750644617,0.249355383
1055,19.8,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10920,10740,1580893,34490,34490,34490,0.979523416,0.020476584,38907815,48711072,48711072,48711072,0.736755293,0.263244707
1060,19.8,39.6,27.6,37.8,31.2,39,21,37.8,9960,10200,10440,9660,10920,10740,2380613,13571,13571,13571,0.99439522,0.00560478,32883205,25512241,25512241,25512241,0.766841,0.233159
1065,19.2,39.6,27.6,37.8,31.2,39,21,37.8,9960,10200,10440,9660,10920,10740,1947348,13056,13056,13056,0.993427689,0.006572311,38963769,33273582,33273582,33273582,0.760250039,0.239749961
1070,18.6,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10920,10740,2892357,19779,19779,19779,0.993299102,0.006700898,73767605,135494038,135494038,135494038,0.717867533,0.282132467
1075,18.6,39.6,27.6,37.8,31.2,39,21,37.8,10020,10260,10440,9660,10920,10740,818595,9413,9413,9413,0.98888448,0.01111552,58694382,71357933,71357933,71357933,0.738393486,0.261606514
1080,18.6,39.6,27.6,37.8,31.2,39,21,37.8,10020,10200,10440,9660,10920,10740,2163142,44274,44274,44274,0.980716597,0.019283403,52432574,15600362,15600362,15600362,0.842791629,0.157208371
1085,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10200,10440,9660,10920,10740,1652478,18267,18267,18267,0.989300519,0.010699481,58820576,38732868,38732868,38732868,0.778693581,0.221306419
1090,19.2,39.6,27.6,37.8,31.2,39,21,37.8,10020,10200,10380,9660,10860,10740,1630002,18202,18202,18202,0.989195112,0.010804888,66755917,76682638,76682638,76682638,0.741638652,0.258361348
1095,18.6,39.6,27,37.8,31.2,39,21,37.8,10020,10200,10380,9660,10860,10740,251188,10555,10555,10555,0.962683797,0.037316203,66965228,47418895,47418895,47418895,0.773355982,0.226644018
1100,18.6,39.6,27,37.8,31.2,39,21,37.8,10080,10200,10440,9600,10860,10740,2608578,16391,16391,16391,0.993832756,0.006167244,75623752,166039109,166039109,166039109,0.710602718,0.289397282
1105,18.6,39.6,27.6,37.8,31.2,37.8,21,37.8,10080,10200,10440,9600,10860,10740,1603889,18301,18301,18301,0.988967273,0.011032727,36875906,51505160,51505160,51505160,0.730890919,0.269109081
1110,19.2,39.6,27.6,37.8,31.2,37.8,21,37.8,10020,10260,10380,9600,10860,10740,1555644,6783,6783,6783,0.995696047,0.004303953,49790675,41324490,41324490,41324490,0.76218057,0.23781943
1115,18,39.6,27.6,37.8,31.2,37.8,21,37.8,10020,10260,10380,9600,10860,10740,1397745,15967,15967,15967,0.988955111,0.011044889,78134726,195267952,195267952,195267952,0.705894555,0.294105445
1120,18,39.6,27.6,37.8,31.2,37.8,21,37.8,10020,10260,10440,9600,10860,10740,2940981,19350,19350,19350,0.993547916,0.006452084,25186525,39395281,39395281,39395297,0.725223952,0.274776048
1125,18.6,39,27,37.8,31.2,37.8,21,37.2,10020,10260,10440,9600,10860,10740,1249117,19726,19726,19726,0.984922361,0.015077639,51081628,101202489,101202489,101202473,0.714672712,0.285327288
1130,18.6,39,27,37.8,31.2,37.8,21,37.2,10020,10200,10380,9660,10860,10740,376992,5362,5362,5362,0.986358941,0.013641059,56817767,75558681,75558681,75558681,0.73347326,0.26652674
1135,18.6,39,27,37.8,30.6,37.8,21,37.2,10020,10200,10380,9660,10860,10740,2959445,18307,18307,18307,0.993926749,0.006073251,51185008,35520611,35520611,35520611,0.774825215,0.225174785
1140,18.6,39,27,37.8,30.6,37.8,21,37.2,9960,10260,10440,9600,10920,10740,1651168,26455,26455,26455,0.984712802,0.015287198,27530594,37239597,37239597,37239597,0.732569038,0.267430962
1145,18.6,39,27,37.8,30.6,37.8,21,37.2,9960,10260,10440,9600,10920,10740,686604,9213,9213,9213,0.987101029,0.012898971,62687419,125743027,125743027,125743027,0.71416615,0.28583385
1150,18,39,27,37.8,30.6,37.8,21,37.2,10020,10260,10440,9660,10860,10740,916632,11574,11574,11574,0.987834182,0.012165818,33301969,26936481,26936481,26936481,0.763945774,0.236054226
1155,18.6,39,27,37.8,30.6,37.8,21,37.2,10020,10260,10440,9660,10860,10740,1673934,24086,24086,24086,0.986206557,0.013793443,56687423,60234425,60234425,60234425,0.746264595,0.253735405
1160,18.6,39,27,37.8,30.6,37.8,21,37.2,10080,10260,10440,9600,10920,10680,1652331,20230,20230,20230,0.988190454,0.011809546,49797518,102722985,102722985,102722985,0.713037413,0.286962587
1165,18.6,39,27,37.8,30.6,37.8,21,37.2,10080,10260,10440,9600,10920,10680,1052072,11520,11520,11520,0.989398435,0.010601565,40332861,24519917,24519917,24519917,0.784710206,0.215289794
1170,18,39,27,37.8,30.6,37.8,21,37.2,10020,10260,10440,9660,10860,10740,623292,11408,11408,11408,0.982649852,0.017350148,33418783,24290976,24290976,24290976,0.771468765,0.228531235
1175,18,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9660,10860,10740,1578262,18394,18394,18394,0.98873913,0.01126087,63845232,106551012,106551012,106551012,0.722160383,0.277839617
1180,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9600,10920,10740,1683280,20359,20359,20359,0.988328651,0.011671349,31680274,35480187,35480202,35480203,0.743122064,0.256877936
1185,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9600,10920,10740,1583413,24225,24225,24225,0.985372154,0.014627846,59162491,87841292,87841284,87841283,0.727781225,0.272218775
1190,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10380,9600,10860,10740,1282130,1256,1256,1256,0.999023251,0.000976749,38100397,73511084,73511077,73511077,0.715771396,0.284228604
1195,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10380,9600,10860,10740,2956977,18301,18301,18301,0.993923729,0.006076271,56651124,80384141,80384141,80384141,0.730076617,0.269923383
1200,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10380,9660,10860,10740,1570899,24274,24274,24274,0.985232287,0.014767713,56221606,71532624,71532624,71532624,0.73586603,0.26413397
1205,18.6,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10380,9660,10860,10740,37360,2584,2584,2584,0.94272034,0.05727966,23625789,23404194,23404194,23404194,0.750590364,0.249409636
1210,18.6,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10380,9600,10920,10740,1641858,18291,18291,18291,0.989219859,0.010780141,72199666,164148662,164148662,164148662,0.709289071,0.290710929
1215,18.6,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10380,9600,10920,10740,1582283,24569,24569,24569,0.985163558,0.014836442,38684173,60827863,60827863,60827863,0.724969578,0.275030422
1220,18,39,27,37.2,30.6,37.8,19.8,37.2,9960,10260,10380,9600,10860,10740,1601622,19059,19059,19059,0.988510362,0.011489638,62474754,104446452,104446452,104446452,0.722079482,0.277920518
1225,18,39,27,37.2,30.6,37.8,19.8,37.2,9960,10200,10380,9600,10860,10740,362667,4285,4285,4285,0.988589217,0.011410783,52916304,62646797,62646797,62646797,0.739900122,0.260099878
1230,18,39,27,37.2,30.6,37.8,19.8,37.2,10080,10200,10380,9660,10920,10680,2540567,18558,18558,18558,0.992851973,0.007148027,68496355,130191982,130191982,130191982,0.71640201,0.28359799
1235,18,39,27,37.2,30.6,37.8,19.8,37.2,10080,10260,10380,9660,10920,10680,1667392,18267,18267,18267,0.989393175,0.010606825,31429185,38834627,38834627,38834627,0.737485148,0.262514852
1240,18.6,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10440,9660,10860,10740,1371579,16767,16767,16767,0.988207866,0.011792134,40011509,90087884,90087884,90087884,0.70965164,0.29034836
1245,18.6,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10440,9660,10860,10740,246201,9538,9538,9538,0.965293015,0.034706985,58325067,81811161,81811161,81811161,0.730670426,0.269329574
1250,18,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10440,9660,10920,10740,1598554,20346,20346,20346,,,64799864,137715051,137715051,137715051,,
1255,18.6,39,27,37.2,30,37.8,19.8,37.2,10020,10260,10440,9660,10920,10740,2896899,18301,18301,18301,,,48032429,130438034,130438038,130438038,,
1260,18.6,39,27,37.2,30,37.8,19.8,37.2,10020,10260,10380,9600,10860,10740,765875,14091,14091,14091,,,72070712,137314966,137314962,137314962,,
1265,19.2,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10380,9600,10860,10740,2112503,14881,14881,14881,,,47366804,48559896,48559896,48559896,,
1270,18,39,27,37.2,30.6,37.8,19.8,37.2,10020,10260,10380,9600,10920,10740,1649458,18333,18333,18333,,,25661406,44868346,44868346,44868346,,
1275,18,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10380,9600,10920,10740,2449692,17508,17508,17508,,,57259454,92567206,92567206,92567206
1280,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9660,10920,10740,478343,7192,7192,7192,,,49208430,94403243,94403243,94403243
1285,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9660,10920,10740,2878942,22444,22444,22444,,,27847399,73585589,73585589,73585589
1290,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10380,9660,10860,10740,1603738,19997,19997,19997,,,7274893,10960910,10960910,10960910
1295,18,39,27,37.2,30,37.8,21,37.2,10020,10200,10380,9660,10860,10740,9125,17791,17791,17791,,,6844427,8534041,8534041,8534041
1300,18.6,39,27,37.2,30,37.8,21,37.2,10020,10200,10380,9660,10920,10740,1673126,18283,18283,18283,,,6448518,11304561,11304561,11304561
1305,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10380,9660,10920,10740,1609337,31359,31359,31359,,,8676193,18057111,18057111,18057111
1310,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9660,10860,10740,2352777,12948,12948,12948,,,6453025,7141216,7141216,7141216
1315,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9660,10860,10740,555717,7924,7924,7924,,,2971695,4820428,4820428,4820428
1320,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10200,10440,9600,10860,10740,1604271,19022,19022,19022,,,7406214,11949690,11949690,11949690
1325,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9600,10860,10740,1617285,18257,18257,18257,,,7935624,11101112,11101112,11101112
1330,19.2,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9600,10920,10740,2555741,15868,15868,15868,,,3811352,6293686,6293702,6293718
1335,19.2,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9600,10920,10740,395436,9717,9717,9717,,,4242940,4737369,4737353,4737337
1340,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9600,10920,10740,1655690,18291,18291,18291,,,7422817,11437662,11437662,11437662
1345,18.6,39,27,37.2,30.6,37.2,21,37.2,10020,10320,10440,9600,10920,10740,1609151,19862,19862,19862,,,6498597,12183344,12183344,12183344
1350,18.6,39,27,37.2,30.6,37.2,21,37.2,10020,10260,10440,9600,10920,10740,1098318,16704,16704,16704,,,5178195,6877907,6877907,6877907
1355,18.6,39,27,37.2,30.6,37.8,21,37.2,10020,10260,10440,9600,10920,10740,552055,9021,9021,9021,,,3322722,4522132,4522132,4522132
1360,19.2,39,27,37.2,30.6,37.8,21,37.2,10080,10200,10440,9600,10920,10740,1605866,18279,18279,18279,,,6962413,11177840,11177840,11177840
1365,18.6,39,27,37.2,30.6,37.8,21,37.2,10080,10200,10440,9600,10920,10740,1647763,18925,18925,18925,,,8215041,11554060,11554060,11554060
1370,18.6,39,27,37.2,30.6,37.8,21,37.2,10080,10200,10440,9660,10860,10800,1575147,18212,18212,18212,,,7943610,10993055,10993055,10993055
