time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
375,27,33,25,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5250,1.50E+05,2.96E+05,1.50E-01,2.96E+00,1428,1142.4,856.8,42.84,42.84,0,0,0,0,0,0
380,26,31,24,17,20,3150,7575,5325,7425,5400,7500,5250,7950,5250,7.35E+06,6.95E+05,7.35E+00,6.95E+00,1446,1156.8,867.6,43.38,43.38,0,12,0,61.6,0,61600
385,26,31,24,17,20,3150,7575,5325,7425,5400,7575,5325,7950,5250,1.07E+07,1.88E+05,1.07E+01,1.88E+00,1420,1136,852,42.6,42.6,0,0,0,0,0,0
390,28,31,24,17,20,3150,7575,5250,7425,5400,7575,5325,7950,5250,3.02E+07,1.37E+05,3.02E+01,1.37E+00,1427,1141.6,856.2,42.81,42.81,0,0,0,0,0,0
395,26,30,24,17,20,3150,7575,5325,7425,5325,7575,5325,7950,5250,4.31E+06,4.28E+05,4.31E+00,4.28E+00,1420,1136,852,42.6,42.6,0,0,0,0,0,0
400,26,30,24,17,20,3150,7575,5325,7425,5400,7575,5325,7950,5325,9.70E+06,4.81E+05,9.70E+00,4.81E+00,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
405,27,31,24,17,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,8.62E+06,3.85E+05,8.62E+00,3.85E+00,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
410,29,31,24,17,20,3150,7575,5250,7425,5325,7575,5325,7950,5250,1.96E+07,2.51E+05,1.96E+01,2.51E+00,1451,1160.8,870.6,43.53,43.53,0,12.2,0,64.2,0,64200
415,26,30,24,17,20,3150,7575,5325,7425,5400,7575,5250,7950,5250,5.24E+06,4.66E+05,5.24E+00,4.66E+00,1425,1140,855,42.75,42.75,0,0,0,0,0,0
420,27,31,24,17,20,3150,7650,5325,7425,5400,7575,5325,7950,5325,4.76E+06,9.42E+05,4.76E+00,9.42E+00,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
425,26,33,24,17,20,3150,7650,5250,7425,5400,7575,5325,7950,5250,8.18E+05,3.20E+05,8.18E-01,3.20E+00,1421,1136.8,852.6,42.63,42.63,0,0,0,0,0,0
430,26,30,24,17,20,3150,7650,5325,7425,5400,7500,5250,7950,5250,2.56E+07,47638,2.56E+01,4.76E-01,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
435,26,30,24,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5325,5.16E+06,4.14E+05,5.16E+00,4.14E+00,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
440,28,31,24,17,20,3150,7650,5325,7425,5400,7575,5250,8025,5250,5.95E+06,1.02E+06,5.95E+00,1.02E+01,1444,1155.2,866.4,43.32,43.32,0,11,0,66.7,0,66700
445,26,30,24,17,20,3150,7575,5325,7425,5400,7575,5250,7950,5250,1.10E+07,1.27E+05,1.10E+01,1.27E+00,1428,1142.4,856.8,42.84,42.84,0,0,0,0,0,0
450,26,30,24,17,20,3150,7650,5250,7500,5400,7575,5325,7950,5250,3.25E+07,3.99E+05,3.25E+01,3.99E+00,1427,1141.6,856.2,42.81,42.81,0,0,0,0,0,0
455,26,32,24,17,20,3150,7650,5250,7500,5400,7575,5325,7950,5325,7.57E+06,1.66E+05,7.57E+00,1.66E+00,1428,1142.4,856.8,42.84,42.84,0,0,0,0,0,0
