pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x0f
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x0f
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x0f,sys
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
1935.010   2  tick         0 4986630431         0 4986630431 
1940.010   3  tick         0 4986685808         0 4986685807 
1945.010   2  tick         0 4986685651         0 4986685653 
1950.010   2  tick         0 4986635831         0 4986635830 
1950.017   0  tick 4994067322         0 4994067321         0 
1955.010   3  tick         0 4986681872         0 4986681872 
1960.010   3  tick         0 4986651553         0 4986651555 
1965.010   3  tick         0 4986694453         0 4986694453 
1970.010   3  tick         0 4986621673         0 4986621673 
1975.010   2  tick         0 4986725263         0 4986725263 
1980.010   2  tick         0 4986661608         0 4986661608 
1985.010   2  tick         0 4986656261         0 4986656261 
1990.010   2  tick         0 4986602264         0 4986602264 
1995.010   3  tick         0 4986712261         0 4986712261 
1995.020   2  tick         0 4996720181         0 4996720180 
2000.010   3  tick         0 4986626056         0 4986626056 
2005.010   3  tick         0 4986661237         0 4986661237 
2010.010   2  tick         0 4986681525         0 4986681525 
2015.010   0  tick 4986685919         0 4986685914         0 
2020.010   3  tick         0 4986598850         0 4986598850 
2025.010   3  tick         0 4986674439         0 4986674439 
2030.010   2  tick         0 4986709754         0 4986709755 
2035.010   3  tick         0 4986664518         0 4986664521 
2035.021   2  tick         0 4998480680         0 4998480681 
2040.010   2  tick         0 4974783486         0 4974783485 
2045.010   3  tick         0 4986705741         0 4986705741 
2050.010   3  tick         0 4986611086         0 4986611086 
2055.010   3  tick         0 4986677769         0 4986677769 
2060.010   2  tick         0 4986685879         0 4986685881 
2065.010   2  tick         0 4986691270         0 4986691270 
2070.010   2  tick         0 4986610576         0 4986610576 
2075.010   3  tick         0 4986689506         0 4986689508 
2080.010   0  tick 4986641682         0 4986641681         0 
2080.022   2  tick         0 4999003576         0 4999003574 
2085.010   2  tick         0 4974340545         0 4974340547 
2090.010   2  tick         0 4986681310         0 4986681310 
2095.010   2  tick         0 4986613033         0 4986613033 
2100.010   2  tick         0 4986672018         0 4986672018 
2105.010   2  tick         0 4986676918         0 4986676917 
2110.010   2  tick         0 4986647801         0 4986647800 
2115.010   2  tick         0 4986644859         0 4986644861 
2120.010   0  tick 4986680737         0 4986680735         0 
2120.010   2  tick         0 4987454942         0 4987454941 
2125.010   2  tick         0 4985886473         0 4985886474 
2130.010   2  tick         0 4986620315         0 4986620313 
2135.010   2  tick         0 4986693548         0 4986693550 
2140.010   2  tick         0 4986631109         0 4986631109 
2145.010   2  tick         0 4986697468         0 4986697468 
2150.010   2  tick         0 4986647410         0 4986647408 
2150.010   3  tick         0 4986776838         0 4986776838 
2155.010   3  tick         0 4986586940         0 4986586940 
2160.010   3  tick         0 4986630629         0 4986630629 
2165.010   3  tick         0 4986672273         0 4986672273 
2165.010   0  tick 4987333693         0 4987333691         0 
2170.010   2  tick         0 4986692495         0 4986692495 
2175.010   3  tick         0 4986657726         0 4986657724 
2180.010   3  tick         0 4986697804         0 4986697802 
2185.010   3  tick         0 4986625986         0 4986625988 
2190.010   0  tick 4986664189         0 4986664197         0 
2195.010   3  tick         0 4986646593         0 4986646595 
2200.010   2  tick         0 4986670044         0 4986670042 
2205.010   3  tick         0 4986650610         0 4986650608 
2205.020   2  tick         0 4997363061         0 4997363063 
2210.010   3  tick         0 4986710817         0 4986710819 
2215.010   3  tick         0 4986640544         0 4986640544 
2220.010   3  tick         0 4986629352         0 4986629352 
2225.010   3  tick         0 4986689887         0 4986689887 
2230.010   2  tick         0 4986662097         0 4986662097 
2235.010   3  tick         0 4986687739         0 4986687740 
2240.010   3  tick         0 4986673170         0 4986673170 
2245.010   2  tick         0 4986692542         0 4986692540 
2250.010   3  tick         0 4986659500         0 4986659498 
2250.012   0  tick 4988815884         0 4988815885         0 
2255.010   2  tick         0 4986687330         0 4986687330 
2260.010   3  tick         0 4986689017         0 4986689017 
2265.010   3  tick         0 4986656783         0 4986656783 
2270.010   2  tick         0 4986690374         0 4986690374 
2275.010   2  tick         0 4986646914         0 4986646914 
2280.010   3  tick         0 4986684679         0 4986684679 
2285.010   2  tick         0 4986705867         0 4986705869 
2290.010   3  tick         0 4986637247         0 4986637246 
2290.013   0  tick 4990170872         0 4990170873         0 
2295.010   3  tick         0 4986673968         0 4986673969 
2300.010   3  tick         0 4986699547         0 4986699547 
2305.010   2  tick         0 4986719875         0 4986719877 
2310.010   3  tick         0 4986679138         0 4986679140 
2315.010   2  tick         0 4986687715         0 4986687715 
2320.010   3  tick         0 4986704527         0 4986704529 
2325.010   3  tick         0 4986621899         0 4986621899 
2330.010   0  tick 4986669933         0 4986669935         0 
2335.010   0  tick 4986672979         0 4986672979         0 
2335.010   2  tick         0 4987283164         0 4987283164 
