Time,ambienttemp,cpu0dietemp,cpu0memtemp,cpu1dietemp,cpu1memtemp,gbethtemp,hddbptemp,sptemp,fan1,fan2,fan3,fan4,fan5,fan6,command,data,bufrel,nop,HT2LinkUtil,HT2Nop
845,18.4,41,28.2,39.4,31,38,20.6,37.4,10020,10220,10380,9620,10900,10720,77947301.67,85744290.67,85744284.67,85744285.67,0.744184486,0.255815514
850,18.4,40.8,28.2,39.2,31,38,20.6,37.4,10020,10220,10380,9620,10900,10720,62124684,36979293,36979294.33,36979290.67,0.786324146,0.213675854
855,18.4,40.8,28.4,38.6,31,38,20.6,37.4,10020,10260,10420,9640,10880,10740,73151226.67,52744773,52744772.67,52744776.33,0.772048096,0.227951904
860,18.4,41,28.4,38.8,31.2,38,20.6,37.4,10020,10260,10440,9640,10880,10740,111023189,138008930.7,138008936.7,138008938,0.737150863,0.262849137
865,18.4,41.2,28.2,38.6,31.2,38.4,20.6,37.4,10020,10260,10420,9660,10900,10740,133285414.7,246719666,246719655.7,246719657.3,0.717532496,0.282467504
870,18.6,41.2,28.2,38.6,31.2,38.4,20.6,37.4,10020,10260,10420,9620,10900,10740,102463621.3,137519411,137519418,137519417,0.732983344,0.267016656
875,18.6,41,28.2,38.6,31.2,38,20.6,37.4,10020,10260,10420,9600,10880,10740,98501852,129224857.3,129224852.3,129224849.7,0.734201729,0.265798271
880,18.4,41,28.2,38.6,31.2,38,20.6,37.4,10020,10260,10420,9620,10880,10740,140207449.7,241370243.3,241370243.3,241370242.3,0.720739135,0.279260865
885,18.2,41,28.4,38.4,31.2,38.4,20.6,37.4,10040,10240,10400,9640,10900,10740,95800021,118029965.7,118029965.7,118029962,0.737647015,0.262352985
890,18.2,40.8,28.4,38.4,31.2,38.4,20.6,37.4,10040,10240,10420,9620,10880,10760,49805232.67,52882689.67,52882692,52882692,0.746309171,0.253690829
895,18.2,41,28.4,38.4,31.2,38.4,20.6,37.4,10040,10240,10440,9620,10880,10760,73208020.67,85824987,85824982.33,85824988,0.740461428,0.259538572
900,18.6,40.8,28.4,38.4,31.2,38.4,20.6,37.4,10040,10240,10400,9660,10920,10740,63552207.33,91649039.67,91649039,91649033.33,0.729248988,0.270751012
905,18.4,40.8,28.2,38.4,31.4,38,20.6,37.4,10020,10260,10400,9660,10920,10740,54413423.33,34287413.67,34287421,34287423,0.781991578,0.218008422
910,18.2,41,28.2,38.4,31.2,38,20.6,37.4,10020,10260,10420,9620,10860,10740,57040031.33,37395398,37395390.67,37395388.67,0.779021294,0.220978706
915,18.4,41,28.4,38.6,31.4,38.4,20.6,37.4,10020,10260,10420,9620,10860,10740,69254912,93755091.33,93755097.33,93755102.33,0.732525824,0.267474176
920,18.4,41,28.4,38.6,31.4,38.4,20.6,37.4,10020,10260,10420,9620,10900,10740,68183294,72676763.67,72676760.33,72676758,0.746075085,0.253924915
925,18.6,41.2,28.4,38.8,31.4,38,20.6,37.4,10020,10240,10420,9620,10900,10740,70369702,71713935.67,71713933,71713930.33,0.748822972,0.251177028
930,18.6,41.2,28.4,38.8,31.4,38,20.6,37.4,10020,10240,10420,9620,10900,10740,76884854.67,85693811.67,85693811.67,85693816.67,0.743405793,0.256594207
935,18.2,41.2,28.4,38.4,31.4,38.4,20.6,37.4,10020,10260,10420,9620,10900,10740,69382842.67,54491530.33,54491531,54491526,0.7659876,0.2340124
940,18.2,41.2,28.4,38.4,31.4,38.4,20.6,37.4,10000,10260,10420,9620,10880,10740,74041850,85574965.67,85574968.67,85574970.33,0.741283037,0.258716963
945,18.4,41.4,28.2,38.8,31.2,38.2,20.6,37.4,10000,10260,10420,9620,10880,10740,97972105,103355007.3,103355003.7,103355012.7,0.746701941,0.253298059
950,18.4,41.4,28.2,38.8,31.2,38.2,20.6,37.4,10040,10240,10400,9620,10860,10740,101355580.3,146037672.7,146037678,146037678,0.729293465,0.270706535
955,18.4,41.2,28.4,38.8,31.4,38.4,20.6,37.4,10060,10220,10400,9620,10860,10740,71307104.33,79116083.67,79116083.67,79116078.33,0.743675014,0.256324986
960,18.4,41.2,28.4,38.8,31.4,38.4,20.6,37.4,10040,10240,10400,9620,10900,10720,49075497,45557546,45557548,45557549,0.754734831,0.245265169
965,18,40.8,28.4,38.6,31.4,38,20.6,37.4,10020,10260,10400,9620,10900,10720,69506639.33,97806234,97806232.33,97806231,0.730505916,0.269494084
970,18.2,40.8,28.4,38.6,31.4,38,20.6,37.4,10020,10240,10420,9600,10900,10740,107020312,137536622,137536624.7,137536630,0.735318246,0.264681754
975,18.2,40.6,28.4,38.4,31.2,38.2,20.6,37.4,10020,10220,10420,9600,10900,10740,121718768.3,161452683.3,161452678,161452671,0.733610211,0.266389789
980,18.4,40.6,28.4,38.4,31.2,38.2,20.6,37.4,10020,10240,10420,9640,10900,10740,131870105.3,193885403.3,193885405.3,193885403,0.728271546,0.271728454
985,18.2,41,28.4,38.2,31.2,38.4,20.6,37.4,10020,10240,10420,9640,10880,10740,113870470,165338826.3,165338821.3,165338820.3,0.728902506,0.271097494
990,17.8,41,28.4,38.2,31.2,38.4,20.6,37.4,10020,10240,10420,9620,10880,10740,93839501.33,93718899,93718904.67,93718904.67,0.750080395,0.249919605
995,18.4,41.4,28.6,38.6,31.2,38.6,20.6,37.4,10020,10240,10440,9620,10880,10740,84126307.33,71062326.33,71062320.67,71062325.33,0.760985028,0.239014972
1000,18.2,41.4,28.6,38.6,31.2,38.6,20.6,37.4,10040,10260,10440,9620,10880,10740,108931919.3,133112704.3,133112708.7,133112707.7,0.738106327,0.261893673
1005,18.2,41.4,28.4,38.4,31.2,38.4,20.6,37.4,10040,10240,10420,9620,10880,10740,149607239,269472348.7,269472357.7,269472360,0.718720748,0.281279252
1010,18.2,41.4,28.4,38.4,31.2,38.4,20.6,37.4,10040,10220,10420,9640,10900,10740,104845456,101263204,101263190.7,101263184.7,0.752191624,0.247808376
1015,18.2,41.4,28.4,38.2,31.2,38.2,20.2,37.4,10040,10260,10420,9640,10920,10740,103299229,104800198.3,104800205.3,104800210.3,0.749101629,0.250898371
1020,18.2,41.4,28.4,38.2,31.2,38.2,20.2,37.4,10020,10260,10420,9660,10880,10740,107505443.3,115771286,115771286.3,115771282,0.745456531,0.254543469
1025,18.2,41.2,28.4,38,31,38,20.2,37.4,10040,10240,10380,9640,10900,10740,124463482.7,174202328.7,174202321.3,174202320.7,0.73078307,0.26921693
1030,18.2,41.2,28.4,38,31,38,20.2,37.4,10040,10240,10400,9620,10900,10740,112341336.3,126505602.7,126505602.7,126505606.3,0.742800629,0.257199371
1035,18.2,41,28.4,38.2,31,38.6,20.2,37.4,10020,10280,10440,9620,10880,10740,131333934.3,238129660.7,238129670.3,238129667,0.718430637,0.281569363
1040,18.2,41,28.4,38.2,31,38.6,20.2,37.4,10020,10280,10420,9620,10880,10740,64974832.67,95878155,95878145.67,95878155.67,0.728089535,0.271910465
1045,18,41,28.4,38,31,38.4,20.2,37.4,10020,10240,10400,9640,10880,10740,93115458.67,164476855.7,164476855.3,164476845,0.719584072,0.280415928
1050,18.4,41,28.4,38,31,38.4,20.2,37.4,10020,10240,10400,9640,10880,10740,136405975.3,195742460.3,195742460.3,195742460.3,0.729500501,0.270499499
1055,18.4,41,28.4,38,31,38,20.2,37.4,10020,10260,10420,9640,10860,10740,75662821.67,49178067,49178077.67,49178082.67,0.779665175,0.220334825
1060,18.2,41,28.4,38,31,38,20.2,37.4,10020,10260,10420,9640,10880,10740,98335970,104942761,104942750.3,104942745.3,0.746002343,0.253997657
1065,18,40.8,28.4,37.6,31,38,20.2,37.4,10020,10240,10420,9600,10900,10720,85825960.33,90171027.67,90171028,90171028,0.746951591,0.253048409
1070,18,40.8,28.4,37.6,31,38,20.2,37.4,10020,10240,10420,9620,10900,10720,90581588.33,99487717.67,99487718.33,99487722.67,0.744276916,0.255723084
1075,18.2,40.8,28.4,38,30.8,38.2,20.2,37.4,10020,10260,10400,9640,10880,10720,92410243.67,94394335.67,94394338.67,94394335.67,0.748679363,0.251320637
1080,18.2,40.8,28.4,38,30.8,38.2,20.2,37.4,10020,10260,10400,9620,10880,10700,82537162,53296585.67,53296581.67,53296580.33,0.780154025,0.219845975
1085,18,40.6,28.4,37.6,30.8,38,20.2,37.4,10020,10240,10400,9620,10880,10700,84545019.33,45247149,45247150,45247152.33,0.794598587,0.205401413
1090,18,40.6,28.4,37.6,30.8,38,20.2,37.4,10020,10240,10420,9620,10860,10720,85148314.67,91444517.67,91444520.67,91444519.67,0.745621333,0.254378667
1095,18.2,40.6,28.4,37.8,30.8,38,20.2,37.4,10020,10260,10420,9640,10880,10720,87435264.67,54477561.67,54477565,54477566.33,0.782843665,0.217156335
1100,18,40.6,28.4,37.8,30.8,38,20.2,37.4,10040,10260,10400,9640,10880,10720,90838094.67,102870681,102870679,102870676.3,0.742469289,0.257530711
1105,18,40.6,28.4,37.6,30.6,37.8,20.2,37.4,10040,10200,10400,9620,10880,10740,80995879,48278345.67,48278340.33,48278340.33,0.786219073,0.213780927
1110,18.2,40.6,28.4,37.6,30.6,37.8,20.2,37.4,10020,10200,10400,9640,10880,10740,79587506,59201292.67,59201295,59201299.33,0.769816172,0.230183828
1115,18.2,39.6,28.4,37.4,30.8,37.8,20.2,37.4,10020,10240,10400,9620,10880,10740,61227437.33,77731913,77731910.67,77731906.33,0.735985768,0.264014232
1120,18.2,39.6,28.4,37.4,30.8,37.8,20.2,37.4,10020,10240,10400,9620,10900,10740,181877917.7,249524023,249524032.3,249524039,0.731824348,0.268175652
1125,18,39.4,28.4,37.4,30.6,37.6,20.2,37.4,10040,10220,10380,9640,10880,10740,139477407,174354589.7,174354584,174354577.3,0.736839628,0.263160372
1130,18,39.4,28.4,37.4,30.6,37.6,20.2,37.4,10040,10220,10400,9640,10880,10740,143747043.3,148192960.3,148192960.3,148192966,0.748110769,0.251889231
1135,18.2,39.4,28.2,37.4,30.6,37.8,20.2,37.4,10020,10240,10420,9660,10900,10740,168701481.7,232113009.7,232113007,232113005.7,0.73167383,0.26832617
1140,18,39.4,28.2,37.4,30.6,37.8,20.2,37.4,10040,10240,10400,9640,10900,10740,79892737,106561424,106561423,106561424,0.733314425,0.266685575
1145,18,39,28,37.4,30.6,37.6,20.2,37.4,10040,10240,10380,9620,10920,10740,86108920.33,143231136.3,143231138,143231132.7,0.722313908,0.277686092
1150,18.2,39,28,37.4,30.6,37.6,20.2,37.4,10020,10240,10380,9640,10900,10720,109994876.3,129386176.3,129386174.7,129386174.7,0.740268411,0.259731589
1155,18.2,39,28,37.2,30.4,37.8,20.2,37.4,10040,10200,10380,9640,10880,10700,81921833.33,99363141,99363144,99363144,0.738525792,0.261474208
1160,18.2,39,28,37.2,30.4,37.8,20.2,37.4,10040,10200,10400,9620,10880,10700,61819225.33,47589886.67,47589883.67,47589883.67,0.76738773,0.23261227
1165,18.2,39,28,37,30.4,37.6,20.2,37.4,10000,10240,10420,9620,10880,10720,87337765.67,146801649.3,146801654.7,146801654.7,0.721831021,0.278168979
1170,18.2,39,28,37,30.4,37.6,20.2,37.4,10000,10240,10420,9620,10900,10740,146728087,226489302.3,226489297,226489300.7,0.725864923,0.274135077
1175,18,39,27.8,36.8,30.2,37.6,20.2,37.4,10020,10220,10420,9600,10900,10720,140008282.3,224648115,224648115,224648111.3,0.724003456,0.275996544
1180,18,39,27.8,36.8,30.2,37.6,20.2,37.4,10000,10220,10420,9620,10880,10720,143560075.7,235935505.3,235935505.3,235935505.3,0.722874367,0.277125633
1185,18.4,38.8,27.6,37,30.2,37.6,20.2,37.2,10020,10260,10420,9640,10880,10720,118725559.7,127506696.7,127506700,127506700,0.745620339,0.254379661
1190,18.4,38.8,27.6,37,30.2,37.6,20.2,37.2,10020,10260,10400,9620,10880,10700,131810052.7,189140385.7,189140382.3,189140382.3,0.729502371,0.270497629
1195,18.2,38.8,27.6,36.8,30.2,37.8,20.2,37.2,10000,10220,10400,9600,10860,10720,135846767.7,201567692.3,201567697,201567697,0.727813467,0.272186533
1200,18,38.8,27.6,36.8,30.2,37.8,20.2,37.2,10000,10220,10400,9600,10880,10740,169848797,316397391,316397388,316397388.7,0.717260227,0.282739773
1205,18,38.8,27.4,36.8,30.2,37.6,20.2,37.2,9980,10240,10400,9620,10900,10720,121527598.3,229848796.3,229848794.7,229848797.3,0.7166118,0.2833882
1210,17.8,38.8,27.4,36.8,30.2,37.6,20.2,37.2,10000,10240,10400,9620,10880,10720,113544485,140643643,140643648.7,140643649.7,0.737348078,0.262651922
1215,18,38.8,27.4,36.8,30.2,37.6,20.2,37.2,10020,10200,10420,9620,10900,10740,101436329.7,88306768.67,88306766.67,88306766.33,0.758959553,0.241040447
1220,18.2,38.8,27.4,36.8,30.2,37.6,20.2,37.2,10020,10200,10440,9640,10920,10740,158326393.7,204243445.7,204243448,204243447,0.735112297,0.264887703
1225,18.2,38.6,27.2,36.8,30.2,37.6,20.2,37.2,10020,10220,10420,9640,10900,10740,137244583.3,137872265,137872261.3,137872261.3,0.74971514,0.25028486
1230,18.2,38.6,27.2,36.8,30.2,37.6,20.2,37.2,10020,10220,10420,9640,10900,10720,195981259,357887140.3,357887144.3,357887150.7,0.718119789,0.281880211
1235,18.2,38.6,27.2,36.6,30.2,37.6,20.2,37.2,10020,10240,10400,9660,10880,10720,148508962.3,184467182,184467175.7,184467166.3,0.737192748,0.262807252
1240,18,38.6,27.2,36.6,30.2,37.6,20.2,37.2,10000,10240,10380,9660,10860,10740,142613348.3,188593242,188593242,188593242,0.733773171,0.266226829
1245,17.8,38.6,27.2,36.6,30.2,37.6,20,37.2,10000,10240,10400,9640,10880,10740,134162990.7,188905822.7,188905826.7,188905826.7,0.730473546,0.269526454
1250,18,38.6,27.2,36.6,30.2,37.6,20,37.2,10000,10240,10420,9620,10900,10720,114925119.3,101572659.7,101572655.7,101572655.7,0.757954657,0.242045343
1255,17.8,38.4,27,36.8,30.2,37.6,20,37.2,10020,10220,10400,9620,10900,10720,114653736,91988637.33,91988643,91988648,0.764505844,0.235494156
1260,17.8,38.4,27,36.8,30.2,37.6,20,37.2,10040,10220,10400,9640,10900,10740,103414881.3,140045543.7,140045538,140045533,0.73250858,0.26749142
1265,18.2,38.6,27,36.6,30.2,37.6,20,37.2,10020,10260,10400,9620,10900,10700,90349023.33,74291519.33,74291522.67,74291524.67,0.762816317,0.237183683
1270,18.2,38.6,27,36.6,30.2,37.6,20,37.2,10000,10260,10380,9620,10900,10680,104888751.7,123684028,123684024.7,123684022.7,0.740127311,0.259872689
1275,18.2,38.6,27,36.6,30.2,37.4,20,37.2,10000,10220,10380,9640,10900,10700,107934872,181907859.3,181907864,181907864,0.721708086,0.278291914
1280,18,38.6,27,36.6,30.2,37.4,20,37.2,10020,10220,10380,9620,10880,10700,91726291.33,111294279,111294274.3,111294274.3,0.738505898,0.261494102
1285,18.2,38.4,27,36.6,30.2,37.6,20,37.2,10040,10200,10400,9620,10860,10720,107266635,108625936,108625940.7,108625946.3,0.749215431,0.250784569
1290,18.2,38.4,27,36.6,30.2,37.6,20,37.2,10040,10200,10420,9620,10860,10740,120244484,138427151.3,138427151.3,138427148,0.741511776,0.258488224
1295,18.2,38.6,27,36.6,30.2,37.6,20,37.2,10000,10200,10420,9600,10860,10740,128313526.7,209598729,209598724.3,209598726,0.723159373,0.276840627
1300,18,38.6,27,36.6,30.2,37.6,20,37.2,10000,10200,10400,9600,10880,10740,119972180.3,123579761.3,123579761.3,123579757.3,0.748162072,0.251837928
1305,17.8,38.6,27,36.6,30,37.4,20,36.8,10020,10260,10420,9600,10900,10720,119416921,187202661.3,187202667,187202672,0.725116268,0.274883732
1310,18,38.6,27,36.6,30,37.4,20,36.8,10020,10260,10420,9600,10880,10700,139165608,187247948,187247944.3,187247946,0.732850018,0.267149982
1315,18.2,38.4,27,36.6,30.2,37.6,20,36.8,9980,10240,10400,9620,10900,10700,160565244,242683613.7,242683612,242683610.3,0.72689712,0.27310288
1320,18.2,38.4,27,36.6,30.2,37.6,20,36.8,9960,10240,10400,9620,10900,10720,145868910.3,246042083,246042087.3,246042087.3,0.721670326,0.278329674
1325,18,38.4,27,36.6,30.2,37.4,20,36.8,9980,10240,10400,9600,10880,10720,139674243,153072385,153072385.3,153072388.3,0.744407103,0.255592897
1330,18.2,38.4,27,36.6,30.2,37.4,20,36.8,10000,10240,10400,9600,10900,10720,108541397.3,112655862.3,112655858.7,112655850.7,0.747696332,0.252303668
1335,18,38.4,27,36.6,30,37.4,20,36.8,10000,10220,10420,9600,10920,10740,115770766,87075001.67,87075008.67,87075008.67,0.769029225,0.230970775
1340,17.8,38.4,27,36.6,30,37.4,20,36.8,9980,10220,10440,9620,10920,10720,124504123.3,146367280.3,146367277.3,146367277.3,0.740302111,0.259697889
1345,18.2,38.4,26.8,36.6,29.8,37.4,20,36.8,10000,10240,10440,9620,10900,10720,114058404,83968620.67,83968615.33,83968615.33,0.770555145,0.229444855
1350,18.2,38.4,26.8,36.6,29.8,37.4,20,36.8,10020,10240,10420,9620,10880,10720,98261446,80964542.33,80964545.33,80964545.33,0.762675246,0.237324754
1355,18,38.4,26.8,36.6,30,37.4,20,36.8,10000,10240,10420,9640,10860,10720,65300511.33,67877812.33,67877812.67,67877812.67,0.74760415,0.25239585
1360,18,38.4,26.8,36.6,30,37.4,20,36.8,10000,10240,10440,9620,10860,10740,107454432.3,193310258,193310260,193310263.7,0.718774481,0.281225519
1365,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10020,10220,10420,9620,10880,10720,80915599.33,102865390,102865391,102865391.7,0.735911982,0.264088018
1370,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10020,10220,10400,9620,10900,10720,70678619.33,77056571.67,77056570.67,77056566.33,0.744717598,0.255282402
1375,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10020,10240,10420,9620,10900,10720,82335430.67,152412895,152412889.7,152412889.7,0.717531126,0.282468874
1380,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10020,10260,10440,9640,10900,10720,74481738.67,88967273.67,88967273.67,88967278,0.739392029,0.260607971
1385,18.2,38.4,26.6,36.6,29.8,37.4,20,36.8,10000,10220,10420,9660,10900,10740,70796563.67,68810344.33,68810347.67,68810344,0.751791149,0.248208851
1390,17.8,38.4,26.6,36.6,29.8,37.4,20,36.8,10000,10220,10400,9640,10900,10720,85305496.33,88715237.67,88715239,88715238.33,0.747574527,0.252425473
1395,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10040,10240,10400,9620,10900,10700,87160519.67,139951743,139951741,139951741,0.723969635,0.276030365
1400,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10040,10240,10400,9620,10880,10720,85937968,76548529.33,76548527,76548527,0.75743816,0.24256184
1405,18.2,38.4,26.6,36.6,30,37.4,20,36.8,10000,10220,10400,9620,10860,10740,89312139.67,116002078.7,116002084.7,116002084.7,0.734742266,0.265257734
1410,17.8,38.4,26.6,36.6,30,37.4,20,36.8,9980,10200,10420,9620,10860,10740,80358801,109589620,109589613.7,109589622.7,0.732138317,0.267861683
1415,18.2,38.4,26.6,36.6,29.6,37.4,20,36.8,10000,10220,10420,9620,10880,10720,80088919.33,117412523,117412530.7,117412527,0.728417002,0.271582998
1420,18.2,38.4,26.6,36.6,29.6,37.4,20,36.8,10000,10240,10400,9620,10900,10720,90731024.33,204769245,204769247,204769249.3,0.709563134,0.290436866
1425,18.2,38.4,26.6,36.6,29.8,37.4,20,36.4,10000,10240,10400,9620,10920,10700,72831830.33,107320166.7,107320166.3,107320158.7,0.728160472,0.271839528
1430,18.2,38.4,26.6,36.6,29.8,37.4,20,36.4,10020,10220,10400,9620,10920,10680,64644300,102417402,102417392.7,102417392.7,0.724607798,0.275392202
1435,18,38.4,26.6,36.6,30,37.4,20,36.4,10020,10240,10400,9600,10900,10700,73155109.67,70698164.67,70698164.67,70698164.67,0.752153329,0.247846671
1440,18.2,38.4,26.6,36.6,30,37.4,20,36.4,10020,10240,10420,9620,10900,10723.33333,60674051.33,76868811.67,76868817.33,76868821.67,0.736100353,0.263899647
1445,18.4,38.4,26.6,36.6,29.8,37.4,20,36.4,10020,10220,10420,9640,10900,10720,63548873.33,95144684.33,95144684,95144685,0.727365789,0.272634211
1450,18.2,38.4,26.6,36.6,29.8,37.4,20,36.4,10020,10220,10420,9620,10880,10720,61652949,89388585.67,89388580.33,89388575,0.728976623,0.271023377
1455,18,38.4,26.6,36.6,29.6,37.4,20,36.4,10020,10220,10420,9600,10880,10740,67753445.33,87766761.33,87766762.33,87766766.67,0.734886645,0.265113355
1460,17.8,38.4,26.6,36.6,29.6,37.4,20,36.4,10000,10240,10400,9620,10880,10720,93406378.67,108888259,108888258.3,108888254,0.740786164,0.259213836
1465,17.6,38.4,26.6,36.6,29.8,37.4,20,36.4,9980,10220,10380,9640,10860,10720,73504841.33,133653451.3,133653451,133653455,0.718307148,0.281692852
1470,18,38.4,26.6,36.6,29.8,37.4,20,36.4,10000,10220,10380,9620,10880,10740,71448307,131735473.7,131735475.7,131735471.7,0.717702482,0.282297518
1475,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10230,10380,9630,10890,10740,102685658.5,177259432,177259429,177259429,0.720615443,0.279384557
1480,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10200,10380,9630,10860,10740,103957653,138444925,138444925,138444925,0.733396989,0.266603011
1485,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10200,10410,9600,10860,10740,153305996.5,272126872,272126872,272126875.5,0.719366163,0.280633837
1490,18,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10200,10410,9600,10890,10740,99345511,132083550.5,132083550.5,132083547,0.733485531,0.266514469
1495,18,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10230,10410,9600,10920,10740,114352438,139258816,139258816,139258816,0.73829871,0.26170129
1500,18,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10260,10410,9630,10890,10710,157332809,325415329,325415329,325415329,0.712931002,0.287068998
1505,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10230,10410,9630,10860,10710,86129412.5,67339532.5,67339543.5,67339555.5,0.766302229,0.233697771
1510,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10200,10410,9630,10860,10740,109750001.5,195310950,195310943,195310935,0.719252903,0.280747097
1515,18,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10230,10380,9630,10890,10740,97869884,184721999.5,184721995.5,184721994.5,0.716699645,0.283300355
1520,18,38.1,26.4,36.3,29.4,37.2,19.5,36,9990,10230,10380,9630,10920,10740,77821517,51951111,51951111,51951108,0.777677792,0.222322208
1525,18,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10200,10380,9630,10890,10740,25517118,35387958,35387964.5,35387966,0.731259906,0.268740094
1530,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10230,10380,9630,10890,10710,11332215,24176907.5,24176901,24176899.5,0.711709315,0.288290685
1535,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10230,10380,9660,10890,10710,8795069,17144272.5,17144278.5,17144278.5,0.715343239,0.284656761
1540,17.7,38.1,26.4,36.3,29.4,37.2,19.5,36,10020,10200,10410,9630,10860,10710,5630076,13587126,13587120,13587120,0.707120119,0.292879881
1545,17.7,38.4,26.4,36.3,29.7,37.2,19.5,36,10020,10200,10410,9600,10890,10680,7996448,16381504.5,16381504.5,16381504.5,0.713314161,0.286685839
1550,18,38.4,26.4,36.3,29.7,37.2,19.5,36,10020,10200,10410,9600,10920,10710,9432126,18120903,18120903,18120903,0.715950312,0.284049688
1555,18,37.8,26.4,36,29.4,37.2,19.2,36,10020,10200,10380,9600,10920,10680,7380544,18071962,18071962,18071962,0.70660699,0.29339301
