time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled
,33,41,27,18,21,3150,7650,5250,7425,5400,7575,5325,8025,5250
,32,41,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,33,41,27,18,21,3150,7650,5325,7425,5400,7650,5250,7950,5250
,35,38,27,18,21,3150,7575,5325,7500,5400,7575,5250,7950,5325
,32,41,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,32,41,27,18,21,3150,7575,5325,7425,5400,7575,5250,7950,5250
,32,41,27,18,21,3150,7650,5325,7425,5400,7500,5250,7950,5250
,36,37,27,18,21,3150,7650,5250,7425,5400,7575,5325,7950,5325
,32,41,27,18,21,3150,7650,5250,7425,5400,7575,5325,7950,5250
,37,39,27,18,21,3150,7650,5250,7500,5400,7575,5250,7950,5250
,30,37,27,18,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,29,34,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,29,38,27,17,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,35,39,27,17,21,3150,7575,5325,7425,5400,7575,5250,8025,5250
,33,39,27,17,21,3150,7650,5250,7425,5400,7575,5325,7950,5250
,35,37,27,17,21,3150,7575,5250,7500,5400,7575,5250,7950,5325
,35,39,27,17,21,3150,7575,5250,7425,5400,7500,5250,7950,5250
,35,39,27,17,21,3150,7650,5250,7500,5400,7575,5250,7950,5250
,35,39,27,17,21,3150,7575,5325,7500,5400,7575,5250,7950,5250
,31,40,27,17,21,3150,7650,5325,7425,5400,7575,5325,7950,5250
,32,40,27,17,21,3150,7575,5325,7500,5325,7575,5250,7950,5250
,35,36,27,17,21,3150,7650,5250,7500,5400,7575,5325,8025,5250
,35,36,27,18,21,3150,7575,5325,7425,5400,7575,5325,7950,5325
,32,40,27,18,21,3150,7650,5325,7425,5400,7575,5325,7950,5325
,32,40,27,18,21,3150,7650,5250,7500,5400,7575,5250,7950,5250
,32,40,27,18,21,3150,7575,5250,7500,5400,7575,5325,7950,5250
,35,36,27,17,21,3225,7650,5250,7500,5400,7575,5325,7950,5250
,32,40,27,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5250
,32,40,27,18,21,3150,7575,5250,7425,5400,7575,5250,7950,5250
,35,37,27,17,21,3150,7650,5325,7425,5400,7575,5325,7950,5250
,33,40,27,18,21,3150,7575,5325,7425,5400,7575,5250,7950,5250
,32,41,27,18,21,3150,7650,5250,7425,5400,7575,5325,8025,5250
,33,41,27,17,21,3225,7575,5250,7425,5400,7575,5325,7950,5250
,35,37,27,17,21,3150,7575,5325,7500,5400,7650,5325,7950,5250
,32,40,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,35,37,27,18,21,3150,7650,5250,7425,5400,7575,5325,7950,5250
,33,40,27,18,21,3150,7575,5250,7425,5325,7575,5325,7950,5250
,32,41,27,18,21,3150,7575,5250,7500,5400,7575,5325,8025,5325
,35,38,27,18,21,3225,7650,5250,7425,5400,7575,5325,7950,5250
,33,40,27,18,21,3150,7575,5325,7425,5400,7575,5250,8025,5325
,32,41,27,18,21,3150,7575,5250,7425,5400,7575,5325,7950,5250
,32,41,27,17,21,3150,7575,5325,7500,5400,7575,5250,7950,5325
,35,37,27,17,21,3150,7575,5250,7500,5400,7575,5325,7950,5325
,32,40,27,17,21,3150,7650,5250,7500,5400,7650,5250,7950,5250
,35,37,27,17,21,3150,7575,5250,7500,5400,7575,5250,7950,5250
,35,37,27,18,21,3150,7650,5250,7500,5400,7575,5250,7950,5250
,33,40,27,18,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,32,41,27,18,21,3150,7575,5325,7425,5400,7575,5250,7950,5250
,33,41,27,17,21,3150,7575,5325,7425,5400,7575,5250,7950,5250
,35,40,27,17,21,3150,7575,5325,7500,5400,7575,5250,7875,5250
,35,41,27,17,21,3150,7575,5250,7500,5400,7575,5325,7950,5250
,35,40,27,17,21,3150,7575,5250,7500,5400,7575,5250,7875,5325
,33,41,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5325
,35,40,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5325
,35,40,27,17,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,35,40,27,18,21,3150,7650,5325,7425,5400,7575,5325,7950,5250
,35,41,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,34,40,27,18,21,3150,7575,5325,7500,5325,7500,5250,7950,5250
,33,41,27,18,21,3150,7575,5325,7500,5325,7500,5250,7950,5250
,35,40,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,36,39,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,37,40,27,18,21,3150,7650,5325,7425,5325,7575,5250,7950,5325
,35,41,27,18,21,3150,7575,5325,7500,5400,7575,5250,7950,5250
,35,38,27,18,21,3150,7575,5325,7500,5400,7575,5325,7950,5250
,35,39,27,18,21,3150,7575,5325,7500,5400,7575,5325,7950,5250
,36,40,27,18,21,3225,7575,5250,7500,5400,7575,5250,7950,5250
,35,40,27,18,21,3150,7575,5250,7425,5400,7575,5325,7875,5250
,36,41,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,33,40,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,35,39,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,35,40,27,17,21,3150,7575,5250,7425,5325,7575,5325,7950,5250
,35,40,27,17,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,35,40,27,18,21,3150,7575,5325,7500,5400,7650,5250,7950,5250
,37,39,27,18,21,3225,7575,5325,7425,5400,7650,5250,8025,5325
,36,37,27,18,21,3225,7650,5250,7425,5400,7650,5325,8025,5325
,36,39,27,18,21,3225,7650,5250,7425,5400,7650,5325,8025,5325
,36,39,27,18,21,3150,7650,5250,7425,5400,7575,5325,7950,5250
,37,39,27,18,21,3150,7575,5325,7425,5325,7575,5250,7950,5325
,36,39,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,35,39,27,18,21,3150,7650,5250,7425,5325,7575,5325,7950,5250
,36,39,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,36,40,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,36,39,27,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5250
,37,39,27,18,21,3150,7650,5250,7500,5325,7650,5325,7950,5325
,37,40,27,18,21,3150,7575,5325,7500,5400,7575,5325,7950,5325
,36,38,27,18,21,3150,7575,5250,7500,5400,7575,5325,7950,5325
,36,39,27,18,21,3150,7575,5325,7500,5400,7650,5325,8025,5250
,37,38,27,18,21,3150,7650,5325,7500,5400,7650,5325,8025,5250
,37,39,27,19,21,3150,7575,5325,7500,5400,7575,5250,8025,5250
,36,41,27,19,21,3150,7575,5250,7500,5325,7575,5250,7950,5250
,37,40,27,19,21,3150,7650,5325,7500,5400,7650,5325,7950,5250
,36,40,27,19,21,3150,7650,5325,7575,5400,7650,5325,7950,5325
,36,39,27,19,21,3150,7650,5325,7575,5400,7650,5325,7950,5325
,37,39,27,19,21,3150,7650,5325,7500,5400,7650,5325,8025,5250
,36,40,27,19,22,3150,7575,5325,7425,5400,7575,5325,7950,5250
,37,41,27,19,22,3150,7650,5250,7500,5400,7650,5250,8025,5325
,36,40,27,19,22,3150,7575,5325,7500,5400,7575,5325,8025,5250
,36,40,27,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5325
,37,40,27,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5325
,36,40,27,19,22,3150,7575,5325,7500,5325,7575,5325,7950,5325
,38,41,27,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5325
,37,41,28,19,22,3150,7650,5325,7500,5325,7650,5325,7950,5250
,35,42,28,19,22,3150,7575,5325,7500,5400,7650,5325,7950,5325
,37,41,28,19,22,3150,7575,5325,7500,5400,7650,5325,7950,5325
,37,40,28,19,22,3150,7650,5325,7500,5400,7650,5325,8025,5250
,37,42,28,19,22,3150,7575,5325,7500,5400,7575,5325,8025,5325
,36,41,28,19,22,3150,7650,5325,7500,5400,7650,5325,8025,5325
,37,40,28,19,22,3150,7575,5325,7425,5400,7575,5325,8025,5250
,36,41,28,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5250
,37,41,28,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5250
,37,40,28,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5250
,38,40,28,19,22,3150,7650,5250,7500,5400,7650,5325,8025,5325
,37,42,28,19,22,3225,7575,5325,7425,5400,7575,5325,7950,5325
,36,42,28,19,22,3150,7650,5325,7500,5400,7650,5325,7950,5250
,37,40,28,19,22,3150,7650,5325,7500,5400,7650,5325,7950,5250
,37,40,28,19,22,3150,7575,5325,7500,5400,7575,5250,7950,5250
,37,41,28,19,22,3150,7650,5325,7500,5400,7650,5325,8025,5250
,36,42,28,19,22,3150,7575,5250,7500,5325,7575,5250,7950,5325
,35,42,28,19,23,3150,7650,5325,7500,5400,7650,5325,8025,5250
,36,42,28,19,23,3150,7575,5325,7500,5400,7575,5325,7950,5250
,36,42,28,19,23,3150,7650,5325,7500,5475,7650,5325,7950,5325
,36,42,28,19,23,3150,7575,5325,7500,5400,7575,5325,8025,5250
,36,43,28,19,23,3150,7650,5325,7500,5400,7650,5325,8025,5325
,37,38,28,19,23,3150,7575,5325,7500,5400,7575,5325,8025,5325
,35,42,28,19,23,3150,7575,5325,7500,5400,7575,5325,7950,5250
,37,40,28,19,23,3150,7650,5250,7500,5400,7575,5325,7950,5250
,36,42,28,20,23,3150,7650,5325,7500,5400,7650,5325,7950,5250
,36,42,28,20,23,3150,7650,5250,7425,5400,7650,5250,7950,5325
,38,40,28,20,23,3150,7575,5325,7425,5400,7575,5325,8025,5325
,35,42,28,20,23,3150,7650,5325,7500,5400,7650,5250,7950,5250
,36,42,28,20,23,3150,7575,5250,7500,5400,7575,5250,8025,5250
,36,42,28,20,23,3150,7650,5250,7500,5400,7650,5250,8025,5250
,36,42,28,20,23,3150,7575,5325,7500,5400,7575,5325,7950,5250
,36,42,28,20,23,3150,7575,5250,7500,5400,7575,5250,7950,5325
,38,43,28,20,23,3150,7650,5325,7500,5400,7650,5325,7950,5325
,34,42,28,20,23,3150,7650,5325,7500,5400,7650,5325,8025,5250
,35,43,28,20,23,3150,7575,5325,7500,5325,7650,5325,8025,5250
,36,43,28,20,23,3150,7650,5325,7500,5400,7650,5250,8025,5250
,36,43,28,20,23,3150,7650,5325,7425,5400,7650,5325,7950,5250
,38,41,28,20,23,3150,7650,5325,7500,5400,7650,5250,8025,5325
,34,43,28,20,23,3150,7575,5325,7500,5400,7575,5325,8025,5325
,35,43,28,20,23,3150,7650,5325,7500,5400,7650,5325,8025,5250
,36,43,28,20,23,3150,7650,5325,7500,5400,7650,5325,7950,5250
,38,41,28,20,23,3150,7575,5250,7500,5400,7575,5325,7950,5250
,38,41,28,20,23,3150,7575,5325,7500,5400,7575,5250,7950,5325
,39,41,28,20,23,3150,7575,5325,7500,5400,7575,5325,8025,5250
,38,38,29,20,23,3150,7650,5325,7500,5400,7650,5325,8025,5325
,39,39,29,20,23,3150,7650,5325,7500,5400,7650,5250,8025,5325
,39,40,29,20,23,3225,7650,5325,7500,5400,7650,5250,7950,5250
,37,41,29,20,23,3150,7575,5325,7500,5400,7575,5325,8025,5250
,37,41,29,20,23,3225,7650,5325,7500,5400,7650,5325,8025,5325
,38,42,29,20,23,3150,7650,5325,7500,5400,7650,5325,8025,5250
,39,37,29,20,23,3150,7650,5325,7500,5400,7650,5325,8025,5325
,39,38,29,20,23,3150,7575,5325,7500,5400,7575,5250,8025,5325
,39,39,29,21,23,3150,7575,5325,7425,5400,7575,5325,8025,5325
,38,41,29,21,23,3150,7575,5250,7425,5325,7575,5325,7950,5325
,38,42,29,21,23,3225,7575,5325,7500,5400,7575,5250,8025,5325
,39,38,29,20,23,3150,7575,5325,7425,5400,7575,5325,8025,5250
,38,38,29,20,23,3225,7575,5325,7500,5325,7575,5325,8025,5325
,39,39,29,21,23,3150,7575,5325,7500,5400,7575,5250,8025,5250
,39,40,29,21,23,3150,7575,5325,7425,5400,7575,5325,7950,5250
,39,40,29,21,23,3225,7650,5325,7500,5400,7650,5250,8025,5250
,39,40,29,21,23,3150,7575,5325,7500,5400,7575,5250,8025,5250
,36,42,29,21,23,3150,7650,5325,7500,5400,7575,5325,7950,5250
,36,42,29,21,23,3225,7650,5325,7500,5400,7650,5325,7950,5325
,37,42,29,21,23,3150,7650,5325,7500,5400,7650,5325,8025,5325
,39,40,29,21,23,3150,7650,5325,7500,5400,7650,5325,7950,5250
,39,40,29,21,23,3150,7650,5325,7425,5325,7650,5325,7950,5250
,39,40,29,21,23,3225,7650,5325,7500,5400,7650,5325,7950,5250
,39,38,29,21,23,3225,7650,5250,7500,5400,7575,5325,8025,5250
,36,42,29,21,23,3150,7650,5325,7500,5400,7575,5250,8025,5250
,37,42,29,21,23,3150,7650,5325,7500,5400,7575,5250,7950,5250
,39,40,29,21,24,3150,7650,5325,7500,5400,7575,5250,8025,5250
,37,42,29,21,24,3150,7650,5325,7500,5400,7650,5250,8025,5325
,38,43,29,21,24,3150,7650,5325,7500,5400,7575,5250,8025,5325
,36,42,29,21,24,3150,7650,5325,7425,5400,7575,5325,8025,5250
,35,43,29,21,24,3225,7650,5325,7500,5400,7575,5250,8025,5325
,36,43,29,21,24,3225,7575,5325,7425,5400,7575,5325,7950,5250
,37,43,29,21,24,3225,7650,5250,7500,5400,7575,5325,7950,5325
,37,43,29,20,24,3150,7575,5325,7500,5400,7575,5250,7950,5250
,41,42,29,20,24,3225,7575,5250,7425,5400,7575,5325,8025,5325
,32,37,29,21,24,3150,7650,5325,7425,5400,7575,5250,7950,5250
,33,39,29,20,24,3225,7650,5250,7425,5400,7650,5325,7950,5325
,34,37,29,20,24,3150,7575,5325,7500,5400,7575,5250,7950,5325
,32,39,29,20,23,3150,7650,5250,7500,5400,7575,5325,7950,5325
,31,36,29,20,23,3150,7575,5325,7500,5400,7575,5325,8025,5250
,31,38,29,20,23,3150,7650,5325,7500,5475,7650,5325,8025,5250
,33,36,29,20,23,3150,7650,5250,7500,5400,7575,5325,8025,5250
,30,35,29,20,23,3150,7575,5325,7425,5400,7650,5325,8025,5325
,32,35,29,20,23,3150,7575,5250,7500,5400,7575,5325,8025,5250
,31,37,29,20,23,3150,7650,5325,7500,5400,7575,5325,8025,5250
,30,34,29,20,23,3150,7575,5250,7500,5400,7575,5325,8025,5250
,31,35,29,20,23,3150,7650,5325,7500,5400,7575,5250,8025,5250
,32,35,29,20,23,3150,7650,5250,7500,5400,7575,5325,7950,5325
,30,37,29,20,23,3150,7650,5325,7500,5400,7575,5325,7950,5250
,30,34,29,20,23,3150,7575,5325,7425,5400,7575,5250,7950,5325
,31,34,29,20,23,3150,7650,5325,7500,5400,7575,5250,8025,5250
,30,37,29,20,23,3150,7575,5250,7500,5400,7650,5325,8025,5325
,29,33,29,20,23,3150,7650,5325,7500,5400,7575,5325,7950,5250
,30,34,29,20,23,3150,7650,5325,7500,5400,7575,5325,8025,5325
,30,36,29,20,23,3150,7650,5325,7425,5400,7575,5325,8025,5325
,29,33,29,20,23,3225,7575,5250,7425,5400,7575,5325,7950,5250
,30,33,29,20,23,3225,7650,5325,7500,5400,7650,5325,7950,5250
,31,34,29,20,23,3150,7650,5325,7500,5400,7575,5250,8025,5250
,29,33,28,20,23,3150,7650,5325,7425,5400,7575,5325,8025,5325
,29,33,28,20,22,3150,7650,5325,7425,5400,7575,5325,8025,5325
,29,33,28,19,22,3150,7575,5250,7425,5400,7575,5325,7950,5250
,29,33,28,19,22,3225,7650,5250,7425,5475,7575,5325,8025,5250
,29,33,28,19,22,3225,7575,5250,7425,5400,7575,5325,7950,5250
,29,33,28,19,22,3150,7650,5325,7425,5400,7575,5250,8025,5250
,29,33,28,19,22,3150,7650,5250,7425,5400,7650,5325,8025,5250
,29,33,28,19,22,3150,7575,5325,7500,5475,7575,5325,8025,5250
,29,33,28,19,22,3150,7650,5250,7500,5400,7575,5325,8025,5250
,29,32,28,19,22,3225,7650,5325,7500,5400,7575,5250,8025,5325
,29,32,28,19,22,3225,7575,5250,7425,5400,7575,5325,7950,5250
,29,33,28,19,22,3150,7575,5325,7425,5400,7575,5250,8025,5325
,29,32,28,19,22,3225,7650,5325,7425,5400,7575,5325,8025,5250
,28,32,28,19,22,3150,7575,5325,7500,5400,7575,5250,7950,5250
,29,32,28,19,22,3150,7650,5325,7425,5400,7575,5325,8025,5250
,28,32,28,19,22,3150,7575,5250,7425,5400,7575,5325,7950,5250
,28,32,28,19,22,3150,7650,5325,7500,5400,7575,5250,7950,5250
,28,32,28,19,22,3150,7650,5250,7425,5400,7575,5325,7950,5250
,28,32,27,19,22,3150,7650,5325,7500,5400,7575,5325,7950,5250
,28,32,27,19,22,3150,7650,5325,7500,5400,7575,5250,7950,5250
,28,32,27,19,22,3150,7650,5325,7500,5400,7575,5325,7950,5250
,28,32,27,19,22,3150,7650,5325,7500,5400,7575,5325,7950,5250
,28,32,27,19,22,3150,7650,5325,7500,5400,7500,5325,8025,5250
,28,32,27,19,22,3150,7575,5250,7500,5400,7575,5250,7950,5325
,28,32,27,19,21,3150,7650,5250,7425,5400,7575,5250,8025,5250
,28,32,27,19,21,3150,7650,5325,7500,5400,7500,5250,7950,5325
,28,32,27,19,21,3150,7575,5250,7425,5400,7500,5325,7950,5325
,28,32,27,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,28,32,27,18,21,3150,7650,5325,7425,5400,7500,5250,8025,5250
,28,32,27,18,21,3150,7575,5250,7425,5400,7575,5325,8025,5250
,28,32,27,18,21,3225,7650,5250,7425,5400,7575,5325,7950,5325
,28,32,27,18,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,27,32,27,18,21,3150,7575,5325,7425,5400,7575,5325,8025,5325
,28,32,27,18,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,28,32,27,18,21,3150,7575,5325,7500,5400,7575,5325,8025,5250
,27,32,27,18,21,3150,7650,5325,7425,5400,7575,5325,8025,5325
,27,31,27,18,21,3225,7575,5325,7500,5400,7575,5250,7950,5250
,27,32,27,18,21,3150,7650,5325,7425,5400,7575,5325,7950,5250
,27,32,27,18,21,3150,7650,5250,7500,5400,7575,5325,7950,5250
,27,32,26,18,21,3150,7650,5325,7425,5400,7575,5250,8025,5250
,27,31,26,18,21,3150,7650,5250,7500,5325,7575,5325,8025,5250
,27,31,26,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,31,26,18,21,3150,7650,5325,7425,5400,7575,5250,7950,5325
,27,31,26,18,21,3150,7575,5250,7500,5400,7575,5325,7950,5325
,27,31,26,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,31,26,18,21,3150,7575,5250,7425,5400,7575,5325,7950,5250
,27,31,26,18,21,3150,7650,5325,7425,5400,7575,5325,8025,5250
,27,31,26,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5325
,27,31,26,18,21,3150,7650,5250,7500,5400,7650,5250,8025,5250
,27,31,26,18,21,3150,7575,5250,7425,5400,7575,5325,8025,5250
,27,31,26,18,21,3150,7650,5325,7500,5400,7650,5250,8025,5250
,27,31,26,18,21,3225,7650,5250,7500,5400,7575,5250,8025,5250
,27,31,26,17,21,3150,7575,5325,7425,5400,7575,5250,8025,5325
,27,31,26,17,21,3150,7650,5325,7425,5400,7575,5250,7950,5250
,27,31,26,17,21,3150,7650,5250,7500,5400,7575,5250,7950,5250
,27,31,26,17,21,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,31,26,17,21,3150,7575,5325,7425,5400,7650,5250,8025,5250
,27,31,26,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250
,27,31,26,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250
,27,31,26,17,20,3150,7650,5250,7500,5325,7575,5325,7950,5250
,27,31,26,17,20,3225,7650,5250,7500,5400,7575,5325,7950,5325
,27,31,26,17,20,3225,7650,5325,7425,5400,7575,5250,7950,5250
,27,31,26,17,20,3150,7650,5325,7425,5400,7650,5250,8025,5325
,27,31,26,17,20,3150,7650,5250,7500,5400,7575,5250,8025,5250
,27,31,26,17,20,3150,7575,5250,7500,5400,7650,5325,8025,5325
,27,31,25,17,20,3150,7650,5325,7425,5400,7575,5250,7950,5250
,27,31,25,17,20,3150,7650,5325,7500,5400,7650,5325,7950,5250
,26,31,25,17,20,3150,7650,5325,7500,5400,7650,5325,7950,5325
,26,32,25,17,20,3150,7650,5250,7425,5400,7575,5250,8025,5325
,29,35,25,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,32,25,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250
,27,31,25,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250
,28,34,25,17,20,3150,7650,5250,7425,5400,7575,5325,7950,5250
,27,31,25,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,31,25,17,20,3150,7575,5325,7425,5400,7575,5325,8025,5250
,30,32,25,17,20,3150,7575,5250,7500,5325,7575,5325,8025,5250
,27,32,25,17,20,3150,7650,5250,7500,5400,7650,5325,7950,5325
,26,31,25,17,20,3150,7650,5250,7425,5400,7575,5325,8025,5250
,28,35,25,17,20,3150,7650,5325,7500,5325,7575,5250,7950,5250
,27,32,25,17,20,3225,7650,5325,7500,5400,7575,5250,7950,5250
,27,31,25,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250
,27,34,25,17,20,3150,7575,5250,7425,5325,7575,5325,7950,5250
,28,33,25,17,20,3150,7575,5250,7425,5400,7575,5250,7950,5250
,27,31,25,17,20,3150,7575,5250,7425,5400,7575,5250,7950,5250
,29,31,25,17,20,3150,7575,5325,7500,5400,7650,5325,8025,5325
,28,34,25,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250
,27,31,25,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250
,27,34,25,17,20,3150,7650,5325,7425,5400,7575,5325,7950,5250
,28,35,25,17,20,3150,7575,5325,7500,5400,7575,5325,8025,5250
,27,34,25,17,20,3150,7650,5250,7425,5400,7575,5250,7950,5250
,27,34,25,17,20,3225,7650,5250,7425,5400,7575,5250,7950,5250
,28,31,25,17,20,3150,7650,5325,7425,5400,7575,5325,7950,5325
,28,32,25,17,20,3150,7575,5325,7500,5400,7500,5250,7950,5250
,28,32,25,17,20,3225,7650,5325,7500,5400,7650,5325,7950,5250
,26,33,25,17,20,3150,7575,5250,7425,5400,7575,5250,7950,5250
,28,32,25,17,20,3150,7575,5325,7425,5400,7575,5325,7950,5325
,28,31,25,17,20,3150,7575,5325,7425,5400,7575,5250,7950,5250
