pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x0f
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x0f
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x0f,sys
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
260.009   3  tick         0 4986674108         0 4986674108 
265.009   3  tick         0 4986689687         0 4986689687 
270.009   3  tick         0 4986624898         0 4986624898 
275.009   3  tick         0 4986665227         0 4986665227 
280.009   2  tick         0 4986706447         0 4986706447 
285.009   3  tick         0 4986708867         0 4986708867 
290.009   3  tick         0 4986605945         0 4986605945 
295.009   2  tick         0 4986707790         0 4986707790 
300.009   2  tick         0 4986614899         0 4986614899 
300.010   3  tick         0 4987422878         0 4987422880 
305.009   2  tick         0 4986738157         0 4986738157 
310.009   1  tick 4986659390         0 4986659397         0 
315.009   3  tick         0 4986670844         0 4986670844 
320.009   3  tick         0 4986655852         0 4986655852 
325.009   2  tick         0 4986723596         0 4986723598 
330.009   2  tick         0 4986646169         0 4986646169 
335.009   3  tick         0 4986675803         0 4986675805 
340.009   1  tick 4986679138         0 4986679136         0 
340.009   2  tick         0 4986658858         0 4986658858 
340.017   0  tick 4994798569         0 4994798570         0 
345.009   2  tick         0 4986584751         0 4986584752 
345.009   3  tick         0 4986755395         0 4986755393 
350.009   2  tick         0 4986740213         0 4986740213 
355.009   2  tick         0 4986649815         0 4986649815 
360.009   3  tick         0 4986691245         0 4986691245 
365.009   2  tick         0 4986586528         0 4986586528 
370.009   3  tick         0 4986669542         0 4986669542 
375.009   3  tick         0 4986579969         0 4986579969 
380.009   0  tick 4986666021         0 4986666019         0 
380.009   2  tick         0 4986657322         0 4986657322 
380.010   3  tick         0 4987377187         0 4987377187 
385.009   0  tick 4986653317         0 4986653314         0 
385.009   3  tick         0 4986013287         0 4986013287 
390.009   2  tick         0 4986682413         0 4986682411 
395.009   2  tick         0 4986660170         0 4986660172 
400.009   2  tick         0 4986661067         0 4986661065 
405.009   2  tick         0 4986603399         0 4986603401 
410.009   3  tick         0 4986643709         0 4986643709 
410.009   2  tick         0 4986715975         0 4986715974 
415.009   0  tick 4986666465         0 4986666465         0 
420.009   1  tick 4986691209         0 4986691206         0 
425.009   0  tick 4986622516         0 4986622509         0 
425.009   3  tick         0 4986723749         0 4986723749 
430.009   1  tick 4986673980         0 4986673986         0 
430.009   3  tick         0 4986662387         0 4986662387 
435.009   3  tick         0 4986634845         0 4986634843 
440.009   3  tick         0 4986681509         0 4986681511 
445.009   2  tick         0 4986678588         0 4986678586 
450.009   2  tick         0 4986583474         0 4986583476 
455.009   2  tick         0 4986666172         0 4986666171 
460.009   2  tick         0 4986678420         0 4986678419 
465.009   2  tick         0 4986619759         0 4986619761 
465.009   3  tick         0 4986739273         0 4986739275 
465.010   0  tick 4987023677         0 4987023677         0 
470.009   3  tick         0 4986642908         0 4986642906 
470.009   2  tick         0 4986747276         0 4986747274 
475.009   2  tick         0 4986658288         0 4986658290 
480.009   3  tick         0 4986647816         0 4986647818 
485.009   2  tick         0 4986657496         0 4986657496 
490.009   0  tick 4986673800         0 4986673806         0 
495.009   2  tick         0 4986596432         0 4986596430 
500.009   3  tick         0 4986575423         0 4986575425 
505.009   2  tick         0 4986606668         0 4986606670 
505.010   1  tick 4986874077         0 4986874077         0 
510.009   3  tick         0 4986644866         0 4986644866 
515.009   0  tick 4986656039         0 4986656032         0 
515.009   2  tick         0 4986720764         0 4986720764 
520.009   3  tick         0 4986714456         0 4986714454 
525.009   2  tick         0 4986596340         0 4986596340 
530.009   2  tick         0 4986732717         0 4986732717 
535.009   0  tick 4986669985         0 4986669986         0 
540.009   3  tick         0 4986677869         0 4986677867 
545.009   2  tick         0 4986695957         0 4986695957 
550.009   1  tick 4986647671         0 4986647671         0 
550.009   2  tick         0 4986703298         0 4986703300 
555.009   0  tick 4986663039         0 4986663030         0 
555.009   3  tick         0 4986677672         0 4986677672 
560.009   1  tick 4986658410         0 4986658421         0 
565.009   3  tick         0 4986675113         0 4986675111 
570.009   2  tick         0 4986660403         0 4986660405 
570.009   3  tick         0 4986662927         0 4986662929 
575.009   2  tick         0 4986699619         0 4986699619 
580.009   2  tick         0 4986667397         0 4986667395 
585.009   3  tick         0 4986665441         0 4986665441 
590.009   3  tick         0 4986646137         0 4986646137 
590.010   2  tick         0 4987060107         0 4987060109 
595.009   1  tick 4986673437         0 4986673430         0 
595.009   3  tick         0 4986691493         0 4986691493 
600.009   2  tick         0 4986665919         0 4986665917 
605.009   2  tick         0 4986660250         0 4986660252 
610.009   2  tick         0 4986658915         0 4986658913 
615.009   0  tick 4986643247         0 4986643247         0 
615.009   3  tick         0 4986741906         0 4986741904 
620.009   2  tick         0 4986592107         0 4986592107 
625.009   2  tick         0 4986699471         0 4986699471 
630.009   3  tick         0 4986611626         0 4986611626 
630.011   0  tick 4988645661         0 4988645662         0 
635.009   2  tick         0 4986716730         0 4986716732 
640.009   2  tick         0 4986620181         0 4986620181 
645.009   3  tick         0 4986625489         0 4986625487 
650.009   3  tick         0 4986688177         0 4986688179 
655.009   1  tick 4986672643         0 4986672640         0 
660.009   3  tick         0 4986655552         0 4986655553 
665.009   2  tick         0 4986735483         0 4986735481 
670.009   2  tick         0 4986661282         0 4986661284 
670.010   1  tick 4986866925         0 4986866924         0 
675.009   3  tick         0 4986572278         0 4986572278 
680.009   2  tick         0 4986574404         0 4986574404 
680.009   3  tick         0 4986742614         0 4986742612 
685.009   3  tick         0 4986639707         0 4986639709 
690.009   2  tick         0 4986660936         0 4986660938 
695.009   2  tick         0 4986658064         0 4986658064 
700.009   0  tick 4986671656         0 4986671662         0 
705.009   2  tick         0 4986634937         0 4986634937 
705.009   3  tick         0 4986678887         0 4986678888 
710.009   0  tick 4986701059         0 4986701060         0 
715.009   2  tick         0 4986598400         0 4986598400 
720.009   2  tick         0 4986709345         0 4986709346 
725.009   0  tick 4986652420         0 4986652415         0 
725.009   2  tick         0 4986662094         0 4986662095 
730.009   2  tick         0 4986655288         0 4986655287 
735.009   2  tick         0 4986598019         0 4986598018 
735.009   3  tick         0 4986657922         0 4986657922 
740.009   0  tick 4986659746         0 4986659753         0 
745.009   1  tick 4986677282         0 4986677283         0 
750.009   2  tick         0 4986655744         0 4986655744 
755.009   2  tick         0 4986667798         0 4986667798 
755.010   0  tick 4986978791         0 4986978792         0 
760.009   0  tick 4986347610         0 4986347608         0 
760.009   3  tick         0 4986674581         0 4986674579 
765.009   3  tick         0 4986583215         0 4986583217 
765.009   2  tick         0 4986663846         0 4986663846 
770.009   3  tick         0 4986724513         0 4986724513 
775.009   3  tick         0 4986673197         0 4986673197 
780.009   2  tick         0 4986620854         0 4986620854 
785.009   3  tick         0 4986626187         0 4986626187 
790.009   2  tick         0 4986606717         0 4986606718 
795.009   0  tick 4986657578         0 4986657576         0 
795.009   3  tick         0 4986692562         0 4986692562 
795.019   2  tick         0 4996055823         0 4996055820 
800.009   3  tick         0 4986572866         0 4986572866 
805.009   0  tick 4986668656         0 4986668648         0 
805.009   2  tick         0 4986658376         0 4986658374 
810.009   2  tick         0 4986650739         0 4986650741 
815.009   3  tick         0 4986627004         0 4986627004 
820.009   3  tick         0 4986651181         0 4986651181 
825.009   0  tick 4986660953         0 4986660955         0 
825.009   2  tick         0 4986669125         0 4986669124 
830.009   0  tick 4986658911         0 4986658910         0 
835.009   1  tick 4986681013         0 4986681012         0 
840.009   3  tick         0 4986735014         0 4986735014 
840.010   2  tick         0 4987258870         0 4987258871 
845.009   0  tick 4986647330         0 4986647325         0 
845.009   2  tick         0 4986062626         0 4986062626 
850.009   0  tick 4986666272         0 4986666278         0 
850.009   3  tick         0 4986709225         0 4986709225 
855.009   2  tick         0 4986620765         0 4986620764 
860.009   2  tick         0 4986670513         0 4986670514 
865.009   0  tick 4986672290         0 4986672292         0 
870.009   2  tick         0 4986598465         0 4986598468 
875.009   3  tick         0 4986619252         0 4986619255 
880.009   3  tick         0 4986704263         0 4986704261 
880.010   0  tick 4987418351         0 4987418350         0 
885.009   0  tick 4985902521         0 4985902515         0 
885.009   3  tick         0 4986644386         0 4986644388 
890.009   0  tick 4986657741         0 4986657745         0 
890.009   2  tick         0 4986676333         0 4986676333 
895.009   0  tick 4986672571         0 4986672566         0 
895.009   3  tick         0 4986681646         0 4986681646 
900.009   2  tick         0 4986672772         0 4986672772 
905.009   2  tick         0 4986664658         0 4986664656 
910.009   3  tick         0 4986697866         0 4986697866 
915.009   2  tick         0 4986658374         0 4986658374 
915.009   3  tick         0 4986656589         0 4986656589 
920.009   0  tick 4986690298         0 4986690297         0 
925.009   0  tick 4986634829         0 4986634825         0 
925.009   2  tick         0 4986728303         0 4986728303 
930.009   2  tick         0 4986661561         0 4986661561 
935.009   3  tick         0 4986598495         0 4986598497 
940.009   2  tick         0 4986653456         0 4986653456 
945.009   2  tick         0 4986663202         0 4986663202 
950.009   2  tick         0 4986661212         0 4986661212 
955.009   2  tick         0 4986656070         0 4986656070 
960.009   2  tick         0 4986663871         0 4986663871 
965.009   2  tick         0 4986667349         0 4986667348 
970.009   3  tick         0 4986591752         0 4986591752 
970.009   2  tick         0 4986645503         0 4986645504 
975.009   2  tick         0 4986592441         0 4986592441 
975.009   3  tick         0 4986747464         0 4986747464 
980.009   0  tick 4986663267         0 4986663272         0 
980.009   3  tick         0 4986653187         0 4986653185 
985.009   3  tick         0 4986659332         0 4986659332 
990.009   2  tick         0 4986618626         0 4986618626 
995.009   3  tick         0 4986657581         0 4986657582 
1000.009   3  tick         0 4986645019         0 4986645020 
1005.009   0  tick 4986644932         0 4986644930         0 
1005.010   2  tick         0 4987130604         0 4987130604 
1010.009   0  tick 4986653311         0 4986653312         0 
1010.009   3  tick         0 4986673684         0 4986673684 
1015.009   1  tick 4986665096         0 4986665087         0 
1015.009   3  tick         0 4986659588         0 4986659588 
1020.009   3  tick         0 4986666233         0 4986666233 
1025.009   3  tick         0 4986654902         0 4986654902 
1030.009   2  tick         0 4986686412         0 4986686414 
1035.009   0  tick 4986654752         0 4986654752         0 
1040.009   3  tick         0 4986636813         0 4986636814 
1040.009   2  tick         0 4986677553         0 4986677555 
1045.009   1  tick 4986685202         0 4986685202         0 
1050.009   3  tick         0 4986758165         0 4986758165 
1050.010   0  tick 4987102966         0 4987102965         0 
1055.009   2  tick         0 4986605183         0 4986605183 
1060.009   1  tick 4986675065         0 4986675069         0 
1060.009   2  tick         0 4986721379         0 4986721379 
1065.009   0  tick 4986662800         0 4986662792         0 
1065.009   2  tick         0 4986663330         0 4986663330 
1070.009   3  tick         0 4986677198         0 4986677198 
1075.009   3  tick         0 4986661866         0 4986661866 
1080.009   2  tick         0 4986672873         0 4986672873 
1085.009   0  tick 4986661546         0 4986661543         0 
1090.009   0  tick 4986687136         0 4986687139         0 
1090.009   2  tick         0 4986682086         0 4986682084 
1090.010   3  tick         0 4987405069         0 4987405068 
1095.009   3  tick         0 4985924206         0 4985924207 
1100.009   0  tick 4986658175         0 4986658182         0 
1100.009   3  tick         0 4986740670         0 4986740668 
1105.009   3  tick         0 4986599533         0 4986599535 
1110.009   2  tick         0 4986656279         0 4986656280 
1115.009   2  tick         0 4986663377         0 4986663376 
1120.009   2  tick         0 4986641837         0 4986641839 
1125.009   2  tick         0 4986608847         0 4986608847 
1130.009   0  tick 4986694842         0 4986694840         0 
1135.009   0  tick 4986643007         0 4986643007         0 
1140.009   3  tick         0 4986713578         0 4986713576 
1145.009   2  tick         0 4986662629         0 4986662629 
1150.009   3  tick         0 4986646347         0 4986646347 
1155.009   3  tick         0 4986660444         0 4986660442 
1160.009   2  tick         0 4986662786         0 4986662786 
1165.009   2  tick         0 4986653170         0 4986653170 
1170.009   3  tick         0 4986675390         0 4986675392 
1175.009   2  tick         0 4986667994         0 4986667994 
1175.010   0  tick 4987422864         0 4987422862         0 
1180.009   2  tick         0 4986622753         0 4986622753 
1185.009   3  tick         0 4986593756         0 4986593756 
1190.009   3  tick         0 4986680204         0 4986680202 
1195.009   3  tick         0 4986668239         0 4986668241 
1200.009   3  tick         0 4986643643         0 4986643643 
1205.009   3  tick         0 4986666354         0 4986666352 
1210.009   2  tick         0 4986681532         0 4986681532 
1215.009   3  tick         0 4986658666         0 4986658666 
1215.010   0  tick 4987496843         0 4987496842         0 
1220.009   3  tick         0 4986672624         0 4986672624 
1225.009   3  tick         0 4986647387         0 4986647387 
1230.009   3  tick         0 4986719589         0 4986719589 
1235.009   2  tick         0 4986630597         0 4986630595 
1240.009   3  tick         0 4986665230         0 4986665230 
1245.009   3  tick         0 4986615509         0 4986615509 
1250.009   3  tick         0 4986677600         0 4986677598 
1255.009   2  tick         0 4986669102         0 4986669100 
1260.009   3  tick         0 4986651886         0 4986651886 
1265.009   2  tick         0 4986656483         0 4986656483 
1270.009   0  tick 4986661279         0 4986661283         0 
1275.009   2  tick         0 4986603490         0 4986603490 
1280.009   3  tick         0 4986671662         0 4986671662 
1285.009   3  tick         0 4986671523         0 4986671523 
1290.009   3  tick         0 4986668255         0 4986668255 
1295.009   3  tick         0 4986650507         0 4986650507 
1300.009   0  tick 4986688448         0 4986688447         0 
1300.010   2  tick         0 4987700401         0 4987700399 
1305.009   3  tick         0 4986684263         0 4986684261 
1310.009   0  tick 4986664754         0 4986664763         0 
1315.009   0  tick 4986658260         0 4986658252         0 
1315.009   3  tick         0 4986708176         0 4986708176 
1320.009   3  tick         0 4986611067         0 4986611065 
1325.009   2  tick         0 4986694747         0 4986694746 
1330.009   2  tick         0 4986667805         0 4986667806 
1335.009   2  tick         0 4986623484         0 4986623484 
1340.009   3  tick         0 4986680131         0 4986680131 
1345.009   2  tick         0 4986649936         0 4986649934 
1345.021   0  tick 4998566397         0 4998566397         0 
1350.009   3  tick         0 4986678225         0 4986678224 
1355.009   2  tick         0 4986683885         0 4986683885 
1360.009   0  tick 4986664751         0 4986664760         0 
1365.009   3  tick         0 4986623696         0 4986623694 
1370.009   2  tick         0 4986685893         0 4986685893 
1375.009   2  tick         0 4986673172         0 4986673172 
1380.009   3  tick         0 4986662575         0 4986662575 
1385.009   2  tick         0 4986650346         0 4986650346 
1385.013   0  tick 4990397634         0 4990397636         0 
1390.009   2  tick         0 4986681360         0 4986681360 
1390.009   3  tick         0 4986728924         0 4986728922 
1395.009   0  tick 4986660646         0 4986660640         0 
1395.009   3  tick         0 4986631054         0 4986631056 
1400.009   2  tick         0 4986668960         0 4986668958 
1405.009   3  tick         0 4986648819         0 4986648819 
1410.009   2  tick         0 4986658115         0 4986658115 
1415.009   3  tick         0 4986658248         0 4986658248 
1420.009   3  tick         0 4986673793         0 4986673793 
1425.009   3  tick         0 4986663488         0 4986663488 
1430.009   0  tick 4986692272         0 4986692270         0 
1430.010   1  tick 4986952245         0 4986952246         0 
1435.009   2  tick         0 4986643413         0 4986643415 
1440.009   3  tick         0 4986633654         0 4986633654 
1445.009   3  tick         0 4986642635         0 4986642633 
1450.009   3  tick         0 4986654201         0 4986654201 
1455.009   3  tick         0 4986711121         0 4986711123 
1460.009   3  tick         0 4986652102         0 4986652100 
1465.009   1  tick 4986676261         0 4986676260         0 
1470.009   1  tick 4986680180         0 4986680182         0 
1475.009   3  tick         0 4986639907         0 4986639909 
1480.009   3  tick         0 4986661627         0 4986661627 
1485.009   2  tick         0 4986687825         0 4986687825 
1490.009   3  tick         0 4986666518         0 4986666518 
1495.009   3  tick         0 4986654960         0 4986654960 
1495.009   2  tick         0 4986704765         0 4986704766 
1500.009   3  tick         0 4986682608         0 4986682608 
1505.009   3  tick         0 4986634251         0 4986634251 
1510.009   0  tick 4986678111         0 4986678109         0 
1515.009   2  tick         0 4986697375         0 4986697377 
1520.009   2  tick         0 4986635607         0 4986635605 
1525.009   2  tick         0 4986678041         0 4986678043 
1530.009   2  tick         0 4986677226         0 4986677224 
1535.009   2  tick         0 4986634041         0 4986634043 
1540.009   3  tick         0 4986663361         0 4986663363 
1545.009   3  tick         0 4986693040         0 4986693040 
1550.009   3  tick         0 4986668728         0 4986668728 
1555.009   2  tick         0 4986683917         0 4986683916 
1555.010   0  tick 4987177591         0 4987177589         0 
1560.009   3  tick         0 4986694212         0 4986694212 
1565.009   0  tick 4986654681         0 4986654683         0 
1570.009   2  tick         0 4986631592         0 4986631594 
1570.009   3  tick         0 4986659001         0 4986659002 
1575.009   2  tick         0 4986683761         0 4986683759 
1580.009   3  tick         0 4986659425         0 4986659423 
1585.009   0  tick 4986677002         0 4986677001         0 
1590.009   3  tick         0 4986710918         0 4986710918 
1595.009   2  tick         0 4986665556         0 4986665556 
1600.009   2  tick         0 4986720679         0 4986720679 
1600.010   1  tick 4987042053         0 4987042054         0 
1605.009   2  tick         0 4986645876         0 4986645874 
1610.009   0  tick 4986663162         0 4986663167         0 
1615.009   2  tick         0 4986691375         0 4986691373 
1620.009   3  tick         0 4986717074         0 4986717074 
1625.009   3  tick         0 4986600330         0 4986600328 
1630.009   2  tick         0 4986692981         0 4986692982 
1635.009   2  tick         0 4986649100         0 4986649101 
1640.009   1  tick 4986689640         0 4986689638         0 
1645.009   0  tick 4986637102         0 4986637096         0 
1650.009   3  tick         0 4986622812         0 4986622810 
1655.009   1  tick 4986658768         0 4986658764         0 
1660.009   3  tick         0 4986632358         0 4986632358 
1665.009   2  tick         0 4986657934         0 4986657934 
1665.009   3  tick         0 4986704504         0 4986704504 
1670.009   3  tick         0 4986596035         0 4986596035 
1675.009   3  tick         0 4986692497         0 4986692495 
1680.009   3  tick         0 4986631467         0 4986631469 
1685.009   3  tick         0 4986688046         0 4986688046 
1690.009   1  tick 4986642836         0 4986642833         0 
1690.009   3  tick         0 4986659247         0 4986659247 
1695.009   0  tick 4986660124         0 4986660118         0 
1695.009   3  tick         0 4986688122         0 4986688122 
1700.009   3  tick         0 4986605853         0 4986605853 
1705.009   0  tick 4986657583         0 4986657578         0 
1705.009   3  tick         0 4986708499         0 4986708499 
1710.009   3  tick         0 4986622271         0 4986622269 
1715.009   3  tick         0 4986656986         0 4986656988 
1720.009   3  tick         0 4986677091         0 4986677091 
1725.009   0  tick 4986688896         0 4986688898         0 
1730.009   2  tick         0 4986659598         0 4986659598 
