time,cpu,HT0,HT1,HT2,L2miss
750,0,1595470,0,83260565,3310837
750,1,1595470,0,83264103,123730218
750,3,0,70170159,0,440053
755,0,1682207,0,79737221,925226
755,1,1682207,0,79737449,92871178
755,3,0,59347171,0,531628
760,0,1574783,0,77510634,4155502
760,1,1574783,0,77511262,91390282
760,3,0,58171955,0,416138
765,0,1577553,0,82074141,9882213
765,3,0,68963212,0,417046
770,1,1586047,0,78737410,115378980
770,3,0,57583409,0,517258
775,1,1588549,0,93883103,120011278
775,3,0,69621051,0,440004
780,2,0,65852529,0,126292
780,3,0,66986402,0,124710
785,0,1132822,0,78395047,656647
785,1,1132822,0,78410671,115933763
785,3,0,57731518,0,574104
790,0,1572987,0,79084475,3987162
790,1,1572987,0,79085106,88705189
790,3,0,59167707,0,505511
795,0,1567046,0,80429511,1860611
795,1,1567046,0,80429560,92048163
795,3,0,66559918,0,466707
800,0,1571962,0,82468943,5934654
800,1,1571962,0,82471069,92480319
800,3,0,60603239,0,4203447
805,1,1587415,0,87845516,93576712
805,3,0,66149389,0,432379
810,1,1576998,0,96022817,107843095
810,3,0,76830618,0,519548
815,1,1731297,0,92783979,77721397
815,3,0,68719225,0,439864
820,1,1583133,0,72153592,80770045
820,3,0,54355675,0,471494
825,0,1568955,0,80789646,1227385
825,1,1568955,0,80792416,91970356
825,3,0,67669824,0,427446
830,1,565253,0,73854509,79214807
830,2,0,49974282,0,4991681
830,3,0,49948191,0,42301
835,0,1282090,0,82133326,12729883
835,1,1282093,0,82142580,103052447
835,3,0,62384469,0,402035
840,2,0,74436356,0,435836
840,1,1577104,0,91599074,129772913
840,3,0,74296673,0,476374
845,2,0,70401574,0,905266
845,1,1754484,0,95185566,114155951
845,3,0,70401134,0,494558
850,1,1577920,0,83335146,122521338
850,3,0,61647350,0,541232
855,0,1572358,0,81684196,11403223
855,1,1572358,0,81687273,83558897
855,3,0,68140689,0,430219
860,1,1582779,0,73744114,84165946
860,3,0,54202412,0,519029
865,0,1556530,0,81787478,717263
865,1,1556530,0,81784019,100686276
865,3,0,62211239,0,460051
870,1,1571837,0,85404112,83528330
870,3,0,71339837,0,460270
875,2,0,66676185,0,651045
875,3,0,68078777,0,368202
880,2,0,58023250,0,122969
880,1,286175,0,81638969,115690621
880,3,0,56640084,0,104772
885,0,1612009,0,77161513,7406120
885,1,1612009,0,77164633,110630276
885,3,0,64457192,0,455497
890,0,1569209,0,79842693,15012235
890,1,1569209,0,79842130,77832181
890,3,0,60917074,0,378675
895,2,0,57287927,0,449110
895,1,1584728,0,77009561,87116293
895,3,0,57252905,0,503149
900,0,1549271,0,84162540,5993776
900,3,0,69825258,0,522453
905,1,1715875,0,83342365,95862694
905,3,0,61578828,0,510713
910,0,1593938,0,92851588,33672141
910,3,0,69412052,0,447380
915,0,1565122,0,108655190,16986044
915,1,1565122,0,108670240,111670926
915,3,0,83969423,0,3541461
920,1,1560508,0,76183013,96149355
920,3,0,58448347,0,437095
925,1,1249758,0,72137588,92103451
925,0,1251369,0,72175182,649421
925,3,0,53325217,0,248996
930,2,0,57230590,0,240814
930,1,634430,0,71194535,92577219
930,3,0,57232469,0,246892
935,0,1753037,0,76484818,7810438
935,1,1753037,0,76484722,96126134
935,3,0,56659834,0,497186
940,2,0,67174591,0,414930
940,1,1566287,0,89676624,93838674
940,3,0,67131615,0,535825
945,1,1547611,0,99587360,72110007
945,0,1547611,0,99599786,59923651
945,3,0,80583152,0,493302
950,0,1568521,0,93882601,101731020
950,1,1577002,0,93932011,29670355
950,3,0,69858184,0,506191
955,1,1563300,0,71993441,42289203
955,3,0,56842282,0,444883
960,1,1577320,0,81542247,21201221
960,0,1577320,0,81544524,71925742
960,3,0,68683158,0,405789
965,2,0,58829733,0,490536
965,3,0,58787618,0,943945
970,1,1584419,0,79715782,33276347
970,0,1584417,0,79701876,84995160
970,3,0,60731763,0,469181
975,1,912332,0,86152446,13953819
975,0,912332,0,86192186,118035096
975,3,0,68185650,0,184146
980,0,947252,0,89021934,131296970
980,3,0,63097826,0,259616
985,0,1564181,0,76936058,110720388
985,3,0,59426634,0,440290
990,1,1572507,0,82744167,4433005
990,0,1572507,0,82746434,88263573
990,3,0,68455296,0,468608
995,0,1699322,0,77303916,80983030
995,3,0,59422529,0,399661
1000,0,1582532,0,78006760,96283613
1000,1,1582497,0,78006782,13106945
1000,3,0,58727441,0,528568
1005,0,1579230,0,90631720,116155765
1005,3,0,72347191,0,462490
1010,0,1586195,0,93828321,116621852
1010,3,0,68261204,0,505445
1015,0,1552574,0,104198484,99891221
1015,3,0,77074970,0,445153
1020,0,1573377,0,75157737,103418999
1020,3,0,61975975,0,490000
1025,0,765709,0,60849955,67274887
1025,1,766538,0,60892241,16527111
1025,3,0,42933733,0,60319
1030,2,0,61895418,0,407541
1030,0,1238908,0,79585434,92625403
1030,3,0,61836251,0,411329
1035,0,1580951,0,84956238,115427185
1035,3,0,68051630,0,492564
1040,0,1592654,0,102028362,119589103
1040,3,0,73761895,0,4914594
1045,1,1594248,0,95411050,1314358
1045,3,0,71740834,0,482773
1050,1,1555952,0,83891604,1444826
1050,0,1555957,0,83902336,124679723
1050,3,0,69901379,0,484635
1055,0,1718655,0,77839654,80992111
1055,3,0,58480732,0,518470
1060,2,0,61042943,0,477047
1060,3,0,61019130,0,525349
1065,1,1557497,0,82914609,18079775
1065,0,1557497,0,82915522,88791982
1065,3,0,68000019,0,429916
1070,1,1603056,0,83531663,24080432
1070,3,0,61402525,0,503375
1075,1,294531,0,79688818,13618655
1075,0,294531,0,79696924,118165384
1075,3,0,56322571,0,19221
1080,2,0,77605273,0,406081
1080,0,1586892,0,96880893,125700753
1080,3,0,77589949,0,471297
1085,1,1701650,0,73573302,9111517
1085,0,1701650,0,73581193,98757663
1085,3,0,55459250,0,495484
1090,0,1576927,0,74395918,74841347
1090,3,0,58259406,0,487752
1095,1,1553497,0,82818635,30466385
1095,0,1553497,0,82819986,66401400
1095,3,0,67735976,0,456975
1100,0,1568218,0,85842459,97535426
1100,3,0,64442697,0,436586
1105,0,1567622,0,94630877,98299066
1105,3,0,71205520,0,505488
1110,0,1581874,0,95490796,112180488
1110,3,0,74878080,0,482471
1115,2,0,61328694,0,458108
1115,3,0,61386480,0,506922
1120,1,1259576,0,73592123,7577996
1120,0,1259730,0,73589774,84272860
1120,2,0,56328134,0,231084
1120,3,0,56372132,0,247828
1125,1,596802,0,69045503,2039141
1125,0,596648,0,69044734,81123193
1125,3,0,55164997,0,191346
1130,0,1607373,0,77344590,29624081
1130,1,1607373,0,77367740,78607763
1130,3,0,57826022,0,499129
1135,1,1563902,0,103435428,74657509
1135,3,0,76177553,0,479935
1140,2,0,73388724,0,563474
1140,1,1567255,0,95810187,129308670
1140,3,0,73399347,0,479193
1145,1,1748706,0,93411393,130776660
1145,3,0,68108940,0,523810
1150,1,1601087,0,77997027,96164481
1150,3,0,62141991,0,441936
1155,0,1577614,0,80677445,1062578
1155,1,1577649,0,80681405,93142787
1155,3,0,65811693,0,399127
1160,0,1602328,0,65986931,1348649
1160,3,0,58571584,0,290507
1165,2,0,24313890,0,392163
1165,3,0,24543058,0,270953
1170,0,1214240,0,24964039,890234
1170,3,0,31310315,0,8752347
1175,1,2148425,0,22380475,311406
1175,3,0,23202863,0,318271
1180,1,1583707,0,18322207,603128
1180,3,0,23264872,0,239014
1185,1,1578497,0,18827690,705922
1185,3,0,25017923,0,225287
1190,0,1587509,0,17177741,430456
1190,3,0,17091552,0,425467
1195,1,1598723,0,19064379,624813
1195,3,0,23648632,0,311524
1200,0,1575231,0,19450566,593050
1200,3,0,25871914,0,205218
1205,0,1813394,0,17717343,661400
1205,3,0,19701672,0,269107
1210,0,1576451,0,18835722,695021
1210,3,0,23417281,0,257816
1215,0,1571908,0,19495502,783053
1215,3,0,23310217,0,405053
1220,2,0,3805039,0,41008
1220,0,593951,0,3300629,116023
1220,3,0,3812508,0,37123
1225,1,1266710,0,17120672,628328
1225,3,0,21731966,0,247795
1230,1,1555756,0,19873697,727390
1230,2,0,25816011,0,382644
1230,3,0,25791712,0,214731
1235,0,1730322,0,19043817,448149
1235,3,0,18660672,0,448277
1240,1,1602036,0,17265609,656047
1240,3,0,22891821,0,166564
1245,1,1578036,0,19031887,687280
1245,3,0,24301762,0,309041
1250,1,1588755,0,17613572,278014
1250,0,1588761,0,17623147,496903
1250,3,0,18005914,0,380728
1255,1,1574443,0,19277653,560355
1255,3,0,23730110,0,297953
1260,1,1566825,0,19404709,719094
1260,3,0,25227320,0,246300
1265,1,1735722,0,18030168,435943
1265,3,0,20502643,0,278042
1270,0,286330,0,4345597,114752
1270,3,0,6951406,0,13529
1275,1,1574223,0,19185740,658741
1275,3,0,24364349,0,249863
1280,2,0,18778991,0,450209
1280,3,0,18776410,0,298527
1285,1,1573121,0,19390606,644421
1285,3,0,24329931,0,279074
1290,1,1576513,0,19437823,698324
1290,3,0,24870774,0,201949
1295,0,1996641,0,20318746,600131
1295,3,0,22227184,0,273229
1300,2,0,23564414,0,384339
1300,3,0,23597993,0,272926
1305,1,1554812,0,20442404,647205
1305,3,0,25525523,0,237027
1310,0,1563470,0,16734153,510266
1310,3,0,18751546,0,254359
1315,1,1409360,0,13184070,447666
1315,2,0,16756947,0,262013
1315,3,0,16752808,0,212910
1320,1,439709,0,11056328,463530
1320,3,0,14684899,0,200928
1325,1,1722517,0,18008654,467058
1325,3,0,20362943,0,203436
1330,0,1575486,0,18868422,526962
1330,3,0,23920472,0,264581
1335,1,1568726,0,20027135,472823
1335,3,0,22912355,0,403747
1340,0,1562654,0,17500318,492916
1340,3,0,18959757,0,296170
1345,1,1576443,0,19845716,475910
1345,3,0,23359602,0,416290
1350,1,1577270,0,17782630,655094
1350,3,0,23228728,0,281989
1355,0,1744048,0,19224067,555977
1355,3,0,21270584,0,244786
1360,0,1564765,0,17749097,505011
1360,3,0,22803923,0,275941
1365,0,1126400,0,11803206,339075
1365,2,0,16099383,0,224606
1365,3,0,16112554,0,115955
1370,1,741298,0,8800043,300766
1370,3,0,10327812,0,105260
1375,1,1578731,0,18871119,695770
1375,3,0,24717553,0,218510
1380,1,1588026,0,19344529,616971
1380,3,0,24320816,0,213415
1385,1,1760267,0,17252707,448733
1385,3,0,19804056,0,209172
1390,1,1582595,0,17774067,676851
1390,3,0,23719324,0,255593
1395,1,1577009,0,19576143,618744
1395,3,0,23885838,0,363770
1400,0,1561089,0,19531758,467903
1400,3,0,19516432,0,390286
1405,1,1570918,0,18569246,701353
1405,3,0,24683449,0,232705
1410,0,1586452,0,17511861,582903
1410,3,0,22626389,0,216649
1415,0,1058477,0,6254215,215920
1415,3,0,7805267,0,102993
1420,0,947178,0,18695204,416569
1420,3,0,20312938,0,422041
1425,1,1587641,0,18450946,617458
1425,3,0,23411669,0,232249
1430,0,1571756,0,17179651,583197
1430,1,1571756,0,17180089,411276
1430,3,0,19566001,0,203769
1435,0,1576055,0,19141066,542722
1435,3,0,25384199,0,236540
1440,0,1576052,0,18212454,533105
1440,3,0,23399958,0,227133
1445,1,1984721,0,20436710,457797
1445,3,0,22489714,0,288640
1450,1,1580986,0,21044579,477182
1450,3,0,24646198,0,423268
1455,1,1555974,0,19219058,590807
1455,3,0,23817743,0,202726
1460,0,1580018,0,15885824,755233
1460,3,0,18265623,0,222745
1465,2,0,9825500,0,31710
1465,0,567466,0,5036378,129511
1465,3,0,9837598,0,37322
1470,0,1308873,0,16597998,511232
1470,1,1311936,0,16627073,637815
1470,3,0,21102863,0,217426
1475,1,1761277,0,19300495,249172
1475,3,0,18894042,0,465031
1480,1,1583561,0,18493438,748928
1480,3,0,25360618,0,193546
1485,1,1567149,0,18938890,482099
1485,3,0,22772285,0,260796
1490,2,0,19460519,0,357082
1490,0,1590847,0,17110205,579555
1490,3,0,19456645,0,216629
1495,1,1575523,0,19244226,755794
1495,3,0,26257138,0,114020
1500,1,1565902,0,19305802,580540
1500,3,0,23689820,0,213606
1505,0,1742522,0,17873556,566016
1505,3,0,19847904,0,208478
1510,2,0,24981750,0,394764
1510,3,0,26064951,0,235405
1515,0,294483,0,4224818,136581
1515,3,0,5928176,0,7272
1520,0,1584788,0,17476864,380661
1520,3,0,16568479,0,450996
1525,0,1575323,0,19715843,566506
1525,3,0,26286477,0,227060
1530,0,1580235,0,17852322,579552
1530,3,0,22221633,0,214180
1535,1,1733209,0,19595416,229010
1535,3,0,19343674,0,435084
1540,1,1585474,0,18986871,717251
1540,3,0,25688401,0,246275
1545,1,1567534,0,18233436,531787
1545,3,0,21995045,0,304536
1550,2,0,19345201,0,379998
1550,3,0,19340865,0,188635
1555,2,0,26035066,0,373923
1555,3,0,26042568,0,216436
1560,1,1343962,0,12372059,404539
1560,2,0,14640142,0,264578
1560,3,0,14654300,0,213874
1565,0,707511,0,10735946,270211
1565,3,0,10579914,0,238270
1570,1,1578596,0,19675286,739134
1570,3,0,26012485,0,261059
1575,1,1577942,0,17548609,575288
1575,3,0,21460390,0,221564
1580,1,1583621,0,16579257,406728
1580,3,0,18685129,0,275431
1585,0,1579473,0,19201384,536950
1585,3,0,26352074,0,262890
1590,0,1591581,0,18658513,552618
1590,3,0,22273392,0,224014
1595,0,1745491,0,18349630,567534
1595,3,0,20736693,0,194141
1600,1,1579023,0,18162887,775850
1600,3,0,25396756,0,226746
1605,1,1576235,0,19249087,358600
1605,3,0,20725451,0,424921
1610,0,1047827,0,9891566,321089
1610,2,0,11030096,0,208481
1610,3,0,11039289,0,153819
1615,0,857008,0,12321240,244513
1615,3,0,18347815,0,169141
1620,0,1561821,0,19501672,453492
1620,1,1561856,0,19502953,348208
1620,3,0,20948382,0,409911
1625,1,1987423,0,21070503,435121
1625,3,0,22298997,0,236582
1630,0,1601340,0,18914574,572929
1630,1,1601340,0,18920185,730454
1630,3,0,26143251,0,230586
1635,0,1578472,0,18049477,547275
1635,3,0,21391044,0,262077
1640,1,1584807,0,17200959,420835
1640,3,0,19398850,0,251671
1645,1,1582841,0,19343114,798192
1645,3,0,26918980,0,204469
1650,1,1579184,0,18626330,523727
1650,3,0,22035080,0,213412
1655,0,1763531,0,17277050,573866
1655,3,0,19716601,0,219651
1660,1,800003,0,6467841,511018
1660,0,829533,0,6500284,149132
1660,3,0,12299506,0,24488
1665,1,1066423,0,16766043,489891
1665,3,0,19845549,0,234904
1670,1,1590653,0,17578593,450176
1670,3,0,19628002,0,184957
1675,0,1596027,0,20071166,530887
1675,3,0,27967073,0,190640
1680,1,1591528,0,16493131,538734
1680,3,0,20076004,0,237190
1685,0,1751920,0,18435112,528169
1685,1,1751926,0,18439118,436950
1685,3,0,20197802,0,255426
1690,0,1582826,0,20767123,450267
1690,3,0,25673536,0,438603
1695,1,1552038,0,18580621,461530
1695,3,0,21165353,0,257479
1700,1,1997863,0,16616678,344356
1700,3,0,17918925,0,300167
1705,1,1503785,0,13153362,725201
1705,2,0,20574711,0,181035
1705,3,0,20585823,0,131294
1710,1,353013,0,8913731,372571
1710,3,0,11257756,0,115249
1715,0,1759937,0,18902405,534769
1715,3,0,20473744,0,290199
1720,0,1579070,0,19995034,516148
1720,3,0,27590756,0,241815
1725,2,0,20976060,0,407889
1725,3,0,20990348,0,181696
1730,1,1587068,0,17540845,409296
1730,3,0,19388491,0,268677
1735,0,1592841,0,18754897,519839
1735,3,0,27001623,0,249988
1740,0,1585784,0,17943425,520802
1740,3,0,20388947,0,246487
1745,0,1740775,0,20003546,423898
1745,3,0,19824017,0,451562
1750,0,1596256,0,20503911,557849
1750,3,0,28036920,0,249264
1755,0,1135179,0,10907440,339317
1755,2,0,12679933,0,211787
1755,3,0,12693547,0,138097
1760,1,733512,0,8981197,273667
1760,3,0,10075509,0,115060
1765,1,1581885,0,20910324,667989
1765,3,0,26967632,0,401752
1770,1,1567715,0,18199213,360909
1770,3,0,19757633,0,357944
