Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
155,45,47,34,43,3645.6,3645.6,9372,9656,460,777059,4.55E+07,6.23E+07,27992266,2.47E+06,129120,2.13E+05,0.777059,45.46218,62.29541,2.80E+02,2.47E+01,1.29E+00,2.13E+00,2023,1144,2314.312,1620.0184,1296.01472,64.800736,0,0,0,0,0,0
160,45,46,34,43,3645.6,3645.6,9656,9656,465,7.76E+05,5.24E+07,68232198,2.57E+07,2.47E+06,2.19E+05,2.13E+05,0.7763815,52.44057,68.232198,2.57E+02,2.47E+01,2.19E+00,2.13E+00,2030,1144,2322.32,1625.624,1300.4992,65.02496,0,0,0,0,0,0
165,45,46,34,43,3567.2,3645.6,9656,9656,470,854826,44044889,60859730,24992497,2.47E+06,2.19E+05,2.42E+05,0.854826,44.044889,60.85973,2.50E+02,2.47E+01,2.19E+00,2.42E+00,2026,1145,2319.77,1623.839,1299.0712,64.95356,0,0,0,0,0,0
170,45,46,34,43,3645.6,3645.6,9656,9372,475,780607,43068856,5.84E+07,25137152,2.47E+06,2.19E+05,2.13E+05,0.780607,43.068856,58.44052,2.51E+02,2.47E+01,2.19E+00,2.13E+00,2025,1143,2314.575,1620.2025,1296.162,64.8081,0,11.8,0,78.6,0,78600
175,45,46,34,43,3567.2,3645.6,9372,9656,480,786805,4.71E+07,6.10E+07,25285050,2.47E+06,233889,2.13E+05,0.786805,47.10277,61.04774,2.53E+02,2.47E+01,2.34E+00,2.13E+00,2033,1145,2327.785,1629.4495,1303.5596,65.17798,0,0,0,0,0,0
180,45,46,34,43,3645.6,3645.6,9656,9372,485,3.24E+05,5.21E+07,36569223,18503509,2.47E+06,6.59E+04,80077,0.3244143,52.05871,36.569223,1.85E+02,2.47E+01,6.59E-01,8.01E-01,2029,1145,2323.205,1626.2435,1300.9948,65.04974,0,0,0,0,0,0
185,45,46,34,43,3645.6,3645.6,9656,9656,490,301077,5.06E+07,3.57E+07,18503509,2.88E+06,6.13E+04,7.14E+04,0.301077,50.57497,35.73563,1.85E+02,2.88E+01,6.13E-01,7.14E-01,2082,1146,2385.972,1670.1804,1336.14432,66.807216,0,0,0,0,0,0
190,45,47,34,43,3645.6,3645.6,9656,9656,495,792810,4.64E+07,60464511,2.62E+07,2.88E+06,2.04E+05,7.14E+04,0.79281,46.4186,60.464511,2.62E+02,2.88E+01,2.04E+00,7.14E-01,2028,1144,2320.032,1624.0224,1299.21792,64.960896,0,0,0,0,0,0
195,45,46,34,43,3645.6,3645.6,9372,9656,500,8.51E+05,61766370,87615373,2.82E+07,2.88E+06,221876,7.14E+04,0.8506555,61.76637,87.615373,2.82E+02,2.88E+01,2.22E+00,7.14E-01,2037,1145,2332.365,1632.6555,1306.1244,65.30622,0,0,0,0,0,0
200,45,46,34,43,3645.6,3567.2,9372,9656,505,7.91E+05,5.97E+07,84354243,29809987,2.88E+06,201187,7.14E+04,0.7913035,59.72581,84.354243,2.98E+02,2.88E+01,2.01E+00,7.14E-01,2032,1145,2326.64,1628.648,1302.9184,65.14592,0,11.8,0,77.6,0,77600
205,45,47,34,43,3567.2,3645.6,9656,9656,510,775933,5.96E+07,79858741,3.15E+07,2.88E+06,220123,7.14E+04,0.775933,59.5748,79.858741,3.15E+02,2.88E+01,2.20E+00,7.14E-01,2018,1145,2310.61,1617.427,1293.9416,64.69708,0,0,0,0,0,0
210,45,46,34,43,3645.6,3645.6,9656,9656,515,784422,58554917,82711566,37654634,2.88E+06,2.22E+05,7.14E+04,0.784422,58.554917,82.711566,3.77E+02,2.88E+01,2.22E+00,7.14E-01,2023,1146,2318.358,1622.8506,1298.28048,64.914024,0,0,0,0,0,0
215,45,46,34,43,3645.6,3645.6,9656,9372,520,7.97E+05,5.91E+07,8.37E+07,3.69E+07,2.88E+06,2.22E+05,235595,0.7969835,59.05557,83.65942,3.69E+02,2.88E+01,2.22E+00,2.36E+00,2015,1145,2307.175,1615.0225,1292.018,64.6009,0,0,0,0,0,0
220,45,47,34,43,3645.6,3645.6,9372,9656,525,7.83E+05,59229397,79471556,4.02E+07,2.88E+06,2.15E+05,235595,0.7831745,59.229397,79.471556,4.02E+02,2.88E+01,2.15E+00,2.36E+00,2014,1145,2306.03,1614.221,1291.3768,64.56884,0,0,0,0,0,0
225,45,46,34,43,3645.6,3645.6,9656,9656,530,8.47E+05,75767580,108025823,3.76E+07,2.88E+06,225418,235595,0.8469265,75.76758,108.025823,3.76E+02,2.88E+01,2.25E+00,2.36E+00,2018,1144,2308.592,1616.0144,1292.81152,64.640576,0,0,0,0,0,0
230,45,46,34,43,3645.6,3645.6,9656,9372,535,3.58E+05,95579718,1.41E+08,18992689,7.36E+05,1.01E+04,7.33E+03,0.3580982,95.579718,141.1333,1.90E+02,7.36E+00,1.01E-01,7.33E-02,2029,1145,2323.205,1626.2435,1300.9948,65.04974,0,10.2,0,79.1,0,79100
235,45,47,34,43,3645.6,3645.6,9656,9656,540,5.88E+05,104208612,1.48E+08,38967411,7.36E+05,2.14E+05,7.33E+03,0.5880075,104.208612,147.9475,3.90E+02,7.36E+00,2.14E+00,7.33E-02,2236,1143,2555.748,1789.0236,1431.21888,71.560944,0,0,0,0,0,0
240,45,46,34,43,3645.6,3645.6,9656,9372,545,7.85E+05,1.04E+08,150771357,3.24E+07,7.36E+05,2.14E+05,217684,0.7852935,103.9003,150.771357,3.24E+02,7.36E+00,2.14E+00,2.18E+00,2051,1144,2346.344,1642.4408,1313.95264,65.697632,0,0,0,0,0,0
245,45,46,34,43,3645.6,3645.6,9656,9656,550,1033512,69823331,2.02E+08,2.40E+07,2683781,2.14E+05,1.48E+05,1.033512,69.823331,201.7869,2.40E+02,2.68E+01,2.14E+00,1.48E+00,2050,1143,2343.15,1640.205,1312.164,65.6082,0,0,0,0,0,0
250,44,46,34,43,3645.6,3645.6,9656,9656,555,8.08E+05,105891937,149569886,3.66E+07,2683781,207609,1.48E+05,0.8078875,105.891937,149.569886,3.66E+02,2.68E+01,2.08E+00,1.48E+00,2046,1144,2340.624,1638.4368,1310.74944,65.537472,0,0,0,0,0,0
255,45,46,34,43,3645.6,3645.6,9372,9656,560,8.52E+05,1.03E+08,149940219,3.57E+07,2683781,253621,1.48E+05,0.8521455,103.1372,149.940219,3.57E+02,2.68E+01,2.54E+00,1.48E+00,2047,1145,2343.815,1640.6705,1312.5364,65.62682,0,0,0,0,0,0
260,44,47,34,43,3645.6,3645.6,9656,9656,565,7.86E+05,104475147,150055004,39268358,2683781,253621,1.96E+05,0.7858685,104.475147,150.055004,3.93E+02,2.68E+01,2.54E+00,1.96E+00,2048,1145,2344.96,1641.472,1313.1776,65.65888,0,12.2,0,78.7,0,78700
265,44,46,34,43,3645.6,3645.6,9656,9372,570,7.95E+05,1.06E+08,1.51E+08,3.74E+07,2683781,253621,2.52E+05,0.7947695,106.41,150.9745,3.74E+02,2.68E+01,2.54E+00,2.52E+00,2041,1143,2332.863,1633.0041,1306.40328,65.320164,0,0,0,0,0,0
270,45,46,34,43,3645.6,3645.6,9372,9656,575,7.98E+05,101569055,147736143,35440397,2683781,222384,2.52E+05,0.7978885,101.569055,147.736143,3.54E+02,2.68E+01,2.22E+00,2.52E+00,2036,1143,2327.148,1629.0036,1303.20288,65.160144,0,0,0,0,0,0
275,45,46,34,43,3567.2,3645.6,9656,9656,580,1032544,6.69E+07,196044419,2.10E+07,5616263,8.10E+04,2.52E+05,1.032544,66.89549,196.044419,2.10E+02,5.62E+01,8.10E-01,2.52E+00,2040,1143,2331.72,1632.204,1305.7632,65.28816,0,0,0,0,0,0
280,44,46,34,43,3645.6,3645.6,9372,9656,585,153074,1.22E+08,1.69E+08,3.35E+07,5616263,8.10E+04,9.03E+04,0.153074,121.515,169.4479,3.35E+02,5.62E+01,8.10E-01,9.03E-01,2052,1144,2347.488,1643.2416,1314.59328,65.729664,0,0,0,0,0,0
285,45,46,34,43,3645.6,3645.6,9372,9372,590,842460,102577408,148985630,3.10E+07,5616263,2.35E+05,9.03E+04,0.84246,102.577408,148.98563,3.10E+02,5.62E+01,2.35E+00,9.03E-01,2081,1145,2382.745,1667.9215,1334.3372,66.71686,0,0,0,0,0,0
290,45,46,34,43,3645.6,3645.6,9656,9656,595,7.92E+05,104644618,151353120,39650992,5616263,2.58E+05,9.03E+04,0.7917085,104.644618,151.35312,3.97E+02,5.62E+01,2.58E+00,9.03E-01,2042,1145,2338.09,1636.663,1309.3304,65.46652,0,11,0,77.8,0,77800
295,44,47,34,43,3645.6,3567.2,9656,9656,600,782536,106454090,150046057,36883945,5616263,219342,9.03E+04,0.782536,106.45409,150.046057,3.69E+02,5.62E+01,2.19E+00,9.03E-01,2042,1143,2334.006,1633.8042,1307.04336,65.352168,0,0,0,0,0,0
300,44,47,34,43,3645.6,3645.6,9656,9656,605,788946,102358220,1.49E+08,3.65E+07,5616263,236694,9.03E+04,0.788946,102.35822,149.0569,3.65E+02,5.62E+01,2.37E+00,9.03E-01,2040,1144,2333.76,1633.632,1306.9056,65.34528,0,0,0,0,0,0
305,43,49,34,43,3645.6,3645.6,9372,9656,610,7.85E+05,103690567,1.50E+08,37587113,5616263,236694,2.19E+05,0.7851075,103.690567,149.8729,3.76E+02,5.62E+01,2.37E+00,2.19E+00,2044,1145,2340.38,1638.266,1310.6128,65.53064,0,0,0,0,0,0
310,43,49,34,43,3645.6,3645.6,9656,9656,615,7.88E+05,1.06E+08,150207115,3.90E+07,5616263,236694,240170,0.7881045,106.4401,150.207115,3.90E+02,5.62E+01,2.37E+00,2.40E+00,2040,1145,2335.8,1635.06,1308.048,65.4024,0,0,0,0,0,0
315,43,49,34,43,3645.6,3567.2,9656,9656,620,866022,1.02E+08,1.49E+08,3.39E+07,5616263,245582,240170,0.866022,102.4308,149.3064,3.39E+02,5.62E+01,2.46E+00,2.40E+00,2043,1144,2337.192,1636.0344,1308.82752,65.441376,0,0,0,0,0,0
320,43,49,34,43,3645.6,3645.6,9656,9656,625,7.80E+05,104260716,1.49E+08,3.39E+07,7.33E+06,245582,1.87E+05,0.7799285,104.260716,149.34,3.39E+02,7.33E+01,2.46E+00,1.87E+00,2050,1145,2347.25,1643.075,1314.46,65.723,0,14.8,0,90.1,0,90100
325,43,49,34,44,3645.6,3645.6,9372,9656,630,6.28E+05,6.82E+07,1.96E+08,2.43E+07,2223162,245582,9.06E+04,0.6284707,68.22495,195.5097,2.43E+02,2.22E+01,2.46E+00,9.06E-01,2041,1143,2332.863,1633.0041,1306.40328,65.320164,0,0,0,0,0,0
330,43,50,34,44,3645.6,3645.6,9372,9656,635,470375,9.80E+07,1.44E+08,37667639,2223162,245582,128262,0.470375,98.02188,144.2671,3.77E+02,2.22E+01,2.46E+00,1.28E+00,2102,1143,2402.586,1681.8102,1345.44816,67.272408,0,0,0,0,0,0
335,43,50,34,44,3645.6,3645.6,9372,9656,640,7.94E+05,1.02E+08,1.49E+08,38971382,2223162,232484,128262,0.7937045,102.4626,149.2184,3.90E+02,2.22E+01,2.32E+00,1.28E+00,2050,1144,2345.2,1641.64,1313.312,65.6656,0,0,0,0,0,0
340,42,50,34,44,3645.6,3645.6,9656,9656,645,786033,108997897,153465776,39217844,2223162,232484,2.30E+05,0.786033,108.997897,153.465776,3.92E+02,2.22E+01,2.32E+00,2.30E+00,2048,1143,2340.864,1638.6048,1310.88384,65.544192,0,0,0,0,0,0
345,42,50,34,44,3645.6,3567.2,9656,9656,650,8.46E+05,1.08E+08,1.56E+08,39021534,2223162,232832,2.30E+05,0.8458745,107.7515,156.1095,3.90E+02,2.22E+01,2.33E+00,2.30E+00,2052,1144,2347.488,1643.2416,1314.59328,65.729664,0,0,0,0,0,0
350,42,50,34,44,3645.6,3645.6,9656,9656,655,7.95E+05,1.04E+08,149576821,3.72E+07,2223162,221410,2.30E+05,0.7950885,103.9933,149.576821,3.72E+02,2.22E+01,2.21E+00,2.30E+00,2052,1143,2345.436,1641.8052,1313.44416,65.672208,0,12.6,0,80.2,0,80200
355,42,51,34,44,3645.6,3645.6,9656,9656,660,786845,105117392,149668511,34131914,2223162,221410,2.43E+05,0.786845,105.117392,149.668511,3.41E+02,2.22E+01,2.21E+00,2.43E+00,2051,1144,2346.344,1642.4408,1313.95264,65.697632,0,0,0,0,0,0
360,42,50,34,45,3645.6,3645.6,9372,9372,665,7.75E+05,1.04E+08,149590516,35422082,2223162,189158,2.43E+05,0.7752315,103.6404,149.590516,3.54E+02,2.22E+01,1.89E+00,2.43E+00,2049,1145,2346.105,1642.2735,1313.8188,65.69094,0,0,0,0,0,0
365,42,51,34,45,3645.6,3645.6,9656,9656,670,5.28E+05,1.31E+08,83465975,35422082,1.93E+06,3390831,8.56E+05,0.5279743,130.5989,83.465975,3.54E+02,1.93E+01,3.39E+01,8.56E+00,2054,1144,2349.776,1644.8432,1315.87456,65.793728,0,0,0,0,0,0
370,42,50,34,45,3645.6,3645.6,9372,9656,675,523203,39193205,1.38E+07,2.07E+05,1.93E+06,2201455,14223374,0.523203,39.193205,13.81405,2.07E+00,1.93E+01,2.20E+01,1.42E+02,2025,1145,2318.625,1623.0375,1298.43,64.9215,0.2,0,12.8,0,12800,0
375,42,51,34,45,3645.6,3645.6,9656,9656,680,444121,1.21E+07,17245643,6.97E+04,9.96E+04,3.74E+05,14223374,0.444121,12.11361,17.245643,6.97E-01,9.96E-01,3.74E+00,1.42E+02,2020,1143,2308.86,1616.202,1292.9616,64.64808,0,0,0,0,0,0
380,42,51,34,45,3645.6,3645.6,9656,9372,685,4.47E+05,35581700,1.33E+07,6.97E+04,1.83E+05,1.64E+07,155009,0.4472313,35.5817,13.27326,6.97E-01,1.83E+00,1.64E+02,1.55E+00,2097,1144,2398.968,1679.2776,1343.42208,67.171104,0,12.8,0,84.3,0,84300
385,42,52,34,45,3645.6,3645.6,9656,9656,690,5.27E+05,3.79E+07,13435053,2.05E+05,1.83E+05,12630930,3.76E+06,0.5272107,37.8791,13.435053,2.05E+00,1.83E+00,1.26E+02,3.76E+01,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
390,42,51,34,45,3645.6,3645.6,9656,9372,695,523000,3.40E+07,12991702,1.99E+05,1.83E+05,1.21E+07,4.15E+06,0.523,34.00082,12.991702,1.99E+00,1.83E+00,1.21E+02,4.15E+01,2031,1146,2327.526,1629.2682,1303.41456,65.170728,0,0,0,0,0,0
395,42,50,34,45,3645.6,3567.2,9372,9372,700,521519,3.46E+07,13148256,1.93E+05,1.83E+05,8.31E+05,1.54E+07,0.521519,34.61826,13.148256,1.93E+00,1.83E+00,8.31E+00,1.54E+02,2023,1144,2314.312,1620.0184,1296.01472,64.800736,0,0,0,0,0,0
400,42,51,34,45,3645.6,3645.6,9656,9656,705,5.23E+05,38971494,1.39E+07,2.21E+05,1.83E+05,15527766,812661,0.5226407,38.971494,13.92222,2.21E+00,1.83E+00,1.55E+02,8.13E+00,2025,1144,2316.6,1621.62,1297.296,64.8648,0,0,0,0,0,0
405,42,50,34,45,3645.6,3645.6,9656,9656,710,5.73E+05,3.61E+07,13864388,2.21E+05,1.83E+05,7.65E+06,8.80E+06,0.5728093,36.06058,13.864388,2.21E+00,1.83E+00,7.65E+01,8.80E+01,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
410,42,51,34,45,3645.6,3645.6,9656,9372,715,5.25E+05,3.55E+07,1.33E+07,2.21E+05,1.83E+05,1.09E+07,5.50E+06,0.5254017,35.50538,13.27072,2.21E+00,1.83E+00,1.09E+02,5.50E+01,2026,1145,2319.77,1623.839,1299.0712,64.95356,0,15.8,0,95,0,95000
415,42,51,34,45,3645.6,3645.6,9656,9656,720,524962,40011415,1.48E+07,1.87E+05,1.83E+05,8.03E+06,8244386,0.524962,40.011415,14.80422,1.87E+00,1.83E+00,8.03E+01,8.24E+01,2022,1144,2313.168,1619.2176,1295.37408,64.768704,0,0,0,0,0,0
420,42,51,34,45,3645.6,3645.6,9372,9372,725,1.05E+06,1.64E+07,2.44E+07,149438,107313,8.03E+06,1.42E+07,1.048787,16.36247,24.36899,1.49E+00,1.07E+00,8.03E+01,1.42E+02,2030,1145,2324.35,1627.045,1301.636,65.0818,0,0,0,0,0,0
425,42,50,34,45,3645.6,3645.6,9656,9656,730,9.53E+04,24536669,8.74E+06,149438,9.18E+04,2.41E+04,16342564,0.09529533,24.536669,8.739786,1.49E+00,9.18E-01,2.41E-01,1.63E+02,2025,1144,2316.6,1621.62,1297.296,64.8648,0,0,0,0,0,0
430,42,51,34,45,3645.6,3645.6,9372,9656,735,5.29E+05,3.91E+07,14138133,326377,9.18E+04,16264250,1.70E+05,0.5288703,39.1076,14.138133,3.26E+00,9.18E-01,1.63E+02,1.70E+00,2076,1143,2372.868,1661.0076,1328.80608,66.440304,0,0,0,0,0,0
435,42,50,34,45,3645.6,3645.6,9656,9656,740,5.66E+05,3.68E+07,14263659,239927,9.18E+04,1.53E+07,8.61E+05,0.5656687,36.80941,14.263659,2.40E+00,9.18E-01,1.53E+02,8.61E+00,2031,1143,2321.433,1625.0031,1300.00248,65.000124,0,0,0,0,0,0
440,42,51,34,45,3567.2,3567.2,9656,9656,745,786099,27547940,20696930,239927,257860,2.31E+07,8.61E+05,0.786099,27.54794,20.69693,2.40E+00,2.58E+00,2.31E+02,8.61E+00,2029,1145,2323.205,1626.2435,1300.9948,65.04974,0,12.4,0,83,0,83000
