Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1350,41,46,33,44,3645.6,3645.6,9656,9656,1355,790184,9.11E+06,8060912,266900,94912,183092,134190,0.790184,9.112828,8.060912,2.67E+00,9.49E-01,1.83E+00,1.34E+00,1855,1143,2120.265,1484.1855,1187.3484,59.36742,0,0,0,0,0,0
1355,41,46,33,43,3645.6,3645.6,9372,9656,1360,3.86E+05,1.30E+07,4.48E+06,105639,94912,7.35E+04,4.43E+04,0.3859283,13.00604,4.480821,1.06E+00,9.49E-01,7.35E-01,4.43E-01,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,0,0,0,0,0
1360,42,46,33,43,3645.6,3645.6,9656,9656,1365,3.52E+05,5649595,5148540,105639,153957,1.10E+05,4.43E+04,0.3517425,5.649595,5.14854,1.06E+00,1.54E+00,1.10E+00,4.43E-01,1993,1142,2276.006,1593.2042,1274.56336,63.728168,0,0,0,0,0,0
1365,42,46,33,43,3645.6,3645.6,9656,9656,1370,5.75E+05,13181926,6505557,1.32E+05,153957,1.64E+05,1.33E+05,0.5745643,13.181926,6.505557,1.32E+00,1.54E+00,1.64E+00,1.33E+00,1893,1143,2163.699,1514.5893,1211.67144,60.583572,0,0,0,0,0,0
1370,41,47,33,43,3645.6,3645.6,9656,9656,1375,7.88E+05,14130276,1.00E+07,1.32E+05,4.30E+05,1.64E+05,1.13E+05,0.7882955,14.130276,10.02728,1.32E+00,4.30E+00,1.64E+00,1.13E+00,1859,1143,2124.837,1487.3859,1189.90872,59.495436,0,11,0,102.6,0,102600
1375,41,46,33,43,3645.6,3645.6,9656,9372,1380,7.92E+05,9.57E+06,8.45E+06,2.45E+05,4.30E+05,1.64E+05,1.15E+05,0.7920415,9.572556,8.452174,2.45E+00,4.30E+00,1.64E+00,1.15E+00,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,0,0,0,0,0
1380,42,46,33,43,3645.6,3645.6,9656,9656,1385,792274,9.06E+06,9317990,1.97E+05,4.30E+05,232078,1.15E+05,0.792274,9.056498,9.31799,1.97E+00,4.30E+00,2.32E+00,1.15E+00,1850,1142,2112.7,1478.89,1183.112,59.1556,0,0,0,0,0,0
1385,42,46,33,43,3645.6,3645.6,9656,9656,1390,788257,13799844,1.02E+07,238833,4.30E+05,232078,1.29E+05,0.788257,13.799844,10.21697,2.39E+00,4.30E+00,2.32E+00,1.29E+00,1859,1142,2122.978,1486.0846,1188.86768,59.443384,0,0,0,0,0,0
1390,41,47,33,43,3645.6,3645.6,9656,9656,1395,7.85E+05,9.63E+06,8498768,238833,219091,232078,1.03E+05,0.7846145,9.625792,8.498768,2.39E+00,2.19E+00,2.32E+00,1.03E+00,1857,1143,2122.551,1485.7857,1188.62856,59.431428,0,0,0,0,0,0
1395,41,46,33,43,3645.6,3645.6,9656,9656,1400,865436,9773550,9274912,243109,219091,232703,1.03E+05,0.865436,9.77355,9.274912,2.43E+00,2.19E+00,2.33E+00,1.03E+00,1861,1142,2125.262,1487.6834,1190.14672,59.507336,0,0,0,0,0,0
1400,41,46,33,43,3645.6,3567.2,9372,9372,1405,7.87E+05,1.46E+07,1.05E+07,242450,219091,1.91E+05,1.03E+05,0.7874035,14.58966,10.52618,2.42E+00,2.19E+00,1.91E+00,1.03E+00,1852,1142,2114.984,1480.4888,1184.39104,59.219552,0,10.8,0,104.1,0,104100
1405,42,46,33,43,3567.2,3645.6,9656,9656,1410,4.54E+05,3.56E+06,2630092,7.02E+04,219091,73175,1.03E+05,0.4539735,3.55984,2.630092,7.02E-01,2.19E+00,7.32E-01,1.03E+00,1858,1142,2121.836,1485.2852,1188.22816,59.411408,0,0,0,0,0,0
1410,41,47,33,43,3645.6,3645.6,9656,9656,1415,475643,8.01E+06,8018644,228531,219091,146285,1.03E+05,0.475643,8.008536,8.018644,2.29E+00,2.19E+00,1.46E+00,1.03E+00,1896,1141,2163.336,1514.3352,1211.46816,60.573408,0,0,0,0,0,0
1415,42,46,33,43,3645.6,3645.6,9372,9656,1420,790808,13922439,1.00E+07,2.65E+05,219091,1.84E+05,1.03E+05,0.790808,13.922439,10.01573,2.65E+00,2.19E+00,1.84E+00,1.03E+00,1854,1141,2115.414,1480.7898,1184.63184,59.231592,0,0,0,0,0,0
1420,41,46,33,43,3645.6,3645.6,9372,9656,1425,781796,9.85E+06,9024338,2.65E+05,191220,1.95E+05,1.03E+05,0.781796,9.847902,9.024338,2.65E+00,1.91E+00,1.95E+00,1.03E+00,1856,1141,2117.696,1482.3872,1185.90976,59.295488,0,0,0,0,0,0
1425,41,46,33,43,3645.6,3645.6,9656,9372,1430,8.77E+05,9491781,9.76E+06,2.65E+05,8.34E+04,2.43E+05,1.03E+05,0.8774295,9.491781,9.756752,2.65E+00,8.34E-01,2.43E+00,1.03E+00,1853,1142,2116.126,1481.2882,1185.03056,59.251528,0,0,0,0,0,0
1430,42,46,33,43,3645.6,3567.2,9656,9656,1435,785163,1.44E+07,10588254,2.65E+05,3.78E+05,2.14E+05,1.03E+05,0.785163,14.426,10.588254,2.65E+00,3.78E+00,2.14E+00,1.03E+00,1856,1142,2119.552,1483.6864,1186.94912,59.347456,0,11.4,0,105,0,105000
1435,42,46,33,43,3645.6,3645.6,9656,9656,1440,785879,9.97E+06,9170886,2.65E+05,190564,2.14E+05,1.25E+05,0.785879,9.968992,9.170886,2.65E+00,1.91E+00,2.14E+00,1.25E+00,1858,1142,2121.836,1485.2852,1188.22816,59.411408,0,0,0,0,0,0
1440,42,46,33,43,3645.6,3645.6,9656,9656,1445,7.89E+05,1.04E+07,9246278,2.65E+05,236292,1.90E+05,1.25E+05,0.7893905,10.37888,9.246278,2.65E+00,2.36E+00,1.90E+00,1.25E+00,1855,1142,2118.41,1482.887,1186.3096,59.31548,0,0,0,0,0,0
1445,41,47,33,43,3645.6,3645.6,9372,9656,1450,783714,1.37E+07,1.03E+07,238638,236292,1.90E+05,140648,0.783714,13.71204,10.27697,2.39E+00,2.36E+00,1.90E+00,1.41E+00,1856,1141,2117.696,1482.3872,1185.90976,59.295488,0,0,0,0,0,0
1450,41,47,33,43,3645.6,3645.6,9656,9656,1455,7.91E+05,9485887,9725451,238638,1.29E+05,1.90E+05,2.14E+05,0.7914535,9.485887,9.725451,2.39E+00,1.29E+00,1.90E+00,2.14E+00,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,0,0,0,0,0
1455,41,47,33,43,3645.6,3645.6,9656,9656,1460,2.40E+05,3.74E+06,1725189,3.03E+04,1.29E+05,35903,8.30E+03,0.2397633,3.744176,1.725189,3.03E-01,1.29E+00,3.59E-01,8.30E-02,1871,1141,2134.811,1494.3677,1195.49416,59.774708,0,0,0,0,0,0
1460,42,46,33,43,3645.6,3645.6,9656,9656,1465,860588,8672417,1.26E+07,1.37E+05,2.53E+05,1.27E+05,8.30E+03,0.860588,8.672417,12.60593,1.37E+00,2.53E+00,1.27E+00,8.30E-02,1882,1142,2149.244,1504.4708,1203.57664,60.178832,0,11.2,0,105.8,0,105800
1465,42,46,33,43,3567.2,3645.6,9656,9656,1470,794480,8941865,9109411,1.37E+05,1.01E+05,2.36E+05,8.30E+03,0.79448,8.941865,9.109411,1.37E+00,1.01E+00,2.36E+00,8.30E-02,1860,1144,2127.84,1489.488,1191.5904,59.57952,0,0,0,0,0,0
1470,41,47,33,43,3645.6,3645.6,9372,9656,1475,7.93E+05,1.00E+07,9123677,2.55E+05,1.01E+05,1.97E+05,8.30E+03,0.7930825,10.00178,9.123677,2.55E+00,1.01E+00,1.97E+00,8.30E-02,1856,1143,2121.408,1484.9856,1187.98848,59.399424,0,0,0,0,0,0
1475,41,46,33,43,3645.6,3567.2,9372,9656,1480,782219,13285789,1.06E+07,2.55E+05,3.28E+05,2.38E+05,8.30E+03,0.782219,13.285789,10.62849,2.55E+00,3.28E+00,2.38E+00,8.30E-02,1860,1142,2124.12,1486.884,1189.5072,59.47536,0,0,0,0,0,0
1480,42,46,33,43,3645.6,3645.6,9656,9656,1485,7.93E+05,8.96E+06,8.87E+06,2.15E+05,3.28E+05,2.38E+05,2.01E+05,0.7926155,8.95958,8.871766,2.15E+00,3.28E+00,2.38E+00,2.01E+00,1860,1142,2124.12,1486.884,1189.5072,59.47536,0,0,0,0,0,0
1485,42,46,33,43,3645.6,3645.6,9656,9656,1490,869504,1.04E+07,9465798,2.52E+05,3.28E+05,209334,2.01E+05,0.869504,10.39731,9.465798,2.52E+00,3.28E+00,2.09E+00,2.01E+00,1856,1142,2119.552,1483.6864,1186.94912,59.347456,0,0,0,0,0,0
1490,41,46,33,43,3645.6,3645.6,9656,9656,1495,788529,13873418,10930984,2.52E+05,314395,2.22E+05,2.01E+05,0.788529,13.873418,10.930984,2.52E+00,3.14E+00,2.22E+00,2.01E+00,1857,1143,2122.551,1485.7857,1188.62856,59.431428,0,10.8,0,106.4,0,106400
1495,41,46,33,43,3645.6,3645.6,9656,9656,1500,7.83E+05,9.84E+06,9008375,2.36E+05,314395,2.22E+05,113544,0.7829065,9.840462,9.008375,2.36E+00,3.14E+00,2.22E+00,1.14E+00,1862,1143,2128.266,1489.7862,1191.82896,59.591448,0,0,0,0,0,0
1500,42,47,33,43,3645.6,3645.6,9372,9372,1505,1.05E+06,6304188,10680105,1.64E+05,1.38E+05,1.23E+05,113544,1.046639,6.304188,10.680105,1.64E+00,1.38E+00,1.23E+00,1.14E+00,1858,1143,2123.694,1486.5858,1189.26864,59.463432,0,0,0,0,0,0
1505,41,47,33,43,3645.6,3567.2,9656,9372,1510,1.43E+05,5.24E+06,2.71E+06,68345,1.38E+05,2.28E+03,113544,0.1430465,5.235142,2.71011,6.83E-01,1.38E+00,2.28E-02,1.14E+00,1856,1143,2121.408,1484.9856,1187.98848,59.399424,0,0,0,0,0,0
1510,42,46,33,43,3645.6,3645.6,9656,9656,1515,5.24E+05,1.29E+07,5.91E+06,68345,138195,1.11E+05,1.14E+05,0.5243187,12.88133,5.905431,6.83E-01,1.38E+00,1.11E+00,1.14E+00,1966,1143,2247.138,1572.9966,1258.39728,62.919864,0,0,0,0,0,0
1515,41,46,33,43,3645.6,3645.6,9656,9656,1520,5.77E+05,13734714,6129978,1.72E+05,138195,1.36E+05,77205,0.5767827,13.734714,6.129978,1.72E+00,1.38E+00,1.36E+00,7.72E-01,1857,1143,2122.551,1485.7857,1188.62856,59.431428,0,0,0,0,0,0
1520,41,46,33,43,3645.6,3645.6,9656,9656,1525,7.91E+05,1.45E+07,10275305,487343,138195,1.36E+05,118201,0.7914325,14.46136,10.275305,4.87E+00,1.38E+00,1.36E+00,1.18E+00,1858,1143,2123.694,1486.5858,1189.26864,59.463432,0,9.8,0,105.9,0,105900
1525,42,46,33,43,3567.2,3645.6,9656,9656,1530,7.85E+05,9.36E+06,8364568,2.89E+05,138195,1.90E+05,118201,0.7850345,9.359088,8.364568,2.89E+00,1.38E+00,1.90E+00,1.18E+00,1860,1142,2124.12,1486.884,1189.5072,59.47536,0,0,0,0,0,0
1530,42,46,33,43,3645.6,3645.6,9656,9656,1535,787174,9489190,8.48E+06,2.89E+05,207025,1.90E+05,1.08E+05,0.787174,9.48919,8.48384,2.89E+00,2.07E+00,1.90E+00,1.08E+00,1856,1142,2119.552,1483.6864,1186.94912,59.347456,0,0,0,0,0,0
1535,41,47,33,43,3645.6,3645.6,9656,9656,1540,7.91E+05,13631360,9.79E+06,2.89E+05,4.03E+05,1.90E+05,108892,0.7912225,13.63136,9.78502,2.89E+00,4.03E+00,1.90E+00,1.09E+00,1851,1142,2113.842,1479.6894,1183.75152,59.187576,0,0,0,0,0,0
1540,41,46,33,43,3645.6,3645.6,9656,9656,1545,789906,9.10E+06,8025120,2.89E+05,2.15E+05,1.90E+05,118287,0.789906,9.098352,8.02512,2.89E+00,2.15E+00,1.90E+00,1.18E+00,1855,1142,2118.41,1482.887,1186.3096,59.31548,0,0,0,0,0,0
