scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
ule,325,0,98.27,219.5,43.85,60.27,45.2
ule,325,1,94.58,265.4,44.73,67.45,50.59
ule,325,2,74.66,331.1,40.48,74.38,55.78
ule,325,3,155.8,114.3,43.35,52.23,39.17
ule,330,0,99.56,223.4,43.73,61.12,45.84
ule,330,1,95.84,270.2,44.73,68.45,51.34
ule,330,2,75.84,336.5,40.73,75.51,56.63
ule,330,3,158.5,115.2,43.48,52.87,39.65
ule,335,0,100.7,227.7,43.73,62.02,46.51
ule,335,1,97,275.1,44.48,69.43,52.07
ule,335,2,77.32,341.1,40.98,76.57,57.43
ule,335,3,161.3,116.2,43.6,53.52,40.14
ule,340,0,102,231.5,43.98,62.91,47.18
ule,340,1,97.87,280.8,44.35,70.5,52.88
ule,340,2,78.83,345.6,40.98,77.57,58.18
ule,340,3,164.1,117.1,43.6,54.14,40.61
ule,345,0,103.3,235.3,43.98,63.76,47.82
ule,345,1,98.52,287.2,44.23,71.65,53.74
ule,345,2,80.65,349.4,41.23,78.55,58.91
ule,345,3,167,118.1,43.73,54.8,41.1
ule,350,0,104.7,238.6,44.23,64.59,48.44
ule,350,1,99.07,293.7,44.23,72.83,54.63
ule,350,2,82.39,353.4,40.85,79.44,59.58
ule,350,3,169.9,119,43.6,55.41,41.56
ule,355,0,106.4,241.4,44.35,65.35,49.01
ule,355,1,99.63,300.2,44.23,74.01,55.51
ule,355,2,83.83,358,40.85,80.44,60.33
ule,355,3,172.7,119.9,43.48,56.01,42.01
ule,360,0,108,244.1,44.35,66.09,49.56
ule,360,1,100.2,306.8,44.23,75.2,56.4
ule,360,2,85.27,362.6,40.85,81.45,61.09
ule,360,3,175.4,120.9,43.48,56.63,42.47
ule,365,0,109.7,246.9,44.35,66.83,50.12
ule,365,1,100.8,313.4,44.23,76.4,57.3
ule,365,2,86.71,367.2,40.98,82.48,61.86
ule,365,3,178.2,121.8,43.6,57.27,42.96
ule,370,0,111.5,249.5,44.48,67.56,50.67
ule,370,1,101.3,320.1,44.35,77.62,58.22
ule,370,2,88.01,372.2,40.73,83.49,62.62
ule,370,3,181,122.7,43.48,57.87,43.4
ule,375,0,113.3,251.9,44.73,68.33,51.24
ule,375,1,102.1,326.2,44.35,78.77,59.08
ule,375,2,89,378,40.48,84.58,63.43
ule,375,3,183.7,123.7,43.35,58.46,43.84
ule,380,0,115.1,254.4,44.73,69.05,51.79
ule,380,1,102.9,332.4,44.35,79.93,59.95
ule,380,2,89.96,383.9,40.48,85.72,64.29
ule,380,3,186.5,124.6,43.35,59.07,44.3
ule,385,0,117,256.8,44.85,69.77,52.33
ule,385,1,103.9,337.8,44.48,81.04,60.78
ule,385,2,90.61,390.6,40.23,86.9,65.17
ule,385,3,189.2,125.5,43.35,59.67,44.75
ule,390,0,118.8,259.5,44.6,70.48,52.86
ule,390,1,105.1,342.8,44.48,82.07,61.55
ule,390,2,91.27,397.2,40.48,88.16,66.12
ule,390,3,191.9,126.4,43.48,60.3,45.22
ule,395,0,120.5,262.3,44.6,71.22,53.42
ule,395,1,106.4,347.8,44.48,83.1,62.33
ule,395,2,92.02,403.8,40.48,89.38,67.03
ule,395,3,194.6,127.3,43.48,60.9,45.68
ule,400,0,121.9,265.6,44.48,72,54
ule,400,1,107.8,352,44.73,84.09,63.07
ule,400,2,92.77,410.2,40.48,90.57,67.93
ule,400,3,197.3,128.2,43.48,61.51,46.13
ule,405,0,123.1,269.4,44.48,72.82,54.62
ule,405,1,109.5,355.5,44.85,84.97,63.72
ule,405,2,93.74,415.9,40.6,91.71,68.78
ule,405,3,199.8,129.8,43.23,62.13,46.6
ule,410,0,124.2,273.2,44.6,73.66,55.25
ule,410,1,111.1,359,44.73,85.8,64.35
ule,410,2,94.92,420.9,40.73,92.75,69.57
ule,410,3,201.9,131.8,43.1,62.81,47.11
ule,415,0,125.5,276.6,44.35,74.41,55.81
ule,415,1,112.6,363,44.73,86.71,65.03
ule,415,2,96.37,425.1,40.98,93.75,70.31
ule,415,3,204,134.4,43.23,63.59,47.69
ule,420,0,126.5,280.6,44.23,75.22,56.42
ule,420,1,114,366.9,44.85,87.63,65.72
ule,420,2,98.15,428.6,41.23,94.66,71
ule,420,3,206,136.9,43.35,64.38,48.28
ule,425,0,127.5,284.8,44.1,76.06,57.04
ule,425,1,115.2,371.6,44.6,88.57,66.43
ule,425,2,100.3,431.3,41.6,95.53,71.65
ule,425,3,208.2,139.4,43.35,65.16,48.87
ule,430,0,128.5,288.9,44.35,76.95,57.71
ule,430,1,116.2,376.9,44.6,89.61,67.21
ule,430,2,102.6,433.5,41.35,96.24,72.18
ule,430,3,210.4,141.9,43.35,65.94,49.46
ule,435,0,129.5,293,44.35,77.81,58.36
ule,435,1,117.2,382.2,44.73,90.69,68.02
ule,435,2,104.9,435.9,41.35,97.03,72.77
ule,435,3,212.6,144.5,43.48,66.75,50.06
ule,440,0,130.8,296.6,44.48,78.64,58.98
ule,440,1,117.9,388.3,44.6,91.81,68.86
ule,440,2,107.2,438.4,41.35,97.81,73.36
ule,440,3,214.8,147,43.6,67.56,50.67
ule,445,0,132.2,300.1,44.35,79.45,59.58
ule,445,1,118.7,394.6,44.73,93,69.75
ule,445,2,109.2,441.5,41.23,98.67,74
ule,445,3,217.3,148.9,43.85,68.34,51.26
ule,450,0,133.4,304.5,44.23,80.34,60.25
ule,450,1,119.5,400.7,44.85,94.18,70.63
ule,450,2,111.4,444.9,41.48,99.63,74.72
ule,450,3,220.1,150.3,44.1,69.08,51.81
ule,455,0,134.4,309.2,44.35,81.32,60.99
ule,455,1,120.4,407.2,44.98,95.42,71.56
ule,455,2,113.6,448.3,41.73,100.6,75.46
ule,455,3,223.3,151.2,44.23,69.78,52.33
ule,460,0,135.4,314.1,44.35,82.3,61.73
ule,460,1,121.2,413.7,44.98,96.64,72.48
ule,460,2,115.9,451.6,41.85,101.6,76.18
ule,460,3,226.4,152.1,44.23,70.46,52.84
ule,465,0,136.5,318.7,44.6,83.3,62.48
ule,465,1,122.1,420.1,45.1,97.87,73.4
ule,465,2,118.1,455,41.73,102.5,76.86
ule,465,3,229.4,153.2,43.98,71.1,53.33
ule,470,0,137.8,322.9,44.6,84.21,63.16
ule,470,1,122.9,426.4,45.23,99.09,74.32
ule,470,2,120.4,458.3,41.98,103.4,77.58
ule,470,3,232.2,155.1,43.73,71.83,53.87
ule,475,0,139.1,327.1,44.48,85.11,63.83
ule,475,1,123.8,432.5,45.35,100.3,75.21
ule,475,2,122.7,461,42.23,104.3,78.24
ule,475,3,234.6,157.6,43.48,72.61,54.46
ule,480,0,140.1,331.9,44.35,86.06,64.55
ule,480,1,125,438,45.48,101.4,76.05
ule,480,2,125.4,462.9,42.6,105.1,78.86
ule,480,3,236.7,161.1,43.23,73.51,55.13
ule,485,0,141.4,336.2,44.6,87.04,65.28
ule,485,1,126.2,443.3,45.48,102.5,76.87
ule,485,2,128,464.6,42.48,105.9,79.39
ule,485,3,238.6,165.3,42.98,74.48,55.86
ule,490,0,142.9,339.8,44.85,87.94,65.95
ule,490,1,127.7,448,45.6,103.6,77.67
ule,490,2,130.5,466.9,42.1,106.6,79.93
ule,490,3,240.1,170.2,42.73,75.5,56.63
ule,495,0,144.8,342.8,45.1,88.78,66.58
ule,495,1,129.6,451.8,45.73,104.5,78.38
ule,495,2,132.5,469.8,41.6,107.3,80.49
ule,495,3,241.2,175.8,42.35,76.55,57.41
ule,500,0,146.9,345.2,45.48,89.59,67.19
ule,500,1,131.7,454.8,45.98,105.4,79.05
ule,500,2,134.1,473.4,41.35,108.1,81.11
ule,500,3,241.9,181.9,42.1,77.66,58.24
ule,505,0,149.3,347.1,45.6,90.33,67.75
ule,505,1,134.1,457.1,46.23,106.2,79.68
ule,505,2,135.5,477.6,41.23,109.1,81.79
ule,505,3,242.4,188.6,42.1,78.85,59.14
ule,510,0,151.7,349.1,45.73,91.08,68.31
ule,510,1,136.9,458.7,46.35,107,80.25
ule,510,2,136.6,482.5,41.1,110,82.52
ule,510,3,243,195.1,42.1,80.03,60.02
ule,515,0,154,351.4,45.73,91.85,68.89
ule,515,1,139.8,460.1,46.23,107.7,80.76
ule,515,2,137.6,487.7,41.23,111.1,83.31
ule,515,3,243.8,200.9,42.35,81.18,60.88
ule,520,0,156.2,353.8,45.73,92.62,69.47
ule,520,1,142.3,462,46.1,108.4,81.3
ule,520,2,138.6,492.9,41.23,112.1,84.09
ule,520,3,244.9,205.9,42.6,82.22,61.67
ule,525,0,158.2,356.6,45.48,93.38,70.04
ule,525,1,144.6,464.6,45.98,109.2,81.9
ule,525,2,139.9,497.5,41.6,113.2,84.88
ule,525,3,246.3,210.1,42.85,83.21,62.41
ule,530,0,160,359.7,45.35,94.18,70.63
ule,530,1,146.5,467.9,45.85,110.1,82.54
ule,530,2,141.4,501.7,41.73,114.1,85.6
ule,530,3,248,213.7,43.1,84.13,63.1
ule,535,0,161.7,362.8,45.23,94.96,71.22
ule,535,1,148.1,472.1,45.73,111,83.24
ule,535,2,142.9,505.9,41.73,115.1,86.31
ule,535,3,250,216.6,43.35,84.99,63.74
ule,540,0,163.2,366.3,44.85,95.73,71.8
ule,540,1,149.6,476.5,45.6,111.9,83.96
ule,540,2,144.4,510.3,41.73,116.1,87.05
ule,540,3,252.3,218.9,43.6,85.79,64.34
ule,545,0,164.7,369.9,44.85,96.57,72.43
ule,545,1,151,480.9,45.48,112.9,84.67
ule,545,2,145.9,514.8,41.73,117.1,87.8
ule,545,3,254.6,221,43.6,86.53,64.9
ule,550,0,166.2,373.5,44.85,97.41,73.06
ule,550,1,152.5,485.3,45.6,113.9,85.42
ule,550,2,147.4,519.2,41.6,118,88.52
ule,550,3,256.9,223.2,43.6,87.28,65.46
ule,555,0,167.9,376.5,45.1,98.25,73.69
ule,555,1,154.2,489.3,45.85,114.9,86.17
ule,555,2,148.7,524,41.35,119,89.26
ule,555,3,258.9,226.1,43.35,88.06,66.05
ule,560,0,170,378.9,45.35,99.05,74.29
ule,560,1,156.2,492.8,46.1,115.9,86.89
ule,560,2,149.7,529.6,41.1,120.1,90.05
ule,560,3,260.6,229.8,43.1,88.92,66.69
ule,565,0,172.4,380.9,45.6,99.82,74.87
ule,565,1,158.6,495.5,46.35,116.7,87.56
ule,565,2,150.4,535.9,40.85,121.2,90.89
ule,565,3,262,234.1,42.85,89.83,67.37
ule,570,0,175.1,382.6,45.73,100.6,75.42
ule,570,1,161.3,497.5,46.6,117.6,88.17
ule,570,2,150.9,542.5,40.85,122.4,91.79
ule,570,3,263.1,239.1,42.6,90.8,68.1
ule,575,0,177.8,384.3,45.85,101.3,75.99
ule,575,1,164.4,498.6,46.85,118.3,88.73
ule,575,2,151.4,549.1,40.98,123.6,92.69
ule,575,3,263.9,244.8,42.35,91.85,68.88
ule,580,0,180.7,385.6,46.1,102.1,76.55
ule,580,1,167.5,499.5,46.98,119,89.26
ule,580,2,151.9,555.6,40.85,124.7,93.55
ule,580,3,264.4,251.2,42.1,92.96,69.72
ule,585,0,183.7,386.8,46.1,102.8,77.07
ule,585,1,170.8,500.5,47.1,119.7,89.79
ule,585,2,152.4,562,40.85,125.9,94.42
ule,585,3,264.9,257.8,42.1,94.14,70.6
ule,590,0,186.7,388,46.1,103.5,77.6
ule,590,1,174,501.4,47.1,120.4,90.31
ule,590,2,152.9,568.6,40.98,127.1,95.31
ule,590,3,265.4,264.3,42.23,95.32,71.49
ule,595,0,189.7,389.2,46.1,104.2,78.12
ule,595,1,177.2,502.3,47.1,121.1,90.82
ule,595,2,153.4,575.1,40.98,128.2,96.19
ule,595,3,265.9,270.8,42.23,96.49,72.36
ule,600,0,192.7,390.4,46.1,104.9,78.65
ule,600,1,180.5,503.2,47.1,121.8,91.34
ule,600,2,153.9,581.6,40.98,129.4,97.06
ule,600,3,266.4,277.2,42.23,97.65,73.24
ule,605,0,195.8,391.6,46.1,105.6,79.18
ule,605,1,183.8,504.1,47.1,122.5,91.87
ule,605,2,154.5,588.1,40.98,130.6,97.94
ule,605,3,266.9,283.7,42.23,98.82,74.11
ule,610,0,198.7,393.1,45.85,106.3,79.7
ule,610,1,187.1,505,47.1,123.2,92.39
ule,610,2,155,594.6,40.98,131.8,98.82
ule,610,3,267.6,290,42.48,100,75
ule,615,0,201.4,394.7,45.85,107,80.25
ule,615,1,190.3,506,47.1,123.9,92.92
ule,615,2,155.5,601.3,40.98,133,99.73
ule,615,3,268.5,295.7,42.48,101.1,75.83
ule,620,0,203.9,396.9,45.6,107.7,80.8
ule,620,1,193.3,507.5,46.85,124.6,93.45
ule,620,2,156.3,607.6,41.35,134.2,100.7
ule,620,3,269.6,300.9,42.85,102.2,76.67
ule,625,0,206.1,399.6,45.6,108.6,81.42
ule,625,1,195.9,509.8,46.6,125.4,94.04
ule,625,2,157.4,613.2,41.35,135.3,101.5
ule,625,3,271,305.4,43.1,103.3,77.44
ule,630,0,208.2,402.6,45.35,109.4,82.02
ule,630,1,198.2,512.8,46.35,126.2,94.67
ule,630,2,158.7,618.5,41.6,136.5,102.4
ule,630,3,272.8,309.3,43.35,104.2,78.18
ule,635,0,209.9,406.1,45.1,110.2,82.64
ule,635,1,200.2,516.5,46.1,127.1,95.36
ule,635,2,160.3,623.1,41.85,137.5,103.2
ule,635,3,274.9,312.4,43.73,105.2,78.88
ule,640,0,211.3,410.3,44.85,111.1,83.3
ule,640,1,201.8,521.1,45.85,128.1,96.1
ule,640,2,162.2,627,42.1,138.6,103.9
ule,640,3,277.3,314.8,44.1,106,79.54
ule,645,0,212.4,415,44.6,112,84
ule,645,1,203,526.4,45.6,129.2,96.88
ule,645,2,164.5,630.2,42.35,139.5,104.6
ule,645,3,280.1,316.5,44.48,106.9,80.14
ule,650,0,213.2,420.2,44.48,113,84.73
ule,650,1,203.9,532.5,45.35,130.3,97.72
ule,650,2,167.1,632.6,42.73,140.4,105.3
ule,650,3,283.1,317.8,44.6,107.6,80.7
ule,655,0,214,425.7,44.23,114,85.48
ule,655,1,204.6,539.2,45.1,131.5,98.61
ule,655,2,170,634.3,43.1,141.2,105.9
ule,655,3,286.2,318.9,44.98,108.4,81.27
ule,660,0,214.6,431.2,44.23,115,86.25
ule,660,1,205.1,546.2,45.1,132.7,99.56
ule,660,2,173.1,635.7,43.23,142,106.5
ule,660,3,289.5,319.9,44.98,109.1,81.8
ule,665,0,215.3,436.6,43.98,116,86.98
ule,665,1,205.7,553.3,45.1,134,100.5
ule,665,2,176.4,636.9,43.6,142.8,107.1
ule,665,3,292.7,321.2,45.23,109.8,82.38
ule,670,0,215.9,442.5,43.98,117.1,87.8
ule,670,1,206.3,560.6,45.1,135.3,101.5
ule,670,2,179.9,637.7,43.73,143.6,107.7
ule,670,3,296,322.4,45.35,110.6,82.97
ule,675,0,216.5,448.6,44.1,118.2,88.65
ule,675,1,207,568.1,45.1,136.7,102.5
ule,675,2,183.5,638.5,43.85,144.3,108.2
ule,675,3,299.5,323.6,45.48,111.4,83.56
ule,680,0,217.1,455,44.1,119.4,89.52
ule,680,1,207.6,575.7,45.1,138.1,103.6
ule,680,2,187.3,639.2,43.98,145.1,108.8
ule,680,3,303.1,324.7,45.6,112.2,84.17
ule,685,0,217.7,461.5,44.23,120.6,90.42
ule,685,1,208.2,583.6,45.1,139.5,104.6
ule,685,2,191.3,639.9,44.23,145.9,109.4
ule,685,3,306.8,325.8,45.73,113,84.79
ule,690,0,218.3,468,44.35,121.8,91.34
ule,690,1,208.9,591.6,45.23,141,105.7
ule,690,2,195.3,640.5,44.35,146.7,110
ule,690,3,310.7,326.8,45.85,113.9,85.41
ule,695,0,219,474.8,44.48,123,92.29
ule,695,1,209.6,599.7,45.35,142.5,106.8
ule,695,2,199.5,641,44.48,147.5,110.6
ule,695,3,314.7,327.8,45.98,114.7,86.05
ule,700,0,219.6,481.9,44.48,124.3,93.26
ule,700,1,210.3,608,45.48,144,108
ule,700,2,203.8,641.6,44.6,148.3,111.2
