,,,,,,,,,,,,,,,,,,Real Temp Difference,,,
scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,,,CPU,,,
ule,3,690,1,173.1,239,39.1,75.21,56.41
ule,3,690,2,102,140.7,34.1,46.13,34.6
ule,3,690,3,11.64,16.59,35.1,10.55,7.916
ule,3,695,0,311.2,417.8,37.73,127.8,95.83
ule,3,695,1,174.4,240.9,38.6,75.64,56.73
ule,3,695,2,103.1,142.4,33.97,46.58,34.94
ule,3,695,3,11.64,16.59,35.1,10.56,7.917
ule,3,700,0,313.6,421,38.35,128.8,96.62
ule,3,700,1,175.6,242.7,38.6,76.16,57.12
ule,3,700,2,103.9,143.6,33.47,46.83,35.12
ule,3,700,3,11.64,16.6,35.1,10.56,7.918
ule,3,705,0,316.1,424.5,38.48,129.8,97.38
ule,3,705,1,177.3,245.2,39.1,76.93,57.7
ule,3,705,2,104.2,144,33.1,46.88,35.16
ule,3,705,3,11.64,16.61,35.1,10.56,7.919
ule,3,710,0,318.6,428,38.48,130.9,98.14
ule,3,710,1,179,247.6,39.1,77.6,58.2
ule,3,710,2,104.4,144.4,33.1,46.99,35.24
ule,3,710,3,11.64,16.61,35.1,10.56,7.92
ule,3,715,0,321.4,431.8,38.98,132,99.02
ule,3,715,1,180.4,249.7,38.6,78.12,58.59
ule,3,715,2,104.7,144.8,32.97,47.08,35.31
ule,3,715,3,11.64,16.62,35.1,10.56,7.921
ule,3,720,0,323.9,435.3,38.98,133,99.77
ule,3,720,1,182.4,252.5,39.1,79,59.25
ule,3,720,2,104.7,144.8,32.6,47.02,35.26
ule,3,720,3,11.64,16.63,35.1,10.56,7.922
ule,3,725,0,327,439.5,39.48,134.3,100.7
ule,3,725,1,183.8,254.5,38.6,79.5,59.62
ule,3,725,2,104.7,144.8,32.6,47.02,35.27
ule,3,725,3,11.65,16.65,35.1,10.57,7.924
ule,3,730,0,330.1,443.8,39.48,135.6,101.7
ule,3,730,1,185.3,256.6,38.6,80.07,60.05
ule,3,730,2,104.7,144.9,32.6,47.03,35.27
ule,3,730,3,11.65,16.66,35.1,10.57,7.926
ule,3,735,0,332.9,447.6,38.98,136.6,102.4
ule,3,735,1,187,259.1,39.1,80.86,60.65
ule,3,735,2,104.7,144.9,32.72,47.05,35.29
ule,3,735,3,11.65,16.67,35.1,10.57,7.927
ule,3,740,0,335.1,450.6,38.48,137.4,103
ule,3,740,1,189.3,262.3,39.6,81.88,61.41
ule,3,740,2,104.7,144.9,32.85,47.07,35.31
ule,3,740,3,11.65,16.68,35.1,10.57,7.929
ule,3,745,0,337.4,453.6,38.48,138.2,103.7
ule,3,745,1,191.6,265.5,39.6,82.8,62.1
ule,3,745,2,104.7,144.9,32.85,47.08,35.31
ule,3,745,3,11.65,16.69,35.1,10.57,7.93
ule,3,750,0,339.6,456.6,38.48,139.1,104.3
ule,3,750,1,194,268.8,39.6,83.74,62.8
ule,3,750,2,104.7,144.9,32.85,47.08,35.31
ule,3,750,3,11.65,16.71,35.1,10.58,7.932
ule,3,755,0,341.7,459.3,37.98,139.8,104.9
ule,3,755,1,196.5,272.4,40.1,84.85,63.63
ule,3,755,2,104.7,144.9,32.97,47.11,35.33
ule,3,755,3,11.65,16.72,35.1,10.58,7.933
ule,3,760,0,343.7,462.1,38.1,140.6,105.5
ule,3,760,1,199.1,276,40.1,85.87,64.4
ule,3,760,2,104.7,145,32.97,47.11,35.33
ule,3,760,3,11.65,16.73,35.1,10.58,7.935
ule,3,765,0,345.8,464.8,38.1,141.4,106.1
ule,3,765,1,201.6,279.6,40.1,86.89,65.17
ule,3,765,2,104.7,145,32.85,47.09,35.32
ule,3,765,3,11.65,16.74,35.1,10.58,7.936
ule,3,770,0,347.5,467.1,37.48,142,106.5
ule,3,770,1,204.2,283.2,40.1,87.92,65.94
ule,3,770,2,105,145.4,33.35,47.29,35.47
ule,3,770,3,11.65,16.75,35.1,10.58,7.938
ule,3,775,0,349.1,469.2,37.48,142.6,107
ule,3,775,1,207,287.1,40.1,89.03,66.77
ule,3,775,2,105.3,145.8,33.35,47.4,35.55
ule,3,775,3,11.65,16.76,35.1,10.59,7.939
ule,3,780,0,351.2,472,37.98,143.5,107.6
ule,3,780,1,209.2,290.2,39.6,89.83,67.37
ule,3,780,2,105.6,146.2,33.22,47.49,35.62
ule,3,780,3,11.65,16.77,35.1,10.59,7.941
ule,3,785,0,353.3,474.8,37.98,144.3,108.3
ule,3,785,1,211.4,293.3,39.6,90.73,68.04
ule,3,785,2,105.8,146.6,33.22,47.6,35.7
ule,3,785,3,11.65,16.79,35.1,10.59,7.942
ule,3,790,0,355.4,477.7,37.98,145.2,108.9
ule,3,790,1,213.5,296.3,39.6,91.58,68.69
ule,3,790,2,106.1,147,33.22,47.71,35.79
ule,3,790,3,11.65,16.8,35.1,10.59,7.944
ule,3,795,0,357.8,480.9,38.35,146.2,109.6
ule,3,795,1,215.5,299,39.1,92.27,69.2
ule,3,795,2,106.4,147.4,33.22,47.83,35.87
ule,3,795,3,11.65,16.81,35.1,10.59,7.945
ule,3,800,0,360.3,484.3,38.23,147.1,110.4
ule,3,800,1,217.2,301.5,39.1,92.97,69.73
ule,3,800,2,106.7,147.8,33.22,47.94,35.95
ule,3,800,3,11.65,16.82,35.1,10.6,7.947
ule,3,805,0,362.9,487.7,38.1,148.1,111.1
ule,3,805,1,219,303.9,39.35,93.71,70.28
ule,3,805,2,106.9,148.1,33.35,48.07,36.05
ule,3,805,3,11.65,16.83,35.1,10.6,7.948
ule,3,810,0,365.5,491.2,38.23,149.1,111.9
ule,3,810,1,220.9,306.6,39.85,94.56,70.92
ule,3,810,2,106.9,148.2,32.97,48.01,36.01
ule,3,810,3,11.66,16.84,35.1,10.6,7.95
ule,3,815,0,368.7,495.4,38.73,150.5,112.9
ule,3,815,1,222.3,308.5,39.35,95.03,71.27
ule,3,815,2,106.9,148.2,32.97,48.02,36.01
ule,3,815,3,11.66,16.86,35.1,10.6,7.952
ule,3,820,0,371.7,499.5,38.23,151.6,113.7
ule,3,820,1,223.8,310.5,39.85,95.7,71.77
ule,3,820,2,106.9,148.2,33.1,48.04,36.03
ule,3,820,3,11.66,16.87,35.1,10.6,7.953
ule,3,825,0,375.1,504.1,38.23,152.9,114.7
ule,3,825,1,224.9,312.1,39.85,96.14,72.1
ule,3,825,2,106.9,148.2,33.1,48.04,36.03
ule,3,825,3,11.66,16.88,35.1,10.61,7.955
ule,3,830,0,379,509.3,38.73,154.5,115.9
ule,3,830,1,225.6,313,39.35,96.31,72.23
ule,3,830,2,107,148.2,32.97,48.03,36.02
ule,3,830,3,11.66,16.89,35.1,10.61,7.956
ule,3,835,0,382.5,514.1,38.35,155.8,116.9
ule,3,835,1,226.5,314.3,39.85,96.78,72.59
ule,3,835,2,107,148.3,32.97,48.03,36.02
ule,3,835,3,11.66,16.9,35.1,10.61,7.958
ule,3,840,0,386.3,519.3,38.98,157.4,118.1
ule,3,840,1,227.2,315.2,39.6,97.01,72.76
ule,3,840,2,107,148.3,32.85,48.01,36.01
ule,3,840,3,11.66,16.92,35.1,10.61,7.959
ule,3,845,0,390.1,524.5,39.1,158.9,119.2
ule,3,845,1,227.9,316.2,39.35,97.23,72.93
ule,3,845,2,107,148.3,32.85,48.02,36.01
ule,3,845,3,11.66,16.93,35.1,10.61,7.961
ule,3,850,0,394,530,39.6,160.6,120.5
ule,3,850,1,228.4,316.9,38.85,97.35,73.01
ule,3,850,2,107,148.3,32.72,48,36
ule,3,850,3,11.66,16.94,35.1,10.62,7.963
ule,3,855,0,397.6,534.9,39.1,161.9,121.5
ule,3,855,1,229.3,318.1,39.48,97.81,73.36
ule,3,855,2,107,148.3,32.72,48,36
ule,3,855,3,11.66,16.95,35.1,10.62,7.964
ule,3,860,0,401.3,540,39.6,163.5,122.6
ule,3,860,1,230,319.2,39.23,98.08,73.56
ule,3,860,2,107,148.3,32.6,47.99,35.99
ule,3,860,3,11.66,16.96,35.1,10.62,7.966
ule,3,865,0,405,545.2,39.6,165,123.7
ule,3,865,1,230.8,320.3,39.23,98.38,73.79
ule,3,865,2,107,148.4,32.6,47.99,35.99
ule,3,865,3,11.66,16.98,35.1,10.62,7.967
ule,3,870,0,408.3,549.8,39.1,166.2,124.7
ule,3,870,1,232,321.9,39.85,98.96,74.22
ule,3,870,2,107,148.4,32.72,48.01,36.01
ule,3,870,3,11.66,16.99,35.1,10.63,7.969
ule,3,875,0,411.5,554.1,39.1,167.4,125.6
ule,3,875,1,233.4,323.9,39.98,99.55,74.66
ule,3,875,2,107,148.4,32.72,48.02,36.01
ule,3,875,3,11.66,17,35.1,10.63,7.97
ule,3,880,0,414.6,558.3,39.1,168.7,126.5
ule,3,880,1,234.9,325.8,39.98,100.1,75.09
ule,3,880,2,107,148.4,32.85,48.04,36.03
ule,3,880,3,11.66,17.01,35.1,10.63,7.972
ule,3,885,0,417.5,562.3,38.6,169.7,127.3
ule,3,885,1,236.6,328.1,40.6,100.9,75.66
ule,3,885,2,107,148.4,32.85,48.05,36.03
ule,3,885,3,11.66,17.02,35.1,10.63,7.974
ule,3,890,0,420.4,566.1,38.1,170.8,128.1
ule,3,890,1,238.3,330.4,41.1,101.6,76.23
ule,3,890,2,107,148.4,32.97,48.07,36.05
ule,3,890,3,11.67,17.04,35.1,10.63,7.975
ule,3,895,0,423.3,569.9,38.1,171.9,128.9
ule,3,895,1,240,332.8,41.1,102.3,76.73
ule,3,895,2,107,148.5,32.97,48.07,36.05
ule,3,895,3,11.67,17.05,35.1,10.64,7.977
ule,3,900,0,425.7,573,37.6,172.7,129.5
ule,3,900,1,242.2,335.7,41.48,103.2,77.43
ule,3,900,2,107,148.5,33.1,48.1,36.07
ule,3,900,3,11.67,17.06,35.1,10.64,7.978
ule,3,905,0,427.9,575.8,37.6,173.6,130.2
ule,3,905,1,244.7,339,41.48,104.2,78.15
ule,3,905,2,107,148.5,33.1,48.1,36.08
ule,3,905,3,11.67,17.07,35.1,10.64,7.98
ule,3,910,0,430,578.5,37.6,174.3,130.8
ule,3,910,1,247.3,342.4,41.35,105.2,78.88
ule,3,910,2,107,148.5,33.1,48.1,36.08
ule,3,910,3,11.67,17.08,35.1,10.64,7.981
ule,3,915,0,432.7,581.8,38.1,175.4,131.6
ule,3,915,1,249.3,345.1,40.98,105.9,79.42
ule,3,915,2,107,148.5,33.1,48.11,36.08
ule,3,915,3,11.67,17.1,35.1,10.64,7.983
ule,3,920,0,435,584.7,37.6,176.2,132.2
ule,3,920,1,251.7,348.2,41.23,106.9,80.14
ule,3,920,2,107,148.5,33.1,48.11,36.08
ule,3,920,3,11.67,17.11,35.1,10.65,7.984
ule,3,925,0,437.4,587.8,37.6,177.1,132.9
ule,3,925,1,253.9,351.1,41.1,107.7,80.77
ule,3,925,2,107,148.6,33.1,48.11,36.09
ule,3,925,3,11.67,17.12,35.1,10.65,7.986
ule,3,930,0,439.3,590.3,37.6,177.9,133.4
ule,3,930,1,256.6,354.7,41.23,108.8,81.57
ule,3,930,2,107,148.6,33.1,48.12,36.09
ule,3,930,3,11.67,17.13,35.1,10.65,7.987
ule,3,935,0,441.7,593.3,38.1,178.8,134.1
ule,3,935,1,258.9,357.8,40.6,109.6,82.17
ule,3,935,2,107,148.6,33.1,48.12,36.09
ule,3,935,3,11.67,17.14,35.1,10.65,7.988
ule,3,940,0,444.2,596.6,38.1,179.8,134.9
ule,3,940,1,261,360.5,40.48,110.3,82.75
ule,3,940,2,107,148.6,33.1,48.13,36.09
ule,3,940,3,11.67,17.14,35.1,10.65,7.989
ule,3,945,0,389.8,600.2,38.6,171.4,128.6
ule,3,945,1,262.8,362.9,39.98,110.9,83.21
ule,3,945,2,107,148.6,33.1,48.13,36.1
ule,3,945,3,11.67,17.15,35.1,10.65,7.99
ule,3,950,0,335.4,604.1,38.6,163,122.3
ule,3,950,1,264.4,365.1,39.98,111.6,83.68
ule,3,950,2,107.1,148.7,33.1,48.14,36.1
ule,3,950,3,11.67,17.15,35.1,10.65,7.991
ule,3,955,0,280.6,607.3,38.1,154.3,115.7
ule,3,955,1,266.5,367.9,40.23,112.4,84.34
ule,3,955,2,107.1,148.7,33.1,48.14,36.11
ule,3,955,3,11.67,17.16,35.1,10.65,7.991
ule,3,960,0,225.8,610.4,38.1,145.7,109.3
ule,3,960,1,268.7,370.8,40.35,113.3,84.98
ule,3,960,2,107.1,148.7,33.1,48.15,36.11
ule,3,960,3,11.67,17.16,35.1,10.66,7.992
ule,3,965,0,171,613.7,38.6,137.2,102.9
ule,3,965,1,270.7,373.6,40.1,114.1,85.56
ule,3,965,2,107.1,148.7,33.1,48.15,36.11
ule,3,965,3,11.67,17.16,35.1,10.66,7.992
tas,1,40,0,4.138,4.678,32.35,6.861,5.146
tas,1,40,1,5.167,7.581,34.48,7.87,5.903
tas,1,40,2,6.131,8.969,30.1,7.533,5.65
tas,1,40,3,0.02336,0.2,31.98,5.366,4.025
tas,1,45,0,5.001,5.67,32.73,7.233,5.424
tas,1,45,1,6.998,10.2,35.1,8.717,6.538
tas,1,45,2,7.906,11.58,30.73,8.369,6.277
tas,1,45,3,0.03064,0.2626,32.35,5.441,4.08
tas,1,50,0,5.694,6.525,32.98,7.532,5.649
tas,1,50,1,9.055,13.16,35.48,9.615,7.211
tas,1,50,2,9.665,14.18,30.98,9.137,6.853
tas,1,50,3,0.03779,0.3249,32.6,5.494,4.12
tas,1,55,0,6.265,7.195,33.23,7.781,5.836
tas,1,55,1,11.66,16.89,36.23,10.8,8.096
tas,1,55,2,11.03,16.22,30.73,9.663,7.247
tas,1,55,3,0.04489,0.3858,32.73,5.526,4.144
tas,1,60,0,6.938,8.008,33.35,8.049,6.037
tas,1,60,1,14.08,20.33,35.98,11.73,8.798
tas,1,60,2,12.41,18.34,30.98,10.29,7.715
tas,1,60,3,0.145,0.5833,33.23,5.659,4.244
tas,1,65,0,7.492,8.644,33.48,8.268,6.201
tas,1,65,1,16.51,23.76,36.23,12.75,9.563
tas,1,65,2,13.93,20.63,31.23,10.96,8.224
tas,1,65,3,0.2451,0.7801,33.48,5.75,4.313
tas,1,70,0,8.04,9.236,33.73,8.5,6.375
tas,1,70,1,19.51,27.97,36.98,14.08,10.56
tas,1,70,2,14.92,22.15,30.85,11.32,8.489
tas,1,70,3,0.3392,0.9319,33.48,5.791,4.343
tas,1,75,0,8.73,10.03,33.85,8.768,6.576
tas,1,75,1,21.98,31.41,36.73,15.02,11.26
tas,1,75,2,16.3,24.22,31.48,12,9
tas,1,75,3,0.4332,1.084,33.73,5.874,4.405
tas,1,80,0,9.305,10.64,34.1,9.008,6.756
tas,1,80,1,25.01,35.64,37.35,16.33,12.25
tas,1,80,2,17.28,25.69,31.23,12.36,9.273
tas,1,80,3,0.5271,1.235,33.85,5.935,4.452
tas,1,85,0,10.37,11.95,34.1,9.403,7.052
tas,1,85,1,27.48,39.11,37.23,17.3,12.98
tas,1,85,2,18.29,27.22,31.73,12.87,9.654
tas,1,85,3,0.621,1.387,33.98,5.997,4.498
tas,1,90,0,11.31,13.09,34.23,9.772,7.329
tas,1,90,1,30.08,42.75,37.35,18.36,13.77
tas,1,90,2,19.31,28.74,31.85,13.32,9.988
tas,1,90,3,0.7149,1.538,34.1,6.059,4.544
tas,1,95,0,12.71,14.89,34.23,10.3,7.727
tas,1,95,1,32.15,45.7,36.98,19.14,14.35
tas,1,95,2,20.39,30.36,32.35,13.85,10.39
tas,1,95,3,0.8089,1.691,34.23,6.121,4.591
tas,1,100,0,14,16.54,34.23,10.79,8.095
tas,1,100,1,33.86,48.15,37.1,19.85,14.89
tas,1,100,2,22.02,32.66,32.98,14.61,10.96
tas,1,100,3,0.81,1.708,33.98,6.082,4.562
tas,1,105,0,15.29,18.19,34.35,11.31,8.479
tas,1,105,1,35.57,50.59,37.23,20.57,15.42
tas,1,105,2,23.65,34.96,33.1,15.29,11.46
tas,1,105,3,0.8109,1.726,33.98,6.085,4.564
tas,1,110,0,16.59,19.84,34.48,11.82,8.863
tas,1,110,1,37.27,53.07,37.35,21.28,15.96
tas,1,110,2,25.28,37.27,33.23,15.96,11.97
tas,1,110,3,0.8119,1.742,34.1,6.109,4.582
tas,1,115,0,17.86,21.49,34.6,12.33,9.244
tas,1,115,1,38.98,55.55,37.48,22,16.5
tas,1,115,2,26.93,39.57,33.35,16.64,12.48
tas,1,115,3,0.8129,1.759,34.1,6.112,4.584
tas,1,120,0,19.14,23.14,34.6,12.81,9.61
tas,1,120,1,40.11,57.25,37.1,22.41,16.81
tas,1,120,2,29.14,42.64,33.85,17.6,13.2
tas,1,120,3,0.814,1.776,34.1,6.115,4.586
tas,1,125,0,19.93,24.09,34.73,13.12,9.844
tas,1,125,1,41.81,59.73,37.6,23.19,17.39
tas,1,125,2,31.3,45.73,33.6,18.44,13.83
tas,1,125,3,0.8151,1.794,34.1,6.118,4.589
tas,1,130,0,20.75,25.09,34.85,13.45,10.09
tas,1,130,1,43.47,62.16,37.6,23.87,17.9
tas,1,130,2,33.47,48.83,33.6,19.32,14.49
tas,1,130,3,0.8161,1.811,34.1,6.121,4.591
tas,1,135,0,21.11,25.42,35.1,13.6,10.2
tas,1,135,1,45.68,65.28,38.1,24.84,18.63
tas,1,135,2,35.57,51.84,33.35,20.13,15.09
tas,1,135,3,0.8171,1.828,34.1,6.124,4.593
tas,1,140,0,21.51,25.8,35.35,13.78,10.33
tas,1,140,1,48.41,69.12,38.6,26.02,19.52
tas,1,140,2,37.12,54.07,32.98,20.69,15.52
tas,1,140,3,0.8181,1.842,34.1,6.127,4.595
tas,1,145,0,21.92,26.21,35.48,13.93,10.45
tas,1,145,1,51.14,72.95,38.6,27.11,20.34
tas,1,145,2,38.66,56.27,32.98,21.32,15.99
tas,1,145,3,0.819,1.857,34.23,6.15,4.613
tas,1,150,0,22.33,26.62,35.6,14.09,10.57
tas,1,150,1,53.87,76.76,38.73,28.23,21.17
tas,1,150,2,40.2,58.47,33.1,21.96,16.47
tas,1,150,3,0.82,1.873,34.23,6.153,4.615
tas,1,155,0,22.64,26.94,35.6,14.2,10.65
tas,1,155,1,56.61,80.57,38.85,29.34,22
tas,1,155,2,41.85,60.82,33.23,22.65,16.99
tas,1,155,3,0.821,1.889,34.35,6.177,4.633
tas,1,160,0,22.95,27.27,35.73,14.32,10.74
tas,1,160,1,59.91,85.14,39.48,30.75,23.07
tas,1,160,2,42.96,62.39,32.85,23.03,17.27
tas,1,160,3,0.8219,1.903,34.48,6.2,4.65
tas,1,165,0,23.8,28.34,36.35,14.75,11.06
tas,1,165,1,62.66,88.92,39.1,31.78,23.83
tas,1,165,2,44.05,63.87,32.85,23.46,17.6
tas,1,165,3,0.823,1.919,34.48,6.203,4.652
tas,1,170,0,24.61,29.36,36.35,15.05,11.29
tas,1,170,1,64.87,91.97,38.73,32.59,24.45
tas,1,170,2,45.69,66.13,33.48,24.22,18.16
tas,1,170,3,0.824,1.935,34.6,6.226,4.67
tas,1,175,0,25.43,30.39,36.35,15.36,11.52
tas,1,175,1,66.54,94.23,38.35,33.19,24.89
tas,1,175,2,47.89,69.14,33.98,25.17,18.88
tas,1,175,3,0.8251,1.951,34.73,6.25,4.688
tas,1,180,0,26.21,31.35,36.35,15.65,11.74
tas,1,180,1,67.68,95.79,37.98,33.57,25.18
tas,1,180,2,50.64,72.91,34.48,26.34,19.75
tas,1,180,3,0.8262,1.968,34.85,6.274,4.706
tas,1,185,0,26.97,32.3,36.48,15.96,11.97
tas,1,185,1,68.84,97.43,38.1,34.06,25.55
tas,1,185,2,53.39,76.71,34.6,27.45,20.59
tas,1,185,3,0.8274,1.987,34.85,6.277,4.708
tas,1,190,0,27.73,33.25,36.48,16.24,12.18
tas,1,190,1,69.98,99.06,38.1,34.52,25.89
tas,1,190,2,56.14,80.5,34.6,28.54,21.41
tas,1,190,3,0.8286,2.005,34.98,6.301,4.726
tas,1,195,0,28.66,34.38,36.6,16.61,12.45
tas,1,195,1,71.13,100.7,38.1,34.99,26.24
tas,1,195,2,58.69,84.06,34.6,29.56,22.17
tas,1,195,3,0.8298,2.024,34.98,6.305,4.729
tas,1,200,0,29.59,35.5,36.6,16.95,12.71
tas,1,200,1,72.26,102.3,38.1,35.45,26.59
tas,1,200,2,61.24,87.62,34.73,30.6,22.95
tas,1,200,3,0.831,2.043,34.98,6.308,4.731
tas,1,205,0,30.07,36.02,36.1,17.03,12.77
tas,1,205,1,73.39,104,38.1,35.91,26.93
tas,1,205,2,64.26,91.84,35.23,31.89,23.92
tas,1,205,3,0.8322,2.062,35.1,6.332,4.749
tas,1,210,0,30.56,36.53,36.1,17.2,12.9
tas,1,210,1,75.1,106.4,38.6,36.69,27.51
tas,1,210,2,66.73,95.28,34.85,32.81,24.61
tas,1,210,3,0.8333,2.079,35.1,6.335,4.752
tas,1,215,0,31.07,37.15,36.1,17.39,13.04
tas,1,215,1,76.81,108.8,38.6,37.37,28.03
tas,1,215,2,69.18,98.72,34.85,33.79,25.34
tas,1,215,3,0.8345,2.097,35.1,6.339,4.754
tas,1,220,0,31.57,37.77,36.23,17.59,13.2
tas,1,220,1,79.09,112,39.1,38.37,28.78
tas,1,220,2,71.08,101.4,34.48,34.49,25.87
tas,1,220,3,0.8356,2.114,35.1,6.342,4.756
tas,1,225,0,32.09,38.4,36.23,17.79,13.34
tas,1,225,1,81.36,115.2,39.1,39.27,29.45
tas,1,225,2,72.99,104.1,34.48,35.26,26.44
tas,1,225,3,0.8366,2.13,35.1,6.344,4.758
tas,1,230,0,32.61,39.03,36.35,18,13.5
tas,1,230,1,83.65,118.3,39.1,40.17,30.13
tas,1,230,2,74.89,106.8,34.6,36.04,27.03
tas,1,230,3,0.8377,2.146,35.1,6.347,4.761
tas,1,235,0,32.93,39.38,36.35,18.11,13.58
tas,1,235,1,85.93,121.4,39.1,41.07,30.8
tas,1,235,2,77.02,109.7,34.6,36.88,27.66
tas,1,235,3,0.8388,2.163,35.1,6.35,4.763
tas,1,240,0,33.26,39.74,36.48,18.25,13.68
tas,1,240,1,88.23,124.5,39.23,41.99,31.49
tas,1,240,2,79.15,112.6,34.6,37.72,28.29
tas,1,240,3,0.8399,2.179,35.1,6.353,4.765
tas,1,245,0,33.53,39.99,36.48,18.33,13.75
tas,1,245,1,90.52,127.6,39.23,42.89,32.17
tas,1,245,2,81.35,115.6,34.6,38.59,28.94
tas,1,245,3,0.8409,2.195,35.23,6.377,4.783
tas,1,250,0,33.8,40.31,36.48,18.43,13.82
tas,1,250,1,92.24,129.9,38.73,43.48,32.61
tas,1,250,2,84.12,119.3,34.98,39.73,29.8
tas,1,250,3,0.8443,2.232,35.35,6.404,4.803
tas,1,255,0,34.04,40.53,36.48,18.51,13.88
tas,1,255,1,93.97,132.2,38.73,44.15,33.11
tas,1,255,2,86.91,123,34.98,40.81,30.61
tas,1,255,3,0.8478,2.269,35.48,6.432,4.824
tas,1,260,0,34.29,40.74,36.35,18.56,13.92
tas,1,260,1,95.11,133.7,38.23,44.51,33.38
tas,1,260,2,90.28,127.4,35.35,42.18,31.63
tas,1,260,3,0.8512,2.307,35.6,6.46,4.845
tas,1,265,0,34.52,40.94,36.48,18.66,13.99
tas,1,265,1,96.84,136,38.85,45.28,33.96
tas,1,265,2,93.08,131.1,34.98,43.2,32.4
tas,1,265,3,0.8547,2.345,35.6,6.467,4.85
tas,1,270,0,34.76,41.15,36.35,18.71,14.03
tas,1,270,1,98,137.5,38.35,45.64,34.23
tas,1,270,2,96.45,135.6,35.48,44.58,33.44
tas,1,270,3,0.8582,2.385,35.73,6.495,4.871
tas,1,275,0,34.99,41.33,36.48,18.8,14.1
tas,1,275,1,99.73,139.7,38.98,46.41,34.8
tas,1,275,2,99.26,139.3,35.1,45.61,34.21
tas,1,275,3,0.8617,2.422,35.73,6.502,4.876
tas,1,280,0,35.35,41.71,36.48,18.92,14.19
tas,1,280,1,100.9,141.3,38.35,46.76,35.07
tas,1,280,2,102.5,143.6,35.6,46.94,35.21
tas,1,280,3,0.8687,2.462,35.85,6.53,4.898
tas,1,285,0,35.7,42.06,36.6,19.06,14.29
tas,1,285,1,102.1,142.9,38.6,47.26,35.45
tas,1,285,2,105.7,147.9,35.73,48.22,36.16
tas,1,285,3,0.8758,2.501,35.85,6.538,4.903
tas,1,290,0,36.03,42.34,36.73,19.18,14.39
tas,1,290,1,103.2,144.5,38.85,47.77,35.82
tas,1,290,2,108.9,152.2,35.85,49.49,37.12
tas,1,290,3,0.8805,2.522,35.85,6.542,4.907
tas,1,295,0,36.37,42.62,36.85,19.31,14.48
tas,1,295,1,104.4,146.1,39.1,48.27,36.2
tas,1,295,2,112.1,156.5,35.98,50.76,38.07
tas,1,295,3,0.8851,2.541,35.85,6.546,4.91
tas,1,300,0,36.71,42.9,36.98,19.43,14.57
tas,1,300,1,105.6,147.7,39.35,48.77,36.58
tas,1,300,2,115.3,160.8,36.1,52.03,39.03
tas,1,300,3,0.8897,2.56,35.85,6.55,4.912
tas,1,305,0,37.04,43.18,36.98,19.53,14.65
tas,1,305,1,106.7,149.3,39.35,49.23,36.92
tas,1,305,2,118.5,165.1,36.1,53.29,39.96
tas,1,305,3,0.8942,2.577,35.85,6.554,4.915
tas,1,310,0,37.64,43.82,37.1,19.76,14.82
tas,1,310,1,108.2,151.3,39.98,49.91,37.43
tas,1,310,2,121.2,168.7,35.6,54.25,40.69
tas,1,310,3,0.8987,2.593,35.73,6.536,4.902
tas,1,315,0,38.68,45.07,37.1,20.14,15.11
tas,1,315,1,109.2,152.7,39.98,50.3,37.73
tas,1,315,2,123.8,172.4,35.73,55.32,41.49
tas,1,315,3,0.9033,2.611,35.73,6.54,4.905
tas,1,320,0,39.63,46.18,36.98,20.46,15.35
tas,1,320,1,110.1,154,40.23,50.72,38.04
tas,1,320,2,126.5,176.2,35.73,56.41,42.31
tas,1,320,3,0.9043,2.628,35.73,6.543,4.907
tas,1,325,0,40.72,47.47,36.98,20.86,15.65
tas,1,325,1,111.1,155.3,39.98,51.05,38.29
tas,1,325,2,128.8,179.3,35.35,57.24,42.93
tas,1,325,3,1.031,2.794,36.23,6.675,5.006
tas,1,330,0,41.82,48.77,36.85,21.24,15.93
tas,1,330,1,112,156.6,39.73,51.39,38.54
tas,1,330,2,131,182.4,35.35,58.13,43.6
tas,1,330,3,1.158,2.959,36.23,6.724,5.043
tas,1,335,0,42.91,50.06,36.85,21.64,16.23
tas,1,335,1,113,157.9,39.73,51.77,38.83
tas,1,335,2,133.2,185.6,35.35,59.03,44.27
tas,1,335,3,1.286,3.123,36.23,6.772,5.079
tas,1,340,0,44.01,51.36,36.85,22.04,16.53
tas,1,340,1,114,159.3,39.73,52.16,39.12
tas,1,340,2,135.4,188.8,35.35,59.92,44.94
tas,1,340,3,1.413,3.289,36.23,6.821,5.116
tas,1,345,0,45.1,52.65,36.85,22.43,16.83
tas,1,345,1,114.4,159.9,39.35,52.27,39.2
tas,1,345,2,138.1,192.8,35.85,61.11,45.83
tas,1,345,3,1.54,3.455,36.35,6.891,5.168
tas,1,350,0,45.93,53.59,36.85,22.73,17.05
tas,1,350,1,114.5,160.1,38.98,52.27,39.2
tas,1,350,2,141.3,197.4,36.35,62.51,46.88
tas,1,350,3,1.667,3.621,36.48,6.96,5.22
tas,1,355,0,46.32,53.92,36.85,22.85,17.14
tas,1,355,1,115.1,161,38.98,52.51,39.38
tas,1,355,2,144.5,202,36.23,63.8,47.85
tas,1,355,3,1.794,3.785,36.48,7.009,5.257
tas,1,360,0,46.96,54.62,36.98,23.09,17.32
tas,1,360,1,115.6,161.9,38.98,52.75,39.56
tas,1,360,2,147.5,206.3,36.23,65,48.75
tas,1,360,3,1.921,3.949,36.48,7.057,5.293
