scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,
tas,3,195,1,121.1,0.06027,39.6,26.8,20.1
tas,3,200,1,126.1,0.06117,39.6,27.62,20.72
tas,3,205,1,131.3,0.062,39.73,28.51,21.38
tas,3,210,1,136.1,0.06297,39.85,29.33,22
tas,3,215,1,139.9,0.06409,39.1,29.85,22.39
tas,3,220,1,144.7,0.0651,39.98,30.8,23.1
tas,3,225,1,148.6,0.06622,39.23,31.31,23.48
tas,3,230,1,153.4,0.06718,40.1,32.26,24.19
tas,3,235,1,157.4,0.06836,39.35,32.81,24.6
tas,3,240,1,161,0.0695,38.73,33.3,24.98
tas,3,40,2,3.033,0.0377,28.48,5.258,3.943
tas,3,45,2,5.095,0.05269,29.73,5.812,4.359
tas,3,50,2,7.003,0.06649,29.23,6.049,4.537
tas,3,55,2,9.876,0.08425,30.1,6.677,5.008
tas,3,60,2,12.75,0.1025,30.23,7.179,5.385
tas,3,65,2,15.62,0.1208,30.35,7.682,5.762
tas,3,70,2,18.5,0.1392,30.23,8.143,6.108
tas,3,75,2,20.4,0.1534,29.73,8.38,6.285
tas,3,80,2,22.65,0.169,30.48,8.882,6.661
tas,3,85,2,23.95,0.1806,29.85,8.998,6.748
tas,3,90,2,25.26,0.1919,29.98,9.238,6.929
tas,3,95,2,25.61,0.1991,29.35,9.193,6.895
tas,3,100,2,25.95,0.2055,29.73,9.314,6.985
tas,3,105,2,27.26,0.2157,30.6,9.68,7.26
tas,3,110,2,28.57,0.2262,30.73,9.921,7.441
tas,3,115,2,29.89,0.2368,30.73,10.14,7.606
tas,3,120,2,31.72,0.2497,30.85,10.47,7.853
tas,3,125,2,33.56,0.2628,30.98,10.8,8.1
tas,3,130,2,35.7,0.2773,31.73,11.28,8.462
tas,3,135,2,37.83,0.2919,31.85,11.66,8.747
tas,3,140,2,39.97,0.3065,31.98,12.04,9.031
tas,3,145,2,42.11,0.3211,32.1,12.42,9.316
tas,3,150,2,44.24,0.3356,32.23,12.8,9.6
tas,3,155,2,47.24,0.3536,33.1,13.45,10.09
tas,3,160,2,49.38,0.368,32.48,13.7,10.28
tas,3,165,2,51.51,0.3823,32.48,14.06,10.55
tas,3,170,2,53.35,0.3953,31.85,14.27,10.7
tas,3,175,2,55.18,0.4082,31.85,14.57,10.93
tas,3,180,2,57.72,0.4243,32.35,15.08,11.31
tas,3,185,2,59.28,0.4363,31.6,15.22,11.41
tas,3,190,2,61.52,0.4511,32.35,15.72,11.79
tas,3,195,2,62.89,0.4621,31.73,15.85,11.88
tas,3,200,2,64.26,0.473,31.85,16.1,12.07
tas,3,205,2,65.63,0.4838,31.98,16.35,12.26
tas,3,210,2,67,0.4944,32.1,16.6,12.45
tas,3,215,2,69.18,0.5085,32.85,17.09,12.82
tas,3,220,2,70.67,0.5197,32.23,17.23,12.93
tas,3,225,2,72.88,0.5339,32.98,17.73,13.3
tas,3,230,2,74.43,0.5453,32.35,17.89,13.42
tas,3,235,2,75.98,0.5565,32.6,18.19,13.64
tas,3,240,2,78.5,0.5719,33.23,18.72,14.04
tas,3,40,3,1.45,0.01535,30.73,5.365,4.024
tas,3,45,3,1.933,0.01896,30.98,5.488,4.116
tas,3,50,3,2.416,0.0225,31.1,5.59,4.192
tas,3,55,3,2.899,0.0261,31.35,5.713,4.284
tas,3,60,3,3.382,0.02969,31.48,5.815,4.361
tas,3,65,3,3.866,0.03325,31.6,5.916,4.437
tas,3,70,3,3.866,0.03452,31.1,5.834,4.375
tas,3,75,3,3.867,0.03572,31.1,5.834,4.375
tas,3,80,3,3.868,0.03709,31.35,5.876,4.407
tas,3,85,3,3.869,0.03838,31.48,5.897,4.423
tas,3,90,3,3.87,0.03984,31.6,5.918,4.439
tas,3,95,3,3.871,0.04159,31.6,5.919,4.439
tas,3,100,3,4.544,0.04661,32.35,6.157,4.618
tas,3,105,3,5.217,0.05175,32.6,6.311,4.734
tas,3,110,3,5.891,0.05675,32.73,6.445,4.834
tas,3,115,3,6.564,0.06161,32.85,6.579,4.934
tas,3,120,3,7.237,0.06637,32.98,6.713,5.035
tas,3,125,3,7.91,0.07101,32.98,6.826,5.12
tas,3,130,3,8.584,0.07552,33.1,6.96,5.22
tas,3,135,3,9.257,0.07967,33.23,7.094,5.32
tas,3,140,3,10,0.08413,33.48,7.26,5.445
tas,3,145,3,10.74,0.08849,33.6,7.405,5.554
tas,3,150,3,11.49,0.09287,33.73,7.551,5.663
tas,3,155,3,12.23,0.0974,33.85,7.697,5.772
tas,3,160,3,12.98,0.1019,33.85,7.821,5.866
tas,3,165,3,13.72,0.1063,33.98,7.967,5.975
tas,3,170,3,14.46,0.1108,33.98,8.091,6.069
tas,3,175,3,15.21,0.1154,33.98,8.216,6.162
tas,3,180,3,15.21,0.1166,33.35,8.112,6.084
tas,3,185,3,15.21,0.1178,33.23,8.092,6.069
tas,3,190,3,15.21,0.1192,33.35,8.113,6.085
tas,3,195,3,15.21,0.1205,33.35,8.113,6.085
tas,3,200,3,15.21,0.122,33.35,8.114,6.085
tas,3,205,3,15.21,0.1236,33.35,8.114,6.086
tas,3,210,3,15.21,0.1253,33.35,8.115,6.086
tas,3,215,3,15.21,0.127,33.48,8.136,6.102
tas,3,220,3,15.21,0.1287,33.48,8.136,6.102
tas,3,225,3,15.21,0.1303,33.6,8.157,6.118
tas,3,230,3,15.22,0.1319,33.6,8.158,6.118
tas,3,235,3,15.5,0.1349,34.48,8.351,6.263
tas,3,240,3,15.78,0.1379,34.6,8.419,6.314
ule,1,40,0,6.597,0.0388,30.73,6.227,4.67
ule,1,45,0,8.181,0.04982,31.1,6.555,4.916
ule,1,50,0,10.69,0.05978,31.98,7.121,5.341
ule,1,55,0,13.11,0.06973,32.23,7.567,5.675
ule,1,60,0,15.63,0.07801,32.6,8.052,6.039
ule,1,65,0,18.53,0.08602,32.85,8.577,6.433
ule,1,70,0,22.17,0.0938,33.23,9.249,6.936
ule,1,75,0,25.78,0.09719,33.6,9.913,7.435
ule,1,80,0,29.43,0.1005,33.73,10.54,7.907
ule,1,85,0,32.92,0.1097,33.73,11.13,8.344
ule,1,90,0,35.48,0.1234,33.1,11.45,8.587
ule,1,95,0,37.75,0.137,33.23,11.85,8.889
ule,1,100,0,39.95,0.1507,33.35,12.24,9.182
ule,1,105,0,41.79,0.1644,33.48,12.57,9.429
ule,1,110,0,43.07,0.1783,33.35,12.77,9.574
ule,1,115,0,44.77,0.1976,33.35,13.05,9.789
ule,1,120,0,46.43,0.2212,33.35,13.33,10
ule,1,125,0,48.06,0.2392,33.6,13.65,10.24
ule,1,130,0,50.17,0.2528,33.85,14.05,10.53
ule,1,135,0,52.79,0.2663,33.98,14.51,10.88
ule,1,140,0,55.19,0.28,33.98,14.91,11.18
ule,1,145,0,57.81,0.2969,33.85,15.33,11.49
ule,1,150,0,60.06,0.3139,33.98,15.73,11.79
ule,1,155,0,61.91,0.3258,34.23,16.08,12.06
ule,1,160,0,64.7,0.3331,35.1,16.69,12.52
ule,1,165,0,67.66,0.3401,35.23,17.2,12.9
ule,1,170,0,70.25,0.3472,35.35,17.66,13.24
ule,1,175,0,72.55,0.3577,35.23,18.02,13.52
ule,1,180,0,74.44,0.3682,35.35,18.36,13.77
ule,1,185,0,76.58,0.3753,35.6,18.76,14.07
ule,1,190,0,78.93,0.3856,35.48,19.13,14.35
ule,1,195,0,81.26,0.3956,35.48,19.52,14.64
ule,1,200,0,82.95,0.4058,34.85,19.7,14.78
ule,1,205,0,84.51,0.416,34.85,19.96,14.97
ule,1,210,0,86.91,0.426,35.6,20.49,15.37
ule,1,215,0,89.19,0.4328,35.73,20.89,15.67
ule,1,220,0,91.52,0.4396,35.73,21.28,15.96
ule,1,225,0,94.32,0.4462,36.48,21.87,16.41
ule,1,230,0,97.85,0.4493,37.35,22.61,16.96
ule,1,235,0,101.6,0.4524,37.48,23.25,17.44
ule,1,240,0,105.9,0.4552,38.23,24.1,18.07
ule,1,40,1,17.37,0.007511,35.23,8.768,6.576
ule,1,45,1,22.4,0.009318,36.23,9.773,7.33
ule,1,50,1,26.48,0.01121,35.73,10.37,7.777
ule,1,55,1,30.66,0.01305,35.98,11.11,8.33
ule,1,60,1,35.07,0.0149,36.98,12.01,9.008
ule,1,65,1,39.11,0.01701,37.23,12.72,9.543
ule,1,70,1,42.36,0.01931,36.85,13.2,9.904
ule,1,75,1,46.58,0.02107,37.85,14.08,10.56
ule,1,80,1,50.77,0.0228,37.98,14.79,11.1
ule,1,85,1,54.18,0.02456,37.23,15.24,11.43
ule,1,90,1,57.59,0.0261,37.35,15.83,11.87
ule,1,95,1,61.29,0.02754,37.48,16.46,12.35
ule,1,100,1,65.06,0.02896,37.6,17.12,12.84
ule,1,105,1,69.21,0.03008,37.85,17.85,13.39
ule,1,110,1,73.95,0.03101,38.73,18.78,14.09
ule,1,115,1,77.87,0.03309,37.98,19.31,14.48
ule,1,120,1,80.85,0.03528,37.35,19.71,14.78
ule,1,125,1,84.81,0.03741,38.35,20.53,15.4
ule,1,130,1,89.24,0.03964,39.23,21.42,16.06
ule,1,135,1,93.13,0.04204,39.35,22.09,16.57
ule,1,140,1,97.26,0.04437,39.48,22.8,17.1
ule,1,145,1,100.4,0.04696,38.73,23.2,17.4
ule,1,150,1,104,0.04945,38.73,23.79,17.84
ule,1,155,1,108.3,0.0508,39.6,24.66,18.5
ule,1,160,1,112.7,0.0524,39.6,25.39,19.04
ule,1,165,1,116.8,0.05403,39.6,26.08,19.56
ule,1,170,1,121.4,0.0555,39.6,26.84,20.13
ule,1,175,1,125.5,0.05705,38.98,27.42,20.57
ule,1,180,1,130,0.05845,39.1,28.2,21.15
ule,1,185,1,135,0.05974,39.98,29.18,21.88
ule,1,190,1,139.1,0.06134,39.35,29.75,22.31
ule,1,195,1,143.2,0.0629,39.48,30.46,22.84
ule,1,200,1,147.9,0.06418,40.35,31.39,23.54
ule,1,205,1,152.8,0.06541,40.48,32.23,24.17
ule,1,210,1,156.8,0.06693,39.85,32.79,24.59
ule,1,215,1,161.7,0.06823,40.6,33.73,25.3
ule,1,220,1,166.5,0.06956,40.6,34.53,25.9
ule,1,225,1,170.9,0.07109,39.85,35.13,26.35
ule,1,230,1,175.2,0.0726,39.85,35.85,26.89
ule,1,235,1,179.3,0.07419,39.85,36.53,27.4
ule,1,240,1,182.7,0.07604,39.1,36.99,27.74
ule,1,40,2,3.643,0.03588,27.6,5.213,3.91
ule,1,45,2,4.931,0.04655,28.1,5.513,4.135
ule,1,50,2,6.219,0.05669,28.35,5.771,4.328
ule,1,55,2,7.506,0.06691,28.73,6.05,4.537
ule,1,60,2,8.441,0.07557,28.23,6.124,4.593
ule,1,65,2,9.375,0.08404,28.35,6.301,4.726
ule,1,70,2,10.31,0.09262,28.85,6.543,4.907
ule,1,75,2,10.32,0.09703,28.23,6.44,4.83
ule,1,80,2,10.33,0.1014,28.48,6.484,4.863
ule,1,85,2,10.34,0.1056,28.85,6.548,4.911
ule,1,90,2,11.31,0.1139,29.85,6.879,5.159
ule,1,95,2,12.29,0.1224,29.98,7.064,5.298
ule,1,100,2,13.26,0.131,30.1,7.249,5.437
ule,1,105,2,14.24,0.1398,30.23,7.434,5.575
ule,1,110,2,15.21,0.1486,29.98,7.555,5.666
ule,1,115,2,16.18,0.16,30.35,7.782,5.836
ule,1,120,2,18.12,0.1756,31.1,8.233,6.175
ule,1,125,2,20.06,0.1918,30.98,8.538,6.404
ule,1,130,2,21.03,0.204,30.23,8.577,6.433
ule,1,135,2,22.01,0.2161,30.35,8.762,6.572
ule,1,140,2,22.98,0.2283,30.48,8.947,6.71
ule,1,145,2,24.69,0.2436,31.35,9.38,7.035
ule,1,150,2,26.39,0.259,31.48,9.688,7.266
ule,1,155,2,28.1,0.272,31.35,9.953,7.465
ule,1,160,2,28.83,0.2808,30.6,9.952,7.464
ule,1,165,2,29.57,0.2895,30.6,10.08,7.557
ule,1,170,2,30.31,0.298,30.73,10.22,7.666
ule,1,175,2,31.77,0.3098,31.48,10.59,7.945
ule,1,180,2,33.24,0.3215,31.48,10.84,8.13
ule,1,185,2,33.98,0.3299,30.73,10.84,8.129
ule,1,190,2,35.44,0.3415,31.48,11.21,8.407
ule,1,195,2,36.91,0.3529,31.48,11.46,8.592
ule,1,200,2,38.37,0.3642,31.6,11.72,8.792
ule,1,205,2,39.84,0.3753,31.73,11.99,8.992
ule,1,210,2,41.3,0.3864,31.73,12.24,9.177
ule,1,215,2,42.04,0.3941,31.1,12.26,9.192
ule,1,220,2,42.77,0.4017,31.23,12.4,9.3
ule,1,225,2,43.51,0.4092,31.23,12.52,9.393
ule,1,230,2,43.51,0.4135,30.48,12.4,9.3
ule,1,235,2,43.52,0.4178,30.6,12.42,9.317
ule,1,240,2,43.52,0.4221,30.6,12.42,9.318
ule,1,40,3,0.004001,0.009018,29.85,4.977,3.733
ule,1,45,3,0.005098,0.01092,29.98,4.999,3.749
ule,1,50,3,0.006184,0.01285,30.1,5.02,3.765
ule,1,55,3,0.007275,0.0148,30.35,5.062,3.797
ule,1,60,3,0.008354,0.01673,30.48,5.083,3.813
ule,1,65,3,0.009419,0.01857,30.6,5.105,3.828
ule,1,70,3,0.01045,0.02035,30.73,5.126,3.844
ule,1,75,3,0.01106,0.02188,30.73,5.126,3.845
ule,1,80,3,0.01168,0.02334,30.85,5.148,3.861
ule,1,85,3,0.9445,0.0303,31.73,5.45,4.087
ule,1,90,3,1.877,0.03715,32.1,5.669,4.252
ule,1,95,3,2.81,0.04407,32.23,5.847,4.385
ule,1,100,3,3.743,0.05085,32.35,6.024,4.518
ule,1,105,3,4.676,0.05754,32.48,6.201,4.651
ule,1,110,3,5.609,0.06414,32.6,6.379,4.784
ule,1,115,3,6.925,0.07317,33.35,6.725,5.043
ule,1,120,3,8.24,0.08213,33.6,6.987,5.24
ule,1,125,3,8.624,0.08572,32.98,6.947,5.211
ule,1,130,3,9.008,0.0893,32.85,6.991,5.243
ule,1,135,3,9.391,0.09261,32.85,7.056,5.292
ule,1,140,3,9.775,0.09591,32.85,7.12,5.34
ule,1,145,3,10.16,0.09928,32.98,7.205,5.404
ule,1,150,3,10.54,0.1026,33.1,7.291,5.468
ule,1,155,3,10.54,0.1035,32.6,7.208,5.406
ule,1,160,3,10.54,0.1044,32.6,7.208,5.406
ule,1,165,3,10.54,0.105,32.73,7.229,5.422
ule,1,170,3,10.54,0.1056,32.85,7.25,5.437
ule,1,175,3,10.54,0.1062,32.98,7.271,5.453
ule,1,180,3,10.54,0.1069,33.1,7.292,5.469
ule,1,185,3,10.54,0.1075,33.1,7.292,5.469
ule,1,190,3,10.55,0.1083,33.1,7.292,5.469
ule,1,195,3,10.55,0.1091,33.1,7.293,5.469
ule,1,200,3,10.55,0.1101,33.1,7.293,5.47
ule,1,205,3,10.55,0.1112,33.1,7.293,5.47
ule,1,210,3,10.55,0.1125,33.1,7.293,5.47
ule,1,215,3,10.55,0.1137,33.1,7.294,5.47
ule,1,220,3,10.55,0.1152,33.1,7.294,5.471
ule,1,225,3,10.55,0.1167,33.1,7.294,5.471
ule,1,230,3,10.55,0.1183,33.1,7.295,5.471
ule,1,235,3,10.55,0.1198,33.1,7.295,5.471
ule,1,240,3,10.55,0.1214,33.1,7.296,5.472
ule,2,40,0,15.2,0.01979,35.98,8.532,6.399
ule,2,45,0,19.69,0.02759,35.98,9.283,6.962
ule,2,50,0,23.84,0.03442,36.1,9.995,7.496
ule,2,55,0,27.77,0.0413,36.23,10.67,8.005
ule,2,60,0,31.11,0.04833,36.23,11.23,8.423
ule,2,65,0,34.06,0.05548,36.23,11.72,8.793
ule,2,70,0,37.16,0.0626,36.23,12.24,9.182
ule,2,75,0,39.9,0.06975,35.73,12.62,9.461
ule,2,80,0,42.4,0.07695,35.23,12.95,9.713
ule,2,85,0,44.9,0.08031,35.35,13.39,10.04
ule,2,90,0,48.02,0.08343,35.48,13.93,10.45
ule,2,95,0,51.2,0.08649,35.6,14.48,10.86
ule,2,100,0,55.21,0.08925,36.35,15.28,11.46
ule,2,105,0,60.03,0.09169,37.1,16.2,12.15
ule,2,110,0,65.4,0.09389,37.85,17.22,12.92
ule,2,115,0,70.35,0.09622,37.85,18.05,13.54
ule,2,120,0,74.98,0.09867,37.85,18.82,14.12
ule,2,125,0,79.69,0.1011,37.98,19.63,14.72
ule,2,130,0,84.03,0.1037,37.98,20.35,15.26
ule,2,135,0,88.69,0.1061,37.98,21.13,15.85
ule,2,140,0,93.35,0.1087,37.98,21.91,16.43
ule,2,145,0,97.2,0.121,37.35,22.45,16.83
ule,2,150,0,100.2,0.1339,36.73,22.84,17.13
ule,2,155,0,103.1,0.1468,36.73,23.32,17.49
ule,2,160,0,106.5,0.1596,37.35,24.01,18
ule,2,165,0,109.9,0.1726,37.35,24.58,18.43
ule,2,170,0,114,0.1854,38.1,25.39,19.04
ule,2,175,0,117.6,0.1986,38.1,25.99,19.49
ule,2,180,0,120.6,0.212,37.48,26.38,19.78
ule,2,185,0,123.9,0.2158,37.48,26.92,20.19
ule,2,190,0,127.9,0.2191,37.48,27.6,20.7
ule,2,195,0,131.9,0.2224,37.48,28.26,21.2
ule,2,200,0,135.7,0.2259,36.85,28.79,21.59
ule,2,205,0,140.2,0.2288,36.85,29.54,22.15
ule,2,210,0,144.5,0.2317,36.1,30.14,22.6
ule,2,215,0,148.8,0.2345,36.1,30.86,23.15
ule,2,220,0,152.9,0.2418,35.98,31.52,23.64
ule,2,225,0,156.5,0.2492,35.98,32.12,24.09
ule,2,230,0,160.2,0.2565,36.73,32.86,24.65
ule,2,235,0,164.8,0.2635,37.48,33.76,25.32
ule,2,240,0,168.8,0.2707,37.48,34.43,25.82
ule,2,40,1,12.14,0.01086,38.85,8.5,6.375
ule,2,45,1,14.61,0.0137,38.98,8.933,6.699
ule,2,50,1,17.44,0.01616,39.1,9.425,7.069
ule,2,55,1,20.48,0.01849,39.1,9.933,7.45
ule,2,60,1,24.14,0.02059,39.23,10.56,7.924
ule,2,65,1,28.2,0.02254,39.35,11.26,8.447
ule,2,70,1,32.11,0.02448,39.48,11.93,8.951
ule,2,75,1,36.4,0.02627,40.35,12.8,9.597
ule,2,80,1,40.92,0.02793,41.1,13.67,10.26
ule,2,85,1,46.29,0.02929,41.98,14.72,11.04
ule,2,90,1,51.03,0.03089,41.98,15.51,11.63
ule,2,95,1,55.7,0.03254,42.1,16.31,12.23
ule,2,100,1,59.51,0.03445,41.35,16.81,12.61
ule,2,105,1,62.48,0.03663,40.6,17.19,12.89
ule,2,110,1,64.9,0.03899,39.85,17.46,13.1
ule,2,115,1,67.73,0.04109,39.85,17.94,13.45
ule,2,120,1,70.91,0.04308,39.85,18.47,13.85
ule,2,125,1,73.99,0.04508,39.85,18.98,14.24
ule,2,130,1,77.46,0.04693,39.85,19.56,14.67
ule,2,135,1,80.6,0.04889,39.85,20.08,15.06
ule,2,140,1,83.74,0.05083,39.85,20.61,15.46
ule,2,145,1,87,0.05429,40.6,21.27,15.96
ule,2,150,1,91.16,0.05757,41.35,22.1,16.57
ule,2,155,1,95.4,0.06086,41.35,22.8,17.1
ule,2,160,1,99.06,0.06438,40.6,23.29,17.47
ule,2,165,1,102.8,0.06795,40.6,23.91,17.93
ule,2,170,1,105.8,0.07177,39.98,24.3,18.23
ule,2,175,1,109.3,0.07545,39.98,24.89,18.66
ule,2,180,1,113.5,0.07897,40.73,25.71,19.28
ule,2,185,1,118,0.08081,40.73,26.47,19.85
ule,2,190,1,121.8,0.0828,40.73,27.1,20.33
ule,2,195,1,125.7,0.08473,40.73,27.74,20.81
ule,2,200,1,129.7,0.08678,41.48,28.54,21.41
ule,2,205,1,133,0.08913,41.48,29.09,21.82
ule,2,210,1,136.5,0.09138,42.1,29.78,22.33
ule,2,215,1,140,0.09361,42.1,30.36,22.77
ule,2,220,1,142.7,0.09582,41.35,30.7,23.02
ule,2,225,1,146,0.09785,41.35,31.25,23.43
ule,2,230,1,149.2,0.1001,40.73,31.67,23.75
ule,2,235,1,151.4,0.1026,40.1,31.93,23.95
ule,2,240,1,154.2,0.1047,40.1,32.4,24.3
ule,2,40,2,0.01646,0.02048,29.98,5.002,3.751
ule,2,45,2,0.8651,0.0294,30.85,5.291,3.968
ule,2,50,2,1.713,0.03767,30.85,5.434,4.075
ule,2,55,2,2.562,0.04587,30.85,5.576,4.182
ule,2,60,2,3.41,0.05411,30.85,5.719,4.289
ule,2,65,2,4.258,0.06239,30.85,5.862,4.396
ule,2,70,2,5.107,0.07068,30.85,6.005,4.503
ule,2,75,2,5.955,0.07881,30.98,6.168,4.626
ule,2,80,2,6.803,0.08691,31.1,6.332,4.749
ule,2,85,2,6.807,0.09133,30.48,6.229,4.672
ule,2,90,2,6.811,0.09571,30.6,6.251,4.688
ule,2,95,2,6.816,0.1001,30.73,6.273,4.705
ule,2,100,2,6.82,0.1044,30.73,6.275,4.706
ule,2,105,2,6.824,0.1088,30.73,6.276,4.707
ule,2,110,2,6.828,0.1133,30.73,6.278,4.708
ule,2,115,2,6.832,0.1177,30.73,6.279,4.709
ule,2,120,2,6.836,0.1221,30.73,6.281,4.71
ule,2,125,2,6.84,0.1265,30.73,6.282,4.711
ule,2,130,2,6.844,0.1309,30.73,6.283,4.713
ule,2,135,2,6.848,0.1355,30.73,6.285,4.714
ule,2,140,2,6.852,0.1401,30.73,6.286,4.715
ule,2,145,2,6.858,0.149,30.85,6.309,4.732
ule,2,150,2,6.863,0.158,30.98,6.333,4.75
ule,2,155,2,6.868,0.1671,30.98,6.335,4.751
ule,2,160,2,6.874,0.1762,30.98,6.337,4.753
ule,2,165,2,6.879,0.1855,30.98,6.34,4.755
ule,2,170,2,6.885,0.1948,30.98,6.342,4.757
ule,2,175,2,6.89,0.2042,30.98,6.345,4.759
ule,2,180,2,6.896,0.2135,31.23,6.389,4.792
ule,2,185,2,6.9,0.2185,31.23,6.391,4.793
ule,2,190,2,6.904,0.2233,31.23,6.392,4.794
ule,2,195,2,6.908,0.228,31.35,6.414,4.811
ule,2,200,2,6.913,0.2328,31.35,6.416,4.812
ule,2,205,2,6.917,0.2374,31.35,6.417,4.813
ule,2,210,2,6.921,0.2421,31.35,6.419,4.814
ule,2,215,2,6.925,0.2465,31.48,6.441,4.831
ule,2,220,2,7.895,0.2552,32.1,6.708,5.031
ule,2,225,2,8.865,0.2639,32.1,6.872,5.154
ule,2,230,2,9.835,0.2726,32.1,7.035,5.276
ule,2,235,2,10.81,0.2813,31.98,7.177,5.383
ule,2,240,2,11.78,0.29,32.1,7.361,5.521
ule,2,40,3,0.004157,0.0117,32.73,5.457,4.093
ule,2,45,3,0.004982,0.01386,32.73,5.457,4.093
ule,2,50,3,0.005624,0.01554,32.85,5.479,4.109
ule,2,55,3,0.006272,0.01721,32.98,5.5,4.125
ule,2,60,3,0.006923,0.01888,32.98,5.5,4.125
ule,2,65,3,0.007585,0.02057,33.1,5.521,4.141
ule,2,70,3,0.008255,0.02229,33.1,5.522,4.141
ule,2,75,3,0.008888,0.02398,33.1,5.522,4.142
ule,2,80,3,0.009519,0.02565,33.1,5.523,4.142
ule,2,85,3,0.01011,0.02726,33.1,5.523,4.142
ule,2,90,3,0.01071,0.02888,33.1,5.523,4.142
ule,2,95,3,0.0113,0.03051,33.1,5.524,4.143
ule,2,100,3,0.0119,0.03217,33.1,5.524,4.143
ule,2,105,3,0.01249,0.03382,33.1,5.524,4.143
ule,2,110,3,0.01308,0.03547,33.1,5.525,4.144
ule,2,115,3,0.0137,0.03713,33.1,5.525,4.144
ule,2,120,3,0.01431,0.03879,33.1,5.526,4.144
ule,2,125,3,0.01492,0.04044,33.23,5.547,4.16
ule,2,130,3,0.01554,0.04209,33.35,5.568,4.176
ule,2,135,3,0.01615,0.04375,33.48,5.589,4.192
ule,2,140,3,0.01677,0.04541,33.6,5.61,4.208
ule,2,145,3,0.7454,0.05233,33.73,5.754,4.315
ule,2,150,3,1.474,0.05916,33.85,5.897,4.423
ule,2,155,3,2.203,0.06597,33.98,6.041,4.53
ule,2,160,3,2.931,0.07279,34.1,6.184,4.638
ule,2,165,3,3.66,0.07985,34.1,6.307,4.73
ule,2,170,3,4.389,0.0869,34.1,6.429,4.822
ule,2,175,3,5.117,0.09394,34.1,6.552,4.914
ule,2,180,3,5.846,0.101,34.1,6.675,5.006
ule,2,185,3,5.847,0.1027,34.1,6.675,5.006
ule,2,190,3,5.847,0.1045,34.1,6.675,5.006
ule,2,195,3,5.848,0.1062,34.1,6.676,5.007
ule,2,200,3,5.849,0.108,34.1,6.676,5.007
ule,2,205,3,5.849,0.1095,34.1,6.676,5.007
ule,2,210,3,5.85,0.111,34.1,6.677,5.008
ule,2,215,3,5.851,0.1125,34.1,6.677,5.008
ule,2,220,3,5.851,0.114,34.1,6.678,5.008
ule,2,225,3,5.852,0.1154,34.1,6.678,5.008
ule,2,230,3,5.852,0.1169,34.1,6.678,5.009
ule,2,235,3,5.853,0.1184,34.1,6.679,5.009
ule,2,240,3,5.854,0.1199,34.1,6.679,5.009
ule,3,40,0,16.07,0.01795,36.35,8.74,6.555
ule,3,45,0,20.93,0.02169,37.23,9.697,7.273
ule,3,50,0,25.26,0.02509,36.6,10.31,7.736
ule,3,55,0,29.59,0.0282,36.73,11.06,8.293
ule,3,60,0,33.29,0.03599,36.48,11.63,8.725
ule,3,65,0,36.49,0.04391,36.48,12.17,9.127
ule,3,70,0,39.75,0.0517,37.1,12.82,9.612
ule,3,75,0,43.68,0.05921,37.73,13.58,10.18
ule,3,80,0,48.02,0.06656,37.85,14.32,10.74
ule,3,85,0,51.7,0.07411,37.23,14.83,11.12
ule,3,90,0,55.8,0.08145,37.23,15.52,11.64
ule,3,95,0,59.92,0.08899,37.23,16.21,12.15
ule,3,100,0,64.1,0.09193,37.48,16.94,12.71
ule,3,105,0,68.53,0.09915,37.23,17.64,13.23
ule,3,110,0,72.03,0.1109,36.48,18.1,13.58
ule,3,115,0,74.59,0.123,35.85,18.43,13.82
ule,3,120,0,76.25,0.1353,35.73,18.69,14.01
ule,3,125,0,78.17,0.1477,35.73,19.01,14.26
ule,3,130,0,79.53,0.1602,35.73,19.24,14.43
ule,3,135,0,81.8,0.1722,36.48,19.74,14.81
ule,3,140,0,84.23,0.1842,36.48,20.15,15.11
ule,3,145,0,86.65,0.1918,36.73,20.59,15.45
ule,3,150,0,89.46,0.1951,36.85,21.08,15.81
ule,3,155,0,92.37,0.1983,36.85,21.57,16.18
ule,3,160,0,95.36,0.2015,36.85,22.07,16.55
ule,3,165,0,98.09,0.2047,36.85,22.52,16.89
ule,3,170,0,101.2,0.2093,36.73,23.02,17.27
ule,3,175,0,103.3,0.2141,35.98,23.26,17.44
ule,3,180,0,106.2,0.2186,36.73,23.87,17.9
ule,3,185,0,108.9,0.2238,36.73,24.31,18.23
ule,3,190,0,111.8,0.2288,36.85,24.81,18.61
ule,3,195,0,115.2,0.2337,36.85,25.39,19.04
ule,3,200,0,119.5,0.2383,37.6,26.23,19.67
ule,3,205,0,123.6,0.243,37.6,26.9,20.18
ule,3,210,0,127,0.2509,37.6,27.47,20.6
ule,3,215,0,130.3,0.2592,37.6,28.03,21.03
ule,3,220,0,133,0.2678,36.85,28.35,21.26
ule,3,225,0,135.9,0.2757,36.98,28.85,21.64
ule,3,230,0,138.4,0.2838,36.98,29.27,21.95
ule,3,235,0,140.6,0.2919,37.1,29.67,22.25
ule,3,240,0,142.9,0.3,37.1,30.05,22.54
ule,3,40,1,11.23,0.01154,40.48,8.62,6.465
ule,3,45,1,14.17,0.01438,40.48,9.109,6.832
ule,3,50,1,17.65,0.01679,41.23,9.815,7.361
ule,3,55,1,21.13,0.01916,41.23,10.4,7.797
